candidate_id,proxy_peak_abs_angle_deg,fdtd_peak_abs_angle_deg,delta_peak_abs_angle_deg,proxy_angular_FWHM_deg,fdtd_angular_FWHM_deg,proxy_normal_offaxis_ratio,fdtd_normal_offaxis_ratio,normal_offaxis_ratio_collapse_factor,proxy_spectral_FWHM_nm,spectral_validation_justified,diagnosis
R2_4B_OPT_06361,7.0,37.358725261340275,30.358725261340275,12.986,4.332020696422504,21.030296,0.12178631481292115,0.005790993850629642,5.462,no,proxy normal/offaxis is not predictive for x-line x-dipole FDTD normal/offaxis
R2_4B_OPT_06176,7.0,9.647365220006636,2.6473652200066358,13.079,2.009697868501897,19.279846,0.07663416191129037,0.003974832678191017,4.996,no,proxy normal/offaxis is not predictive for x-line x-dipole FDTD normal/offaxis
