candidate_id,peak_angle_mean_deg,peak_angle_std_deg,peak_angle_min_deg,peak_angle_max_deg,normal_offaxis_ratio_min,normal_offaxis_ratio_mean,edge_positions_degrade_normal_directionality,xline_average_dominated_by_edge_offaxis_positions,xline_effect
R2_4B_OPT_06361,33.272502599021294,3.9451282500574,26.59774281007007,37.79270198743001,0.11141486242153655,0.1261700258331314,False,True,reveals hidden off-axis failure
R2_4B_OPT_06176,18.475819567171353,13.117646922490161,9.124442731466909,41.900104804967974,0.04193613330364439,0.07360716483827184,True,False,reveals source-position instability and weak normal-window power
