geometry_uid,exact_hash,source_stage,source_file,material_contract,solver_lineage,full_jones_available,historical_grid,current_formal_grid_status,control_status,phase_k6_use_in_rescue,individual_old_rejection_inferred,route_context_note,H_global_nm,J1_side_nm,J2_length_nm,J2_width_nm,D_nm,Psi_deg,wavelength_count,mean_useful_power,worst_useful_power,useful_power_range,mean_DoLP,worst_DoLP,DoLP_range,mean_x_fidelity,worst_x_fidelity,mean_leakage_power,worst_leakage_power,mean_rank_contrast,worst_rank_contrast,mean_rank_error,worst_rank_error,mean_total_power,qualification,pareto_rank,promotion_role,historical_physical_screen,screen_limit
GLOBAL_006,58cb7c6aebab655f9f14af16d5a2ec1d0182037e8543fca5a31e7a08ebfcd176,H1C1A,reports/stage_h1c1a_broadband_global/h1c1a_broadband_full_jones.csv,APCD_TIO2_NATIVE_M1,historical real FDTD H1C1A/B/C,true,"450.0-454.0 nm, 0.5 nm, 9 points",not demonstrated at 435-465 nm; future confirmation only,rescue candidate pool,excluded,false,Historical phase/K6-era route context retained as provenance; exact individual rejection cause not inferred,550.0,113.0,112.0,96.0,191.1674658512792,2.398421334092505,9,0.44951817290551443,0.27604937097518917,0.24459215787770677,0.8377439727751688,0.7243991370632339,0.2594464503714813,0.9184113704066503,0.8614726191051061,0.04206428890145478,0.0035447967026844816,4.623163513974934,2.5013833767066047,0.2794559822075213,0.08520615022622612,0.49158246180696924,NATIVE_COMPATIBLE_HISTORICAL_FULL_JONES,,,"PASS: mean useful>=0.40, mean DoLP>=0.80, mean x-fidelity>=0.90","450-454 nm only; not source-weighted, not 435-465 nm, no MDC sign-flip confirmation"
GLOBAL_015,008a917f209f17a46f5bfd48dde796d5e473af44a93209b4432f5b6d9908a446,H1C1A,reports/stage_h1c1a_broadband_global/h1c1a_broadband_full_jones.csv,APCD_TIO2_NATIVE_M1,historical real FDTD H1C1A/B/C,true,"450.0-454.0 nm, 0.5 nm, 9 points",not demonstrated at 435-465 nm; future confirmation only,rescue candidate pool,excluded,false,Historical phase/K6-era route context retained as provenance; exact individual rejection cause not inferred,550.0,109.0,106.0,95.0,204.12006270820123,-1.9652605719205243,9,0.41906922408696423,0.11440106611878785,0.3924501989709316,0.897876328389728,0.7027017537924904,0.29331717560304005,0.9488612429937553,0.8512982155294134,0.026156343272486608,0.00023919607580930028,7.907123580303729,2.3934801428435004,0.20697393279144763,0.04237830797926614,0.44522556735945085,NATIVE_COMPATIBLE_HISTORICAL_FULL_JONES,,,"PASS: mean useful>=0.40, mean DoLP>=0.80, mean x-fidelity>=0.90","450-454 nm only; not source-weighted, not 435-465 nm, no MDC sign-flip confirmation"
GLOBAL_018,e845c395735b0c26f05551b883ad65b8e18131eacb85b8fe822ac1f970164940,H1C1A,reports/stage_h1c1a_broadband_global/h1c1a_broadband_full_jones.csv,APCD_TIO2_NATIVE_M1,historical real FDTD H1C1A/B/C,true,"450.0-454.0 nm, 0.5 nm, 9 points",not demonstrated at 435-465 nm; future confirmation only,rescue candidate pool,excluded,false,Historical phase/K6-era route context retained as provenance; exact individual rejection cause not inferred,550.0,109.0,114.0,106.0,185.06755523321746,1.5481576989779677,9,0.4907957604176281,0.4813098120952413,0.022866494221353395,0.827311013879258,0.6184264044317742,0.38132436150187476,0.9130479703371451,0.8079159997017232,0.04957477844484867,0.00038211768792099357,19.714647365402577,2.0631081656753816,0.274385177538084,0.007011584846177427,0.5403705388624768,NATIVE_COMPATIBLE_HISTORICAL_FULL_JONES,5,P0_BACKUP,"PASS: mean useful>=0.40, mean DoLP>=0.80, mean x-fidelity>=0.90","450-454 nm only; not source-weighted, not 435-465 nm, no MDC sign-flip confirmation"
H1C1B_V2_002,1223fccd0ea879a8b9b0942a1f977ff1fc2bd8e38b439dfb33388a977386db0c,H1C1B,reports/stage_h1c1b_broadband_adaptive/h1c1b_broadband_full_jones.csv,APCD_TIO2_NATIVE_M1,historical real FDTD H1C1A/B/C,true,"450.0-454.0 nm, 0.5 nm, 9 points",not demonstrated at 435-465 nm; future confirmation only,rescue candidate pool,excluded,false,Historical phase/K6-era route context retained as provenance; exact individual rejection cause not inferred,550.0,109.0,114.0,105.0,185.06755523321746,1.5481576989779677,9,0.48755022337243314,0.46596556735059225,0.03430408055379042,0.8102939712884747,0.24989028202011135,0.7477179085342412,0.9045050764748479,0.6236607913507186,0.06199422861992506,0.000961116373763959,7.0569598229737345,1.2910431745602609,0.28855932213136115,0.033876421951876776,0.5495444519923582,NATIVE_COMPATIBLE_HISTORICAL_FULL_JONES,,,"PASS: mean useful>=0.40, mean DoLP>=0.80, mean x-fidelity>=0.90","450-454 nm only; not source-weighted, not 435-465 nm, no MDC sign-flip confirmation"
H1C1B_V2_003,82ae7eddd69475b1d8e7ad2af7c7ee4c26ebfe1d681a9ab10fcb0a162e307a71,H1C1B,reports/stage_h1c1b_broadband_adaptive/h1c1b_broadband_full_jones.csv,APCD_TIO2_NATIVE_M1,historical real FDTD H1C1A/B/C,true,"450.0-454.0 nm, 0.5 nm, 9 points",not demonstrated at 435-465 nm; future confirmation only,rescue candidate pool,excluded,false,Historical phase/K6-era route context retained as provenance; exact individual rejection cause not inferred,550.0,110.0,114.0,106.0,185.06755523321746,1.5481576989779677,9,0.48984532495110944,0.4766170186685652,0.03969116648720172,0.8161988816436178,0.578208174105963,0.4194554835596438,0.9075817800574981,0.7889065560777471,0.0527791556688634,0.0009686831817179372,6.923169232835694,1.9343443466551995,0.2888123005152817,0.033934691818203994,0.5426244806199728,NATIVE_COMPATIBLE_HISTORICAL_FULL_JONES,,,"PASS: mean useful>=0.40, mean DoLP>=0.80, mean x-fidelity>=0.90","450-454 nm only; not source-weighted, not 435-465 nm, no MDC sign-flip confirmation"
H1C1B_V2_012,9191ce264313547454e8730bd323ea9ae49244af138113c2fa5b75e1a627857b,H1C1B,reports/stage_h1c1b_broadband_adaptive/h1c1b_broadband_full_jones.csv,APCD_TIO2_NATIVE_M1,historical real FDTD H1C1A/B/C,true,"450.0-454.0 nm, 0.5 nm, 9 points",not demonstrated at 435-465 nm; future confirmation only,rescue candidate pool,excluded,false,Historical phase/K6-era route context retained as provenance; exact individual rejection cause not inferred,550.0,109.0,106.0,95.0,205.08778608196053,-1.6764710468067516,9,0.4221664334552526,0.13867758005237274,0.37067336540254514,0.8989727545097852,0.711158627148674,0.28567579616387995,0.9494306293798694,0.8555515936979329,0.02603992236313586,0.00023021155134648097,7.801385246138082,2.4340994027534295,0.20689310765616495,0.03939000776500136,0.44820635581838847,NATIVE_COMPATIBLE_HISTORICAL_FULL_JONES,4,P0_BACKUP,"PASS: mean useful>=0.40, mean DoLP>=0.80, mean x-fidelity>=0.90","450-454 nm only; not source-weighted, not 435-465 nm, no MDC sign-flip confirmation"
H1C1C_R06,21cb2a2870ff636725f4ed3ac6782c70a1a4370ab857559b4ae9ba8f017ff58d,H1C1C,reports/stage_h1c1c_phase_gap/h1c1c_broadband_full_jones.csv,APCD_TIO2_NATIVE_M1,historical real FDTD H1C1A/B/C,true,"450.0-454.0 nm, 0.5 nm, 9 points",not demonstrated at 435-465 nm; future confirmation only,rescue candidate pool,excluded,false,Historical phase/K6-era route context retained as provenance; exact individual rejection cause not inferred,550.0,109.0,114.0,106.0,186.06719216455113,1.5398382886236162,9,0.4911903676390228,0.48267823319012854,0.02171574149282879,0.8266878679177978,0.6065744343322234,0.3924842297378057,0.9127573860952103,0.8020462976591227,0.0498422768069541,0.0005789003859226743,10.146846641904952,2.024995841421806,0.2753151981540856,0.018111719999285954,0.541032644445977,NATIVE_COMPATIBLE_HISTORICAL_FULL_JONES,6,P0_BACKUP,"PASS: mean useful>=0.40, mean DoLP>=0.80, mean x-fidelity>=0.90","450-454 nm only; not source-weighted, not 435-465 nm, no MDC sign-flip confirmation"
