dataset,style,order_profile_mae,order_profile_rmse,eta_plus1_mae,eta_0_mae,eta_minus1_mae,R_mae,T_mae,negative_power_rate,energy_residual_mae,bookkeeping_max,ranking_spearman,worst_geometry_mae,worst_geometry,ps_delta_mae
HF9,M3_style,0.12440660632906092,0.2607843604340797,0.4316735297487026,0.267893142922812,0.05410801671617112,0.13831250658693284,0.14792862480137775,0.0,0.02066514572930501,0.0,-0.19999999999999998,0.24792974056928418,K6X_D100_D110_D115_D220_D225_D230,0.08033985624612744
HF9,M5_style,0.11603909175464647,0.2403055906396517,0.41924412533640865,0.2640311889766602,0.03945342225740835,0.08386998387682898,0.1789081376656632,0.0,0.15990111510729713,0.0,-0.09999999999999999,0.2198199442906141,K6X_D200_D205_D215_D220_D225_D230,0.06827886742497519
HF13,M3_style,0.08432823379180417,0.1885366488484012,0.26766579814724606,0.17762309018805053,0.041477510168723225,0.108374393108493,0.1258223742702679,0.0,0.04588881912944377,0.0,0.34615384615384615,0.24869235645433732,K6X_D100_D110_D115_D220_D225_D230,0.11936480490586876
HF13,M5_style,0.08741910108477216,0.18410101655974886,0.2666110957550238,0.2018731840951191,0.03906888113712443,0.07400473762639193,0.15265868630171112,0.0,0.13451874107910294,0.0,0.39560439560439564,0.22467869224569273,K6X_D100_D110_D115_D220_D225_D230,0.10518772488283656
