model,target,n,disagreement_mean,error_mean,disagreement_error_spearman,low_bucket_n,low_bucket_error,high_bucket_n,high_bucket_error,high_minus_low_error
direct_mlp,eta_plus1,286,0.04442839091443451,0.2514108054438455,0.5729836274123822,72,0.14414239615885263,72,0.47680370533278016,0.33266130917392756
direct_mlp,R,286,0.034354891714113156,0.08178340311214263,0.385821880301983,72,0.04923118632911755,72,0.1079277226772189,0.05869653634810135
direct_mlp,T,286,0.041959456915976856,0.1408172200496758,0.06460215009637346,72,0.12361657037501361,72,0.1621762842798749,0.03855971390486129
resmlp,eta_plus1,286,0.030962186027371438,0.26339188894728893,0.16238729178395414,72,0.20458851992080795,72,0.2570686380364608,0.05248011811565284
resmlp,R,286,0.02493033040345956,0.09454592110817325,0.3268892852975009,72,0.06893863253454609,72,0.16351758546077508,0.09457895292622899
resmlp,T,286,0.05319834695036702,0.10353759282524785,-0.06854942233632863,72,0.11192749168762219,72,0.11366267960794912,0.0017351879203269388
circular_cnn,eta_plus1,286,0.020843270368084605,0.13345820055421553,-0.06726803363517099,72,0.0804870557767054,72,0.1024205524241637,0.021933496647458306
circular_cnn,R,286,0.02149176685111917,0.08062015047511892,-0.009805598765804157,72,0.06493436035986029,72,0.08334384546554502,0.018409485105684728
circular_cnn,T,286,0.0491377282486711,0.2156745825224314,0.4434879626150485,72,0.0897851844730507,72,0.24612267361574972,0.15633748914269902
