comparison,rows,order_profile_mae,order_profile_rmse,eta_plus1_mae,eta_0_mae,eta_minus1_mae,R_mae,T_mae,negative_power_rate,energy_residual_mae,bookkeeping_max,ranking_spearman,worst_geometry_mae,worst_geometry,ps_delta_mae
M5_CNN_common9,198,0.06836887026700213,0.15791986237440991,0.15145988519119405,0.20194768588428286,0.039520262487988116,0.081573210818942,0.26080889451421524,0.0,0.25404716461044574,0.0,0.6166666666666666,0.1369930854011551,K6X_D100_D140_D145_D155_D225_D230,0.07471689241622555
M5_Direct_common9,198,0.09066164602300518,0.19892507379559185,0.2761752092560935,0.22920596208228147,0.03952128681702255,0.07653847421101395,0.16732395123895097,0.0,0.1283267134052873,0.0,0.21666666666666667,0.22127079724729934,K6X_D100_D110_D115_D220_D225_D230,0.0825090071174278
M3_CNN_HF9_OOF,198,0.07287963424126899,0.133114569168327,0.0826123410463878,0.24889596286068322,0.04552845828370903,0.07194812354885023,0.08733328295913267,0.0,0.016912731152107806,0.0,0.9,0.15589525040846297,K6X_D100_D110_D115_D220_D225_D230,0.06673934742742216
