output,mean_bias,std,mae,p90_abs,max_abs
eta_m-3,-0.018035999450287866,0.036653359044242405,0.021823327616535857,0.08065998221930751,0.1587238429483574
eta_m-2,-0.009364133805659607,0.025598999217438412,0.01826561245985939,0.040083790271002076,0.1415730712432365
eta_m-1,-0.005300785109380324,0.02755205710595355,0.01444062577282774,0.03696747849013235,0.15831548816298682
eta_m+0,-0.04386900203176319,0.1171809145844455,0.06972417409311067,0.18177545898045327,0.6150347256758999
eta_m+1,-0.08446309266514342,0.11226455610684304,0.10621356384419711,0.22487547373561462,0.581893715610032
eta_m+2,-0.028824417205736023,0.06803343891167171,0.044875142580669006,0.11137297228976065,0.3407069235126369
eta_m+3,-0.009635951932880816,0.04100045151538785,0.02501849183799814,0.08186348924540816,0.17342007782309946
