group_id,candidate_id,parent_id,refinement_family,intended_reassigned_bin,height_nm,wavelength_nm,phase_bin_deg,txx_re,txx_im,txy_re,txy_im,tyx_re,tyx_im,tyy_re,tyy_im,selected_Tx,leakage_xin_to_yout,leakage_yin_to_xout,y_direct_leakage,conversion_to_leakage_ratio,selected_phase_deg,nearest_bin_deg,phase_error_deg,matrix_error,pass_level,result_csv,status,error_message
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_B01,LPML1A4_0283_B240_exploration_B240_H650,phase_tuning_scout,120,650.000000,452.5,120,-0.542693,0.828356,-0.035682,-0.058630,-0.045278,0.015317,-0.017781,-0.111544,0.980690,0.002285,0.004711,0.012758,56.139142,123.230608,120,3.230608,0.141925,strict,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_B01,LPML1A4_0283_B240_exploration_B240_H650,phase_tuning_scout,120,650.000000,453,120,-0.511843,0.851657,-0.034355,-0.046328,-0.052075,0.036300,-0.033239,-0.101186,0.987303,0.004030,0.003327,0.011343,67.301291,121.005734,120,1.005734,0.137622,strict,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_B01,LPML1A4_0283_B240_exploration_B240_H650,phase_tuning_scout,120,650.000000,453.5,120,-0.360174,0.851889,-0.057508,-0.007869,-0.036663,0.145693,-0.081750,-0.100814,0.855440,0.022571,0.003369,0.016847,42.315666,112.918348,120,7.081652,0.223645,strict,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_B01,LPML1A4_0283_B240_exploration_B240_H650,phase_tuning_scout,120,650.000000,454,120,-0.459082,0.880809,-0.025801,-0.016708,-0.122403,-0.054063,-0.037694,-0.084639,0.986581,0.017905,0.000945,0.008585,103.529739,117.528762,120,2.471238,0.166757,strict,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C02,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,600.000000,450,120,0.042758,0.828739,0.098420,0.239115,0.346838,0.169041,-0.113614,0.270766,0.688636,0.148871,0.066863,0.086222,4.498394,87.046491,60,32.953509,0.662181,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C02,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,600.000000,450.5,120,0.079592,0.809563,0.196265,0.208430,0.429713,0.098977,0.013865,0.415806,0.661728,0.194450,0.081963,0.173087,2.594505,84.385006,60,35.614994,0.824186,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C02,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,600.000000,451,120,0.100461,0.839749,0.292965,0.172528,0.465032,0.032911,0.287374,0.512277,0.715271,0.217338,0.115595,0.345012,1.552888,83.177982,60,36.822018,0.973558,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C02,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,600.000000,451.5,120,0.099151,0.717575,0.115387,-0.022122,0.349099,-0.281309,0.270840,0.581370,0.524745,0.201005,0.013804,0.411346,1.234260,82.132985,60,37.867015,1.092362,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C02,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,600.000000,452,120,0.063516,0.917755,0.169562,0.137564,0.285210,-0.139106,0.756332,0.497168,0.846308,0.100695,0.047675,0.819214,0.976259,86.040968,60,33.959032,1.069252,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C02,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,600.000000,452.5,120,0.146931,0.950452,0.016526,0.123700,0.073343,-0.205291,0.984771,-0.051806,0.924947,0.047523,0.015575,0.972458,0.936150,81.212157,60,38.787843,1.058104,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C02,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,600.000000,453,120,0.273627,0.857069,0.134754,0.284158,0.145767,0.112601,0.101274,-0.300678,0.809439,0.033927,0.098904,0.100664,4.055961,72.293823,60,47.706177,0.537089,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C02,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,600.000000,453.5,120,0.244686,0.826962,0.262423,0.221246,0.328242,-0.034784,0.393871,0.204885,0.743738,0.108953,0.117816,0.197112,2.361611,73.517273,60,46.482727,0.754939,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C02,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,600.000000,454,120,0.278030,0.827833,0.189023,0.257013,0.294583,-0.094759,0.536189,0.153806,0.762607,0.095758,0.101786,0.311155,1.846774,71.435249,60,48.564751,0.816733,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,500.000000,450,120,0.505517,0.069813,0.008163,-0.188513,0.023992,-0.174194,-0.162003,-0.957614,0.260421,0.030919,0.035604,0.943269,0.266042,7.862954,0,112.137046,1.969147,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,500.000000,450.5,120,0.514891,0.060390,-0.002592,-0.178722,0.003338,-0.161743,-0.240396,-0.943278,0.268759,0.026172,0.031948,0.947564,0.274381,6.689532,0,113.310468,1.934412,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,500.000000,451,120,0.510777,0.041613,-0.023340,-0.170581,-0.017050,-0.169290,-0.304821,-0.919928,0.262624,0.028950,0.029643,0.939184,0.271075,4.657603,0,115.342397,1.949167,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,500.000000,451.5,120,0.510394,0.019678,-0.031892,-0.176137,-0.012821,-0.172934,-0.334025,-0.913042,0.260890,0.030071,0.032041,0.945218,0.266960,2.207955,0,117.792045,1.964978,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,500.000000,452,120,0.521398,0.004193,-0.032551,-0.175422,-0.013577,-0.156076,-0.385432,-0.898429,0.271874,0.024544,0.031832,0.955732,0.275298,0.460803,0,119.539197,1.929433,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,500.000000,452.5,120,0.523816,-0.011255,-0.043540,-0.160221,-0.037044,-0.146798,-0.453218,-0.864065,0.274509,0.022922,0.027566,0.952014,0.280231,358.769101,0,121.230899,1.911016,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,500.000000,453,120,0.515689,-0.032927,-0.057747,-0.155345,-0.046923,-0.157008,-0.482170,-0.845419,0.267020,0.026853,0.027467,0.947221,0.273954,356.346553,0,123.653447,1.936701,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,500.000000,453.5,120,0.518515,-0.055186,-0.061009,-0.161641,-0.035339,-0.152529,-0.509189,-0.833107,0.271904,0.024514,0.029850,0.953341,0.276552,353.924884,0,126.075116,1.925126,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,LPML1A4_0283_B240_exploration_B240_H650,fabrication_friendly_H_check,120,500.000000,454,120,0.526749,-0.074252,-0.061134,-0.152603,-0.044233,-0.129546,-0.572612,-0.793118,0.282978,0.018739,0.027025,0.956921,0.287595,351.976348,0,128.023652,1.882374,fail,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\lp_ml1b2e_scout01_results.csv,ok,
