group_id,candidate_id,wavelength_nm,polarization,runtime_sec,result_status,fsp_path
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,451.5,y,19.658166646957397,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\fdtd_tmp\LPML1B2D_B2D_0283_C05\LPML1B2D_B2D_0283_C05_451p5_y.fsp
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,452,x,19.761280059814453,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\fdtd_tmp\LPML1B2D_B2D_0283_C05\LPML1B2D_B2D_0283_C05_452_x.fsp
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,452,y,21.65411686897278,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\fdtd_tmp\LPML1B2D_B2D_0283_C05\LPML1B2D_B2D_0283_C05_452_y.fsp
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,452.5,x,21.57551884651184,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\fdtd_tmp\LPML1B2D_B2D_0283_C05\LPML1B2D_B2D_0283_C05_452p5_x.fsp
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,452.5,y,19.625470638275146,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\fdtd_tmp\LPML1B2D_B2D_0283_C05\LPML1B2D_B2D_0283_C05_452p5_y.fsp
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,453,x,19.74419355392456,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\fdtd_tmp\LPML1B2D_B2D_0283_C05\LPML1B2D_B2D_0283_C05_453_x.fsp
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,453,y,21.579466581344604,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\fdtd_tmp\LPML1B2D_B2D_0283_C05\LPML1B2D_B2D_0283_C05_453_y.fsp
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,453.5,x,21.54422664642334,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\fdtd_tmp\LPML1B2D_B2D_0283_C05\LPML1B2D_B2D_0283_C05_453p5_x.fsp
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,453.5,y,21.48951029777527,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\fdtd_tmp\LPML1B2D_B2D_0283_C05\LPML1B2D_B2D_0283_C05_453p5_y.fsp
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,454,x,21.531116485595703,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\fdtd_tmp\LPML1B2D_B2D_0283_C05\LPML1B2D_B2D_0283_C05_454_x.fsp
LPML1B2E_SCOUT_01_0283_LOCAL_REFINEMENT,LPML1B2D_B2D_0283_C05,454,y,19.773404121398926,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2e_0283_local_refinement\scout_01\fdtd_tmp\LPML1B2D_B2D_0283_C05\LPML1B2D_B2D_0283_C05_454_y.fsp
