candidate_id,wavelength_nm,harmonic_order,target_order_m,target_order_n,Jxx_real,Jxx_imag,Jxy_real,Jxy_imag,Jyx_real,Jyx_imag,Jyy_real,Jyy_imag,T0_x,T0_y,R0_x,R0_y,non_target_propagating_orders,energy_balance_error_max,S0,S1,S2,S3,DoLP,x_fidelity,useful_power,leakage_power,leakage_fraction,rank_contrast,rank_one_error,total_power,orientation_deg,state_flip_438_458
H1C1B_V2_009,435.0,121,0,0,-0.05246864333752832,0.5922828557315571,0.007674377546371791,-0.006477066251888819,-0.007674377546348032,0.006477066251896202,0.8531084316294126,-0.4458520960282456,0.35365278818516455,0.9266789361079317,0.6463472118147149,0.07332106389209238,0,1.20570220474292e-13,0.6401658621465482,-0.2865130739613833,0.013673809231588107,0.00630956188701557,0.4480700955198305,0.2762196557930528,0.17682639409258244,0.46333946805396586,0.7237803442069473,1.6199877504097784,0.6172886182300135,0.6401658621465481,88.63381878920755,True
H1C1B_V2_009,436.0,121,0,0,0.10409461281501353,0.2600604236870094,0.004533026103342663,-0.007859329211899746,-0.004533026103347563,0.00785932921190579,0.796728418794729,-0.5668035841741468,0.07854942976668915,0.9561247937291227,0.921450570233326,0.0438752062708857,0,1.509903313490213e-14,0.517337111747906,-0.4387876819812169,0.009638323573816374,0.005689390013574419,0.8483704648381111,0.07591706450490013,0.039274714883344504,0.4780623968645615,0.9240829354950999,3.4923123615558582,0.2863432294912161,0.517337111747906,89.37082728897333,True
H1C1B_V2_009,437.0,121,0,0,-0.069910591869626,-0.05881510699125548,-0.00048718582458200815,-0.006191875147006862,0.00048718582457593553,0.0061918751469907975,0.7373252512159169,-0.6506759545249702,0.008385284333817834,0.9670663005454596,0.9916147156660784,0.032933699454537876,0,1.0380585280245214e-13,0.48772579243963876,-0.47934050810582074,0.003271454612486012,0.004478202229793462,0.982830268757324,0.008596310123229551,0.004192642166909021,0.4835331502727297,0.9914036898767704,10.759914196492891,0.09293754408617329,0.4877257924396387,89.8044838389529,True
H1C1B_V2_009,438.0,121,0,0,-0.3599477016475564,-0.10784923286345291,-0.0029721761955191217,-0.001596304751169647,0.002972176195518539,0.001596304751191692,0.675164334991567,-0.7181668121291344,0.14120518697078946,0.9716218313085242,0.8587948130290955,0.0283781686914684,0,1.1501910535116622e-13,0.5564135091396568,-0.41520832216886744,-0.002102282503492122,0.0029582470354905664,0.7462321411183347,0.1268887119483539,0.0706025934853947,0.4858109156542621,0.8731112880516461,2.623319835331462,0.3811963705423086,0.5564135091396568,-89.85495126292305,True
H1C1B_V2_009,439.0,121,0,0,-0.5459859824585318,0.008556756882755145,-0.002584186921188447,0.002859547049763933,0.002584186921194352,-0.0028595470497559325,0.6092723375950876,-0.7756290373853406,0.29818876616093226,0.9728280400252662,0.7018112338390479,0.027171959974729872,0,1.9872992140790302e-14,0.6355084030930991,-0.3373196369321668,-0.005227819615745976,0.0018012878447555079,0.5308508015647904,0.2346064699613806,0.1490943830804661,0.486414020012633,0.7653935300386194,1.8064066333974746,0.5535852124940487,0.6355084030930993,-89.55604715972002,True
H1C1B_V2_009,440.0,121,0,0,-0.6224580383910859,0.15902415536920023,-0.0007299490820458637,0.00627471679439346,0.0007299490820415425,-0.006274716794414631,0.5385256306840069,-0.8255041195981442,0.4127825964450786,0.9715068112736267,0.5872174035548646,0.028493188726376534,0,5.684341886080802e-14,0.6921447038593527,-0.27936210741427436,-0.007025095065005099,0.0010131485263382306,0.40374566420750324,0.2981909665301419,0.20639129822253918,0.48575340563681346,0.7018090334698581,1.5343690005154262,0.6517337092082017,0.6921447038593527,-89.27974575821864,True
H1C1B_V2_009,441.0,121,0,0,-0.6317693104264904,0.29777761713365125,0.0018076904276356776,0.008685167685343354,-0.0018076904276326138,-0.008685167685334783,0.46142500678455134,-0.8686147616295785,0.4878826707449633,0.9674833408893377,0.5121173292550328,0.03251665911066654,0,4.218847493575595e-15,0.7276830058171503,-0.23980033507218698,-0.008154156493696432,0.0004475719995227856,0.3297300195702284,0.33523022170697553,0.24394133537248167,0.4837416704446686,0.6647697782930244,1.4085009094128944,0.7099746924670642,0.7276830058171505,-89.02623403702214,True
H1C1B_V2_009,442.0,121,0,0,-0.6042474712059624,0.42896314993061485,0.002576377397221691,0.0069330061753745675,-0.0025763773972599033,-0.00693300617536366,0.37458412777418804,-0.9049691055853172,0.5491790947523164,0.9593370551393591,0.45082090524767304,0.040662944860684676,0,4.374278717023117e-14,0.7542580749458376,-0.2050789801935214,-0.006726320957696688,0.00036588639318777677,0.2720411813965767,0.3640525126573899,0.2745895473761581,0.47966852756967954,0.6359474873426101,1.3218962873645537,0.7564889995974542,0.7542580749458377,-89.06072358939751,True
H1C1B_V2_009,443.0,121,0,0,-0.5497639095114856,0.4967998960179607,0.012057361018378461,0.015802900079033143,-0.012057361018382978,-0.015802900079031876,0.280264820639532,-0.9313371153730513,0.549445604490445,0.946332303765141,0.45055439550958304,0.05366769623484163,0,2.7977620220553945e-14,0.7478889541277929,-0.19844334963734794,-0.012560750435121015,-0.0009805049568511366,0.26586898541296045,0.3673310064668774,0.27472280224522244,0.4731661518825705,0.6326689935331227,1.3131341754549208,0.7615368015637557,0.747888954127793,-88.18910742472711,True
H1C1B_V2_009,444.0,121,0,0,-0.4851428274237877,0.5743345248868906,0.018289273095227182,0.01655327360978557,-0.01828927309521589,-0.016553273609777045,0.16670467331314592,-0.9448528356182172,0.565832217855349,0.9211458374577808,0.43416778214466667,0.07885416254221647,0,1.554312234475219e-14,0.7434890276565649,-0.17765680980121523,-0.0132257070855505,-0.001505316678969578,0.23961137092857107,0.3805249282822778,0.2829161089276748,0.46057291872889006,0.6194750717177222,1.2768177455089658,0.783197134843532,0.7434890276565649,-87.87122727484575,True
H1C1B_V2_009,445.0,121,0,0,-0.4102643179941029,0.6328408077787016,0.028525355456924084,0.016749968988712935,-0.028525355456907722,-0.01674996898870472,0.02675948004315069,-0.9327121089056718,0.5698985559742312,0.8717622052365122,0.43010144402577843,0.1282377947635382,0,5.040412531798211e-14,0.7208303806053719,-0.1509318246311392,-0.013756703622506191,-0.0021302413132910404,0.21025397991927275,0.3953069760292409,0.28494927798711633,0.4358811026182555,0.6046930239707591,1.2379524778073983,0.8077854505135382,0.7208303806053717,-87.39607855791748,True
H1C1B_V2_009,446.0,121,0,0,-0.3272029811340931,0.6750210530755927,0.04549715037929282,0.012637467636992993,-0.04549715037928084,-0.012637467636984662,-0.15240317668722864,-0.858714285874199,0.5649449092392305,0.7628466493097061,0.43505509076075977,0.2371533506902778,0,1.5987211554602254e-14,0.6638957792744684,-0.09895087003523656,-0.011429637720498799,-0.002296511338337935,0.15003678948416005,0.4254771056509999,0.2824724546196159,0.38142332465485257,0.5745228943490002,1.1632512210346146,0.859659531765274,0.6638957792744683,-86.70553356150612,True
H1C1B_V2_009,447.0,121,0,0,-0.2360671011066866,0.6996441577683543,0.0717282550658408,-0.009213485316970603,-0.07172825506577181,0.009213485316946227,-0.34487513586598834,-0.6097936711569224,0.5504594546107705,0.496017011608097,0.44954054538922317,0.5039829883918825,0,2.042810365310288e-14,0.5232382331094337,0.027221221501347065,0.004259875739827494,0.0010923158510563954,0.05265769923265278,0.5260122634192653,0.2752297273053904,0.24800850580404332,0.4739877365807347,1.054163889602823,0.9486190998031339,0.5232382331094337,4.4470684818394055,True
H1C1B_V2_009,448.0,121,0,0,-0.13925540570083372,0.6997918658098321,0.07092449057962728,-0.07786388761323797,-0.07092449057964131,0.07786388761324675,-0.17007192160960816,-0.08546869703231258,0.5201937918287399,0.047322425050612536,0.4798062081712461,0.9526775749492271,0,1.602051824534101e-13,0.28375810843967614,0.23643568338906024,0.05895779451998803,0.01948512954741304,0.858744498962103,0.9166148496851216,0.2600968959143682,0.02366121252530795,0.08338515031487836,3.665914750992638,0.27278321181070153,0.28375810843967625,7.00088495655658,True
