candidate_id,wavelength_nm,input_polarization,order_m,order_n,target_order,reflected_power,transmitted_power,propagating_estimate,energy_balance_error
H1C1B_V2_015,435.0,y,-5,-2,False,6.352747104407253e-22,1.5881867761018131e-22,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,-2,5,False,8.470329472543003e-22,2.117582368135751e-22,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,-2,-5,False,-0.0,4.235164736271502e-22,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,-5,2,False,4.235164736271502e-22,0.0,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,5,2,False,6.617444900424221e-23,1.0587911840678754e-22,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,4,-4,False,-0.0,0.0,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,-4,-4,False,2.6469779601696886e-23,-5.293955920339377e-23,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,-4,4,False,-0.0,1.3234889800848443e-23,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,4,4,False,-0.0,1.3234889800848443e-23,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,5,-3,False,-0.0,2.117582368135751e-22,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,3,5,False,5.293955920339377e-23,2.117582368135751e-22,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,-5,-3,False,-1.0587911840678754e-22,0.0,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,-3,-5,False,-4.235164736271502e-22,5.293955920339377e-23,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,-5,3,False,-0.0,5.293955920339377e-23,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,5,3,False,-0.0,0.0,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,3,-5,False,-0.0,4.235164736271502e-22,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,-3,5,False,-4.235164736271502e-22,2.117582368135751e-22,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,-4,-5,False,3.970466940254533e-23,5.293955920339377e-23,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,-5,-4,False,-1.3234889800848443e-23,-2.6469779601696886e-23,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,-4,5,False,-0.0,0.0,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,4,5,False,-5.293955920339377e-23,0.0,False,3.552713678800501e-15
H1C1B_V2_015,435.0,y,5,-4,False,2.6469779601696886e-23,-6.617444900424222e-24,False,3.552713678800501e-15
