candidate_id,FDTD_source_weighted_DoLP,RCWA_source_weighted_DoLP,FDTD_source_weighted_useful,RCWA_source_weighted_useful,FDTD_source_weighted_x_fidelity,RCWA_source_weighted_x_fidelity,FDTD_state_flip,RCWA_state_flip,qualitative_low_DoLP_match,state_flip_match,calibration_pass,notes
H1C1B_V2_009,0.36999675577550056,0.2703544592923601,0.3811697288724078,0.21432453394527637,0.6849505481810916,0.36486567842523804,True,True,True,True,True,
H1C1B_V2_010,0.37772811055512595,0.17246984897104609,0.3972754829592868,0.271852844323148,0.6886024765656105,0.4138319486544224,True,True,True,True,True,
H1C1B_V2_015,0.31700121951197613,0.1378841167380119,0.4418973165513354,0.33863231237182995,0.6584777032284771,0.43106088675210336,True,True,True,True,True,
OVERALL,,,,,,,,,True,True,False,RCWA production ranking is blocked unless convergence and all control qualitative checks pass
