wavelength_nm,theta_deg,I_proxy
448.0,0.0,0.0488905738
448.0,0.25,0.0490134872
448.0,0.5,0.0490499014
448.0,0.75,0.0489996234
448.0,1.0,0.0488629198
448.0,1.25,0.048640514
448.0,1.5,0.0483335803
448.0,1.75,0.0479437334
448.0,2.0,0.0474730141
448.0,2.25,0.0469238718
448.0,2.5,0.0462991431
448.0,2.75,0.0456020276
448.0,3.0,0.0448360603
448.0,3.25,0.0440050824
448.0,3.5,0.0431132089
448.0,3.75,0.0421647948
448.0,4.0,0.0411644002
448.0,4.25,0.0401167537
448.0,4.5,0.0390267159
448.0,4.75,0.037899242
448.0,5.0,0.0367393455
448.0,5.25,0.0355520612
448.0,5.5,0.0343424106
448.0,5.75,0.0331153677
448.0,6.0,0.0318758266
448.0,6.25,0.0306285712
448.0,6.5,0.029378247
448.0,6.75,0.0281293357
448.0,7.0,0.0268861319
448.0,7.25,0.0256527231
448.0,7.5,0.0244329725
448.0,7.75,0.0232305048
448.0,8.0,0.0220486951
448.0,8.25,0.0208906614
448.0,8.5,0.0197592592
448.0,8.75,0.0186570806
448.0,9.0,0.0175864549
448.0,9.25,0.0165494536
448.0,9.5,0.0155478966
448.0,9.75,0.0145833622
448.0,10.0,0.0136571992
448.0,10.25,0.0127705409
448.0,10.5,0.0119243209
448.0,10.75,0.0111192918
448.0,11.0,0.0103560436
448.0,11.25,0.0096350243
448.0,11.5,0.0089565616
448.0,11.75,0.0083208838
448.0,12.0,0.007728142
448.0,12.25,0.0071784317
448.0,12.5,0.0066718136
448.0,12.75,0.0062083335
448.0,13.0,0.0057880407
448.0,13.25,0.0054110052
448.0,13.5,0.0050773315
448.0,13.75,0.0047871714
448.0,14.0,0.0045407319
448.0,14.25,0.0043382817
448.0,14.5,0.0041801527
448.0,14.75,0.0040667381
448.0,15.0,0.0039984862
448.0,15.25,0.0039758898
448.0,15.5,0.0039994717
448.0,15.75,0.0040697643
448.0,16.0,0.0041872869
448.0,16.25,0.0043525172
448.0,16.5,0.0045658594
448.0,16.75,0.0048276093
448.0,17.0,0.0051379162
448.0,17.25,0.0054967425
448.0,17.5,0.005903822
448.0,17.75,0.006358618
448.0,18.0,0.0068602818
448.0,18.25,0.0074076125
448.0,18.5,0.0079990198
448.0,18.75,0.008632491
448.0,19.0,0.0093055627
448.0,19.25,0.010015299
448.0,19.5,0.010758277
448.0,19.75,0.0115305807
448.0,20.0,0.012327804
448.0,20.25,0.0131450639
448.0,20.5,0.0139770234
448.0,20.75,0.0148179256
448.0,21.0,0.0156616384
448.0,21.25,0.0165017088
448.0,21.5,0.0173314282
448.0,21.75,0.0181439053
448.0,22.0,0.0189321477
448.0,22.25,0.0196891496
448.0,22.5,0.0204079845
448.0,22.75,0.0210819007
448.0,23.0,0.0217044187
448.0,23.25,0.0222694265
448.0,23.5,0.0227712729
448.0,23.75,0.0232048555
448.0,24.0,0.0235657015
448.0,24.25,0.0238500392
448.0,24.5,0.02405486
448.0,24.75,0.0241779666
448.0,25.0,0.0242180094
448.0,25.25,0.0241745077
448.0,25.5,0.0240478564
448.0,25.75,0.0238393182
448.0,26.0,0.0235510001
448.0,26.25,0.0231858165
448.0,26.5,0.0227474385
448.0,26.75,0.0222402313
448.0,27.0,0.0216691805
448.0,27.25,0.0210398097
448.0,27.5,0.020358091
448.0,27.75,0.01963035
448.0,28.0,0.0188631682
448.0,28.25,0.0180632843
448.0,28.5,0.0172374959
448.0,28.75,0.0163925658
448.0,29.0,0.0155351311
448.0,29.25,0.0146716203
448.0,29.5,0.0138081774
448.0,29.75,0.0129505947
448.0,30.0,0.0121042564
448.0,30.25,0.0112740909
448.0,30.5,0.0104645351
448.0,30.75,0.0096795087
448.0,31.0,0.0089223991
448.0,31.25,0.0081960559
448.0,31.5,0.0075027954
448.0,31.75,0.006844413
448.0,32.0,0.0062222036
448.0,32.25,0.0056369882
448.0,32.5,0.0050891462
448.0,32.75,0.0045786517
448.0,33.0,0.0041051136
448.0,33.25,0.0036678167
448.0,33.5,0.003265765
448.0,33.75,0.0028977247
448.0,34.0,0.0025622657
448.0,34.25,0.0022578032
448.0,34.5,0.0019826354
448.0,34.75,0.0017349801
448.0,35.0,0.0015130072
448.05,0.0,0.0527784337
448.05,0.25,0.0529111214
448.05,0.5,0.0529504313
448.05,0.75,0.0528961551
448.05,1.0,0.0527485805
448.05,1.25,0.0525084887
448.05,1.5,0.0521771471
448.05,1.75,0.051756299
448.05,2.0,0.0512481473
448.05,2.25,0.0506553363
448.05,2.5,0.0499809281
448.05,2.75,0.0492283767
448.05,3.0,0.0484014985
448.05,3.25,0.0475044399
448.05,3.5,0.0465416431
448.05,3.75,0.0455178096
448.05,4.0,0.0444378619
448.05,4.25,0.0433069048
448.05,4.5,0.0421301853
448.05,4.75,0.0409130529
448.05,5.0,0.0396609194
448.05,5.25,0.0383792203
448.05,5.5,0.0370733763
448.05,5.75,0.035748757
448.05,6.0,0.0344106455
448.05,6.25,0.0330642062
448.05,6.5,0.0317144541
448.05,6.75,0.0303662273
448.05,7.0,0.0290241619
448.05,7.25,0.0276926704
448.05,7.5,0.0263759232
448.05,7.75,0.0250778332
448.05,8.0,0.0238020441
448.05,8.25,0.0225519215
448.05,8.5,0.0213305484
448.05,8.75,0.0201407227
448.05,9.0,0.0189849591
448.05,9.25,0.0178654937
448.05,9.5,0.0167842912
448.05,9.75,0.0157430555
448.05,10.0,0.0147432425
448.05,10.25,0.0137860755
448.05,10.5,0.0128725628
448.05,10.75,0.0120035164
448.05,11.0,0.0111795734
448.05,11.25,0.0104012175
448.05,11.5,0.0096688023
448.05,11.75,0.0089825743
448.05,12.0,0.0083426967
448.05,12.25,0.0077492726
448.05,12.5,0.0072023674
448.05,12.75,0.0067020305
448.05,13.0,0.0062483154
448.05,13.25,0.0058412973
448.05,13.5,0.0054810894
448.05,13.75,0.0051678552
448.05,14.0,0.0049018184
448.05,14.25,0.0046832691
448.05,14.5,0.0045125654
448.05,14.75,0.0043901318
448.05,15.0,0.0043164524
448.05,15.25,0.0042920592
448.05,15.5,0.0043175163
448.05,15.75,0.0043933987
448.05,16.0,0.004520267
448.05,16.25,0.0046986366
448.05,16.5,0.0049289442
448.05,16.75,0.0052115089
448.05,17.0,0.0055464919
448.05,17.25,0.0059338526
448.05,17.5,0.0063733037
448.05,17.75,0.0068642659
448.05,18.0,0.0074058229
448.05,18.25,0.0079966782
448.05,18.5,0.0086351152
448.05,18.75,0.0093189611
448.05,19.0,0.0100455565
448.05,19.25,0.0108117322
448.05,19.5,0.0116137931
448.05,19.75,0.0124475116
448.05,20.0,0.0133081315
448.05,20.25,0.0141903813
448.05,20.5,0.0150884996
448.05,20.75,0.0159962718
