wavelength_nm,theta_deg,I_proxy
448.0,0.0,1.1216831829
448.0,0.25,1.1279690946
448.0,0.5,1.132930791
448.0,0.75,1.1365505287
448.0,1.0,1.1388153313
448.0,1.25,1.1397170666
448.0,1.5,1.1392524956
448.0,1.75,1.1374232923
448.0,2.0,1.1342360335
448.0,2.25,1.1297021604
448.0,2.5,1.1238379102
448.0,2.75,1.1166642203
448.0,3.0,1.1082066047
448.0,3.25,1.0984950038
448.0,3.5,1.0875636093
448.0,3.75,1.075450666
448.0,4.0,1.062198251
448.0,4.25,1.0478520334
448.0,4.5,1.0324610164
448.0,4.75,1.0160772634
448.0,5.0,0.9987556109
448.0,5.25,0.9805533712
448.0,5.5,0.961530026
448.0,5.75,0.9417469153
448.0,6.0,0.9212669233
448.0,6.25,0.900154164
448.0,6.5,0.8784736697
448.0,6.75,0.8562910852
448.0,7.0,0.8336723696
448.0,7.25,0.8106835093
448.0,7.5,0.7873902446
448.0,7.75,0.7638578121
448.0,8.0,0.740150705
448.0,8.25,0.7163324548
448.0,8.5,0.6924654351
448.0,8.75,0.6686106897
448.0,9.0,0.6448277874
448.0,9.25,0.6211747039
448.0,9.5,0.597707732
448.0,9.75,0.5744814216
448.0,10.0,0.5515485484
448.0,10.25,0.5289601129
448.0,10.5,0.5067653673
448.0,10.75,0.4850118706
448.0,11.0,0.4637455691
448.0,11.25,0.443010901
448.0,11.5,0.4228509207
448.0,11.75,0.4033074413
448.0,12.0,0.3844211879
448.0,12.25,0.3662319602
448.0,12.5,0.3487787951
448.0,12.75,0.332100126
448.0,13.0,0.3162339293
448.0,13.25,0.3012178522
448.0,13.5,0.2870893136
448.0,13.75,0.2738855693
448.0,14.0,0.2616437339
448.0,14.25,0.2504007512
448.0,14.5,0.2401933055
448.0,14.75,0.2310576665
448.0,15.0,0.2230294617
448.0,15.25,0.2161433718
448.0,15.5,0.210432745
448.0,15.75,0.2059291295
448.0,16.0,0.2026617243
448.0,16.25,0.2006567507
448.0,16.5,0.1999367518
448.0,16.75,0.2005198261
448.0,17.0,0.2024188077
448.0,17.25,0.2056404073
448.0,17.5,0.2101843299
448.0,17.75,0.216042389
448.0,18.0,0.2231976392
448.0,18.25,0.2316235515
448.0,18.5,0.2412832551
448.0,18.75,0.2521288725
448.0,19.0,0.2641009749
448.0,19.25,0.2771281822
448.0,19.5,0.2911269324
448.0,19.75,0.3060014436
448.0,20.0,0.321643885
448.0,20.25,0.3379347757
448.0,20.5,0.3547436182
448.0,20.75,0.3719297746
448.0,21.0,0.3893435838
448.0,21.25,0.4068277134
448.0,21.5,0.4242187325
448.0,21.75,0.4413488869
448.0,22.0,0.4580480505
448.0,22.25,0.4741458205
448.0,22.5,0.4894737212
448.0,22.75,0.5038674726
448.0,23.0,0.5171692817
448.0,23.25,0.5292301068
448.0,23.5,0.5399118483
448.0,23.75,0.5490894163
448.0,24.0,0.5566526304
448.0,24.25,0.562507906
448.0,24.5,0.5665796889
448.0,24.75,0.5688116042
448.0,25.0,0.5691672915
448.0,25.25,0.5676309065
448.0,25.5,0.5642072756
448.0,25.75,0.5589217019
448.0,26.0,0.5518194235
448.0,26.25,0.5429647402
448.0,26.5,0.5324398267
448.0,26.75,0.5203432617
448.0,27.0,0.5067883061
448.0,27.25,0.4919009715
448.0,27.5,0.4758179214
448.0,27.75,0.4586842531
448.0,28.0,0.4406512078
448.0,28.25,0.421873859
448.0,28.5,0.4025088253
448.0,28.75,0.3827120533
448.0,29.0,0.3626367131
448.0,29.25,0.3424312425
448.0,29.5,0.3222375723
448.0,29.75,0.3021895593
448.0,30.0,0.2824116463
448.0,30.25,0.2630177625
448.0,30.5,0.2441104717
448.0,30.75,0.2257803684
448.0,31.0,0.2081057177
448.0,31.25,0.1911523275
448.0,31.5,0.1749736384
448.0,31.75,0.1596110135
448.0,32.0,0.1450942033
448.0,32.25,0.1314419654
448.0,32.5,0.1186628086
448.0,32.75,0.1067558402
448.0,33.0,0.095711685
448.0,33.25,0.0855134558
448.0,33.5,0.0761377465
448.0,33.75,0.0675556298
448.0,34.0,0.0597336366
448.0,34.25,0.0526347019
448.0,34.5,0.0462190606
448.0,34.75,0.0404450833
448.0,35.0,0.0352700419
448.05,0.0,1.1472262506
448.05,0.25,1.1536553056
448.05,0.5,1.1587299902
448.05,0.75,1.1624321569
448.05,1.0,1.1647485337
448.05,1.25,1.1656708034
448.05,1.5,1.1651956532
448.05,1.75,1.1633247951
448.05,2.0,1.1600649558
448.05,2.25,1.1554278369
448.05,2.5,1.1494300455
448.05,2.75,1.1420929957
448.05,3.0,1.1334427826
448.05,3.25,1.1235100282
448.05,3.5,1.1123297031
448.05,3.75,1.0999409228
448.05,4.0,1.0863867226
448.05,4.25,1.0717138116
448.05,4.5,1.055972309
448.05,4.75,1.0392154638
448.05,5.0,1.0214993612
448.05,5.25,1.0028826185
448.05,5.5,0.9834260719
448.05,5.75,0.9631924585
448.05,6.0,0.9422460943
448.05,6.25,0.9206525534
448.05,6.5,0.898478349
448.05,6.75,0.8757906208
448.05,7.0,0.8526568298
448.05,7.25,0.8291444651
448.05,7.5,0.8053207642
448.05,7.75,0.781252449
448.05,8.0,0.7570054816
448.05,8.25,0.7326448402
448.05,8.5,0.7082343186
448.05,8.75,0.6838363509
448.05,9.0,0.6595118623
448.05,9.25,0.6353201487
448.05,9.5,0.6113187849
448.05,9.75,0.5875635628
448.05,10.0,0.5641084602
448.05,10.25,0.5410056389
448.05,10.5,0.5183054726
448.05,10.75,0.4960566034
448.05,11.0,0.4743060239
448.05,11.25,0.453099184
448.05,11.5,0.4324801189
448.05,11.75,0.4124915936
448.05,12.0,0.3931752608
448.05,12.25,0.3745718264
448.05,12.5,0.3567212164
448.05,12.75,0.3396627392
448.05,13.0,0.323435236
448.05,13.25,0.3080772115
448.05,13.5,0.2936269366
448.05,13.75,0.2801225155
448.05,14.0,0.2676019079
448.05,14.25,0.256102899
448.05,14.5,0.2456630085
448.05,14.75,0.2363193319
448.05,15.0,0.2281083081
