wavelength_nm,I_proxy
448.0,0.0285941726
448.05,0.0309907342
448.1,0.0335607803
448.15,0.0363143342
448.2,0.0392617792
448.25,0.0424138522
448.3,0.0457816366
448.35,0.0493765523
448.4,0.0532103435
448.45,0.057295065
448.5,0.0616430647
448.55,0.0662669652
448.6,0.071179641
448.65,0.0763941949
448.7,0.0819239296
448.75,0.0877823182
448.8,0.0939829707
448.85,0.100539598
448.9,0.1074659724
448.95,0.114775886
449.0,0.1224831052
449.05,0.1306013226
449.1,0.1391441059
449.15,0.1481248443
449.2,0.1575566913
449.25,0.1674525054
449.3,0.1778247884
449.35,0.1886856203
449.4,0.2000465934
449.45,0.211918743
449.5,0.2243124769
449.55,0.2372375037
449.6,0.2507027586
449.65,0.2647163298
449.7,0.2792853825
449.75,0.2944160836
449.8,0.3101135266
449.85,0.3263816555
449.9,0.3432231911
449.95,0.3606395576
450.0,0.3786308105
450.05,0.3971955675
450.1,0.4163309412
450.15,0.4360324751
450.2,0.4562940826
450.25,0.4771079905
450.3,0.4984646863
450.35,0.520352871
450.4,0.5427594163
450.45,0.5656693285
450.5,0.5890657176
450.55,0.612929774
450.6,0.6372407516
450.65,0.6619759578
450.7,0.6871107528
450.75,0.7126185547
450.8,0.7384708551
450.85,0.7646372417
450.9,0.7910854301
450.95,0.817781305
451.0,0.8446889697
451.05,0.871770805
451.1,0.8989875374
451.15,0.9262983159
451.2,0.9536607979
451.25,0.9810312445
451.3,1.0083646233
451.35,1.035614721
451.4,1.0627342621
451.45,1.0896750377
451.5,1.1163880391
451.55,1.1428236
451.6,1.1689315443
451.65,1.1946613388
451.7,1.2199622526
451.75,1.2447835193
451.8,1.2690745037
451.85,1.292784871
451.9,1.3158647588
451.95,1.3382649496
452.0,1.359937044
452.05,1.3808336344
452.1,1.4009084762
452.15,1.4201166578
452.2,1.4384147677
452.25,1.455761057
452.3,1.4721155983
452.35,1.4874404382
452.4,1.5016997442
452.45,1.514859944
452.5,1.5268898573
452.55,1.5377608186
452.6,1.5474467911
452.65,1.5559244706
452.7,1.5631733791
452.75,1.5691759466
452.8,1.5739175829
452.85,1.577386736
452.9,1.5795749395
452.95,1.5804768465
453.0,1.5800902519
453.05,1.578416101
453.1,1.5754584858
453.15,1.5712246284
453.2,1.5657248515
453.25,1.5589725364
453.3,1.5509840691
453.35,1.5417787736
453.4,1.5313788342
453.45,1.5198092066
453.5,1.5070975179
453.55,1.4932739568
453.6,1.478371154
453.65,1.4624240545
453.7,1.4454697803
453.75,1.4275474873
453.8,1.4086982145
453.85,1.3889647277
453.9,1.3683913582
453.95,1.3470238378
454.0,1.3249091293
454.05,1.3020952562
454.1,1.2786311294
454.15,1.2545663743
454.2,1.2299511573
454.25,1.2048360139
454.3,1.1792716783
454.35,1.1533089153
454.4,1.1269983564
454.45,1.1003903393
454.5,1.0735347523
454.55,1.0464808844
454.6,1.0192772811
454.65,0.9919716069
454.7,0.9646105148
454.75,0.9372395234
454.8,0.909902902
454.85,0.8826435635
454.9,0.8555029664
454.95,0.8285210249
455.0,0.8017360286
455.05,0.7751845707
455.1,0.7489014858
455.15,0.7229197958
455.2,0.6972706662
455.25,0.6719833704
455.3,0.6470852629
455.35,0.6226017616
455.4,0.5985563383
455.45,0.574970517
455.5,0.5518638802
455.55,0.5292540834
455.6,0.5071568753
455.65,0.4855861265
455.7,0.4645538629
455.75,0.4440703062
455.8,0.4241439193
455.85,0.4047814567
455.9,0.3859880201
455.95,0.3677671168
456.0,0.3501207235
456.05,0.3330493514
456.1,0.3165521153
456.15,0.3006268044
456.2,0.285269955
456.25,0.2704769246
456.3,0.2562419664
456.35,0.2425583056
456.4,0.229418214
456.45,0.2168130863
456.5,0.2047335144
456.55,0.1931693614
456.6,0.1821098345
456.65,0.1715435557
456.7,0.1614586321
456.75,0.1518427227
456.8,0.1426831042
456.85,0.1339667336
456.9,0.1256803092
456.95,0.1178103281
457.0,0.1103431412
457.05,0.1032650057
457.1,0.0965621343
457.15,0.0902207416
457.2,0.0842270871
457.25,0.078567516
457.3,0.0732284964
457.35,0.0681966535
457.4,0.0634588012
457.45,0.0590019705
457.5,0.0548134354
457.55,0.0508807354
457.6,0.0471916966
457.65,0.0437344485
457.7,0.04049744
457.75,0.0374694519
457.8,0.0346396075
457.85,0.0319973813
457.9,0.0295326055
457.95,0.0272354744
458.0,0.0250965474
