wavelength_nm,I_proxy
448.0,0.6882661165
448.05,0.7095177761
448.1,0.7310249666
448.15,0.7527715144
448.2,0.774740361
448.25,0.7969135746
448.3,0.8192723646
448.35,0.8417970987
448.4,0.8644673232
448.45,0.8872617851
448.5,0.9101584587
448.55,0.9331345732
448.6,0.9561666449
448.65,0.9792305105
448.7,1.0023013645
448.75,1.0253537984
448.8,1.0483618429
448.85,1.0712990125
448.9,1.0941383528
448.95,1.1168524895
449.0,1.1394136806
449.05,1.1617938698
449.1,1.1839647424
449.15,1.2058977826
449.2,1.2275643333
449.25,1.2489356562
449.3,1.2699829943
449.35,1.2906776349
449.4,1.3109909738
449.45,1.3308945805
449.5,1.3503602633
449.55,1.3693601353
449.6,1.3878666808
449.65,1.4058528206
449.7,1.423291978
449.75,1.4401581437
449.8,1.4564259405
449.85,1.4720706863
449.9,1.4870684567
449.95,1.5013961455
450.0,1.5150315242
450.05,1.5279532993
450.1,1.5401411675
450.15,1.551575869
450.2,1.562239238
450.25,1.5721142511
450.3,1.5811850722
450.35,1.589437095
450.4,1.5968569822
450.45,1.6034327012
450.5,1.609153557
450.55,1.6140102207
450.6,1.6179947555
450.65,1.6211006375
450.7,1.6233227742
450.75,1.624657518
450.8,1.6251026765
450.85,1.624657518
450.9,1.6233227742
450.95,1.6211006375
451.0,1.6179947555
451.05,1.6140102207
451.1,1.609153557
451.15,1.6034327012
451.2,1.5968569822
451.25,1.589437095
451.3,1.5811850722
451.35,1.5721142511
451.4,1.562239238
451.45,1.551575869
451.5,1.5401411675
451.55,1.5279532993
451.6,1.5150315242
451.65,1.5013961455
451.7,1.4870684567
451.75,1.4720706863
451.8,1.4564259405
451.85,1.4401581437
451.9,1.423291978
451.95,1.4058528206
452.0,1.3878666808
452.05,1.3693601353
452.1,1.3503602633
452.15,1.3308945805
452.2,1.3109909738
452.25,1.2906776349
452.3,1.2699829943
452.35,1.2489356562
452.4,1.2275643333
452.45,1.2058977826
452.5,1.1839647424
452.55,1.1617938698
452.6,1.1394136806
452.65,1.1168524895
452.7,1.0941383528
452.75,1.0712990125
452.8,1.0483618429
452.85,1.0253537984
452.9,1.0023013645
452.95,0.9792305105
453.0,0.9561666449
453.05,0.9331345732
453.1,0.9101584587
453.15,0.8872617851
453.2,0.8644673232
453.25,0.8417970987
453.3,0.8192723646
453.35,0.7969135746
453.4,0.774740361
453.45,0.7527715144
453.5,0.7310249666
453.55,0.7095177761
453.6,0.6882661165
453.65,0.6672852677
453.7,0.6465896099
453.75,0.6261926196
453.8,0.6061068687
453.85,0.586344026
453.9,0.566914861
453.95,0.54782925
454.0,0.5290961845
454.05,0.5107237812
454.1,0.492719295
454.15,0.475089133
454.2,0.4578388707
454.25,0.4409732696
454.3,0.4244962966
454.35,0.4084111448
454.4,0.3927202555
454.45,0.3774253415
454.5,0.3625274111
454.55,0.3480267939
454.6,0.3339231662
454.65,0.3202155786
454.7,0.3069024827
454.75,0.2939817594
454.8,0.281450747
454.85,0.2693062699
454.9,0.2575446672
454.95,0.2461618214
455.0,0.2351531874
455.05,0.2245138208
455.1,0.2142384067
455.15,0.2043212876
455.2,0.1947564913
455.25,0.1855377582
455.3,0.176658568
455.35,0.1681121664
455.4,0.1598915902
455.45,0.1519896926
455.5,0.1443991676
455.55,0.137112573
455.6,0.1301223535
455.65,0.1234208624
455.7,0.1170003826
455.75,0.1108531465
455.8,0.1049713556
455.85,0.0993471985
455.9,0.0939728681
455.95,0.0888405783
456.0,0.0839425793
456.05,0.0792711723
456.1,0.0748187227
456.15,0.0705776733
456.2,0.0665405554
456.25,0.0627000006
456.3,0.0590487496
456.35,0.0555796624
456.4,0.0522857259
456.45,0.0491600614
456.5,0.0461959316
456.55,0.0433867462
456.6,0.0407260669
456.65,0.0382076122
456.7,0.0358252609
456.75,0.0335730552
456.8,0.0314452032
456.85,0.0294360807
456.9,0.0275402325
456.95,0.0257523732
457.0,0.0240673875
457.05,0.0224803299
457.1,0.0209864243
457.15,0.0195810626
457.2,0.0182598036
457.25,0.0170183709
457.3,0.0158526513
457.35,0.0147586918
457.4,0.0137326978
457.45,0.0127710292
457.5,0.0118701982
457.55,0.0110268656
457.6,0.0102378375
457.65,0.0095000615
457.7,0.0088106235
457.75,0.0081667433
457.8,0.0075657712
457.85,0.007005184
457.9,0.0064825806
457.95,0.0059956785
458.0,0.0055423097
