wavelength_nm,theta_deg,I_proxy
448.15,25.25,0.6737518663
448.15,25.5,0.669715954
448.15,25.75,0.6634663852
448.15,26.0,0.65505708
448.15,26.25,0.6445645823
448.15,26.5,0.6320866512
448.15,26.75,0.6177405142
448.15,27.0,0.6016608231
448.15,27.25,0.5839973604
448.15,27.5,0.5649125479
448.15,27.75,0.5445788126
448.15,28.0,0.5231758682
448.15,28.25,0.5008879706
448.15,28.5,0.477901202
448.15,28.75,0.4544008391
448.15,29.0,0.430568854
448.15,29.25,0.4065815921
448.15,29.5,0.3826076658
448.15,29.75,0.3588060935
448.15,30.0,0.3353247089
448.15,30.25,0.3122988559
448.15,30.5,0.2898503769
448.15,30.75,0.268086897
448.15,31.0,0.2471013958
448.15,31.25,0.2269720564
448.15,31.5,0.2077623727
448.15,31.75,0.1895214929
448.15,32.0,0.1722847733
448.15,32.25,0.1560745128
448.15,32.5,0.1409008383
448.15,32.75,0.1267627096
448.15,33.0,0.1136490123
448.15,33.25,0.1015397091
448.15,33.5,0.0904070205
448.15,33.75,0.0802166088
448.15,34.0,0.0709287419
448.15,34.25,0.062499416
448.15,34.5,0.0548814202
448.15,34.75,0.0480253285
448.15,35.0,0.0418804094
448.2,0.0,1.3556791942
448.2,0.25,1.3624919107
448.2,0.5,1.3676977168
448.2,0.75,1.3712779722
448.2,1.0,1.37321983
448.2,1.25,1.3735163148
448.2,1.5,1.3721663636
448.2,1.75,1.3691748332
448.2,2.0,1.3645524711
448.2,2.25,1.358315852
448.2,2.5,1.350487279
448.2,2.75,1.3410946519
448.2,3.0,1.3301713028
448.2,3.25,1.3177557999
448.2,3.5,1.3038917232
448.2,3.75,1.2886274115
448.2,4.0,1.272015685
448.2,4.25,1.2541135443
448.2,4.5,1.2349818498
448.2,4.75,1.214684983
448.2,5.0,1.1932904939
448.2,5.25,1.1708687356
448.2,5.5,1.1474924918
448.2,5.75,1.123236598
448.2,6.0,1.0981775615
448.2,6.25,1.0723931822
448.2,6.5,1.0459621783
448.2,6.75,1.0189638196
448.2,7.0,0.9914775723
448.2,7.25,0.9635827579
448.2,7.5,0.9353582292
448.2,7.75,0.9068820672
448.2,8.0,0.8782313004
448.2,8.25,0.8494816501
448.2,8.5,0.8207073037
448.2,8.75,0.791980718
448.2,9.0,0.7633724551
448.2,9.25,0.734951051
448.2,9.5,0.7067829196
448.2,9.75,0.6789322915
448.2,10.0,0.6514611896
448.2,10.25,0.6244294384
448.2,10.5,0.5978947097
448.2,10.75,0.5719125999
448.2,11.0,0.5465367392
448.2,11.25,0.5218189285
448.2,11.5,0.4978093006
448.2,11.75,0.4745565011
448.2,12.0,0.4521078843
448.2,12.25,0.4305097173
448.2,12.5,0.409807385
448.2,12.75,0.3900455895
448.2,13.0,0.3712685343
448.2,13.25,0.3535200842
448.2,13.5,0.3368438927
448.2,13.75,0.3212834856
448.2,14.0,0.3068822912
448.2,14.25,0.2936836082
448.2,14.5,0.2817305017
448.2,14.75,0.2710656174
448.2,15.0,0.2617309094
448.2,15.25,0.2537672731
448.2,15.5,0.247214081
448.2,15.75,0.242108618
448.2,16.0,0.2384854186
448.2,16.25,0.2363755084
448.2,16.5,0.2358055569
448.2,16.75,0.2367969518
448.2,17.0,0.2393648088
448.2,17.25,0.2435169322
448.2,17.5,0.2492527487
448.2,17.75,0.2565622362
448.2,18.0,0.2654248754
448.2,18.25,0.2758086506
448.2,18.5,0.2876691331
448.2,18.75,0.3009486756
448.2,19.0,0.3155757518
448.2,19.25,0.3314644703
448.2,19.5,0.3485142932
448.2,19.75,0.3666099855
448.2,20.0,0.3856218188
448.2,20.25,0.405406047
448.2,20.5,0.4258056674
448.2,20.75,0.4466514728
448.2,21.0,0.4677633951
448.2,21.25,0.488952131
448.2,21.5,0.5100210359
448.2,21.75,0.5307682601
448.2,22.0,0.550989098
448.2,22.25,0.570478512
448.2,22.5,0.5890337851
448.2,22.75,0.606457255
448.2,23.0,0.6225590724
448.2,23.25,0.6371599295
448.2,23.5,0.6500936985
448.2,23.75,0.6612099231
448.2,24.0,0.6703761065
448.2,24.25,0.6774797432
448.2,24.5,0.6824300478
448.2,24.75,0.6851593388
448.2,25.0,0.6856240448
448.2,25.25,0.6838053085
448.2,25.5,0.6797091741
448.2,25.75,0.6733663518
448.2,26.0,0.6648315664
448.2,26.25,0.6541825041
448.2,26.5,0.6415183826
448.2,26.75,0.6269581786
448.2,27.0,0.610638553
448.2,27.25,0.5927115236
448.2,27.5,0.5733419356
448.2,27.75,0.5527047888
448.2,28.0,0.5309824787
448.2,28.25,0.5083620104
448.2,28.5,0.4850322429
448.2,28.75,0.4611812175
448.2,29.0,0.4369936215
448.2,29.25,0.4126484318
448.2,29.5,0.3883167766
448.2,29.75,0.3641600473
448.2,30.0,0.3403282833
448.2,30.25,0.3169588481
448.2,30.5,0.2941754024
448.2,30.75,0.272087177
448.2,31.0,0.250788539
448.2,31.25,0.2303588381
448.2,31.5,0.2108625155
448.2,31.75,0.192349453
448.2,32.0,0.1748555343
448.2,32.25,0.1584033911
448.2,32.5,0.1430033014
448.2,32.75,0.1286542094
448.2,33.0,0.1153448351
448.2,33.25,0.1030548419
448.2,33.5,0.091756036
448.2,33.75,0.0814135673
448.2,34.0,0.0719871108
448.2,34.25,0.063432006
448.2,34.5,0.0557003376
448.2,34.75,0.0487419423
448.2,35.0,0.0425053312
448.25,0.0,1.3747305936
448.25,0.25,1.3816390494
448.25,0.5,1.3869180129
448.25,0.75,1.3905485816
448.25,1.0,1.3925177285
448.25,1.25,1.3928183797
448.25,1.5,1.3914494576
448.25,1.75,1.3884158872
448.25,2.0,1.3837285669
448.25,2.25,1.3774043044
448.25,2.5,1.3694657163
448.25,2.75,1.3599410943
448.25,3.0,1.348864239
448.25,3.25,1.3362742607
448.25,3.5,1.3222153517
448.25,3.75,1.3067365303
448.25,4.0,1.2898913586
448.25,4.25,1.2717376386
448.25,4.5,1.2523370858
448.25,4.75,1.2317549866
448.25,5.0,1.2100598401
448.25,5.25,1.1873229882
448.25,5.5,1.1636182373
448.25,5.75,1.1390214747
448.25,6.0,1.1136102829
448.25,6.25,1.087463555
448.25,6.5,1.0606611154
448.25,6.75,1.033283348
448.25,7.0,1.0054108357
448.25,7.25,0.9771240146
448.25,7.5,0.9485028458
448.25,7.75,0.9196265074
448.25,8.0,0.8905731106
448.25,8.25,0.8614194406
448.25,8.5,0.8322407274
448.25,8.75,0.8031104462
448.25,9.0,0.7741001506
448.25,9.25,0.7452793396
448.25,9.5,0.7167153606
448.25,9.75,0.6884733469
448.25,10.0,0.6606161928
448.25,10.25,0.6332045636
448.25,10.5,0.6062969415
448.25,10.75,0.5799497044
448.25,11.0,0.554217236
448.25,11.25,0.5291520652
448.25,11.5,0.5048050292
448.25,11.75,0.4812254575
448.25,12.0,0.4584613696
448.25,12.25,0.4365596829
448.25,12.5,0.4155664202
448.25,12.75,0.3955269116
448.25,13.0,0.3764859819
448.25,13.25,0.3584881123
448.25,13.5,0.3415775698
448.25,13.75,0.3257984918
448.25,14.0,0.311194917
448.25,14.25,0.2978107526
448.25,14.5,0.2856896687
448.25,14.75,0.2748749104
448.25,15.0,0.2654090215
448.25,15.25,0.257333472
448.25,15.5,0.2506881877
448.25,15.75,0.2455109775
448.25,16.0,0.2418368612
448.25,16.25,0.2396973003
448.25,16.5,0.2391193392
448.25,16.75,0.2401246663
448.25,17.0,0.2427286095
448.25,17.25,0.2469390828
448.25,17.5,0.2527555048
448.25,17.75,0.2601677128
448.25,18.0,0.2691548989
448.25,18.25,0.2796845976
448.25,18.5,0.2917117558
448.25,18.75,0.3051779161
448.25,19.0,0.3200105471
448.25,19.25,0.3361225502
448.25,19.5,0.3534119748
448.25,19.75,0.3717619664
448.25,20.0,0.3910409735
448.25,20.25,0.4111032301
448.25,20.5,0.4317895269
448.25,20.75,0.4529282791
448.25,21.0,0.4743368877
448.25,21.25,0.4958233896
448.25,21.5,0.5171883765
448.25,21.75,0.538227162
448.25,22.0,0.5587321639
448.25,22.25,0.5784954632
448.25,22.5,0.5973114941
448.25,22.75,0.6149798166
448.25,23.0,0.6313079133
448.25,23.25,0.6461139567
448.25,23.5,0.6592294843
448.25,23.75,0.6705019255
448.25,24.0,0.6797969215
448.25,24.25,0.6870003859
448.25,24.5,0.6920202573
448.25,24.75,0.6947879031
448.25,25.0,0.6952591395
448.25,25.25,0.6934148445
448.25,25.5,0.689261147
448.25,25.75,0.6828291888
448.25,26.0,0.6741744639
448.25,26.25,0.66337575
448.25,26.5,0.6505336592
448.25,26.75,0.6357688402
448.25,27.0,0.6192198745
448.25,27.25,0.601040916
448.25,27.5,0.5813991266
448.25,27.75,0.5604719653
448.25,28.0,0.538444391
448.25,28.25,0.5155060366
448.25,28.5,0.4918484152
448.25,28.75,0.4676622106
448.25,29.0,0.4431347056
448.25,29.25,0.4184473923
448.25,29.5,0.3937738037
448.25,29.75,0.3692775991
448.25,30.0,0.3451109266
448.25,30.25,0.3214130801
448.25,30.5,0.298309458
448.25,30.75,0.2759108261
448.25,31.0,0.2543128777
448.25,31.25,0.2335960776
448.25,31.5,0.2138257726
448.25,31.75,0.1950525455
448.25,32.0,0.1773127843
448.25,32.25,0.1606294386
448.25,32.5,0.145012931
448.25,32.75,0.1304621908
448.25,33.0,0.1169657794
448.25,33.25,0.1045030746
448.25,33.5,0.0930454863
448.25,33.75,0.0825576746
448.25,34.0,0.0729987478
448.25,34.25,0.0643234179
448.25,34.5,0.0564830961
448.25,34.75,0.0494269142
448.25,35.0,0.0431026599
448.3,0.0,1.3928567217
448.3,0.25,1.399856267
448.3,0.5,1.4052048348
448.3,0.75,1.4088832734
448.3,1.0,1.4108783839
448.3,1.25,1.4111829993
448.3,1.5,1.4097960277
448.3,1.75,1.4067224589
448.3,2.0,1.4019733353
448.3,2.25,1.395565686
448.3,2.5,1.3875224258
448.3,2.75,1.3778722196
448.3,3.0,1.3666493135
448.3,3.25,1.3538933335
448.3,3.5,1.3396490547
448.3,3.75,1.3239661416
448.3,4.0,1.3068988626
448.3,4.25,1.2885057818
448.3,4.5,1.2688494284
448.3,4.75,1.2479959496
448.3,5.0,1.2260147478
448.3,5.25,1.2029781054
448.3,5.5,1.1789608022
448.3,5.75,1.1540397258
448.3,6.0,1.1282934817
448.3,6.25,1.1018020034
448.3,6.5,1.0746461677
448.3,6.75,1.0469074184
448.3,7.0,1.0186674008
448.3,7.25,0.9900076117
448.3,7.5,0.9610090664
448.3,7.75,0.9317519871
448.3,8.0,0.9023155148
448.3,8.25,0.8727774472
448.3,8.5,0.8432140062
448.3,8.75,0.8136996358
448.3,9.0,0.7843068329
448.3,9.25,0.7551060132
448.3,9.5,0.7261654118
448.3,9.75,0.6975510208
448.3,10.0,0.6693265639
448.3,10.25,0.6415535064
448.3,10.5,0.6142911013
448.3,10.75,0.58759647
448.3,11.0,0.5615247133
448.3,11.25,0.5361290527
448.3,11.5,0.5114609956
448.3,11.75,0.487570522
448.3,12.0,0.4645062846
448.3,12.25,0.4423158193
448.3,12.5,0.4210457557
448.3,12.75,0.4007420218
448.3,13.0,0.3814500331
448.3,13.25,0.3632148576
448.3,13.5,0.3460813459
448.3,13.75,0.3300942173
448.3,14.0,0.3152980911
448.3,14.25,0.3017374535
448.3,14.5,0.2894565504
448.3,14.75,0.2784991972
448.3,15.0,0.2689084984
448.3,15.25,0.260726471
448.3,15.5,0.2539935671
448.3,15.75,0.2487480942
448.3,16.0,0.2450255339
448.3,16.25,0.2428577625
448.3,16.5,0.2422721808
448.3,16.75,0.2432907634
448.3,17.0,0.2459290401
448.3,17.25,0.2501950294
448.3,17.5,0.2560881423
448.3,17.75,0.2635980819
448.3,18.0,0.272703766
448.3,18.25,0.2833723012
448.3,18.5,0.2955580401
448.3,18.75,0.3092017547
448.3,19.0,0.3242299572
448.3,19.25,0.3405544007
448.3,19.5,0.3580717901
448.3,19.75,0.3766637304
448.3,20.0,0.3961969356
448.3,20.25,0.4165237175
448.3,20.5,0.4374827677
448.3,20.75,0.458900239
448.3,21.0,0.4805911249
448.3,21.25,0.5023609311
448.3,21.5,0.5240076201
448.3,21.75,0.5453238066
448.3,22.0,0.5660991716
448.3,22.25,0.5861230543
448.3,22.5,0.6051871788
