candidate_id,route,route_name,proxy_angular_FWHM_deg,fdtd_tri_point_FWHM_deg,FWHM_error_fdtd_minus_proxy_deg,proxy_peak_abs_angle_deg,fdtd_tri_point_peak_abs_angle_deg,peak_error_fdtd_minus_proxy_deg,proxy_30_40_penalty,fdtd_30_40_fraction,proxy_45_55_penalty,fdtd_45_55_fraction,proxy_40_60_penalty,fdtd_40_60_fraction,proxy_normal_offaxis,fdtd_normal_offaxis,fdtd_verdict,failure_type
F0_0781,B,top_MDC_angular_filter,16.125,54.99770720078101,38.87270720078101,2.445112,25.894686241556442,23.44957424155644,0.172439,0.2659996390697256,0.2475,0.39834378540516163,0.200774,0.32355596827101396,2.706048,0.2822512476909402,fail,stable_off_normal_around_26deg_plus_broad_40_60_channel
F0_0204,A,high_top_DBR_RCLED,18.405,138.4457847281323,120.04078472813231,1.853007,65.49913049329244,63.64612349329244,0.178939,0.37224929094741166,0.2609,0.33011133081099886,0.241029,0.7432619818691985,2.41815,0.15662592241965104,fail,severe_far_offaxis_46_67deg_plus_broad_fwhm_source_position_mismatch
