path,read_status,terms_hit,line_numbers,evidence_snippets,supports_sio2_tio2,supports_453_or_450,supports_100_52_nm,supports_m8,supports_dipole_source,supports_planewave
F:\wc_312\MDC_453\453_10d22_14_p0.log,ok,100;450;453;ITO;MDC;source,11;39;41;47;48;49;50;58;61;66;67;68,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L58: 2.45078% complete. Elapsed simulation time: 2.45078e-14 secs. Max time remaining: 11 secs. Auto Shutoff: 1 | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.55829e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data",false,true,true,false,false,false
F:\wc_312\MDC_453\453_10d22_15_p0.log,ok,100;453;52;ITO;MDC;source,11;39;41;47;48;49;50;56;61;66;67;68,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L56: 0.112052% complete. Elapsed simulation time: 1.12052e-15 secs. Max time remaining: 1 min, 11 secs. Auto Shutoff: 1 | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 6.43722e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data",false,true,true,false,false,false
F:\wc_312\MDC_453\453_10d22_16_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 6.90828e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_10d22_17_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 4.78099e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_10d22_18_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 8.14423e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,true,false,false,false
F:\wc_312\MDC_453\453_10d22_19_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 4.29165e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,true,false,false,false
F:\wc_312\MDC_453\453_10d22_1_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 4.92564e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_10d22_20_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 4.42883e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,true,false,false,false
F:\wc_312\MDC_453\453_10d22_21_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 5.89187e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_10d22_22_p0.log,ok,100;453;52;ITO;MDC;source,11;39;41;47;48;49;50;57;61;66;67;68,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L57: 1.21252% complete. Elapsed simulation time: 1.21252e-14 secs. Max time remaining: 17 secs. Auto Shutoff: 1 | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 8.53009e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data",false,true,true,false,false,false
F:\wc_312\MDC_453\453_10d22_23_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.73302e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_10d22_24_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.63516e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_10d22_25_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 6.46695e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_10d22_26_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.88604e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_10d22_2_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 7.88316e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_10d22_3_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 4.14548e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_10d22_4_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 1.28676e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_10d22_5_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 3.5728e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,true,false,false,false
F:\wc_312\MDC_453\453_10d22_6_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 3.81327e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_10d22_7_p0.log,ok,100;453;52;ITO;MDC;source,11;39;41;47;48;49;50;61;63;66;67;68,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 3.4017e-06 | L63: Completed 3033 iterations, or 7.510529e-14s of Simulation Time | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data",false,true,true,false,false,false
F:\wc_312\MDC_453\453_10d22_8_p0.log,ok,100;453;52;ITO;MDC;source,11;39;41;47;48;49;50;60;61;66;67;68,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L60: 7.44846% complete. Elapsed simulation time: 7.44846e-14 secs. Max time remaining: 8 secs. Auto Shutoff: 9.15226e-06 | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.15226e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data",false,true,true,false,false,false
F:\wc_312\MDC_453\453_10d22_9_p0.log,ok,100;453;52;ITO;MDC;source,11;39;41;47;48;49;50;60;61;66;67;68,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L60: 7.48561% complete. Elapsed simulation time: 7.48561e-14 secs. Max time remaining: 9 secs. Auto Shutoff: 8.95259e-06 | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 8.95259e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data",false,true,true,false,false,false
F:\wc_312\MDC_453\453_11d22_10_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 2.94448e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_11d22_11_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 3.98077e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_11d22_12_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 4.41042e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_11d22_13_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 3.68182e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_11d22_14_p0.log,ok,100;450;453;52;ITO;MDC;source,11;16;39;41;47;48;49;50;58;61;66;67,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L16: Peak memory used by end of initialization: 0.078526 GiB | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L58: 2.45078% complete. Elapsed simulation time: 2.45078e-14 secs. Max time remaining: 11 secs. Auto Shutoff: 1 | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.46973e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data",false,true,true,false,false,false
F:\wc_312\MDC_453\453_11d22_15_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 4.34081e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_11d22_16_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 7.37787e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_11d22_17_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 6.58197e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,true,false,false,false
F:\wc_312\MDC_453\453_11d22_18_p0.log,ok,100;453;52;ITO;MDC;source,11;39;41;47;48;49;50;61;63;66;67;68,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 6.02627e-06 | L63: Completed 3525 iterations, or 8.096812e-14s of Simulation Time | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data",false,true,true,false,false,false
F:\wc_312\MDC_453\453_11d22_19_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 6.94618e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,true,false,false,false
F:\wc_312\MDC_453\453_11d22_1_p0.log,ok,100;453;ITO;MDC;source,11;39;41;47;48;49;50;61;66;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 4.84691e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data | L68: collecting TM source data | L69: collecting TE source data",false,true,false,false,false,false
F:\wc_312\MDC_453\453_11d22_20_p0.log,ok,100;453;52;ITO;MDC;source,11;16;39;41;47;48;49;50;55;61;66;67,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L16: Peak memory used by end of initialization: 0.078523 GiB | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L55: Starting 40522 total iterations | L61: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 4.27406e-06 | L66: collecting TM monitor data | L67: collecting TE monitor data",false,true,true,false,false,false
