path,read_status,terms_hit,line_numbers,evidence_snippets,supports_sio2_tio2,supports_453_or_450,supports_100_52_nm,supports_m8,supports_dipole_source,supports_planewave
F:\wc_312\MDC_green_angle\angle_20_p0.log,ok,52;ITO;MDC;source,11;39;41;47;48;49;50;60;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L60: 13.8647% complete. Elapsed simulation time: 1.38647e-13 secs. Max time remaining: 3 secs. Auto Shutoff: 0.0527794 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_21_p0.log,ok,52;ITO;MDC;source,11;39;41;47;48;49;50;62;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L62: 55.6219% complete. Elapsed simulation time: 5.56219e-13 secs. Max time remaining: 1 secs. Auto Shutoff: 0.000141152 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,true,false,false,false,false
F:\wc_312\MDC_green_angle\angle_22_p0.log,ok,52;ITO;MDC;source,11;39;41;47;48;49;50;62;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L62: 55.6219% complete. Elapsed simulation time: 5.56219e-13 secs. Max time remaining: 1 secs. Auto Shutoff: 0.000138521 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_23_p0.log,ok,ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_24_p0.log,ok,ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_25_p0.log,ok,52;ITO;MDC;source,11;39;41;47;48;49;50;63;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L63: 99.9991% complete. Elapsed simulation time: 9.99991e-13 secs. Max time remaining: 0 secs. Auto Shutoff: 1.86521e-05 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_26_p0.log,ok,100;ITO;MDC;source,11;39;41;47;48;49;50;64;69;70;71;72,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L64: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.62468e-06 | L69: collecting TM monitor data | L70: collecting TE monitor data | L71: collecting TM source data | L72: collecting TE source data",false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_27_p0.log,ok,100;ITO;MDC;source,11;39;41;47;48;49;50;64;69;70;71;72,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L64: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.54554e-06 | L69: collecting TM monitor data | L70: collecting TE monitor data | L71: collecting TM source data | L72: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_angle\angle_28_p0.log,ok,100;ITO;MDC;source,11;39;41;47;48;49;50;63;68;69;70;71,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.87216e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data | L71: collecting TE source data",false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_29_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;60;64;69;70;71,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L60: 13.8647% complete. Elapsed simulation time: 1.38647e-13 secs. Max time remaining: 3 secs. Auto Shutoff: 0.0835259 | L64: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 8.92858e-06 | L69: collecting TM monitor data | L70: collecting TE monitor data | L71: collecting TM source data",false,false,true,false,false,false
F:\wc_312\MDC_green_angle\angle_2_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;62;63;68;69;70,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L62: 35.0253% complete. Elapsed simulation time: 3.50253e-13 secs. Max time remaining: 2 secs. Auto Shutoff: 8.73529e-06 | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 8.73529e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data",false,false,true,false,false,false
F:\wc_312\MDC_green_angle\angle_30_p0.log,ok,52;ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70;76,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data | L76: time to run FDTD simulation: 3.386528,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_31_p0.log,ok,52;ITO;MDC;source,11;39;41;47;48;49;50;63;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L63: 99.9991% complete. Elapsed simulation time: 9.99991e-13 secs. Max time remaining: 0 secs. Auto Shutoff: 4.35253e-05 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,true,false,false,false
F:\wc_312\MDC_green_angle\angle_32_p0.log,ok,52;ITO;MDC;source,11;39;41;47;48;49;50;62;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L62: 55.6219% complete. Elapsed simulation time: 5.56219e-13 secs. Max time remaining: 1 secs. Auto Shutoff: 0.000272523 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_33_p0.log,ok,ITO;MDC;source,11;39;41;47;48;49;50;68;69;70;71,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data | L71: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_34_p0.log,ok,ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_35_p0.log,ok,52;ITO;MDC;source,11;39;41;47;48;49;50;61;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 27.7837% complete. Elapsed simulation time: 2.77837e-13 secs. Max time remaining: 3 secs. Auto Shutoff: 0.00756552 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_36_p0.log,ok,52;ITO;MDC;source,11;39;41;47;48;49;50;63;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L63: 99.9991% complete. Elapsed simulation time: 9.99991e-13 secs. Max time remaining: 0 secs. Auto Shutoff: 0.00031252 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_37_p0.log,ok,100;ITO;MDC;source,11;39;41;47;48;49;50;61;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 27.7837% complete. Elapsed simulation time: 2.77837e-13 secs. Max time remaining: 3 secs. Auto Shutoff: 0.0100715 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_38_p0.log,ok,ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_39_p0.log,ok,ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_3_p0.log,ok,100;ITO;MDC;source,11;39;41;47;48;49;50;63;68;69;70;71,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.54793e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data | L71: collecting TE source data",false,false,true,false,false,false
F:\wc_312\MDC_green_angle\angle_40_p0.log,ok,ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_41_p0.log,ok,453;ITO;MDC;source,11;39;41;47;48;49;50;53;65;67;68;69,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L53: Peak memory used by end of meshing: 0.080453 GiB | L65: Peak memory used running the simulation: 0.080453 GiB | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data,false,true,false,false,false,false
F:\wc_312\MDC_green_angle\angle_42_p0.log,ok,ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_43_p0.log,ok,ITO;MDC;source,11;39;41;47;48;49;50;68;69;70;71,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data | L71: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_44_p0.log,ok,ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_45_p0.log,ok,52;ITO;MDC;source,11;16;39;41;47;48;49;50;53;65;67;68,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L16: Peak memory used by end of initialization: 0.078523 GiB | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L53: Peak memory used by end of meshing: 0.080525 GiB | L65: Peak memory used running the simulation: 0.080525 GiB | L67: collecting TM monitor data | L68: collecting TE monitor data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_46_p0.log,ok,52;ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70;74,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data | L74: Overall wall time measurements in seconds: 4.570529,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_47_p0.log,ok,ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_48_p0.log,ok,ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_49_p0.log,ok,ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_4_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;53;64;67;69;70,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L53: Peak memory used by end of meshing: 0.080525 GiB | L64: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.90493e-06 | L67: Peak memory used running the simulation: 0.080525 GiB | L69: collecting TM monitor data | L70: collecting TE monitor data",false,false,true,false,false,false
F:\wc_312\MDC_green_angle\angle_50_p0.log,ok,52;ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70;81,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data | L81: total FDTD solver speed on 13 processes (Mnodes/s): 144.143523,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_51_p0.log,ok,52;ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70;76,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data | L76: time to run FDTD simulation: 3.285525,false,false,false,false,false,false
F:\wc_312\MDC_green_angle\angle_52_p0.log,ok,100;52;ITO;MDC;source,11;39;41;47;48;49;50;61;67;68;69;70,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 27.7837% complete. Elapsed simulation time: 2.77837e-13 secs. Max time remaining: 3 secs. Auto Shutoff: 0.011004 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data,false,false,true,false,false,false
F:\wc_312\MDC_green_angle\angle_53_p0.log,ok,52;ITO;MDC;source,11;39;41;47;48;49;50;67;68;69;70;79,L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding Gaussian source propagating in Y | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data | L70: collecting TE source data | L79: miscellaneous time: 1.218525,false,false,false,false,false,false
