candidate_id,wavelength_nm,source_position_label,position_id,source_x_nm,source_y_nm,dipole_axis,result_csv,cone_half_angle_deg,R_power,L_power,L_fraction,DoCP_RminusL,total_cone_power,peak_abs_theta_deg,status
BW2_J1J2_D194_T90_PSI99_H525,436.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_extend\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,7.320237612597778e-13,3.751272793465616e-12,0.8367219851900662,-0.6734439703801326,4.483296554725394e-12,11.768670898037971,ok
BW2_J1J2_D194_T90_PSI99_H525,436.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_extend\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,3.3666751279613045e-12,1.6050759259553086e-11,0.8266158617677055,-0.6532317235354109,1.941743438751439e-11,11.768670898037971,ok
BW2_J1J2_D194_T90_PSI99_H525,436.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_extend\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.3859486908264318e-11,6.227898557735615e-11,0.8179699899957695,-0.6359399799915391,7.613847248562048e-11,11.768670898037971,ok
BW2_J1J2_D194_T90_PSI99_H525,436.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_extend\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,4.513881318966194e-13,1.3283366897054027e-12,0.7463719523278314,-0.4927439046556628,1.7797248216020222e-12,27.38710750265391,ok
BW2_J1J2_D194_T90_PSI99_H525,436.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_extend\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,2.0830684272165926e-12,5.7529242539547846e-12,0.7341666190906648,-0.46833323818132977,7.835992681171378e-12,27.38710750265391,ok
BW2_J1J2_D194_T90_PSI99_H525,436.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_extend\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.2068687796440873e-11,2.141621493008525e-11,0.6395782333606638,-0.27915646672132743,3.348490272652612e-11,27.38710750265391,ok
BW2_J1J2_D194_T90_PSI99_H525,438.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_extend\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,8.418253907610239e-13,3.613431914707603e-12,0.8110489848189639,-0.6220979696379281,4.455257305468627e-12,14.32290283600599,ok
BW2_J1J2_D194_T90_PSI99_H525,438.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_extend\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,3.646448901948028e-12,1.556581049622399e-11,0.8102019743552403,-0.6204039487104807,1.9212259398172018e-11,14.32290283600599,ok
BW2_J1J2_D194_T90_PSI99_H525,438.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_extend\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.4194588270404863e-11,6.137607063264114e-11,0.8121679964625433,-0.6243359929250868,7.557065890304601e-11,14.32290283600599,ok
BW2_J1J2_D194_T90_PSI99_H525,438.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_extend\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,4.700685982784008e-13,1.451460992589547e-12,0.7553674944625377,-0.5107349889250754,1.921529590867948e-12,15.070062144888846,ok
BW2_J1J2_D194_T90_PSI99_H525,438.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_extend\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,2.137687362353926e-12,6.048286054165179e-12,0.7388597233848667,-0.47771944676973355,8.185973416519105e-12,15.070062144888846,ok
BW2_J1J2_D194_T90_PSI99_H525,438.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_extend\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.2261237152096764e-11,2.1674333564199034e-11,0.6386907043761918,-0.27738140875238376,3.39355707162958e-11,15.070062144888846,ok
BW2_J1J2_D194_T90_PSI99_H525,462.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_extend\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,5.652115618177069e-13,2.109752649539405e-12,0.7887031312725663,-0.5774062625451326,2.6749642113571116e-12,15.070062144888837,ok
