wavelength_nm,sigma1,sigma2,sigma2_over_sigma1,u1_x_real,u1_x_imag,u1_y_real,u1_y_imag,geometry_uid,dominant_output_overlap_next
452.0,0.8209545982881103,0.0911437064180672,0.11102161630877512,-0.2349697770438437,0.9720026768872431,5.126294156725631e-10,3.0603172882280953e-09,GLOBAL_002,1.0
452.5,0.9156041085286389,0.217617029557593,0.23767589892895966,-0.09387932816176692,0.9955835835046174,8.597405673536333e-09,2.424204541827847e-09,GLOBAL_002,1.0
453.0,0.9176986867173391,0.35756113629608677,0.3896280352923937,-0.0061102125272389785,-0.9999813324771977,-6.794038829981019e-09,1.1023650658993033e-09,GLOBAL_002,0.9999999999999999
453.5,0.9337951115089147,0.47827154826097706,0.5121803941425015,-0.10616536681159072,-0.9943484876489531,-8.978360341058954e-09,-5.317762801944344e-09,GLOBAL_002,0.9999999999999996
454.0,0.9614605235691164,0.5698972787101275,0.5927412147870255,-0.16197268315916902,-0.9867952421400392,-2.2798640842517784e-08,2.2100395204511856e-08,GLOBAL_002,
450.0,1.0404124707636586,0.1382898375629021,0.13291828140179626,-0.35349409714095237,-0.935245088920309,-0.015143224929892998,0.011367923102678068,GLOBAL_004,0.993678066515558
450.5,0.4076510429703687,0.3394861545214621,0.8327861791982184,-0.7966473641590577,-0.597038091700012,0.0020160002070991477,-0.09431028565749917,GLOBAL_004,0.9935525145835734
451.0,0.8863236760913028,0.4803418551435421,0.5419485771404133,-0.29449364486455953,0.9554277960702338,0.02062815578909875,0.0023872200365881663,GLOBAL_004,0.9999953539496278
451.5,0.9012905435777203,0.6010646110906738,0.6668932847167309,-0.007141897013868248,0.9998068090111264,0.01765166216632398,-0.004874093228341674,GLOBAL_004,0.9999886215293868
452.0,0.9577749193510029,0.7014198686097389,0.7323431157343601,-0.13607049253389947,-0.9904767969759691,-0.017144952623705724,0.012107283483007186,GLOBAL_004,0.9999967840026864
452.5,0.9887803554770033,0.77293688771379,0.7817073664867796,-0.17484610664671563,-0.9844156205289953,-0.015682965463828306,0.010429268586943975,GLOBAL_004,0.9999942543402273
453.0,0.9685891835711158,0.8245496274065512,0.851289319963804,-0.21768857929717123,-0.9758879183207594,-0.013782401391952004,0.008031110198848206,GLOBAL_004,0.9999511219950509
453.5,0.9679049633007398,0.8666139483153561,0.8953502473631687,-0.28749703480054833,-0.9575171049495266,-0.012288960583654508,0.018852855426773153,GLOBAL_004,0.9999986986917143
454.0,0.9902987159273783,0.8976430373118898,0.9064366366175484,-0.32834824878429836,-0.9442592696957188,-0.011113114028754655,0.020936996216651578,GLOBAL_004,
450.0,0.9879297973301779,0.8046333511975211,0.8144640979267913,0.014239643878158077,-0.020976207807480763,-0.2500052099455754,0.9679125096042046,GLOBAL_005,0.053545812540850946
450.5,0.9165378563217431,0.7326711384412963,0.7993899361469452,-0.1129393192987983,-0.9931912070615725,0.006447818517330056,0.02782736078516952,GLOBAL_005,0.9997948530238532
451.0,0.9961857262730667,0.48645218251221,0.48831474862837726,-0.20592990856472315,-0.97852462016129,-0.00020673673046266028,0.009077321006338158,GLOBAL_005,0.9999978499060148
451.5,0.9968477980521824,0.25944988023055837,0.2602703047922837,-0.22691923030907646,-0.9738879927250694,0.00040440662763619714,0.007048191055238833,GLOBAL_005,0.9999996713938827
452.0,0.9681949167378844,0.02950643744311824,0.03047572026357416,-0.28478138109771156,-0.9585615045358704,0.0014046508270622211,0.00757851951655622,GLOBAL_005,0.999998620182332
452.5,0.9816608683909619,0.17141358726816922,0.17461589107563474,-0.35169007618138004,-0.9360826890169859,0.0003475784188268852,0.007947881950987246,GLOBAL_005,0.9999988024071484
453.0,1.0023885531139078,0.3459995787015325,0.3451751096186095,-0.37800451847832217,-0.9257814727791412,0.0002713325550071486,0.006416778592141866,GLOBAL_005,0.9999988072904717
453.5,0.989301450387004,0.49989404233858115,0.505300019668452,-0.4007502868179038,-0.9161712234233164,0.0014372009876042154,0.005237503194464343,GLOBAL_005,0.9999955569707181
454.0,0.9798263141386265,0.6199153943084156,0.6326788588581522,-0.4486188711506195,-0.8936848116286014,0.001564024233688173,0.008131404558389333,GLOBAL_005,
450.0,1.0009461188929578,0.39852790419930484,0.39815120582122343,-0.19693989591251804,0.9792251586642367,0.003569268470701925,0.0481666519445875,GLOBAL_006,0.9993678764424215
450.5,0.9911543199178167,0.3962424669275605,0.3997787821379981,-0.11775862706502249,0.9929443603612628,-0.002744629400825944,0.013670039794227956,GLOBAL_006,0.9999110662450252
451.0,0.9948682950806195,0.36366644055565817,0.36554229575301556,-0.01452804509606187,0.9996204283462896,0.009789613056724877,0.02126261072086076,GLOBAL_006,0.9998857200478697
451.5,1.02105680455727,0.3150612019338581,0.3085638335963772,-0.07110533512000472,-0.9967916067646438,-0.009960368088682229,-0.035373932048463945,GLOBAL_006,0.9998080863875268
452.0,0.9795666516347962,0.28087459374579776,0.28673351964059507,-0.1493404498990486,-0.9885845321958138,0.0004199066181222592,-0.019946839488139644,GLOBAL_006,0.9982661222349243
452.5,0.7440275370468361,0.25451642780877065,0.3420793117671248,-0.540611596669502,-0.8394729782717683,-0.05017636496499938,0.022506725592096107,GLOBAL_006,0.9917328593487393
453.0,0.9316765308714924,0.1776687958839466,0.19069794075177016,-0.08599683382183154,0.9935734911053956,-0.07113280264190375,-0.018878207901293766,GLOBAL_006,0.9984960435444039
453.5,0.9317227638141647,0.12890458991342607,0.13835080017336202,-0.4090623710055524,-0.912096896196094,0.016642755869005425,-0.021685185123775444,GLOBAL_006,0.9999701312844422
454.0,0.91506705626727,0.07796934106337937,0.08520615022622595,-0.5966744414149174,-0.8017257317674702,0.012935745819446091,-0.03237481218794517,GLOBAL_006,
450.0,1.0310654797972068,0.8109402252536568,0.7865070076957238,-0.2922627602755824,-0.953378227109533,-0.006063804724824205,0.07493774283924297,GLOBAL_008,0.07369606523559918
450.5,0.8535178023586883,0.6495741332185475,0.7610551665395326,-0.0013228101857071998,-0.0007149540759867782,-0.5373232917198972,-0.8433750169344455,GLOBAL_008,0.07365142053331628
451.0,0.9861665108502489,0.8935894047894564,0.9061242649773467,-0.09494120382968507,-0.9926467146919944,-0.009881463564836932,0.07443805682832948,GLOBAL_008,0.9988873821332581
451.5,0.9694267349947622,0.9209306151516535,0.9499744353106059,-0.11929963065483062,-0.9924368401940481,-0.008819083961955325,0.027548867659968036,GLOBAL_008,0.9995505312637841
452.0,0.9484494611866975,0.9327469690067798,0.9834440391159369,-0.19307489466690542,-0.979469183891502,-0.0032900649864681837,0.057891090235572935,GLOBAL_008,0.9954824196959505
452.5,0.9720874168754096,0.9473504546240682,0.9745527389595746,-0.24682472179533888,-0.9571005197223452,0.019347415684319993,0.15053846473313143,GLOBAL_008,0.9961881063196123
453.0,0.9804526743190309,0.9632150806462729,0.9824187397064011,-0.2721602791919352,-0.9600105616218453,0.0028571454649264213,0.06557698319127918,GLOBAL_008,0.5188696053856217
453.5,0.9687128402681031,0.9643703926781303,0.9955173015062224,-0.1916702945544836,-0.5393597998322912,-0.2701556549345036,-0.7741895288733743,GLOBAL_008,0.52106722003694
454.0,0.9712266168998264,0.9697271568954577,0.998456117266272,0.13140464369268606,0.38068581680508856,-0.22383117498011432,-0.8875306944587675,GLOBAL_008,
450.0,0.77393558744874,0.3969088595397894,0.5128448232341788,-0.0007057353780104414,-0.9999396937904248,0.006108126223138863,0.009099533720477743,GLOBAL_009,0.9998990251290765
450.5,0.9787658299040304,0.5393300190159056,0.5510306985980373,-0.26401027031816027,-0.9645139474119263,-0.001742648133613567,-0.002895788645184934,GLOBAL_009,0.9999887898192192
451.0,1.0072062559847095,0.6712020466144826,0.666399799074195,-0.2808779430556497,-0.9597153290310922,-0.00027018149417081525,-0.007348151436249563,GLOBAL_009,0.9999815903520518
451.5,0.9800923235821596,0.7549583989276758,0.7702931456175096,-0.31433915515230115,-0.9493094351971068,-0.0009246879455611973,-0.0012793498703128309,GLOBAL_009,0.9999878805092345
452.0,0.9759555818823424,0.8073225199061184,0.8272123597561903,-0.37476127627915123,-0.9271123449806427,-0.0018762067505446454,0.00362842036484236,GLOBAL_009,0.9999670417511871
452.5,0.9954605448247813,0.8584322764520507,0.8623468613747519,-0.4111820287046405,-0.9115395512046822,-0.002385545310291837,-0.0043926112365843106,GLOBAL_009,0.9999991357277969
453.0,0.9948828997003313,0.8972694528577698,0.9018844862325369,-0.4303228976752169,-0.9026549644277956,-0.0021602641525354746,-0.005617133526192931,GLOBAL_009,0.9999053732438976
453.5,0.9828680337816696,0.9149065401752806,0.9308538977049632,-0.46525044683904837,-0.8851433083350103,0.0003753986032917635,0.00795012589257344,GLOBAL_009,0.9999894976469614
454.0,0.9885791183851037,0.9311966822799459,0.9419546346488735,-0.5048121015413755,-0.8632215437299242,-0.0007151625245639685,0.0035773063148353064,GLOBAL_009,
450.0,1.0108571890830242,0.7829831115706917,0.774573421475052,-0.0844573440519929,-0.9961146070750753,-0.01130853692078176,0.02224328213332606,GLOBAL_010,0.9890874096904353
450.5,0.7845529325675104,0.6795375735947892,0.8661462412369676,-0.3352902373270634,-0.9268040973571825,0.040303059358580126,0.16428720364483138,GLOBAL_010,0.9903122613578336
451.0,1.0037670610835352,0.6064640624402816,0.6041880491531796,-0.054715196331703186,0.9979125973489066,-0.008742263994131538,-0.033170290366515316,GLOBAL_010,0.999911663581357
451.5,0.9597681503527093,0.5639394038732386,0.5875787852159858,-0.16236190852090238,-0.9862896475007729,0.0024544924404696056,0.029416277145668322,GLOBAL_010,0.9999239277236223
452.0,0.9972574804843214,0.49624047108173974,0.49760516295223867,-0.2817783228193623,-0.9592612089370313,-0.0027905693062594385,0.020276156951455637,GLOBAL_010,0.9999933233864097
452.5,1.0155666398262357,0.4042297076606107,0.3980336610207822,-0.36631701951985385,-0.9303294200298899,-0.002472891238052678,0.017114211809605383,GLOBAL_010,0.999996854086942
453.0,0.952795438373065,0.3212970106796942,0.3372151017308828,-0.5272666213507962,-0.8495045243376673,0.0030515097696026386,0.017962778940793355,GLOBAL_010,0.9999881640863872
453.5,0.448874845316829,0.23071599739743778,0.5139873615207635,-0.9579815688981469,-0.28590385063669504,0.018453909205352937,0.01377516161778917,GLOBAL_010,0.9999874102341463
454.0,0.7300618834063017,0.11017646929149867,0.1509138770229182,-0.43571872705186687,0.8998598014946319,0.01675273574114939,-0.0109942892234599,GLOBAL_010,
450.0,0.6616739518968314,0.5640108923998843,0.8524000238834024,-0.6487780861913701,0.6393087582703068,-0.0906785151726272,0.4026769342324309,GLOBAL_011,0.9306410687859371
450.5,0.7527545549998015,0.5323515056332018,0.7072046287828071,-0.5720886502494185,0.8185929955055148,-0.007749780804942049,0.050596688257061345,GLOBAL_011,0.9993821671662602
451.0,0.8319585134736375,0.5049421284936121,0.6069318605627951,-0.4281688463022554,0.9035207001557946,0.006861204602144992,0.016574296895682995,GLOBAL_011,0.9998832812146644
451.5,0.8947124153234665,0.4785261590360937,0.5348379555715582,-0.2610150044586208,0.9648249834460818,0.008144430615811389,0.030291698791560722,GLOBAL_011,0.9996878290270492
452.0,0.9540243281159821,0.4379263271541096,0.45903056583361074,-0.05727937180372322,0.998297777981852,-0.0035574486055189466,0.010390601603690932,GLOBAL_011,0.9997850603148035
452.5,0.9958291495646249,0.3925603941561605,0.394204562426986,-0.2104267215766612,-0.9775174587632607,0.011692670759075999,0.006595006446887179,GLOBAL_011,0.9999808239221505
453.0,0.9331060091321599,0.35001482766526515,0.375107248522382,-0.6000443891675495,-0.7998108057378364,0.015022018074782645,-0.004872886874948081,GLOBAL_011,0.9994611082392122
453.5,0.5469884917370412,0.3011689944041088,0.5505947546495961,-0.9674498460849764,-0.2483555180320491,0.024890930002933225,-0.041722578740742707,GLOBAL_011,0.13199846449716512
454.0,0.24772298524118974,0.028801156730020375,0.1162635623092415,0.15357637413068614,-0.09071752158286284,-0.021033092716036143,-0.9837389072297247,GLOBAL_011,
450.0,0.9884059276672501,0.18980012484428802,0.19202649390442023,-0.12363188547220483,-0.9919590414245404,0.025158044477658285,-0.009974458820161678,GLOBAL_012,0.9999887636214272
450.5,0.9909206219561294,0.32412958252763313,0.32709944201966884,-0.15460623275325336,-0.9875523344905581,0.02444550335117226,-0.015482790510857273,GLOBAL_012,0.9999997067980632
451.0,0.9673635695497349,0.4494340132429357,0.46459679420440386,-0.21289792117364792,-0.9766448239951918,0.023057704815236918,-0.017541527071296397,GLOBAL_012,0.9999926174856507
451.5,0.9763916628010286,0.560676966315012,0.5742336683893501,-0.28075073732865485,-0.9594516335004386,0.01884078291413056,-0.016631637379988483,GLOBAL_012,0.9999895861345296
452.0,0.9973111461300744,0.649591358908901,0.65134272431382,-0.31364817836981207,-0.9491560298257515,0.016379717480617704,-0.02143259447594201,GLOBAL_012,0.9999849497891199
452.5,0.9903277036807699,0.7203760051484117,0.7274117471125734,-0.33604318447455916,-0.9413253814209523,0.01540227902186455,-0.027281390393969526,GLOBAL_012,0.9999897550948469
453.0,0.9777967105186508,0.7804736804337219,0.7981962631268588,-0.38116544380205475,-0.9241092171558289,0.013517595070590756,-0.0235017838116831,GLOBAL_012,0.9999976393121504
453.5,0.9891069741078091,0.825661851328893,0.834754857606432,-0.4253216069606116,-0.9046949983540453,0.010798472833427069,-0.022624844531682384,GLOBAL_012,0.9999459527867014
454.0,0.998325924562179,0.8571002795911664,0.8585375361929545,-0.44736779638366564,-0.8937189937057926,0.007172865368454327,-0.03281714568232999,GLOBAL_012,
450.0,0.9762034764044356,0.5193900115840411,0.5320509751686857,-0.28461954511381715,-0.9583268000293764,0.008738537246503407,-0.022914991849236677,GLOBAL_013,0.9998813245130704
450.5,0.9712401493147905,0.6247828382674337,0.6432835779165613,-0.34801104207356737,-0.9366643590331811,0.006375549148319172,-0.03882712305704508,GLOBAL_013,0.9999641716898968
451.0,0.9915881121588199,0.7092950064177022,0.7153121318421941,-0.39003906535102817,-0.9195619539851717,0.007026622829906046,-0.0471801531862187,GLOBAL_013,0.9997205856980531
451.5,0.9961957930116113,0.7781231484237952,0.7810945939366415,-0.4108340527584208,-0.9113807659678714,0.006222360868271745,-0.02370153461554951,GLOBAL_013,0.9999922792811767
452.0,0.9821469597743058,0.8276276761548066,0.8426719320548453,-0.4421260932023051,-0.8965899598296625,0.001785479553531623,-0.025451398882461777,GLOBAL_013,0.9990165308176281
452.5,0.981962708878473,0.8625203842294222,0.8783636857396864,-0.4851572712388442,-0.8716697324517771,-0.008741207330181258,-0.06883233968082467,GLOBAL_013,0.9996339444729401
453.0,0.9951389791020641,0.8921847629466665,0.8965428766057426,-0.516872015494653,-0.8549863167538431,-0.0026977064354391706,-0.04283036472154673,GLOBAL_013,0.9988250891580723
453.5,0.9939061093910129,0.915572567626174,0.9211861754096315,-0.5377762954808236,-0.843013909704334,0.010559980633011782,0.003562425152172888,GLOBAL_013,0.997162497783536
454.0,0.9830235811314,0.9306509923686767,0.9467229578537214,-0.5670922822182936,-0.8207924154047651,-0.01980218729097214,-0.06568125791237771,GLOBAL_013,
450.0,0.9976502400851888,0.2916766116552397,0.2923635959134673,-0.1298104253781346,-0.9914730049410089,-0.005500996598217384,0.010013639339477399,GLOBAL_015,0.9999937796235888
450.5,1.0068625000271163,0.21985775015223838,0.21835925972644457,-0.18350709973667212,-0.9829817343071365,-0.005114564290385201,0.006774628911535289,GLOBAL_015,0.9999880227785133
451.0,0.960482193398704,0.14046547334612652,0.14624474489119255,-0.3125376502575449,-0.9498639524296006,0.0005023293413192432,0.008856450278871423,GLOBAL_015,0.999993870094052
451.5,0.9118674119603254,0.059251440451756746,0.06497813133203045,-0.7155572417498857,-0.6984458525583846,0.005541396521463636,0.010978057563995653,GLOBAL_015,0.9999472817743155
452.0,0.47840306527407817,0.02027391243840988,0.04237830797926621,-0.46980830229169424,0.8826014449542617,0.0170494760781242,-0.002040545982678171,GLOBAL_015,0.9999624614318671
452.5,0.9042195971022984,0.12313584103857113,0.13617913329148984,-0.04247484445820604,-0.9990583298070252,-0.005860562692995215,0.006632875422489252,GLOBAL_015,0.9999937185887461
453.0,0.9641242688235842,0.21430080003044644,0.22227508108673,-0.12581214660900397,-0.9920040916220402,-0.002746958017117035,0.009572888405138197,GLOBAL_015,0.9999896485661645
453.5,0.9456226120947148,0.30466586688654823,0.32218547123324554,-0.20111635019208451,-0.9794635962904938,-0.0045976146183241435,0.013495894447154834,GLOBAL_015,0.9999933130079534
454.0,0.9543461139259662,0.3987273998405455,0.41780166966916255,-0.288648495228518,-0.9573714466353614,-0.00406704295110065,0.010267352690042924,GLOBAL_015,
450.0,0.9677673417899245,0.7531362494145056,0.7782203603001833,-0.010414621716140049,0.9980098320061921,-0.033473105856788,0.05241623849325854,GLOBAL_016,0.9998883828094772
450.5,0.9696212497982656,0.8214960434406489,0.8472339520318527,-0.15842314257615964,-0.9862370538526113,0.019237834886719714,-0.04322600158801157,GLOBAL_016,0.9998066762617015
451.0,1.040929662914589,0.8716839025301315,0.8374090330843569,-0.4317482533136928,-0.8996142908401371,-0.00024360002200950504,-0.06547911220993918,GLOBAL_016,0.016174984948203592
451.5,0.8956402256439762,0.1834234769597682,0.20479593447009875,0.02984829249829901,0.03966005462965352,-0.25339704740276764,-0.9660880373285182,GLOBAL_016,0.99980975302592
452.0,0.91745462945701,0.8454898628439232,0.9215604082180296,0.03388839347387363,0.05855050310958347,-0.2605223144239707,-0.963094771588213,GLOBAL_016,0.9996411377825791
452.5,0.9434196918573343,0.8802836634336324,0.933077474459533,0.03288567189492975,0.08657025430826633,-0.22065361701878697,-0.9709459845684247,GLOBAL_016,0.9985945276123656
453.0,0.9537928086930402,0.8987509296260122,0.9422915767812817,0.0340517382974606,0.024455551767310443,-0.5337805942697321,-0.8445831411339735,GLOBAL_016,0.999301591867781
453.5,0.9569903488550702,0.9409050745900935,0.983191811407272,-0.0003486867108517082,-0.01671693686022664,-0.9937095410889338,0.11073287853392721,GLOBAL_016,0.9896637434858148
454.0,0.9700858224903022,0.9446931778235406,0.9738243317466734,0.056054677591203,0.1334934150946965,-0.33782737995103657,-0.9300053992326708,GLOBAL_016,
450.0,0.9806000136537005,0.8459929037183024,0.8627298510492019,-0.35768180355399004,-0.933361360127218,-0.017144653986217947,0.02462437141384455,GLOBAL_017,0.9999336790636846
450.5,1.0021834293151968,0.8913540763652157,0.8894121078955456,-0.3899226539195221,-0.9200152172182184,-0.014102580129655535,0.03651631527081804,GLOBAL_017,0.9998907005672522
451.0,0.996946281843243,0.9183537172422467,0.9211667007216403,-0.41097078484474947,-0.9112460835783913,-0.01549438673377693,0.02221515579234358,GLOBAL_017,0.9999874233845577
451.5,0.9863752042055537,0.9320944751291917,0.9449694914826243,-0.4496575368815692,-0.8929058543209737,-0.0144507294532061,0.017844082021866454,GLOBAL_017,0.9994513624930882
452.0,0.9942043776430037,0.9491268448050809,0.9546596918585394,-0.48609763454264276,-0.872505152622265,-0.0019475328211561657,0.049396917470181025,GLOBAL_017,0.9999832762338587
452.5,0.9999059826431043,0.9641243695732626,0.9642150225211592,-0.5093394030402688,-0.8594380181664527,-0.002516343923976932,0.04396968789926655,GLOBAL_017,0.9991230140820142
453.0,0.9925835805813731,0.968102013059289,0.9753355102773866,-0.5369236272927852,-0.8434125385047214,-0.01828458798468683,0.005829424500803836,GLOBAL_017,0.9992617310643136
453.5,0.9914473229179529,0.9720760572554231,0.9804616289592495,-0.5693713430183821,-0.8211021709921197,0.0007101347570420101,0.040087332788531826,GLOBAL_017,0.9991059092533412
454.0,0.9983040445295414,0.9814457585765252,0.9831130745734273,-0.5933915510671938,-0.8009497445177751,0.02391926709674775,0.07611729462175756,GLOBAL_017,
450.0,0.9812478294583182,0.4666780282724416,0.4755964948529502,-0.3582173375132158,0.933474560113399,-0.010178407967974179,0.014212133452649673,GLOBAL_018,0.9999948957300334
450.5,0.9862769481962562,0.40572487449605343,0.4113701280741274,-0.31195968047697564,0.9499475450340183,-0.01147765263733015,0.01220995210807729,GLOBAL_018,0.9999972221184762
451.0,0.983325046615252,0.3192450549268773,0.32465872401579243,-0.2575200554806466,0.966105023003867,-0.009914764650147264,0.015040046338839338,GLOBAL_018,0.9999865766393486
451.5,0.9883613116768325,0.21475300629508529,0.21728188240264076,-0.19089404111623398,0.9813473627817029,-0.009037505043365503,0.020860060649524562,GLOBAL_018,0.9999923748442593
452.0,1.0006063607306699,0.09617312281587709,0.09611484254972041,-0.12897498269182706,0.9913096129600381,-0.011040681537633856,0.02342666096238186,GLOBAL_018,0.9999994498987691
452.5,0.9972403359918159,0.0069922352278370846,0.007011584846177409,-0.06359472786508502,0.9976153399875625,-0.010286450983344615,0.02476959699779205,GLOBAL_018,0.999993966699066
453.0,0.9899542036402091,0.1440485596654638,0.14551032677650722,-0.03735157344213169,-0.9988476118400593,0.007645745943271178,-0.02915220149111816,GLOBAL_018,0.9999493161143979
453.5,1.0048802367762877,0.30871634569950657,0.3072170537355635,-0.16359700860706206,-0.9857334586464576,0.009069890397865396,-0.03851369065520364,GLOBAL_018,0.9998537549279829
454.0,0.988216736254159,0.4789941471297772,0.4847055605892764,-0.30662488706415336,-0.9502687245396213,0.014161184809747028,-0.05263070054179702,GLOBAL_018,
450.0,0.7293070888940288,0.47281472238201466,0.6483067689620613,-0.8405519564569914,-0.5414296311045511,-0.008731549788369682,0.015815280478274567,GLOBAL_019,0.06692837891427982
450.5,0.44967529712940907,0.07082013858271194,0.15749172577369996,0.07094583212831251,-0.037577439410917284,-0.10214228374985602,0.9915248755433744,GLOBAL_019,0.328560966777934
451.0,0.49639809230636883,0.4090965669246852,0.824130014327689,-0.6089436098962819,0.7519848421721426,-0.03664128367830589,-0.2497276385189046,GLOBAL_019,0.9815621629484137
451.5,0.6719360083229621,0.371333900901911,0.5526328345294327,-0.4314510250890914,0.8999470723379078,-0.0220176181496522,-0.058826052315424295,GLOBAL_019,0.9997740346837278
452.0,0.7507017859380504,0.33009280315755457,0.4397122923386712,-0.29673826021815963,0.954047488840573,-0.01843767634406763,-0.037414516577500403,GLOBAL_019,0.9999085364231509
452.5,0.7955725507640627,0.2881952315120163,0.36224883731249335,-0.179768060050019,0.9833025468681789,-0.014421229593759374,-0.024322295233183872,GLOBAL_019,0.999977157831234
453.0,0.8334565318292447,0.23620097539659426,0.2833992732388666,-0.08615907008870394,0.9960472585629958,-0.013435168267472097,-0.016910635831179983,GLOBAL_019,0.9999980290663709
453.5,0.8569492056985534,0.17848554091026017,0.2082801871142005,-0.014299906455807476,0.9997053177684732,-0.013197667770935605,-0.014512472780318648,GLOBAL_019,0.9999919741261815
454.0,0.8687883244665962,0.11993091403767489,0.13804388325695793,-0.05684885294008446,-0.9982569149329074,0.010585900889154638,0.011801627446926567,GLOBAL_019,
450.0,1.000699294399847,0.09959545717131839,0.09952585929527324,-0.03976744501786256,-0.9979170829753449,-0.023284811831028897,0.04514269997157766,GLOBAL_020,0.9999520080673385
450.5,0.9966859460478886,0.2802353728589501,0.2811671760499424,-0.11017853274152045,-0.9920793734632795,-0.02598303360899317,0.05444345356520723,GLOBAL_020,0.9999854230848811
451.0,0.9862855077847775,0.5014366176458858,0.5084091915454838,-0.25543086711645724,-0.9646254428967772,-0.021338443942888047,0.061623841574730026,GLOBAL_020,0.9999591731619772
451.5,0.9909516724024899,0.619269365784468,0.6249238817904154,-0.5133382404195341,-0.854978431403887,-0.005209104501816549,0.07394996948893713,GLOBAL_020,0.09004805482100661
452.0,0.6931905998793083,0.18374700432865917,0.26507428744799977,0.008525790305105044,-0.025738170857859666,-0.9040058071300389,-0.42665953421402864,GLOBAL_020,0.06389850646483378
452.5,0.8282756580867078,0.7831756332722747,0.9455494986794459,-0.3601094211813065,0.9311806218080279,0.028802512952499377,-0.04893127418430553,GLOBAL_020,0.9994482384602026
453.0,0.8873892007861168,0.8447990032592201,0.9520050531501092,-0.14196425808425228,0.9895623133543335,0.012697587935319785,-0.021244968252084346,GLOBAL_020,0.9997966670465217
453.5,0.9154927591104882,0.865241854554485,0.9451105384986026,-0.015688910364795472,-0.9988950063553778,-0.010206498103896703,0.04310976416440648,GLOBAL_020,0.9995788599007349
454.0,0.9602020188432566,0.896189095488336,0.9333339004722817,-0.08967867926182427,-0.9932823627943201,-0.007826449383535158,0.07270920806633817,GLOBAL_020,
450.0,0.9809224625459384,0.4662171523157368,0.4752844084186756,-0.33180236903109284,0.943188917876189,-0.013245800867222306,0.011242858190145066,H1C1B_V2_001,0.9999990914547221
450.5,0.9825278652416297,0.38939999983212215,0.39632463730314493,-0.28033501233526525,0.9597256936148597,-0.012743456762003814,0.013284509182426336,H1C1B_V2_001,0.9999913729542885
451.0,0.9860364377847817,0.272180758195316,0.2760351927833359,-0.22247372472667326,0.9746982861186684,-0.011766243728987158,0.018172736505024316,H1C1B_V2_001,0.9999947917514276
451.5,0.992668464926019,0.1814484597275259,0.1827885806174459,-0.1620654019992508,0.9864664233458339,-0.012176681163075668,0.021691692463995563,H1C1B_V2_001,0.9999971419548539
452.0,0.995754299241782,0.07967543349576632,0.08001515389532865,-0.09694130573013426,0.994920843545757,-0.012485091861004168,0.024062851093708922,H1C1B_V2_001,0.9999963578757274
452.5,0.9956564547920885,0.07568138401349687,0.07601154358940057,-0.014892798376534566,0.9994491251648484,-0.010594638580811588,0.02770206485222221,H1C1B_V2_001,0.9999806027664034
