path,name,suffix,size_bytes,runtime_gitignored,commit_allowed
D:\project\worktrees\blue_apcd_rcled_mdc\runtime\r2_4fmm2b1r_rcwa_result_schema_audit_DO_NOT_COMMIT\.gitignore,.gitignore,,143,True,True
