file_path,object_name,object_type_or_class,parent_or_group,property_count,read_error,properties_json
F:\wc_312\MDC_blue_oujizi.fsp,,object_tree_unavailable,,0,getobjects failed: AttributeError: 'FDTD' object has no attribute 'getobjects'; getchildren failed: AttributeError: 'FDTD' object has no attribute 'getchildren'; eval failed: LumApiError: 'Failed to evaluate code',{}
