case_id,candidate_id,patch_option_id,position,dipole_orientation,cone_deg,target_LP,target_LP_power,leakage_LP_power,LP_fraction,target_to_leakage_ratio,total_cone_power,farfield_grid,source_x_nm,source_y_nm,source_z_nm,simulation_time_fs,q_nm,q_definition,result_csv,status,blocking_issues
center_x,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,A_small,center,x,5;10;20,x,,,,,,101,0.0,0.0,-200.0,100,107.9769465,LP phase-bin pitch / 4,outputs/stage13_4_lp_first_no_dbr_dipole/center_x.csv,prepared_not_run,
center_y,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,A_small,center,y,5;10;20,x,,,,,,101,0.0,0.0,-200.0,100,107.9769465,LP phase-bin pitch / 4,outputs/stage13_4_lp_first_no_dbr_dipole/center_y.csv,prepared_not_run,
x_plus_qp_x,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,A_small,x_plus_qp,x,5;10;20,x,,,,,,101,107.9769465,0.0,-200.0,100,107.9769465,LP phase-bin pitch / 4,outputs/stage13_4_lp_first_no_dbr_dipole/x_plus_qp_x.csv,prepared_not_run,
x_plus_qp_y,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,A_small,x_plus_qp,y,5;10;20,x,,,,,,101,107.9769465,0.0,-200.0,100,107.9769465,LP phase-bin pitch / 4,outputs/stage13_4_lp_first_no_dbr_dipole/x_plus_qp_y.csv,prepared_not_run,
x_minus_qp_x,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,A_small,x_minus_qp,x,5;10;20,x,,,,,,101,-107.9769465,0.0,-200.0,100,107.9769465,LP phase-bin pitch / 4,outputs/stage13_4_lp_first_no_dbr_dipole/x_minus_qp_x.csv,prepared_not_run,
x_minus_qp_y,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,A_small,x_minus_qp,y,5;10;20,x,,,,,,101,-107.9769465,0.0,-200.0,100,107.9769465,LP phase-bin pitch / 4,outputs/stage13_4_lp_first_no_dbr_dipole/x_minus_qp_y.csv,prepared_not_run,
