geometry_id,polarization,wavelength_nm,eta_plus1_disagreement,order_profile_disagreement,ensemble_eta_plus1_abs_error,ensemble_order_profile_abs_error,ensemble_R_abs_error
K6X_D200_D205_D215_D220_D225_D230,p,445,0.06003563417351476,0.018066128019519286,0.01976910031133812,0.044013466008354526,0.1009763225022363
K6X_D200_D205_D215_D220_D225_D230,p,446,0.054966410329789994,0.015354239987217624,0.028918491118241386,0.060356479078758345,0.09789606345674327
K6X_D200_D205_D215_D220_D225_D230,p,447,0.04742908778852528,0.019063460907884924,0.034079808704700246,0.04597826822239317,0.09897537396093567
K6X_D200_D205_D215_D220_D225_D230,p,448,0.07137735939430342,0.022590304297628306,0.009458927495656088,0.014660453579211363,0.06929299572883194
K6X_D200_D205_D215_D220_D225_D230,p,449,0.0747189468730315,0.021524774506921727,0.011263457735025023,0.01565610988908574,0.06657114248228928
K6X_D200_D205_D215_D220_D225_D230,p,450,0.07481886531898277,0.018647218892048522,0.0002616230859717912,0.012216051383396005,0.06682955965583084
K6X_D200_D205_D215_D220_D225_D230,p,451,0.0740958035227623,0.02048549785516994,0.004060819775279639,0.014250095512317321,0.07198489888099907
K6X_D200_D205_D215_D220_D225_D230,p,452,0.07184096140488501,0.023583873504817894,0.0222647751618335,0.07718442903349836,0.3073209413070115
K6X_D200_D205_D215_D220_D225_D230,p,453,0.06900424285615332,0.01707661219562223,0.0015171959033935464,0.03708174949788362,0.07673880531678698
K6X_D200_D205_D215_D220_D225_D230,p,454,0.06283740639645051,0.015641655933074552,0.014506122388584678,0.050333541213602485,0.09096418371506149
K6X_D200_D205_D215_D220_D225_D230,p,455,0.058867647224488055,0.020725742449846745,0.04279012544140333,0.07047007234192833,0.09489047835313323
K6X_D200_D205_D215_D220_D225_D230,s,445,0.04506674006361135,0.014150676333099523,0.01085974482085987,0.02688579359106223,0.06575202991819587
K6X_D200_D205_D215_D220_D225_D230,s,446,0.0431613992962663,0.015352325164521854,0.002900876141409537,0.04498231530783392,0.0898542044530121
K6X_D200_D205_D215_D220_D225_D230,s,447,0.034998634028028226,0.016931229285510153,0.005771733264364684,0.047519143425669944,0.11437058703255375
K6X_D200_D205_D215_D220_D225_D230,s,448,0.050545371967932406,0.01993724662807222,0.03838301212967573,0.030432536172283066,0.09850105979050784
