model,geometry_id,M8_order_profile_mae,M9_order_profile_mae,delta_M9_minus_M8,M8_eta_plus1_mae,M9_eta_plus1_mae,delta_eta_plus1
LF_global_bias,K6X_D100_D105_D110_D115_D190_D230,0.037407418525632,0.03690597552066772,-0.0005014430049642832,0.11782112371067412,0.11344210591844654,-0.004379017792227574
LF_global_bias,K6X_D100_D105_D115_D120_D125_D130,0.02839771947386577,0.02821874984506094,-0.00017896962880483216,0.11899312582183126,0.11460852706716956,-0.004384598754661698
LF_global_bias,K6X_D100_D105_D115_D165_D225_D230,0.05732623095043506,0.056769525172141906,-0.0005567057782931567,0.08231100331124037,0.07810108133043867,-0.004209921980801709
LF_global_bias,K6X_D100_D110_D115_D220_D225_D230,0.03506539908996769,0.03415419212477564,-0.000911206965192049,0.08906668092852144,0.08482458905430411,-0.004242091874217327
LF_global_bias,K6X_D100_D115_D130_D145_D155_D185,0.034152068657824865,0.03445134849070048,0.0002992798328756152,0.0797091290476239,0.0809986818388201,0.0012895527911962051
LF_global_bias,K6X_D100_D130_D135_D155_D160_D225,0.04216167078228547,0.04263524489149389,0.0004735741092084175,0.0956993730767314,0.09906162659854269,0.0033622535218112842
LF_global_bias,K6X_D100_D140_D145_D155_D225_D230,0.04024722653440351,0.04055239165950846,0.0003051651251049503,0.07933980031027492,0.08034240208003003,0.0010026017697551126
LF_global_bias,K6X_D100_D200_D205_D210_D215_D220,0.051605568970105674,0.050880843710308064,-0.0007247252597976095,0.045876669260389906,0.04251079946735878,-0.0033658697930311274
LF_global_bias,K6X_D105_D120_D125_D130_D165_D190,0.033772233061659385,0.0335855029545087,-0.00018673010715068716,0.05834898526018326,0.057633466638243716,-0.0007155186219395468
LF_global_bias,K6X_D110_D125_D135_D150_D175_D190,0.042394507960840065,0.0427130564989882,0.00031854853814813205,0.11448336938034033,0.11658670103985459,0.0021033316595142626
LF_global_bias,K6X_D110_D125_D135_D150_D175_D195,0.04197853388554674,0.042307865352548144,0.000329331467001405,0.1077143446023046,0.10983986886206364,0.0021255242597590374
LF_global_bias,K6X_D110_D190_D210_D215_D220_D225,0.05882187650567814,0.057943267785672825,-0.0008786087200053153,0.08732673867957612,0.08309293224463946,-0.004233806434936663
LF_global_bias,K6X_D120_D125_D180_D185_D190_D195,0.025957021378889715,0.02582146570110634,-0.00013555567778337357,0.08525690322454545,0.08525690322454546,1.3877787807814457e-17
LF_global_bias,K6X_D120_D145_D200_D215_D220_D230,0.0731125511691617,0.07266890818904201,-0.00044364298011968784,0.09421672731616965,0.09134882195467378,-0.002867905361495865
LF_global_bias,K6X_D125_D135_D150_D175_D190_D210,0.0440007477901123,0.04446778501050883,0.0004670372203965309,0.1304828137602494,0.1336794318502347,0.003196618089985309
LF_global_bias,K6X_D130_D145_D155_D180_D195_D230,0.033360293468994176,0.033580438615679636,0.00022014514668546037,0.07773040192704389,0.07901878349398798,0.001288381566944094
LF_global_bias,K6X_D135_D155_D190_D220_D225_D230,0.0718608412257228,0.07214569374450111,0.0002848525187783141,0.2647001167223388,0.2668302279527953,0.002130111230456533
LF_global_bias,K6X_D140_D160_D165_D170_D180_D190,0.07135618463290148,0.07105316591730834,-0.0003030187155931424,0.117646101128329,0.11650282197222342,-0.0011432791561055838
LF_global_bias,K6X_D150_D205_D215_D220_D225_D230,0.0799947329723713,0.0794627760645432,-0.0005319569078280906,0.07381410915111089,0.07041125514720313,-0.00340285400390776
LF_global_bias,K6X_D200_D205_D215_D220_D225_D230,0.06301700596592492,0.06240059441862429,-0.0006164115473006326,0.09783991990618,0.09355605070349764,-0.004283869202682367
LF_affine,K6X_D100_D105_D110_D115_D190_D230,0.0388982521401143,0.03848948067587807,-0.000408771464236235,0.11782112371067414,0.11344210591844656,-0.004379017792227588
LF_affine,K6X_D100_D105_D115_D120_D125_D130,0.03154800655413912,0.03216959832423005,0.0006215917700909332,0.11899312582183126,0.11460852706716956,-0.004384598754661698
LF_affine,K6X_D100_D105_D115_D165_D225_D230,0.057188565577738264,0.054885577104825396,-0.0023029884729128675,0.08231100331124037,0.07810108133043867,-0.004209921980801709
LF_affine,K6X_D100_D110_D115_D220_D225_D230,0.037247066727630576,0.03635530117665657,-0.0008917655509740052,0.08906668092852142,0.08542502850534703,-0.0036416524231743935
LF_affine,K6X_D100_D115_D130_D145_D155_D185,0.03323260444774388,0.03426047027759417,0.0010278658298502885,0.07207143226693727,0.07743315771521689,0.0053617254482796195
LF_affine,K6X_D100_D130_D135_D155_D160_D225,0.04192683564302499,0.0423839244231789,0.0004570887801539081,0.09569937307673136,0.09906162659854272,0.0033622535218113536
LF_affine,K6X_D100_D140_D145_D155_D225_D230,0.044956259401072944,0.044961381759695794,5.122358622849932e-06,0.10394036742115181,0.09917944664894009,-0.004760920772211727
LF_affine,K6X_D100_D200_D205_D210_D215_D220,0.055781818941305135,0.05527728987314168,-0.0005045290681634576,0.04740293699627143,0.04519453422755669,-0.002208402768714743
LF_affine,K6X_D105_D120_D125_D130_D165_D190,0.03554174322657525,0.03442572394089897,-0.001116019285676284,0.0541942702961623,0.049928197657013056,-0.004266072639149243
LF_affine,K6X_D110_D125_D135_D150_D175_D190,0.04209630535353526,0.04300639580156064,0.000910090448025383,0.11239595112920665,0.11706066257739205,0.0046647114481853935
LF_affine,K6X_D110_D125_D135_D150_D175_D195,0.04164318239519566,0.04245339003046763,0.0008102076352719673,0.10508577460619332,0.10981665499213951,0.0047308803859461845
LF_affine,K6X_D110_D190_D210_D215_D220_D225,0.05815133783106815,0.05738726129124342,-0.000764076539824729,0.08732673867957613,0.08309293224463944,-0.0042338064349366905
LF_affine,K6X_D120_D125_D180_D185_D190_D195,0.025968854333011805,0.027312219840095894,0.0013433655070840891,0.06785597773595566,0.07179882069223593,0.003942842956280279
LF_affine,K6X_D120_D145_D200_D215_D220_D230,0.06849572416934427,0.06819349372144776,-0.0003022304478965121,0.08816479607866422,0.08458177637353012,-0.0035830197051340967
LF_affine,K6X_D125_D135_D150_D175_D190_D210,0.04430667179383462,0.04485616191140382,0.0005494901175691971,0.13048281376024956,0.1336794318502346,0.0031966180899850316
LF_affine,K6X_D130_D145_D155_D180_D195_D230,0.036365422387775174,0.03622651623824659,-0.0001389061495285851,0.09876630435851087,0.09754132685195667,-0.0012249775065542035
LF_affine,K6X_D135_D155_D190_D220_D225_D230,0.0724413106611576,0.07339254310944328,0.0009512324482856827,0.26093417022752413,0.26272061908297467,0.0017864488554505398
LF_affine,K6X_D140_D160_D165_D170_D180_D190,0.06975149480246612,0.06811360981969139,-0.0016378849827747288,0.1294810988998439,0.1246243346533707,-0.004856764246473216
LF_affine,K6X_D150_D205_D215_D220_D225_D230,0.0777045808555596,0.07755250705220168,-0.00015207380335792442,0.07162658167920362,0.0682617215344027,-0.0033648601448009186
LF_affine,K6X_D200_D205_D215_D220_D225_D230,0.0632261419301289,0.06229622576094224,-0.0009299161691866606,0.09783991990617999,0.09355605070349761,-0.0042838692026823805
LF_ridge_residual,K6X_D100_D105_D110_D115_D190_D230,0.07064687708588818,0.0556067118695802,-0.01504016521630798,0.10534521072381432,0.0555716422216477,-0.049773568502166625
LF_ridge_residual,K6X_D100_D105_D115_D120_D125_D130,0.03741042557305491,0.03505134833326026,-0.0023590772397946505,0.08905114399297293,0.07758431241938843,-0.011466831573584496
LF_ridge_residual,K6X_D100_D105_D115_D165_D225_D230,0.04255689451476878,0.03891050561746989,-0.0036463888972988884,0.034350232612212366,0.025886930373719415,-0.00846330223849295
LF_ridge_residual,K6X_D100_D110_D115_D220_D225_D230,0.0551143046615903,0.05692218341903071,0.0018078787574404079,0.07554859957675732,0.07655587860884511,0.0010072790320877906
LF_ridge_residual,K6X_D100_D115_D130_D145_D155_D185,0.01647152950081149,0.017791268612888822,0.0013197391120773304,0.05426144893972107,0.05971273063615286,0.0054512816964317895
LF_ridge_residual,K6X_D100_D130_D135_D155_D160_D225,0.10246489041985626,0.05986584119925594,-0.04259904922060032,0.18740974382382883,0.06712589733175645,-0.12028384649207238
LF_ridge_residual,K6X_D100_D140_D145_D155_D225_D230,0.06898867228485485,0.061894112635653926,-0.0070945596492009225,0.10394005684171007,0.09917921712120706,-0.004760839720503007
LF_ridge_residual,K6X_D100_D200_D205_D210_D215_D220,0.04464952726110773,0.04773287968158963,0.0030833524204819038,0.05721800212034724,0.06689526285318864,0.009677260732841399
LF_ridge_residual,K6X_D105_D120_D125_D130_D165_D190,0.02531887898611864,0.023963579641790002,-0.0013552993443286393,0.05159346106595714,0.04857209359312428,-0.00302136747283286
LF_ridge_residual,K6X_D110_D125_D135_D150_D175_D190,0.028673393096897624,0.02486575038357683,-0.0038076427133207948,0.10105269270028208,0.08871465350306548,-0.0123380391972166
LF_ridge_residual,K6X_D110_D125_D135_D150_D175_D195,0.021285103637876637,0.02096251074894781,-0.0003225928889288264,0.07411008096007068,0.07113510930629476,-0.002974971653775929
LF_ridge_residual,K6X_D110_D190_D210_D215_D220_D225,0.03313948777423564,0.033865986257687185,0.0007264984834515417,0.027472583823390753,0.023597529081565986,-0.0038750547418247676
LF_ridge_residual,K6X_D120_D125_D180_D185_D190_D195,0.030777645408095047,0.03324375264154879,0.002466107233453741,0.07048496368940177,0.07179896619525483,0.0013140025058530624
LF_ridge_residual,K6X_D120_D145_D200_D215_D220_D230,0.05385377676973681,0.05326703900206619,-0.0005867377676706184,0.09963637874840664,0.10654219276642021,0.006905814018013573
LF_ridge_residual,K6X_D125_D135_D150_D175_D190_D210,0.01069627734696073,0.011623254510533516,0.0009269771635727862,0.03120509358494634,0.031357967461940806,0.00015287387699446445
LF_ridge_residual,K6X_D130_D145_D155_D180_D195_D230,0.02802579464333483,0.028215745498965078,0.00018995085563024844,0.10677656354294016,0.11332181686266717,0.00654525331972701
LF_ridge_residual,K6X_D135_D155_D190_D220_D225_D230,0.05297967570440049,0.0537606396025791,0.0007809638981786035,0.1818768018580095,0.18508323828021264,0.0032064364222031405
LF_ridge_residual,K6X_D140_D160_D165_D170_D180_D190,0.04527884457838015,0.04433320569059819,-0.0009456388877819577,0.11515519137496644,0.11409981920251483,-0.0010553721724516074
LF_ridge_residual,K6X_D150_D205_D215_D220_D225_D230,0.04150874892251401,0.041963071341670745,0.00045432241915673716,0.05151686886532325,0.054713686933744406,0.0031968180684211547
LF_ridge_residual,K6X_D200_D205_D215_D220_D225_D230,0.04047150754299945,0.04145477483230483,0.0009832672893053812,0.03798795610106195,0.02854833690983063,-0.009439619191231315
LF_paired_shared_contrast,K6X_D100_D105_D110_D115_D190_D230,0.07158475940331614,0.056438731658767755,-0.015146027744548388,0.11436595907772537,0.05367843783106636,-0.060687521246659014
LF_paired_shared_contrast,K6X_D100_D105_D115_D120_D125_D130,0.04097830237588098,0.04013062216312805,-0.0008476802127529298,0.08903680948303361,0.07757705213043081,-0.011459757352602795
LF_paired_shared_contrast,K6X_D100_D105_D115_D165_D225_D230,0.0410986433667579,0.03900017013705501,-0.002098473229702892,0.026703215410318483,0.02808512399061872,0.001381908580300236
LF_paired_shared_contrast,K6X_D100_D110_D115_D220_D225_D230,0.055705557822573706,0.05800208181144393,0.0022965239888702235,0.08307511533089897,0.07855860216533288,-0.004516513165566088
LF_paired_shared_contrast,K6X_D100_D115_D130_D145_D155_D185,0.017045191364771586,0.015687060236326406,-0.00135813112844518,0.05207610213496064,0.048966065342028194,-0.0031100367929324454
LF_paired_shared_contrast,K6X_D100_D130_D135_D155_D160_D225,0.1027518587956122,0.061055677645861624,-0.04169618114975058,0.18712996679168264,0.06709445792830927,-0.12003550886337337
LF_paired_shared_contrast,K6X_D100_D140_D145_D155_D225_D230,0.07519515230997398,0.056492102949293826,-0.018703049360680152,0.14065439614289252,0.06267140965935702,-0.0779829864835355
LF_paired_shared_contrast,K6X_D100_D200_D205_D210_D215_D220,0.038552791466534224,0.04312061216631578,0.004567820699781559,0.057211325926708016,0.07362512029702854,0.016413794370320527
LF_paired_shared_contrast,K6X_D105_D120_D125_D130_D165_D190,0.02422522907852217,0.022897981261853825,-0.0013272478166683442,0.05483854677349893,0.04871772179700509,-0.006120824976493834
LF_paired_shared_contrast,K6X_D110_D125_D135_D150_D175_D190,0.025505086791315364,0.022298879984472057,-0.003206206806843307,0.08751811351317305,0.08195892385677765,-0.005559189656395402
LF_paired_shared_contrast,K6X_D110_D125_D135_D150_D175_D195,0.01774602936682157,0.018029690228663138,0.0002836608618415684,0.06288870792989325,0.06158465278303289,-0.0013040551468603556
LF_paired_shared_contrast,K6X_D110_D190_D210_D215_D220_D225,0.029336334769226976,0.02972111081058865,0.00038477604136167437,0.02927033968974874,0.02250318354957003,-0.006767156140178709
LF_paired_shared_contrast,K6X_D120_D125_D180_D185_D190_D195,0.028851622753676275,0.02862622315569283,-0.00022539959798344514,0.0559222708246923,0.03911515166294837,-0.016807119161743926
LF_paired_shared_contrast,K6X_D120_D145_D200_D215_D220_D230,0.056830159277472446,0.05356009558664913,-0.003270063690823319,0.11378041686451389,0.10758448730888347,-0.0061959295556304195
LF_paired_shared_contrast,K6X_D125_D135_D150_D175_D190_D210,0.012617398475712104,0.012462066953428129,-0.00015533152228397462,0.03523877564855115,0.029593685010775916,-0.005645090637775234
LF_paired_shared_contrast,K6X_D130_D145_D155_D180_D195_D230,0.03138237416304611,0.033243194124307665,0.0018608199612615561,0.12388894397593027,0.14292632178595682,0.019037377810026554
LF_paired_shared_contrast,K6X_D135_D155_D190_D220_D225_D230,0.050253496832235026,0.05181797072667552,0.0015644738944404976,0.17702383509814587,0.18452268337341174,0.007498848275265868
LF_paired_shared_contrast,K6X_D140_D160_D165_D170_D180_D190,0.05444976831830225,0.05312359515057293,-0.0013261731677293165,0.13019814598129678,0.126424511460532,-0.0037736345207647903
LF_paired_shared_contrast,K6X_D150_D205_D215_D220_D225_D230,0.0559935712224688,0.057518079683106973,0.0015245084606381742,0.11604011772342053,0.12442046267257614,0.008380344949155613
LF_paired_shared_contrast,K6X_D200_D205_D215_D220_D225_D230,0.058290961278935856,0.04552232961269889,-0.012768631666236964,0.15183947276206478,0.0502025554685206,-0.10163691729354418
corrected_residual_mlp,K6X_D100_D105_D110_D115_D190_D230,0.0596607342870681,0.059174280356917894,-0.00048645393015020466,0.04906961279839218,0.034649066493160914,-0.014420546305231263
corrected_residual_mlp,K6X_D100_D105_D115_D120_D125_D130,0.07645423362915289,0.051909337963019976,-0.024544895666132917,0.17460476894631247,0.15041264682466052,-0.02419212212165195
corrected_residual_mlp,K6X_D100_D105_D115_D165_D225_D230,0.04632874823834853,0.03969692372425738,-0.006631824514091153,0.03832743567969515,0.04637524473650348,0.008047809056808332
corrected_residual_mlp,K6X_D100_D110_D115_D220_D225_D230,0.08452193067950657,0.11001911566174276,0.025497184982236187,0.05599953381190164,0.08962876510876287,0.03362923129686123
corrected_residual_mlp,K6X_D100_D115_D130_D145_D155_D185,0.018005063900756065,0.015359510284066385,-0.0026455536166896804,0.040337971354591134,0.043040838769720355,0.0027028674151292204
corrected_residual_mlp,K6X_D100_D130_D135_D155_D160_D225,0.07941548965223819,0.07755134489387674,-0.0018641447583614412,0.22078710310800168,0.16881870107630553,-0.05196840203169614
corrected_residual_mlp,K6X_D100_D140_D145_D155_D225_D230,0.1086228816321646,0.07609497805135208,-0.03252790358081252,0.11636089974633937,0.08201447000959658,-0.03434642973674279
corrected_residual_mlp,K6X_D100_D200_D205_D210_D215_D220,0.03943197340203356,0.037287325445489156,-0.0021446479565444057,0.06628448963693077,0.057795494349429204,-0.00848899528750157
corrected_residual_mlp,K6X_D105_D120_D125_D130_D165_D190,0.02838717889041677,0.029817931344659817,0.0014307524542430464,0.05831031216245171,0.06070875971938086,0.0023984475569291536
corrected_residual_mlp,K6X_D110_D125_D135_D150_D175_D190,0.017040266332753188,0.016672641613077202,-0.0003676247196759859,0.06897234272188163,0.06503056925669619,-0.003941773465185441
corrected_residual_mlp,K6X_D110_D125_D135_D150_D175_D195,0.011653464422407856,0.011863117976626753,0.0002096535542188971,0.043638942329446935,0.04265936405263122,-0.000979578276815718
corrected_residual_mlp,K6X_D110_D190_D210_D215_D220_D225,0.030409629342606367,0.030701059924573077,0.0002914305819667097,0.026816116165089075,0.020094045548548788,-0.006722070616540288
corrected_residual_mlp,K6X_D120_D125_D180_D185_D190_D195,0.03138960074635416,0.04036804703378081,0.008978446287426646,0.08289558529735833,0.10358739778733028,0.020691812489971956
corrected_residual_mlp,K6X_D120_D145_D200_D215_D220_D230,0.045316590201318965,0.04518490166152504,-0.0001316885397939227,0.07710633064721807,0.07230334497381787,-0.004802985673400206
corrected_residual_mlp,K6X_D125_D135_D150_D175_D190_D210,0.011040928127821866,0.011589458560364304,0.0005485304325424378,0.02415646400617027,0.0237149031596773,-0.00044156084649297003
corrected_residual_mlp,K6X_D130_D145_D155_D180_D195_D230,0.02568751080779317,0.03625030772381089,0.01056279691601772,0.10421005507206765,0.1100780074546674,0.005867952382599753
corrected_residual_mlp,K6X_D135_D155_D190_D220_D225_D230,0.06175756342359292,0.06310365373625798,0.0013460903126650617,0.21079269478454288,0.19435812275924655,-0.01643457202529633
corrected_residual_mlp,K6X_D140_D160_D165_D170_D180_D190,0.0518799022993296,0.05357146694736223,0.0016915646480326271,0.12465821883603381,0.14381970444088932,0.019161485604855505
corrected_residual_mlp,K6X_D150_D205_D215_D220_D225_D230,0.047612876540502544,0.05380122716230117,0.006188350621798629,0.08103821132801829,0.05486249851664066,-0.02617571281137763
corrected_residual_mlp,K6X_D200_D205_D215_D220_D225_D230,0.06708433420971305,0.05193953553510485,-0.015144798674608197,0.13229634012567315,0.0896870461892032,-0.04260929393646995
direct_mlp,K6X_D100_D105_D110_D115_D190_D230,0.1741466136228893,0.04564442370976068,-0.12850218991312862,0.4247994250137877,0.020985768353757147,-0.40381365666003055
direct_mlp,K6X_D100_D105_D115_D120_D125_D130,0.15140708909300535,0.13743044829211798,-0.013976640800887369,0.3836172217979547,0.2901574508114266,-0.09345977098652813
direct_mlp,K6X_D100_D105_D115_D165_D225_D230,0.06502090623523563,0.0653836779373635,0.0003627717021278676,0.02120992393831489,0.021963683854290417,0.0007537599159755277
direct_mlp,K6X_D100_D110_D115_D220_D225_D230,0.10256967334129304,0.09645061648976948,-0.006119056851523558,0.12561965477271203,0.12141669160925667,-0.004202963163455364
direct_mlp,K6X_D100_D115_D130_D145_D155_D185,0.0428817862445141,0.04653886097979565,0.003657074735281547,0.16710870850971069,0.17544650605031753,0.008337797540606845
direct_mlp,K6X_D100_D130_D135_D155_D160_D225,0.05191085091724213,0.053001990237004346,0.0010911393197622146,0.07839840047431533,0.0735749689418044,-0.004823431532510927
direct_mlp,K6X_D100_D140_D145_D155_D225_D230,0.1524968265459871,0.08387601238538656,-0.06862081416060054,0.26504083372296217,0.02432952238732756,-0.24071131133563461
direct_mlp,K6X_D100_D200_D205_D210_D215_D220,0.021116768519039993,0.023784708394795975,0.0026679398757559827,0.008408683788200935,0.008449559680486716,4.0875892285780965e-05
direct_mlp,K6X_D105_D120_D125_D130_D165_D190,0.053285512588873374,0.05295301155963719,-0.00033250102923618186,0.16087245559405608,0.16467096568312115,0.003798510089065066
direct_mlp,K6X_D110_D125_D135_D150_D175_D190,0.02330586110498529,0.025511863977603206,0.0022060028726179175,0.08165167654854671,0.09156342685071696,0.009911750302170244
direct_mlp,K6X_D110_D125_D135_D150_D175_D195,0.019465235724817145,0.020920146850693898,0.0014549111258767532,0.0641229224816732,0.06955621548469766,0.005433293003024461
direct_mlp,K6X_D110_D190_D210_D215_D220_D225,0.03604507587508622,0.03317145219101695,-0.002873623684069272,0.028913524684237624,0.033047189489566836,0.004133664805329212
direct_mlp,K6X_D120_D125_D180_D185_D190_D195,0.10012605485491187,0.09059250894973982,-0.009533545905172053,0.2922674871336098,0.24739718098854865,-0.04487030614506113
direct_mlp,K6X_D120_D145_D200_D215_D220_D230,0.06492145787471303,0.06452908021916043,-0.0003923776555525976,0.08423748344944008,0.08835700609325188,0.004119522643811796
direct_mlp,K6X_D125_D135_D150_D175_D190_D210,0.015339771157774806,0.013348063192321609,-0.001991707965453197,0.03803940939384083,0.02186201630276405,-0.01617739309107678
direct_mlp,K6X_D130_D145_D155_D180_D195_D230,0.024036871585078126,0.028670569733388006,0.00463369814830988,0.11582987226895494,0.13316107509386543,0.01733120282491049
direct_mlp,K6X_D135_D155_D190_D220_D225_D230,0.06236633972887594,0.06216131670665317,-0.00020502302222277086,0.15642612488140548,0.15281644648320494,-0.003609678398200533
direct_mlp,K6X_D140_D160_D165_D170_D180_D190,0.10597516732163567,0.09411379218677249,-0.011861375134863184,0.3539510628590533,0.29947762107736087,-0.054473441781692444
direct_mlp,K6X_D150_D205_D215_D220_D225_D230,0.08645888206653267,0.08572479698294036,-0.0007340850835923091,0.05444695823000966,0.04996155151208451,-0.004485406717925154
direct_mlp,K6X_D200_D205_D215_D220_D225_D230,0.07565729387086273,0.08508730661818517,0.009430012747322442,0.03933503248370597,0.058696094958641185,0.019361062474935214
resmlp,K6X_D100_D105_D110_D115_D190_D230,0.11882731804409248,0.03839354172658021,-0.08043377631751228,0.10381407222397385,0.025680968866054442,-0.0781331033579194
resmlp,K6X_D100_D105_D115_D120_D125_D130,0.0459538987072609,0.05166178469537438,0.005707885988113476,0.12846097169816775,0.1415462220175728,0.01308525031940505
resmlp,K6X_D100_D105_D115_D165_D225_D230,0.032422055453930884,0.040287409808587214,0.00786535435465633,0.021867001152572053,0.011819779826285993,-0.01004722132628606
resmlp,K6X_D100_D110_D115_D220_D225_D230,0.12054091569357196,0.1233460145435053,0.002805098849933338,0.05492726253725954,0.06376073230381857,0.008833469766559028
resmlp,K6X_D100_D115_D130_D145_D155_D185,0.035330891991803906,0.035609106151311895,0.000278214159507989,0.12860559507792654,0.12932988362821674,0.0007242885502901919
resmlp,K6X_D100_D130_D135_D155_D160_D225,0.052465911357154435,0.053851663135265494,0.0013857517781110593,0.14156194586155657,0.16473973939326342,0.023177793531706847
resmlp,K6X_D100_D140_D145_D155_D225_D230,0.10221547194763297,0.06498213222668077,-0.037233339720952205,0.1835383535163462,0.09506737153543252,-0.08847098198091369
resmlp,K6X_D100_D200_D205_D210_D215_D220,0.02651278108255898,0.025947260007455057,-0.0005655210751039225,0.023009084029670522,0.02093300586171047,-0.0020760781679600507
resmlp,K6X_D105_D120_D125_D130_D165_D190,0.04531864779154159,0.049841736865335586,0.004523089073793993,0.14506247799759972,0.17161815886499715,0.02655568086739743
resmlp,K6X_D110_D125_D135_D150_D175_D190,0.025054082900607108,0.026981915858843304,0.001927832958236196,0.08912452218959617,0.0966623874670888,0.007537865277492631
resmlp,K6X_D110_D125_D135_D150_D175_D195,0.020976920552734257,0.022345885962036526,0.001368965409302269,0.07120867930373906,0.07610605374569983,0.0048973744419607695
resmlp,K6X_D110_D190_D210_D215_D220_D225,0.034659867353746494,0.03452238976802296,-0.00013747758572353608,0.013390495979040478,0.014440626054927628,0.0010501300758871505
resmlp,K6X_D120_D125_D180_D185_D190_D195,0.08588123721610363,0.08017101075610208,-0.0057102264600015495,0.2621937838951514,0.23139650465283818,-0.030797279242313236
resmlp,K6X_D120_D145_D200_D215_D220_D230,0.049915127165545456,0.0537448510409726,0.0038297238754271407,0.06484572854659595,0.09451250961190548,0.029666781065309525
resmlp,K6X_D125_D135_D150_D175_D190_D210,0.013420023317206462,0.01331728270291464,-0.00010274061429182274,0.02667204268294189,0.0183407445754622,-0.00833129810747969
resmlp,K6X_D130_D145_D155_D180_D195_D230,0.030580341122097173,0.03641483852887454,0.005834497406777366,0.11489938047695732,0.13600879537009114,0.021109414893133824
resmlp,K6X_D135_D155_D190_D220_D225_D230,0.043371077848103255,0.05020512478244607,0.006834046934342815,0.11489402130041088,0.12422952428255046,0.009335502982139587
resmlp,K6X_D140_D160_D165_D170_D180_D190,0.11358559865856409,0.1156382925547506,0.002052693896186508,0.4192636981254729,0.42691137322065525,0.007647675095182382
resmlp,K6X_D150_D205_D215_D220_D225_D230,0.06348126178286298,0.07191197828703888,0.0084307165041759,0.0631883642963028,0.07376332095507247,0.010574956658769674
resmlp,K6X_D200_D205_D215_D220_D225_D230,0.04549223450737959,0.054025415081248855,0.008533180573869266,0.015205891834570722,0.018850184651711833,0.0036442928171411103
circular_cnn,K6X_D100_D105_D110_D115_D190_D230,0.076338876368839,0.044541338070955803,-0.0317975382978832,0.076685588801196,0.03361243467994584,-0.04307315412125016
circular_cnn,K6X_D100_D105_D115_D120_D125_D130,0.04975854525855021,0.032062062811804334,-0.017696482446745876,0.12932521663922533,0.040714648033849415,-0.08861056860537592
circular_cnn,K6X_D100_D105_D115_D165_D225_D230,0.06395520294346321,0.06479102361289052,0.0008358206694273063,0.020836058820229972,0.019158883136654512,-0.0016771756835754596
