model,pair_count,contrast_mae,contrast_median,contrast_p90,contrast_max,worst_geometry,worst_wavelength_nm
LF_only,242,0.09121360518882288,0.05195188499684861,0.22616537524302005,0.501273205047,K6X_D110_D125_D135_D150_D175_D190,449
LF_global_bias,242,0.09121360518882288,0.05195188499684861,0.22616537524302005,0.501273205047,K6X_D110_D125_D135_D150_D175_D190,449
LF_affine,242,0.093563961244851,0.05285459857566258,0.2067364949083734,0.4741250065903079,K6X_D110_D125_D135_D150_D175_D190,449
LF_ridge_residual,242,0.09356385976849363,0.0528542129209037,0.20673682858025288,0.4741253001049911,K6X_D110_D125_D135_D150_D175_D190,449
LF_paired_shared_contrast,242,0.11307134244089816,0.07848985706132819,0.27820228135720687,0.43028411722350135,K6X_D110_D125_D135_D150_D175_D190,449
corrected_residual_mlp,242,0.1179679044895635,0.07864634108252574,0.2632565178675015,0.5814014858918543,K6X_D135_D155_D190_D220_D225_D230,452
direct_mlp,242,0.09501826266020298,0.04245720720411818,0.24092126020420507,0.49089585822846993,K6X_D140_D160_D165_D170_D180_D190,451
resmlp,242,0.08452525932516058,0.03938943401454194,0.22450169136635287,0.45548488422238054,K6X_D140_D160_D165_D170_D180_D190,452
circular_cnn,242,0.10130223761275522,0.06420939614138377,0.2585063495021627,0.48990207780571327,K6X_D135_D155_D190_D220_D225_D230,452
