model,variant,ranking_spearman,top3_recall,top5_recall,true_champion_geometry,true_champion_predicted_rank,near_champion_retrieval,pairwise_ordering_accuracy
LF_only,raw,0.961603613777527,0.3333333333333333,1.0,K6X_D130_D145_D155_D180_D195_D230,4,2,0.9307359307359307
LF_global_bias,raw,0.961603613777527,0.3333333333333333,1.0,K6X_D130_D145_D155_D180_D195_D230,4,2,0.9307359307359307
LF_affine,raw,0.961603613777527,0.3333333333333333,1.0,K6X_D130_D145_D155_D180_D195_D230,4,2,0.9307359307359307
LF_ridge_residual,raw,0.9503105590062113,0.6666666666666666,1.0,K6X_D130_D145_D155_D180_D195_D230,5,2,0.9177489177489178
LF_paired_shared_contrast,raw,0.9503105590062113,0.6666666666666666,1.0,K6X_D130_D145_D155_D180_D195_D230,5,2,0.9177489177489178
corrected_residual_mlp,raw,0.9503105590062113,0.6666666666666666,1.0,K6X_D130_D145_D155_D180_D195_D230,5,2,0.9090909090909091
direct_mlp,raw,0.8949745906267645,0.3333333333333333,0.8,K6X_D130_D145_D155_D180_D195_D230,5,1,0.8484848484848485
resmlp,raw,0.8825522303783175,0.3333333333333333,0.6,K6X_D130_D145_D155_D180_D195_D230,6,0,0.8441558441558441
circular_cnn,raw,0.9390175042348957,0.3333333333333333,0.8,K6X_D130_D145_D155_D180_D195_D230,6,1,0.8917748917748918
