output,mean_bias,abs_mean,median_abs,p90_abs,max_abs
eta_m-3,-0.02188054485838944,0.02712993237244607,0.009341326750830707,0.08097825632135319,0.1843824822183756
eta_m-2,-0.010685417752832,0.02058043391723134,0.014673881673203265,0.04900165501111672,0.1415730712432365
eta_m-1,-0.002961752803056913,0.019497783759342052,0.009062996445881006,0.05413036667593865,0.15831548816298682
eta_m+0,-0.03945047662184448,0.07639677049390142,0.03531183126435583,0.19589070187436694,0.6150347256758999
eta_m+1,-0.07874743985317445,0.10282003918447397,0.0626874262333238,0.22835136372830445,0.6557896290295082
eta_m+2,-0.04275033024349064,0.056109611769491044,0.02987999330556458,0.14383112585243563,0.4120320194143405
eta_m+3,-0.010345131333654039,0.02767155863526335,0.013937055612790045,0.07303149418118594,0.17342007782309946
T_proxy,-0.20682109346644195,0.20682109346644195,0.18380185198374338,0.38053151641553573,0.7334842325322006
