geometry_id,wavelength_nm,true_delta_eta_plus1,true_abs_delta_eta_plus1,pred_delta_eta_plus1__LF_only,pred_delta_eta_plus1__LF_global_bias,pred_delta_eta_plus1__LF_affine,pred_delta_eta_plus1__LF_ridge_residual,pred_delta_eta_plus1__LF_paired_shared_contrast,pred_delta_eta_plus1__corrected_residual_mlp,pred_delta_eta_plus1__direct_mlp,pred_delta_eta_plus1__resmlp,pred_delta_eta_plus1__circular_cnn
K6X_D100_D200_D205_D210_D215_D220,452,-0.019475301307000002,0.019475301307000002,0.0,0.0,-0.03404547545279239,-0.034045107367706925,0.057009212965240585,0.07939910888671875,-0.005861529459555943,0.008991418251146873,0.0006006894012292215
K6X_D100_D200_D205_D210_D215_D220,453,-0.0192906722634,0.0192906722634,0.0,0.0,-0.03404547545279237,-0.03404510736770695,0.06603444583514485,0.048741381615400314,-0.004571946337819099,0.00936977844685316,0.0006053981681664773
K6X_D100_D200_D205_D210_D215_D220,454,-0.029541872631500002,0.029541872631500002,0.0,0.0,-0.03404547545279238,-0.03404510736770694,0.08339844980888973,0.024212587624788284,-0.0032950416207313538,0.009685487292396525,0.0006101379791895525
K6X_D100_D200_D205_D210_D215_D220,455,-0.0377347903963,0.0377347903963,0.0,0.0,-0.03404547545279238,-0.034045107367706946,0.07671436917712518,0.027007805804411575,-0.002074593057235081,0.009933246416039765,0.0006148957957824094
K6X_D105_D110_D115_D125_D165_D230,445,0.06898065697069103,0.06898065697069103,0.0,0.0,-0.03495223650291983,-0.03495185861432265,0.0736762104797159,0.03751722474892935,-0.013412709037462875,0.0037623917063077314,0.010809212923049927
K6X_D105_D110_D115_D125_D165_D230,446,0.059217314413895994,0.059217314413895994,0.0,0.0,-0.03495223650291979,-0.03495185861432265,0.08116144757835111,0.0416005750497182,-0.014051747818787902,0.004864346235990524,0.010815240442752838
K6X_D105_D110_D115_D125_D165_D230,447,0.04149743440371137,0.04149743440371137,0.0,0.0,-0.03495223650291984,-0.034951858614322595,0.08911290671088534,0.04390474160512289,-0.014517510930697128,0.0061122862001260145,0.010821262995402037
K6X_D105_D110_D115_D125_D165_D230,448,0.016449817501290515,0.016449817501290515,0.0,0.0,-0.03495223650291979,-0.03495185861432265,0.09816631111330676,0.043156251311302185,-0.014762192964553833,0.0074804238975048065,0.010827317833900452
K6X_D105_D110_D115_D125_D165_D230,449,-0.007732813809799427,0.007732813809799427,0.0,0.0,-0.03495223650291984,-0.034951858614322595,0.109798393476573,0.03621980547904968,-0.014745036760965974,0.008930910378694534,0.010833300650119781
K6X_D105_D110_D115_D125_D165_D230,450,-0.02696050139101991,0.02696050139101991,0.0,0.0,-0.0349522365029198,-0.03495185861432254,0.12122692692146753,0.032798374692599,-0.014433999856313079,0.010415763904651008,0.01083932320276898
K6X_D105_D110_D115_D125_D165_D230,451,-0.03920041641263583,0.03920041641263583,0.0,0.0,-0.03495223650291981,-0.034951858614322595,0.11743276133378924,0.05828815201918283,-0.013809134562810271,0.011881692955891296,0.010845375557740539
K6X_D105_D110_D115_D125_D165_D230,452,-0.04379025121970054,0.04379025121970054,0.0,0.0,-0.0349522365029198,-0.034951858614322595,0.1165062934252464,0.07749008635679883,-0.012861855328083038,0.013277087360620499,0.010851403077443422
K6X_D105_D110_D115_D125_D165_D230,453,-0.0418321961410934,0.0418321961410934,0.0,0.0,-0.0349522365029198,-0.034951858614322595,0.12098323077810144,0.08236588537693021,-0.011594908932844789,0.014560664693514504,0.010857393344243349
K6X_D105_D110_D115_D125_D165_D230,454,-0.0318456808627573,0.0318456808627573,0.0,0.0,-0.03495223650291976,-0.034951858614322595,0.12690408489492916,0.08356447517871854,-0.010020052393277482,0.015709104637304946,0.010863438248634338
K6X_D105_D110_D115_D125_D165_D230,455,-0.014102712054925137,0.014102712054925137,0.0,0.0,-0.034952236502919815,-0.03495185861432265,0.13318246978239018,0.08392095069090524,-0.00815349817276001,0.016722358763217926,0.010869503021240234
K6X_D105_D120_D125_D130_D165_D190,445,-0.07507165292505757,0.07507165292505757,0.0,0.0,-0.0328535657843535,-0.032853210585684356,-0.061589974757034316,-0.092131515343984,-0.15026054779688525,-0.1621908744176228,-0.07958710193634033
