stage,attempt,status,runtime_seconds,error,notes
FMM2C3,tiny_dbr_slab_case_homogeneous_air_reference,ok,9.256536000408232,,Poynting-flux-like scalar is useful as a tiny label prototype but is not absolute physical calibration or convergence-validated.
FMM2C3,tiny_dbr_slab_case_single_dielectric_slab_reference,ok,0.0807480001822114,,Poynting-flux-like scalar is useful as a tiny label prototype but is not absolute physical calibration or convergence-validated.
FMM2C3,tiny_dbr_slab_case_TiO2_SiO2_2pair_DBR_tiny,ok,1.4612344997003675,,Poynting-flux-like scalar is useful as a tiny label prototype but is not absolute physical calibration or convergence-validated.
FMM2C3,tiny_dbr_slab_case_TiO2_SiO2_4pair_DBR_tiny,ok,1.4194697001948953,,Poynting-flux-like scalar is useful as a tiny label prototype but is not absolute physical calibration or convergence-validated.
FMM2C3,tiny_dbr_slab_case_TiO2_SiO2_10pair_DBR_H1J4_like_tiny,ok,1.3551850002259016,,Poynting-flux-like scalar is useful as a tiny label prototype but is not absolute physical calibration or convergence-validated.
