stage,case_id,status,structure_type,wavelength_um,source_proxy,source_position_convention,source_layer_material,source_slab_n,n_air,n_SiO2,n_TiO2,TiO2_thickness_um,SiO2_thickness_um,dbr_pair_count,before_materials,after_materials,top_flux,bottom_flux,total_outward_flux,top_fraction,bottom_fraction,top_bottom_ratio,source_norm_debug_proxy,amplitude_norm_debug_proxy,source_region_directional_flux_abs_sum,true_flux_metric_extracted,flux_metric_api,raw_top_directional_flux_forward,raw_top_directional_flux_backward,raw_bottom_directional_flux_forward,raw_bottom_directional_flux_backward,runtime_seconds,jax_devices,warning
FMM2C3,homogeneous_air_reference,ok,homogeneous_air,0.453,gaussian_source,"FMMAX in-plane gaussian at normalized cell location (0.5,0.5); z-location represented by interface between before/after source_slab half-stacks",air,1.5,1.0,1.426,2.535,0.045,0.079,0,air;air,air;air,0.125,0.125,0.25,0.5,0.5,1.0,1.0,1.0,0.25,True,fmmax.fields.directional_poynting_flux,"[[0.0], [0.0]]","[[0.0], [-0.125]]","[[0.0], [0.125]]","[[0.0], [0.0]]",9.256536000408232,"[""cpu:0""]",Poynting-flux-like scalar is useful as a tiny label prototype but is not absolute physical calibration or convergence-validated.
FMM2C3,single_dielectric_slab_reference,ok,single_source_slab_in_air,0.453,gaussian_source,"FMMAX in-plane gaussian at normalized cell location (0.5,0.5); z-location represented by interface between before/after source_slab half-stacks",source_slab,1.5,1.0,1.426,2.535,0.045,0.079,0,air;source_slab,source_slab;air,0.06402400881052017,0.06402400881052017,0.12804801762104034,0.5,0.5,1.0,1.0,0.715675950050354,0.13338333368301392,True,fmmax.fields.directional_poynting_flux,"[[0.0], [0.0]]","[[0.0], [-0.06402400881052017]]","[[0.0], [0.06402400881052017]]","[[0.0], [0.0]]",0.0807480001822114,"[""cpu:0""]",Poynting-flux-like scalar is useful as a tiny label prototype but is not absolute physical calibration or convergence-validated.
FMM2C3,TiO2_SiO2_2pair_DBR_tiny,ok,source_slab_with_bottom_dbr_proxy,0.453,gaussian_source,"FMMAX in-plane gaussian at normalized cell location (0.5,0.5); z-location represented by interface between before/after source_slab half-stacks",source_slab,1.5,1.0,1.426,2.535,0.045,0.079,2,air;source_slab,source_slab;TiO2;SiO2;TiO2;SiO2;air,0.2082606554031372,0.035500410944223404,0.2437610663473606,0.8543639003710496,0.1456360996289504,5.866429426136691,1.0,0.9118443727493286,0.29510432481765747,True,fmmax.fields.directional_poynting_flux,"[[0.0], [0.0]]","[[0.0], [-0.2082606554031372]]","[[0.0], [0.035500410944223404]]","[[0.0], [0.0]]",1.4612344997003675,"[""cpu:0""]",Poynting-flux-like scalar is useful as a tiny label prototype but is not absolute physical calibration or convergence-validated.
FMM2C3,TiO2_SiO2_4pair_DBR_tiny,ok,source_slab_with_bottom_dbr_proxy,0.453,gaussian_source,"FMMAX in-plane gaussian at normalized cell location (0.5,0.5); z-location represented by interface between before/after source_slab half-stacks",source_slab,1.5,1.0,1.426,2.535,0.045,0.079,4,air;source_slab,source_slab;TiO2;SiO2;TiO2;SiO2;TiO2;SiO2;TiO2;SiO2;air,0.2738541066646576,0.0047081452794373035,0.2785622519440949,0.9830984088957531,0.01690159110424692,58.16602725933458,1.0,0.8371106386184692,0.36587998270988464,True,fmmax.fields.directional_poynting_flux,"[[0.0], [0.0]]","[[0.0], [-0.2738541066646576]]","[[0.0], [0.0047081452794373035]]","[[0.0], [0.0]]",1.4194697001948953,"[""cpu:0""]",Poynting-flux-like scalar is useful as a tiny label prototype but is not absolute physical calibration or convergence-validated.
FMM2C3,TiO2_SiO2_10pair_DBR_H1J4_like_tiny,ok,source_slab_with_bottom_dbr_proxy,0.453,gaussian_source,"FMMAX in-plane gaussian at normalized cell location (0.5,0.5); z-location represented by interface between before/after source_slab half-stacks",source_slab,1.5,1.0,1.426,2.535,0.045,0.079,10,air;source_slab,source_slab;TiO2;SiO2;TiO2;SiO2;TiO2;SiO2;TiO2;SiO2;TiO2;SiO2;TiO2;SiO2;TiO2;SiO2;TiO2;SiO2;TiO2;SiO2;TiO2;SiO2;air,0.28316009044647217,4.889697720500408e-06,0.28316498014419267,0.9999827319828956,1.7268017104412014e-05,57909.52869321619,1.0,0.7556697130203247,0.37586918473243713,True,fmmax.fields.directional_poynting_flux,"[[0.0], [0.0]]","[[0.0], [-0.28316009044647217]]","[[0.0], [4.889697720500408e-06]]","[[0.0], [0.0]]",1.3551850002259016,"[""cpu:0""]",Poynting-flux-like scalar is useful as a tiny label prototype but is not absolute physical calibration or convergence-validated.
