phase_bin,diameter_nm,base_nearest_z_nm,top_nearest_z_nm,dz_min_nm,dz_max_nm,z_span_nm
0,130.0,1.2407709188295415e-13,0.0,12.195121951219111,26.978985815743144,680.1932367149765
1,145.00000000000003,1.2407709188295415e-13,0.0,12.195121951219111,26.978985815743144,680.1932367149765
2,155.0,1.2407709188295415e-13,0.0,12.195121951219111,26.978985815743144,680.1932367149765
3,180.00000000000003,1.2407709188295415e-13,0.0,12.195121951219111,26.978985815743144,680.1932367149765
4,195.0,1.2407709188295415e-13,0.0,12.195121951219111,26.978985815743144,680.1932367149765
5,230.00000000000003,1.2407709188295415e-13,0.0,12.195121951219111,26.978985815743144,680.1932367149765
