wavelength_nm,T_original,T_diagnostic,delta_T,R_original,R_diagnostic,delta_R
445.0,0.7854676321032746,0.7854676321032746,0.0,0.2110780178905813,0.2110780178905813,0.0
445.99999999999994,0.7871431455238945,0.7871431455238945,0.0,0.20958900311346024,0.20958900311346024,0.0
446.99999999999994,0.7781491053329134,0.7781491053329134,0.0,0.2169664981539021,0.2169664981539021,0.0
448.00000000000006,0.7869937185498883,0.7869937185498883,0.0,0.21553880140970672,0.21553880140970672,0.0
449.0,0.5897838387979802,0.5897838387979802,0.0,0.32745908697327863,0.32745908697327863,0.0
450.0,0.5703648932644687,0.5703648932644687,0.0,0.3864821448017938,0.3864821448017938,0.0
450.9999999999999,0.7588533425545482,0.7588533425545482,0.0,0.25122566058842416,0.25122566058842416,0.0
451.99999999999994,0.7491595583534932,0.7491595583534932,0.0,0.2411526206707171,0.2411526206707171,0.0
453.00000000000006,0.762931707187793,0.762931707187793,0.0,0.23939434768935275,0.23939434768935275,0.0
453.9999999999999,0.7626354509426144,0.7626354509426144,0.0,0.23282152106027293,0.23282152106027293,0.0
455.00000000000006,0.7666415777198577,0.7666415777198577,0.0,0.23191516265919537,0.23191516265919537,0.0
