candidate_id,logical_candidate_id,candidate_instance_id,source_stage,backbone_id,candidate_origin,common_mode_operator_version,common_mode_delta_nm,execution_order,evidence_neighbor_ids,evidence_source,planning_status,physics_label,prediction_status,J1_side_nm,J2_length_nm,J2_width_nm,J1_center_x_nm,J2_center_x_nm,D_nm,direct_gap_nm,nearest_periodic_gap_nm,nearest_periodic_gap_direction,H_nm,period_nm,rotation_deg,material,exact_geometry_hash_sha256,canonical_relative_geometry_hash_sha256,symmetry_equivalence_geometry_hash_sha256,split_group,split_assignment,authorized_subruns,wavelength_nm,inputs,mechanism_hypothesis,expected_direction,projector_behavior,spectral_authorization
LP_H500_D4_B120_A_CM-1,LP_H500_D4_B120_A_CM-1,LP_H500_D4_B120_A_CM-1,B120_NEGATIVE_COMMON_MODE_TRANSLATION_STAGE_D4_V1,LP_H500_D0_CTRL_B120_J2LP05,NEGATIVE_COMMON_MODE_REVERSAL_FROM_D3,D3_COMMON_MODE_OPERATOR_V1_SIGN_REVERSED,-1,1,"[""LP_H500_D0_CTRL_B120_J2LP05""]",CANONICAL_V1_19_BACKBONE,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,NO_FORMAL_MODEL_PREDICTION,109,114,99,-100.5,101.0,201.5,90,119.0,x,500,432,0,APCD_TIO2_NATIVE_M1,87cf528f9207bcfc984dd3faf6b33ece7c30f9eed1f6d8aee9505e60f9775c43,a1619e4087bca7517d78d18f0f118a25e02c0db21a207fe0972ec2fe59e81c3a,0e1625d63464243d3cb7682f4c19f6962b8e6a50654839fec50cf022890c6886,a1619e4087bca7517d78d18f0f118a25e02c0db21a207fe0972ec2fe59e81c3a,UNASSIGNED,2,450,"x,y",NEGATIVE_COMMON_MODE_PHASE_TRANSLATION,PHASE_TOWARD_TARGET_HYPOTHESIS_ONLY,UNKNOWN_NOT_SIMULATED,NOT_AUTHORIZED
LP_H500_D4_B120_A_CM-2,LP_H500_D4_B120_A_CM-2,LP_H500_D4_B120_A_CM-2,B120_NEGATIVE_COMMON_MODE_TRANSLATION_STAGE_D4_V1,LP_H500_D0_CTRL_B120_J2LP05,NEGATIVE_COMMON_MODE_REVERSAL_FROM_D3,D3_COMMON_MODE_OPERATOR_V1_SIGN_REVERSED,-2,2,"[""LP_H500_D0_CTRL_B120_J2LP05""]",CANONICAL_V1_19_BACKBONE,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,NO_FORMAL_MODEL_PREDICTION,108,113,98,-100.0,100.5,200.5,90,121.0,x,500,432,0,APCD_TIO2_NATIVE_M1,7acc2e47b48945710125aca8882eefdea82c86308ecccfa2dbdffbef43fa1a43,d12d266ac425e36f20fc49bb8540a1b9d26c8c10af2839b58de9b79271cfb7cb,e6476cc49763c0f0b66da5df1d2f8c95a3f8409b0abee5aec6ce15dabaa0d5c6,d12d266ac425e36f20fc49bb8540a1b9d26c8c10af2839b58de9b79271cfb7cb,UNASSIGNED,2,450,"x,y",NEGATIVE_COMMON_MODE_PHASE_TRANSLATION,PHASE_TOWARD_TARGET_HYPOTHESIS_ONLY,UNKNOWN_NOT_SIMULATED,NOT_AUTHORIZED
LP_H500_D4_B120_A_CM-3,LP_H500_D4_B120_A_CM-3,LP_H500_D4_B120_A_CM-3,B120_NEGATIVE_COMMON_MODE_TRANSLATION_STAGE_D4_V1,LP_H500_D0_CTRL_B120_J2LP05,NEGATIVE_COMMON_MODE_REVERSAL_FROM_D3,D3_COMMON_MODE_OPERATOR_V1_SIGN_REVERSED,-3,3,"[""LP_H500_D0_CTRL_B120_J2LP05""]",CANONICAL_V1_19_BACKBONE,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,NO_FORMAL_MODEL_PREDICTION,107,112,97,-99.5,100.0,199.5,90,123.0,x,500,432,0,APCD_TIO2_NATIVE_M1,c21614d4cc64eb621ab56f75f9715883c025f11dd9612f66a203534ad3603bf0,6b8869229700378b5d1224337eda6700c0475ac077f31d0859bd58f715c29b05,7566a5d3e2ae526b1c44656cb67d97530cddc72377df6a25a5bbaa84fc680a54,6b8869229700378b5d1224337eda6700c0475ac077f31d0859bd58f715c29b05,UNASSIGNED,2,450,"x,y",NEGATIVE_COMMON_MODE_PHASE_TRANSLATION,PHASE_TOWARD_TARGET_HYPOTHESIS_ONLY,UNKNOWN_NOT_SIMULATED,NOT_AUTHORIZED
LP_H500_D4_B120_A_CM-4,LP_H500_D4_B120_A_CM-4,LP_H500_D4_B120_A_CM-4,B120_NEGATIVE_COMMON_MODE_TRANSLATION_STAGE_D4_V1,LP_H500_D0_CTRL_B120_J2LP05,NEGATIVE_COMMON_MODE_REVERSAL_FROM_D3,D3_COMMON_MODE_OPERATOR_V1_SIGN_REVERSED,-4,4,"[""LP_H500_D0_CTRL_B120_J2LP05""]",CANONICAL_V1_19_BACKBONE,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,NO_FORMAL_MODEL_PREDICTION,106,111,96,-99.0,99.5,198.5,90,125.0,x,500,432,0,APCD_TIO2_NATIVE_M1,9e410ab6d4dc5783da3b975f59b8f6d0ac579d4881c60c1a0e9cfdb9b93facce,101de13ba27744c4f8239c6dd645b3a27a348a2c84cb3d4cedccc84e0bdaf31c,1fa8b87cdb11c143bf90396932ab05680244a9cba649b42db87f055118481d89,101de13ba27744c4f8239c6dd645b3a27a348a2c84cb3d4cedccc84e0bdaf31c,UNASSIGNED,2,450,"x,y",NEGATIVE_COMMON_MODE_PHASE_TRANSLATION,PHASE_TOWARD_TARGET_HYPOTHESIS_ONLY,UNKNOWN_NOT_SIMULATED,NOT_AUTHORIZED
LP_H500_D4_B120_A_CM-5,LP_H500_D4_B120_A_CM-5,LP_H500_D4_B120_A_CM-5,B120_NEGATIVE_COMMON_MODE_TRANSLATION_STAGE_D4_V1,LP_H500_D0_CTRL_B120_J2LP05,NEGATIVE_COMMON_MODE_REVERSAL_FROM_D3,D3_COMMON_MODE_OPERATOR_V1_SIGN_REVERSED,-5,5,"[""LP_H500_D0_CTRL_B120_J2LP05""]",CANONICAL_V1_19_BACKBONE,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,NO_FORMAL_MODEL_PREDICTION,105,110,95,-98.5,99.0,197.5,90,127.0,x,500,432,0,APCD_TIO2_NATIVE_M1,15cc26012278457ca251180b16cd77a1567e070a023e84823ada78b03ab9b110,102b247850798ee24d8aa4cb8a596b1c86cf460a8766096eaf2aea6129901a04,b36bcf26ca87c987c8b142db2c26a6d02d110aee36f822b90b71a111088ac0b3,102b247850798ee24d8aa4cb8a596b1c86cf460a8766096eaf2aea6129901a04,UNASSIGNED,2,450,"x,y",NEGATIVE_COMMON_MODE_PHASE_TRANSLATION,PHASE_TOWARD_TARGET_HYPOTHESIS_ONLY,UNKNOWN_NOT_SIMULATED,NOT_AUTHORIZED
LP_H500_D4_B120_B_CM-1,LP_H500_D4_B120_B_CM-1,LP_H500_D4_B120_B_CM-1,B120_NEGATIVE_COMMON_MODE_TRANSLATION_STAGE_D4_V1,LP_H500_D1_B120_J2WP02,NEGATIVE_COMMON_MODE_REVERSAL_FROM_D3,D3_COMMON_MODE_OPERATOR_V1_SIGN_REVERSED,-1,6,"[""LP_H500_D1_B120_J2WP02""]",CANONICAL_V1_19_BACKBONE,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,NO_FORMAL_MODEL_PREDICTION,109,114,101,-100.5,101.0,201.5,90,119.0,x,500,432,0,APCD_TIO2_NATIVE_M1,a1c148a431d3bbb9ea8be82a47198d4684d8f1712693fca52b72c32f52d013b2,440ae58648a7a61f8e7cda08dcf5c285a4411756a67e3dc903c4baa8ea1bc544,f5ad61195ca3b6d902ad3d682684cb0da4af0c6fde5ef65a19ff47daaa5cd502,440ae58648a7a61f8e7cda08dcf5c285a4411756a67e3dc903c4baa8ea1bc544,UNASSIGNED,2,450,"x,y",NEGATIVE_COMMON_MODE_PHASE_TRANSLATION,PHASE_TOWARD_TARGET_HYPOTHESIS_ONLY,UNKNOWN_NOT_SIMULATED,NOT_AUTHORIZED
LP_H500_D4_B120_B_CM-2,LP_H500_D4_B120_B_CM-2,LP_H500_D4_B120_B_CM-2,B120_NEGATIVE_COMMON_MODE_TRANSLATION_STAGE_D4_V1,LP_H500_D1_B120_J2WP02,NEGATIVE_COMMON_MODE_REVERSAL_FROM_D3,D3_COMMON_MODE_OPERATOR_V1_SIGN_REVERSED,-2,7,"[""LP_H500_D1_B120_J2WP02""]",CANONICAL_V1_19_BACKBONE,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,NO_FORMAL_MODEL_PREDICTION,108,113,100,-100.0,100.5,200.5,90,121.0,x,500,432,0,APCD_TIO2_NATIVE_M1,369f10b0a55968af4170c70e92b3c5eab3306482cbc605dc61c30487f587b0d2,2898b8c5b361f609c1feef28b774e23530f1d4df13286561f62e1af9c072bf32,239ea452c3284aabbc0f9e13db06de0b7d81bb7f52927b9046ff7c4e154f04ce,2898b8c5b361f609c1feef28b774e23530f1d4df13286561f62e1af9c072bf32,UNASSIGNED,2,450,"x,y",NEGATIVE_COMMON_MODE_PHASE_TRANSLATION,PHASE_TOWARD_TARGET_HYPOTHESIS_ONLY,UNKNOWN_NOT_SIMULATED,NOT_AUTHORIZED
LP_H500_D4_B120_B_CM-3,LP_H500_D4_B120_B_CM-3,LP_H500_D4_B120_B_CM-3,B120_NEGATIVE_COMMON_MODE_TRANSLATION_STAGE_D4_V1,LP_H500_D1_B120_J2WP02,NEGATIVE_COMMON_MODE_REVERSAL_FROM_D3,D3_COMMON_MODE_OPERATOR_V1_SIGN_REVERSED,-3,8,"[""LP_H500_D1_B120_J2WP02""]",CANONICAL_V1_19_BACKBONE,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,NO_FORMAL_MODEL_PREDICTION,107,112,99,-99.5,100.0,199.5,90,123.0,x,500,432,0,APCD_TIO2_NATIVE_M1,096b1524ac4e566ee369186cdcbe1e478de96f54638dded72662918e4b864d88,d8d840af7fd650e36ffe680c9bf0e0cd27ca1ad335755105822e167a7b432d09,24089462febd15973fa2554aa22547d3c27e538c421182a951eb520ce900edb5,d8d840af7fd650e36ffe680c9bf0e0cd27ca1ad335755105822e167a7b432d09,UNASSIGNED,2,450,"x,y",NEGATIVE_COMMON_MODE_PHASE_TRANSLATION,PHASE_TOWARD_TARGET_HYPOTHESIS_ONLY,UNKNOWN_NOT_SIMULATED,NOT_AUTHORIZED
