candidate_id,anchor_id,logical_candidate_id,candidate_instance_id,perturbation_axis,perturbation_sign,perturbation_size_nm,finite_difference_pair_id,local_jacobian_version,planned_execution_order,J1_primitive,J2_primitive,J1_dimensions_nm,J2_dimensions_nm,J1_center_x_nm,J1_center_y_nm,J2_center_x_nm,J2_center_y_nm,D_nm,direct_gap_nm,periodic_gap_nm,nearest_periodic_gap_nm,nearest_periodic_gap_direction,H_nm,period_x_nm,period_y_nm,J1_rotation_deg,J2_rotation_deg,material,exact_geometry_hash,canonical_relative_geometry_hash,symmetry_equivalence_hash,split_group,split_assignment,integer_dimensions,half_grid_centers,primitive_valid,no_overlap,fabrication_pass,physics_fields,prediction_fields,future_x_subrun_id,future_y_subrun_id,derivative_target_fields
LP_H500_D5_J2LM06_J1_side_nmM01,LP_H500_D2_B120_J2LM06,LP_H500_D5_J2LM06_J1_side_nmM01,LP_H500_D5_J2LM06_J1_side_nmM01,J1_side_nm,-1,1,J2LM06_J1_side_nm_CENTRAL_1NM,J2LM06_LOCAL_FULL_DIMER_PLANAR_SIZE_JACOBIAN_V1,1,sharp_rectangle,sharp_rectangle,"{""side_nm"":109.0}","{""length_nm"":109.0,""width_nm"":100.0}",-99.5,0.0,100.0,0.0,199.5,90.5,123.5,123.5,x,500.0,432.0,432.0,0.0,0.0,APCD_TIO2_NATIVE_M1,975b4f239905320efca7fa19ba1631cf61541a531478db9f42b13284797e24a5,a5343413243c248e89d471d885f813162a7f80f8d4a515ff9aa94c364f431860,e55bad21522c6c1285839ef888030f972e487b251d6f3c190d83d8bbd6c46ecb,a5343413243c248e89d471d885f813162a7f80f8d4a515ff9aa94c364f431860,UNASSIGNED,True,True,True,True,True,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,LP_H500_D5_J2LM06_J1_side_nmM01_x,LP_H500_D5_J2LM06_J1_side_nmM01_y,"phase,Txx,Tyy,sigma2_over_sigma1,matrix_projection_error,ReIm_txx_txy_tyx_tyy"
LP_H500_D5_J2LM06_J1_side_nmP01,LP_H500_D2_B120_J2LM06,LP_H500_D5_J2LM06_J1_side_nmP01,LP_H500_D5_J2LM06_J1_side_nmP01,J1_side_nm,1,1,J2LM06_J1_side_nm_CENTRAL_1NM,J2LM06_LOCAL_FULL_DIMER_PLANAR_SIZE_JACOBIAN_V1,2,sharp_rectangle,sharp_rectangle,"{""side_nm"":111.0}","{""length_nm"":109.0,""width_nm"":100.0}",-99.5,0.0,100.0,0.0,199.5,89.5,122.5,122.5,x,500.0,432.0,432.0,0.0,0.0,APCD_TIO2_NATIVE_M1,aecdcc403508441e25cb170a0ce77bf967909ed72f7b14507bace01dfd5eff95,02abf30c8eefe19f03351c15c6c8f34ed0e1df07904130419328777890b59340,00d1929f75688697c6d20081fae9476e0a80689b382b46a0cb0c578635b00e18,02abf30c8eefe19f03351c15c6c8f34ed0e1df07904130419328777890b59340,UNASSIGNED,True,True,True,True,True,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,LP_H500_D5_J2LM06_J1_side_nmP01_x,LP_H500_D5_J2LM06_J1_side_nmP01_y,"phase,Txx,Tyy,sigma2_over_sigma1,matrix_projection_error,ReIm_txx_txy_tyx_tyy"
LP_H500_D5_J2LM06_J2_length_nmM01,LP_H500_D2_B120_J2LM06,LP_H500_D5_J2LM06_J2_length_nmM01,LP_H500_D5_J2LM06_J2_length_nmM01,J2_length_nm,-1,1,J2LM06_J2_length_nm_CENTRAL_1NM,J2LM06_LOCAL_FULL_DIMER_PLANAR_SIZE_JACOBIAN_V1,3,sharp_rectangle,sharp_rectangle,"{""side_nm"":110.0}","{""length_nm"":108.0,""width_nm"":100.0}",-99.5,0.0,100.0,0.0,199.5,90.5,123.5,123.5,x,500.0,432.0,432.0,0.0,0.0,APCD_TIO2_NATIVE_M1,917f7c2f0eb67701a0191b2e5f2fbda446acd8a080f48b2a27599b1452f8244a,ce8a8ea497c4d335050ca56f2715f84a18f61956eae228bba45f4b6291d21f22,ab626726775f8cc7fa8896299548768c83e7ce732724683a4a676c7a530f9f17,ce8a8ea497c4d335050ca56f2715f84a18f61956eae228bba45f4b6291d21f22,UNASSIGNED,True,True,True,True,True,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,LP_H500_D5_J2LM06_J2_length_nmM01_x,LP_H500_D5_J2LM06_J2_length_nmM01_y,"phase,Txx,Tyy,sigma2_over_sigma1,matrix_projection_error,ReIm_txx_txy_tyx_tyy"
LP_H500_D5_J2LM06_J2_length_nmP01,LP_H500_D2_B120_J2LM06,LP_H500_D5_J2LM06_J2_length_nmP01,LP_H500_D5_J2LM06_J2_length_nmP01,J2_length_nm,1,1,J2LM06_J2_length_nm_CENTRAL_1NM,J2LM06_LOCAL_FULL_DIMER_PLANAR_SIZE_JACOBIAN_V1,4,sharp_rectangle,sharp_rectangle,"{""side_nm"":110.0}","{""length_nm"":110.0,""width_nm"":100.0}",-99.5,0.0,100.0,0.0,199.5,89.5,122.5,122.5,x,500.0,432.0,432.0,0.0,0.0,APCD_TIO2_NATIVE_M1,4a06d30a4d81f9804b78c203247ccf36b3b136e0c197b82ef5d9a89d92c50908,44a911f2d3293c9277b73c2d0466baa567687c4539c6997ffa5ab16cc9466106,39ef5dd28c8c25f8bade778504ecbb9aa056cd2005d03871fb53389568e9d9c7,44a911f2d3293c9277b73c2d0466baa567687c4539c6997ffa5ab16cc9466106,UNASSIGNED,True,True,True,True,True,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,LP_H500_D5_J2LM06_J2_length_nmP01_x,LP_H500_D5_J2LM06_J2_length_nmP01_y,"phase,Txx,Tyy,sigma2_over_sigma1,matrix_projection_error,ReIm_txx_txy_tyx_tyy"
LP_H500_D5_J2LM06_J2_width_nmM01,LP_H500_D2_B120_J2LM06,LP_H500_D5_J2LM06_J2_width_nmM01,LP_H500_D5_J2LM06_J2_width_nmM01,J2_width_nm,-1,1,J2LM06_J2_width_nm_CENTRAL_1NM,J2LM06_LOCAL_FULL_DIMER_PLANAR_SIZE_JACOBIAN_V1,5,sharp_rectangle,sharp_rectangle,"{""side_nm"":110.0}","{""length_nm"":109.0,""width_nm"":99.0}",-99.5,0.0,100.0,0.0,199.5,90.0,123.0,123.0,x,500.0,432.0,432.0,0.0,0.0,APCD_TIO2_NATIVE_M1,a1296f448ce92fa09c0590e9d4324b6577a87f6dad5c441766faa4ecb8800a29,41bbb3a972fcc68988e87e86d27a1eda390be210e2edbbb856aa0a5192849397,bdcbedf2d6fa03f8c01a024c05f2240f49e5578d80297fb22a11c5a0912993f7,41bbb3a972fcc68988e87e86d27a1eda390be210e2edbbb856aa0a5192849397,UNASSIGNED,True,True,True,True,True,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,LP_H500_D5_J2LM06_J2_width_nmM01_x,LP_H500_D5_J2LM06_J2_width_nmM01_y,"phase,Txx,Tyy,sigma2_over_sigma1,matrix_projection_error,ReIm_txx_txy_tyx_tyy"
LP_H500_D5_J2LM06_J2_width_nmP01,LP_H500_D2_B120_J2LM06,LP_H500_D5_J2LM06_J2_width_nmP01,LP_H500_D5_J2LM06_J2_width_nmP01,J2_width_nm,1,1,J2LM06_J2_width_nm_CENTRAL_1NM,J2LM06_LOCAL_FULL_DIMER_PLANAR_SIZE_JACOBIAN_V1,6,sharp_rectangle,sharp_rectangle,"{""side_nm"":110.0}","{""length_nm"":109.0,""width_nm"":101.0}",-99.5,0.0,100.0,0.0,199.5,90.0,123.0,123.0,x,500.0,432.0,432.0,0.0,0.0,APCD_TIO2_NATIVE_M1,56dc1195b84b5664e8de17645f0ee16b96d849ccffe8171d8b2b1335ca77c960,ce0af4ba73af3acb99152d1e2479e0e278caa58007c13afa33f127a3a6e3de15,edf894e1671fe8a7955bf997173b00c5db1c60fd6443fafaf7d3f6da1daafadf,ce0af4ba73af3acb99152d1e2479e0e278caa58007c13afa33f127a3a6e3de15,UNASSIGNED,True,True,True,True,True,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,LP_H500_D5_J2LM06_J2_width_nmP01_x,LP_H500_D5_J2LM06_J2_width_nmP01_y,"phase,Txx,Tyy,sigma2_over_sigma1,matrix_projection_error,ReIm_txx_txy_tyx_tyy"
