candidate_id,anchor_role,anchor_id,status,physics_fields,prediction_label,wavelength_nm,J1_side_nm,J2_length_nm,J2_width_nm,D_nm,Psi_deg,J1_center_nm,J2_center_nm,delta_J2_length_nm,delta_J2_width_nm,delta_D_nm,delta_Psi_deg,exact_geometry_hash_sha256,canonical_relative_geometry_hash_sha256,symmetry_equivalence_hash_sha256,direct_gap_nm,nearest_periodic_gap_nm,manufacturing_margin_direct_nm,manufacturing_margin_periodic_nm,no_overlap,primitive_valid,phase_deg_nominal,Txx_nominal,Txy_nominal,Tyx_nominal,Tyy_nominal,leakage_nominal,sigma2_over_sigma1_nominal,projection_error_nominal,jones_frobenius_step_nominal,prediction_uncertainty_envelope
PDBX_PHASE_L2_M01,PHASE_ANCHOR,POSTD8_BOUNDED_PHASE_01,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,450.0,110.0,105.0,100.0,201.5,0.0,"[-100.0,-0.5]","[101.5,-0.5]",-1.0,0.0,0.0,0.0,a58013184d897904d46fa6c2dbeae136fa3492dbb86e6b50dfc727f5b6609105,276625cf617829951d91eed2cd28d1aa891b27fbc966bf5d5ca4c2695fa49375,276625cf617829951d91eed2cd28d1aa891b27fbc966bf5d5ca4c2695fa49375,94.0,123.0,34.0,63.0,True,True,80.4850595679022,0.9750378123065335,3.865018324880622e-10,4.0820559256214054e-10,0.10164064846426536,7.947074250502027e-10,0.3228664984404102,,0.023407580129961497,"{""jones_frobenius_max_from_D8_secant"": 0.061791720102170114, ""metric_specific"": ""NOT_CALIBRATED_FOR_CURRENT_ANCHORS"", ""phase_max_abs_deg_from_D8_secant"": 3.541906404082708, ""projection_error"": ""NOT_PREDICTED""}"
PDBX_PHASE_L2_P01,PHASE_ANCHOR,POSTD8_BOUNDED_PHASE_01,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,450.0,110.0,107.0,100.0,201.5,0.0,"[-100.0,-0.5]","[101.5,-0.5]",1.0,0.0,0.0,0.0,f8003e8240679c74240667ef5ff87f356b3679eb60b545a932894a9029811db3,49560ed34c391863df2da284752f367302c1e198ff2e8505eff911532c843d81,49560ed34c391863df2da284752f367302c1e198ff2e8505eff911532c843d81,93.0,122.0,33.0,62.0,True,True,83.18040443832359,0.9784984262956262,3.865077250707136e-10,4.0843200956204903e-10,0.10173163135795568,7.949397346327626e-10,0.3224392764126329,,0.02340758012996151,"{""jones_frobenius_max_from_D8_secant"": 0.061791720102170114, ""metric_specific"": ""NOT_CALIBRATED_FOR_CURRENT_ANCHORS"", ""phase_max_abs_deg_from_D8_secant"": 3.541906404082708, ""projection_error"": ""NOT_PREDICTED""}"
PDBX_PROJECTOR_L2_M01,PROJECTOR_ANCHOR,POSTD8_BOUNDED_DIAG_06,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,450.0,110.0,105.0,102.0,201.00995000248122,0.5700884449988864,"[-100.0,-0.5]","[101.0,1.5]",-1.0,0.0,0.0,0.0,935d4a6c163908b63df056f70232872a8ff545233a5d3c4c869f90cebb161cc9,0bf863e124d3946de4a283959ec7b2755f5d30139992623452af860b76bb2b00,0bf863e124d3946de4a283959ec7b2755f5d30139992623452af860b76bb2b00,93.50995000248122,123.49004999751878,33.50995000248122,63.49004999751878,True,True,82.48038598046166,0.987025005967857,4.291825325299343e-05,4.424500116211057e-05,0.08332111492518678,8.7163254415104e-05,0.2904896764954642,,0.023407580129961515,"{""jones_frobenius_max_from_D8_secant"": 0.061791720102170114, ""metric_specific"": ""NOT_CALIBRATED_FOR_CURRENT_ANCHORS"", ""phase_max_abs_deg_from_D8_secant"": 3.541906404082708, ""projection_error"": ""NOT_PREDICTED""}"
PDBX_PROJECTOR_L2_P01,PROJECTOR_ANCHOR,POSTD8_BOUNDED_DIAG_06,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,450.0,110.0,107.0,102.0,201.00995000248122,0.5700884449988864,"[-100.0,-0.5]","[101.0,1.5]",1.0,0.0,0.0,0.0,ec8e6ae4d77e3db13981e918ad9f7d117bed99ab2716cd57cdb8197549df4ae4,71409f8d10e49e3693b867a3d777be49b974d5907c18157b1e7075e52e5482e9,71409f8d10e49e3693b867a3d777be49b974d5907c18157b1e7075e52e5482e9,92.50995000248122,122.49004999751878,32.50995000248122,62.49004999751878,True,True,85.15206696673587,0.9937109450156011,4.291824885622014e-05,4.424492492671278e-05,0.0838059474387247,8.716317378293291e-05,0.2903551457594795,,0.023407580129961515,"{""jones_frobenius_max_from_D8_secant"": 0.061791720102170114, ""metric_specific"": ""NOT_CALIBRATED_FOR_CURRENT_ANCHORS"", ""phase_max_abs_deg_from_D8_secant"": 3.541906404082708, ""projection_error"": ""NOT_PREDICTED""}"
