plan_index,candidate_id,original22_candidate_id,source_candidate_id,source_stage,normalized_coordinate,exact_geometry_hash_sha256,canonical_relative_geometry_hash_sha256,symmetry_equivalence_hash_sha256,geometry_json,expected_subruns,wavelength_nm,material,reference_plane_z_nm,weighted_g0_observable,normalization,physics_origin,status,historical_physics_claim,model_label,is_replacement,is_d9
1,POSTD8_QMAP_WM_DM_PM,POSTD8_QMAP_WM_DM_PM,D7_TRV_PROP_00098aaf5db983b9,D7,"[-1,-1,-1]",37fdf2e25e5de58ccd4092697aa6dde4c5a9b6b82c351bfca5426ef5e638d441,c5c2d951fc1150a3e1c00a46068bf6745ea66d12dee42bda04b58a7a909848ac,c5c2d951fc1150a3e1c00a46068bf6745ea66d12dee42bda04b58a7a909848ac,"{""D_nm"":200.0,""H_nm"":500.0,""J1_center_nm"":[-100.0,-0.5],""J1_side_nm"":110.0,""J2_center_nm"":[100.0,-0.5],""J2_length_nm"":106.0,""J2_width_nm"":99.0,""Psi_deg"":0.0,""canonical_relative_geometry_hash_sha256"":""c5c2d951fc1150a3e1c00a46068bf6745ea66d12dee42bda04b58a7a909848ac"",""center_grid"":""INTEGER_OR_EXACT_HALF_NM"",""direct_gap_nm"":92.0,""exact_geometry_hash_sha256"":""37fdf2e25e5de58ccd4092697aa6dde4c5a9b6b82c351bfca5426ef5e638d441"",""material"":""APCD_TIO2_NATIVE_M1"",""nearest_periodic_gap_nm"":124.0,""no_overlap"":true,""period_nm"":432.0,""primitive_valid"":true,""symmetry_equivalence_hash_sha256"":""c5c2d951fc1150a3e1c00a46068bf6745ea66d12dee42bda04b58a7a909848ac""}","[""POSTD8_QMAP_WM_DM_PM_x"",""POSTD8_QMAP_WM_DM_PM_y""]",450.0,APCD_TIO2_NATIVE_M1,1000.0,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,PROSPECTIVE_MATCHING_GEOMETRY_REGENERATION,PLANNED_MATCHING_GEOMETRY_REGENERATION,NO_HISTORICAL_PHYSICS_CLAIM,MODEL_PREDICTION_NOT_PHYSICS_LABEL,False,False
2,POSTD8_QMAP_WM_DM_PP,POSTD8_QMAP_WM_DM_PP,D7_TRV_PROP_27a9f273b1daf877,D7,"[-1,-1,1]",37c3a45780662da920e72d3ba8aa7a8f904a6605a74420a5c94750b58ec1eb6f,eb743e3a7887ef2c863684a5ca7544c3b18b825463ad2a197d50483aadd99445,eb743e3a7887ef2c863684a5ca7544c3b18b825463ad2a197d50483aadd99445,"{""D_nm"":200.0099997500125,""H_nm"":500.0,""J1_center_nm"":[-100.0,-0.5],""J1_side_nm"":110.0,""J2_center_nm"":[100.0,1.5],""J2_length_nm"":106.0,""J2_width_nm"":99.0,""Psi_deg"":0.5729386976834859,""canonical_relative_geometry_hash_sha256"":""eb743e3a7887ef2c863684a5ca7544c3b18b825463ad2a197d50483aadd99445"",""center_grid"":""INTEGER_OR_EXACT_HALF_NM"",""direct_gap_nm"":92.0099997500125,""exact_geometry_hash_sha256"":""37c3a45780662da920e72d3ba8aa7a8f904a6605a74420a5c94750b58ec1eb6f"",""material"":""APCD_TIO2_NATIVE_M1"",""nearest_periodic_gap_nm"":123.9900002499875,""no_overlap"":true,""period_nm"":432.0,""primitive_valid"":true,""symmetry_equivalence_hash_sha256"":""eb743e3a7887ef2c863684a5ca7544c3b18b825463ad2a197d50483aadd99445""}","[""POSTD8_QMAP_WM_DM_PP_x"",""POSTD8_QMAP_WM_DM_PP_y""]",450.0,APCD_TIO2_NATIVE_M1,1000.0,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,PROSPECTIVE_MATCHING_GEOMETRY_REGENERATION,PLANNED_MATCHING_GEOMETRY_REGENERATION,NO_HISTORICAL_PHYSICS_CLAIM,MODEL_PREDICTION_NOT_PHYSICS_LABEL,False,False
3,POSTD8_QMAP_WM_DP_PM,POSTD8_QMAP_WM_DP_PM,D7_TRV_PROP_56364757e6cc98ca,D7,"[-1,1,-1]",efc0de18f82f66294856d3d86bd04644d092547ffbaa0ece708c592229732ce3,76c730d56f1611d7bde7dbffd587b3875ca0673628f4857d23eff6bae193b876,76c730d56f1611d7bde7dbffd587b3875ca0673628f4857d23eff6bae193b876,"{""D_nm"":201.0,""H_nm"":500.0,""J1_center_nm"":[-100.0,-0.5],""J1_side_nm"":110.0,""J2_center_nm"":[101.0,-0.5],""J2_length_nm"":106.0,""J2_width_nm"":99.0,""Psi_deg"":0.0,""canonical_relative_geometry_hash_sha256"":""76c730d56f1611d7bde7dbffd587b3875ca0673628f4857d23eff6bae193b876"",""center_grid"":""INTEGER_OR_EXACT_HALF_NM"",""direct_gap_nm"":93.0,""exact_geometry_hash_sha256"":""efc0de18f82f66294856d3d86bd04644d092547ffbaa0ece708c592229732ce3"",""material"":""APCD_TIO2_NATIVE_M1"",""nearest_periodic_gap_nm"":123.0,""no_overlap"":true,""period_nm"":432.0,""primitive_valid"":true,""symmetry_equivalence_hash_sha256"":""76c730d56f1611d7bde7dbffd587b3875ca0673628f4857d23eff6bae193b876""}","[""POSTD8_QMAP_WM_DP_PM_x"",""POSTD8_QMAP_WM_DP_PM_y""]",450.0,APCD_TIO2_NATIVE_M1,1000.0,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,PROSPECTIVE_MATCHING_GEOMETRY_REGENERATION,PLANNED_MATCHING_GEOMETRY_REGENERATION,NO_HISTORICAL_PHYSICS_CLAIM,MODEL_PREDICTION_NOT_PHYSICS_LABEL,False,False
4,POSTD8_QMAP_WM_DP_PP,POSTD8_QMAP_WM_DP_PP,D7_TRV_PROP_5faf242ac18ec85b,D7,"[-1,1,1]",6903b647f7b99c3c5c03285d30b82c679a8f09cd5614c4cc68351453792f4ff3,16c1183e27233c9ec35589675d479436dc5ee2b1713edb71bcfe58ae885bbf94,16c1183e27233c9ec35589675d479436dc5ee2b1713edb71bcfe58ae885bbf94,"{""D_nm"":201.00995000248122,""H_nm"":500.0,""J1_center_nm"":[-100.0,-0.5],""J1_side_nm"":110.0,""J2_center_nm"":[101.0,1.5],""J2_length_nm"":106.0,""J2_width_nm"":99.0,""Psi_deg"":0.5700884449988864,""canonical_relative_geometry_hash_sha256"":""16c1183e27233c9ec35589675d479436dc5ee2b1713edb71bcfe58ae885bbf94"",""center_grid"":""INTEGER_OR_EXACT_HALF_NM"",""direct_gap_nm"":93.00995000248122,""exact_geometry_hash_sha256"":""6903b647f7b99c3c5c03285d30b82c679a8f09cd5614c4cc68351453792f4ff3"",""material"":""APCD_TIO2_NATIVE_M1"",""nearest_periodic_gap_nm"":122.99004999751878,""no_overlap"":true,""period_nm"":432.0,""primitive_valid"":true,""symmetry_equivalence_hash_sha256"":""16c1183e27233c9ec35589675d479436dc5ee2b1713edb71bcfe58ae885bbf94""}","[""POSTD8_QMAP_WM_DP_PP_x"",""POSTD8_QMAP_WM_DP_PP_y""]",450.0,APCD_TIO2_NATIVE_M1,1000.0,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,PROSPECTIVE_MATCHING_GEOMETRY_REGENERATION,PLANNED_MATCHING_GEOMETRY_REGENERATION,NO_HISTORICAL_PHYSICS_CLAIM,MODEL_PREDICTION_NOT_PHYSICS_LABEL,False,False
5,POSTD8_QMAP_W0_D0_P0,POSTD8_QMAP_W0_D0_P0,D8_TRV_PLAN_d6f4911593b64495,D8,"[0,0,0]",3cfd291d4505513fe555c93ea706aeef60b915a63b4ac3a3ddf06619e20b74bf,83c37b4fd2170da65d116e572ac134e0dda9314fca1c6c2b2331d68469859e6a,83c37b4fd2170da65d116e572ac134e0dda9314fca1c6c2b2331d68469859e6a,"{""D_nm"":200.50249375007783,""H_nm"":500.0,""J1_center_nm"":[-100.0,-0.5],""J1_side_nm"":110.0,""J2_center_nm"":[100.5,0.5],""J2_length_nm"":106.0,""J2_width_nm"":100.0,""Psi_deg"":0.2857621168765344,""canonical_relative_geometry_hash_sha256"":""83c37b4fd2170da65d116e572ac134e0dda9314fca1c6c2b2331d68469859e6a"",""center_grid"":""INTEGER_OR_EXACT_HALF_NM"",""direct_gap_nm"":92.50249375007783,""exact_geometry_hash_sha256"":""3cfd291d4505513fe555c93ea706aeef60b915a63b4ac3a3ddf06619e20b74bf"",""material"":""APCD_TIO2_NATIVE_M1"",""nearest_periodic_gap_nm"":123.49750624992217,""no_overlap"":true,""period_nm"":432.0,""primitive_valid"":true,""symmetry_equivalence_hash_sha256"":""83c37b4fd2170da65d116e572ac134e0dda9314fca1c6c2b2331d68469859e6a""}","[""POSTD8_QMAP_W0_D0_P0_x"",""POSTD8_QMAP_W0_D0_P0_y""]",450.0,APCD_TIO2_NATIVE_M1,1000.0,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,PROSPECTIVE_MATCHING_GEOMETRY_REGENERATION,PLANNED_MATCHING_GEOMETRY_REGENERATION,NO_HISTORICAL_PHYSICS_CLAIM,MODEL_PREDICTION_NOT_PHYSICS_LABEL,False,False
6,POSTD8_QMAP_WP_DM_PM,POSTD8_QMAP_WP_DM_PM,D7_TRV_PROP_693ec7d86d7c23e2,D7,"[1,-1,-1]",269444892fd097f6d586f34938499aec81a9eea82d4f580ccdabd8c366ea9a39,f8ee14f0fb03b4442bbe9d5af79f783dd1a7c72dc0356bff5d2113d6f0490737,f8ee14f0fb03b4442bbe9d5af79f783dd1a7c72dc0356bff5d2113d6f0490737,"{""D_nm"":200.0,""H_nm"":500.0,""J1_center_nm"":[-100.0,-0.5],""J1_side_nm"":110.0,""J2_center_nm"":[100.0,-0.5],""J2_length_nm"":106.0,""J2_width_nm"":101.0,""Psi_deg"":0.0,""canonical_relative_geometry_hash_sha256"":""f8ee14f0fb03b4442bbe9d5af79f783dd1a7c72dc0356bff5d2113d6f0490737"",""center_grid"":""INTEGER_OR_EXACT_HALF_NM"",""direct_gap_nm"":92.0,""exact_geometry_hash_sha256"":""269444892fd097f6d586f34938499aec81a9eea82d4f580ccdabd8c366ea9a39"",""material"":""APCD_TIO2_NATIVE_M1"",""nearest_periodic_gap_nm"":124.0,""no_overlap"":true,""period_nm"":432.0,""primitive_valid"":true,""symmetry_equivalence_hash_sha256"":""f8ee14f0fb03b4442bbe9d5af79f783dd1a7c72dc0356bff5d2113d6f0490737""}","[""POSTD8_QMAP_WP_DM_PM_x"",""POSTD8_QMAP_WP_DM_PM_y""]",450.0,APCD_TIO2_NATIVE_M1,1000.0,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,PROSPECTIVE_MATCHING_GEOMETRY_REGENERATION,PLANNED_MATCHING_GEOMETRY_REGENERATION,NO_HISTORICAL_PHYSICS_CLAIM,MODEL_PREDICTION_NOT_PHYSICS_LABEL,False,False
7,POSTD8_QMAP_WP_DM_PP,POSTD8_QMAP_WP_DM_PP,D7_TRV_PROP_89eb19e02e4961be,D7,"[1,-1,1]",426b9fb434143c9073fceeafa65d79fa2b715eafc7bce65004fdcb21569575c0,099881aede70942ffbfff42673a465f96cbcc10710f204587e3871ba9d34225d,099881aede70942ffbfff42673a465f96cbcc10710f204587e3871ba9d34225d,"{""D_nm"":200.0099997500125,""H_nm"":500.0,""J1_center_nm"":[-100.0,-0.5],""J1_side_nm"":110.0,""J2_center_nm"":[100.0,1.5],""J2_length_nm"":106.0,""J2_width_nm"":101.0,""Psi_deg"":0.5729386976834859,""canonical_relative_geometry_hash_sha256"":""099881aede70942ffbfff42673a465f96cbcc10710f204587e3871ba9d34225d"",""center_grid"":""INTEGER_OR_EXACT_HALF_NM"",""direct_gap_nm"":92.0099997500125,""exact_geometry_hash_sha256"":""426b9fb434143c9073fceeafa65d79fa2b715eafc7bce65004fdcb21569575c0"",""material"":""APCD_TIO2_NATIVE_M1"",""nearest_periodic_gap_nm"":123.9900002499875,""no_overlap"":true,""period_nm"":432.0,""primitive_valid"":true,""symmetry_equivalence_hash_sha256"":""099881aede70942ffbfff42673a465f96cbcc10710f204587e3871ba9d34225d""}","[""POSTD8_QMAP_WP_DM_PP_x"",""POSTD8_QMAP_WP_DM_PP_y""]",450.0,APCD_TIO2_NATIVE_M1,1000.0,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,PROSPECTIVE_MATCHING_GEOMETRY_REGENERATION,PLANNED_MATCHING_GEOMETRY_REGENERATION,NO_HISTORICAL_PHYSICS_CLAIM,MODEL_PREDICTION_NOT_PHYSICS_LABEL,False,False
8,POSTD8_QMAP_WP_DP_PM,POSTD8_QMAP_WP_DP_PM,D7_TRV_PROP_ac2e5d6ca24e9987,D7,"[1,1,-1]",206aea9c27c6fb5776c6df37c5306fd4d25c893b45cf134f5c3955be462b33d0,25e363fc92d0bce3aa6d7574dea3a0fe56ab2ce4bf9f58699e044d1e367a939d,25e363fc92d0bce3aa6d7574dea3a0fe56ab2ce4bf9f58699e044d1e367a939d,"{""D_nm"":201.0,""H_nm"":500.0,""J1_center_nm"":[-100.0,-0.5],""J1_side_nm"":110.0,""J2_center_nm"":[101.0,-0.5],""J2_length_nm"":106.0,""J2_width_nm"":101.0,""Psi_deg"":0.0,""canonical_relative_geometry_hash_sha256"":""25e363fc92d0bce3aa6d7574dea3a0fe56ab2ce4bf9f58699e044d1e367a939d"",""center_grid"":""INTEGER_OR_EXACT_HALF_NM"",""direct_gap_nm"":93.0,""exact_geometry_hash_sha256"":""206aea9c27c6fb5776c6df37c5306fd4d25c893b45cf134f5c3955be462b33d0"",""material"":""APCD_TIO2_NATIVE_M1"",""nearest_periodic_gap_nm"":123.0,""no_overlap"":true,""period_nm"":432.0,""primitive_valid"":true,""symmetry_equivalence_hash_sha256"":""25e363fc92d0bce3aa6d7574dea3a0fe56ab2ce4bf9f58699e044d1e367a939d""}","[""POSTD8_QMAP_WP_DP_PM_x"",""POSTD8_QMAP_WP_DP_PM_y""]",450.0,APCD_TIO2_NATIVE_M1,1000.0,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,PROSPECTIVE_MATCHING_GEOMETRY_REGENERATION,PLANNED_MATCHING_GEOMETRY_REGENERATION,NO_HISTORICAL_PHYSICS_CLAIM,MODEL_PREDICTION_NOT_PHYSICS_LABEL,False,False
9,POSTD8_QMAP_WP_DP_PP,POSTD8_QMAP_WP_DP_PP,D7_TRV_PROP_f5fdd16c144945e5,D7,"[1,1,1]",71611e620b6d6f33b5dc1c681bd5e0e41fdedca4e6fc433cfc7ee924f5156a56,1294eae1b03114190ad2e3587a805affec91b588c24fbe77bdcbee6041f30c1e,1294eae1b03114190ad2e3587a805affec91b588c24fbe77bdcbee6041f30c1e,"{""D_nm"":201.00995000248122,""H_nm"":500.0,""J1_center_nm"":[-100.0,-0.5],""J1_side_nm"":110.0,""J2_center_nm"":[101.0,1.5],""J2_length_nm"":106.0,""J2_width_nm"":101.0,""Psi_deg"":0.5700884449988864,""canonical_relative_geometry_hash_sha256"":""1294eae1b03114190ad2e3587a805affec91b588c24fbe77bdcbee6041f30c1e"",""center_grid"":""INTEGER_OR_EXACT_HALF_NM"",""direct_gap_nm"":93.00995000248122,""exact_geometry_hash_sha256"":""71611e620b6d6f33b5dc1c681bd5e0e41fdedca4e6fc433cfc7ee924f5156a56"",""material"":""APCD_TIO2_NATIVE_M1"",""nearest_periodic_gap_nm"":122.99004999751878,""no_overlap"":true,""period_nm"":432.0,""primitive_valid"":true,""symmetry_equivalence_hash_sha256"":""1294eae1b03114190ad2e3587a805affec91b588c24fbe77bdcbee6041f30c1e""}","[""POSTD8_QMAP_WP_DP_PP_x"",""POSTD8_QMAP_WP_DP_PP_y""]",450.0,APCD_TIO2_NATIVE_M1,1000.0,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,PROSPECTIVE_MATCHING_GEOMETRY_REGENERATION,PLANNED_MATCHING_GEOMETRY_REGENERATION,NO_HISTORICAL_PHYSICS_CLAIM,MODEL_PREDICTION_NOT_PHYSICS_LABEL,False,False
