probe_id,sign_pattern,J2_width_nm,J1_center_x_nm,J1_center_y_nm,J2_center_x_nm,J2_center_y_nm,D_nm,Psi_deg,status,physics_fields,prediction_label,planned_geometry_hash_sha256
POSTD8_CAL_PROBE_WP_DP_PP,"(+W,+D,+Psi)",101,-100,-1.0,101,1.0,201.00995000248122,0.5700884449988864,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,31286b737fa03d3f43f802edfa5be348baec26142b66ea8daa91a074747a0840
POSTD8_CAL_PROBE_WP_DM_PM,"(+W,-D,-Psi)",101,-100,0.0,100.5,0.0,200.5,0.0,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,03975a52e04e7e9101ba13095f59e44650c674014502b24f06fbe5b2fbf7ab83
POSTD8_CAL_PROBE_WM_DP_PM,"(-W,+D,-Psi)",99,-100,0.0,101.0,0.0,201.0,0.0,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,b43d3693b74c376f85df26f65ee26e9fb11a024192401da6dca9a15e527e7c19
POSTD8_CAL_PROBE_WM_DM_PP,"(-W,-D,+Psi)",99,-100,-1.0,100.0,1.0,200.0099997500125,0.5729386976834859,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,cd68e431136cae06a172dc750ca1786dd406d98cf64710cb9232de55048db19a
