candidate_id,target_bin,target_phase_deg,phi_offset_deg,source,trace_id,J1_side_nm,J2_length_nm,J2_width_nm,D_nm,Psi_deg,direct_gap_nm,periodic_gap_nm,manufacturing_pass,continuous_loss,quantized_loss,phase_error_deg,projector_shape_error,sigma2_over_sigma1,combined_leakage,Txx_center,spectral_instability,ensemble_dispersion,C0_blend_disagreement,risk_class,physics_origin,hash_status,geometry_family,exact_surrogate_hash,canonical_surrogate_hash,symmetry_surrogate_hash,throughput_penalty,novelty_penalty,J1_center_x_nm,J1_center_y_nm,J2_center_x_nm,J2_center_y_nm,H_nm,period_x_nm,period_y_nm,material,exact_geometry_hash_sha256,canonical_relative_geometry_hash_sha256,symmetry_equivalence_geometry_hash_sha256,nearest_physics_distance,family,disagreement_score,dispersion_score,acq_score,category,candidate_order,solver_status,physics_status,prediction_status,round3_identity,wavelength_authorization,run_polarizations,geometry_054_excluded,no_replacement,model_risk_class,five_seed_dispersion,C1_to_C4_seed_dispersion
LPML_R3_001,0,40.0,40.0,DERIVATIVE_FREE_EQUIVALENT,DF_B0_S22,108,106,100,201.0,0.9,94.0,124.0,True,0.0,11.154780387878418,22.938766855759283,0.6046015024185181,0.7653175592422485,0.5854061245918274,0.9852107763290405,0.3222786486148834,2.1085283756256104,0.00033941087895072997,MODEL_DISAGREEMENT_HIGH_RISK,ROUND3_PRE_RETRAIN_PROSPECTIVE_EVIDENCE,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1108_L106_W100_P9,7e4aba91db0d39102478f82ceef26fdbd5f2ccc91e885a5d7595056524c431a8,52f3e4e923641784a79748e578bffad8954b8e88ac93e750d1ab205ff83e9793,870f8a404c3b1db1df546dbe22045f6987aae832272b760521e68709eb5f4d8f,0.014789223670959473,0.0,-100.48760156440689,-1.5785853898379778,100.48760156440689,1.5785853898379778,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,9eb265ac22a86be446b2a88f94b890c814208855cbefdf1836468af51943309c,07a8aaed2bcdd24a1baed704b6283350551697b03c58274426aff6c2ede0db43,60123abc7f7d080125a348b01ff3acadf20b27f87d0d5199389d985754d37657,0.0,J1108_L106_W100_P9,0.00033940779394470155,2.1085283756256104,2.1318065502753143,B0_TARGETED_ACTIVE_LEARNING,1,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,ROUND3_TARGETED_ACTIVE_LEARNING_GEOMETRY,450.0-454.0_nm_step_0.5_nm,"x,y",True,True,MODEL_DISAGREEMENT_HIGH_RISK,0.006087681278586388,0.006087681278586388
LPML_R3_002,0,42.0,42.0,GRADIENT_FINE,GF_O42_B0_S22,108,106,99,201.0,0.4,94.0,124.0,True,0.0,10.32592487335205,20.347878028087518,0.6036595106124878,0.7634981870651245,0.5788470506668091,0.9840554594993591,0.299189031124115,2.0488455295562744,0.00041572435293346643,MODEL_DISAGREEMENT_HIGH_RISK,ROUND3_PRE_RETRAIN_PROSPECTIVE_EVIDENCE,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1108_L106_W99_P4,32d608904e2b178bdad2a349c0efe83cf2de1756bc99ac2799b9a0903e2e3e80,55d7f0b476057b188eabc23a5a605d99c82b23d5741c5aabc23f6acec16d9992,99f8421a5a7f928f3380455ca5c55c8281db60b45f851e9be3c055805fb62c4c,0.01594454050064087,0.0,-100.49755088589217,-0.701616659945136,100.49755088589217,0.701616659945136,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,382f254cc62e52ef1485292d4c6facb36dafff993d37ab8261ac35b251cf3ca0,6aaf28af11b77c57fa85dac8ce460aa47fad4481d382bd5af05ff8b1e002afcf,1f7722417a65af6fcdf570e9a3349455447ad73cbca8ea866c5911d3baa7d8d1,0.0,J1108_L106_W99_P4,0.0004157271177973598,2.0488455295562744,2.0696091347021595,B0_TARGETED_ACTIVE_LEARNING,2,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,ROUND3_TARGETED_ACTIVE_LEARNING_GEOMETRY,450.0-454.0_nm_step_0.5_nm,"x,y",True,True,MODEL_DISAGREEMENT_HIGH_RISK,0.0054372032172977924,0.0054372032172977924
LPML_R3_003,0,37.0,37.0,GRADIENT_FINE,GF_O37_B0_S30,108,106,100,202.0,0.8,95.0,123.0,True,0.0,12.221356391906738,25.888141577113753,0.5986731052398682,0.7536920309066772,0.5665066838264465,0.9821542501449585,0.3098517954349518,2.043922185897827,0.00038438753108493984,MODEL_DISAGREEMENT_HIGH_RISK,ROUND3_PRE_RETRAIN_PROSPECTIVE_EVIDENCE,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1108_L106_W100_P8,5b5eb521dd2594f78c1b6b08bf5a9bc9b1909ae1b977d75a58739d0c95ce20fe,3967c9cb9aa916f63bd28d9344bc74c9764d3525e7ac5762fb127a119ed3edd2,8346f0fc791e5775939e8fced47e85bb89c9faf8fe2a35c813174f9dcc3d9226,0.017845749855041504,0.0,-100.99015492493973,-1.4101802142536726,100.99015492493973,1.4101802142536726,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,8223ee4ee495f02c2e5f652c9222fdd82b9553183397f811873e69d3c3d2d44c,b85ffe7124c1f7c6c1353bb7e4c323152eadb51d77a2871552b52bdb5501577b,b1fa0fc9186aa039f3eb8791ea7a87b19c1c94c69e4ea68768d2483d2b125842,0.0,J1108_L106_W100_P8,0.0003843893064185977,2.043922185897827,2.0701947167813595,B0_TARGETED_ACTIVE_LEARNING,3,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,ROUND3_TARGETED_ACTIVE_LEARNING_GEOMETRY,450.0-454.0_nm_step_0.5_nm,"x,y",True,True,MODEL_DISAGREEMENT_HIGH_RISK,0.005499844904989004,0.005499844904989004
LPML_R3_004,0,55.0,55.0,GRADIENT_MULTISTART,G_O55_B0_S111,108,106,100,200.0,0.7,93.0,125.0,True,0.0,5.748970985412598,7.611388641238374,0.6131795048713684,0.7828983068466187,0.6135926842689514,0.9918408393859863,0.32995399832725525,2.1558001041412354,0.0003058855072595179,MODEL_DISAGREEMENT_HIGH_RISK,ROUND3_PRE_RETRAIN_PROSPECTIVE_EVIDENCE,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1108_L106_W100_P7,743e504db0b5f53d41050f60abab0701bf879b086098509f7eef00b01b9016c7,d119ac5a7b1aefeb568830b8e1d1d7358ba6832f41e8ac1f2c6ce758dbc00c0c,345b368cefdeb5ea9b48f491f95ef3d09b9b9e73094d41762b14b4dae719196b,0.008159160614013672,0.0,-99.9925369660452,-1.221700083524717,99.9925369660452,1.221700083524717,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,342cf4a6896932edf92841e0315a8ffd1369d2af0a773f4b11a9fdba34624576,06b29d8ac4d39866f668fa2de5912e6b5f4fc867a754a80f574e5e6a19d3a632,7853ee4f58a2e749980c0193e9ab913f1313b01ec1c72c5e29dcae0e06fbe955,0.0,J1108_L106_W100_P7,0.0003058874572161585,2.1558001041412354,2.16371738023969,B0_TARGETED_ACTIVE_LEARNING,4,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,ROUND3_TARGETED_ACTIVE_LEARNING_GEOMETRY,450.0-454.0_nm_step_0.5_nm,"x,y",True,True,MODEL_DISAGREEMENT_HIGH_RISK,0.006393234245479107,0.006393234245479107
LPML_R3_005,0,50.0,50.0,GRADIENT_MULTISTART,G_O50_B0_S11,108,106,100,200.0,0.8,93.0,125.0,True,0.0,7.548583984375,12.828314450050794,0.6123159527778625,0.7810195684432983,0.610613226890564,0.9903302192687988,0.3302476406097412,2.147658348083496,0.0002697742311283946,MODEL_DISAGREEMENT_HIGH_RISK,ROUND3_PRE_RETRAIN_PROSPECTIVE_EVIDENCE,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1108_L106_W100_P8,8a1be62550c45a0e81ae889a228b7ecb051dee63bc161e744b99f64cf796a856,00b28a29d6f03014ae32d5366bfd3a46e16674ea8855d517cf0a34ac6d4edd83,cce6f1e039737f820cf4c0a735789f0c99e2b8dbbed1198a51537a9b9dfb0b13,0.009669780731201172,0.0,-99.99025240093043,-1.3962180339145271,99.99025240093043,1.3962180339145271,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,2d0baf524a1b749d6a67435fcf0d55dc75601377ed75f6001e5ed0e1a3324ee6,6f7ac5fb45172535e50c300b8241767013081c483776015882e570cb8d3162e8,6b1132339c26e81045a30bfed0d1afca3fc53e1580d7f680aa77205053dd2452,0.0,J1108_L106_W100_P8,0.00026977231027558446,2.147658348083496,2.1607564348438224,B0_TARGETED_ACTIVE_LEARNING,5,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,ROUND3_TARGETED_ACTIVE_LEARNING_GEOMETRY,450.0-454.0_nm_step_0.5_nm,"x,y",True,True,MODEL_DISAGREEMENT_HIGH_RISK,0.006454425863921642,0.006454425863921642
LPML_R3_006,0,36.0,36.0,GRADIENT_FINE,GF_O36_B0_S8,108,106,100,200.0,0.4,93.0,125.0,True,0.0,12.49381160736084,26.754602299748647,0.6109445691108704,0.7782028913497925,0.603977620601654,0.9902119636535645,0.32024726271629333,2.1271255016326904,0.0003688996657729149,MODEL_DISAGREEMENT_HIGH_RISK,ROUND3_PRE_RETRAIN_PROSPECTIVE_EVIDENCE,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1108_L106_W100_P4,9193e530d99d7370c49fec17ebd2cd407feb37a6f874954cac3c9742cfb536b7,1896eb2114f7e9a2d1c1d9ba71a00257bf74fdbeb2fad9e307323d11f4caba35,3454d093e1ce821f1bb7e7a9a28cde0921ab30ad6f799967e4520a6d2b384681,0.009788036346435547,0.0,-99.99756307053947,-0.6981260297961552,99.99756307053947,0.6981260297961552,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,179c7fb15e36fba09d28119d26938d0114f6a9011f15ba90328493d6cd68515f,688cf1adcba049745a223dd2e5296fce6d49d70da9f5c47a4f456780130db3b1,c5b27265174c3dc7832b9a64fbba1570c1dd6b265d4e8bdb0c55e12aa0e21cac,0.0,J1108_L106_W100_P4,0.0003688973665703088,2.1271255016326904,2.1542490012990094,B0_TARGETED_ACTIVE_LEARNING,6,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,ROUND3_TARGETED_ACTIVE_LEARNING_GEOMETRY,450.0-454.0_nm_step_0.5_nm,"x,y",True,True,MODEL_DISAGREEMENT_HIGH_RISK,0.006142367608845234,0.006142367608845234
LPML_R3_007,0,55.0,55.0,GRADIENT_MULTISTART,G_O55_B0_S22,108,106,99,201.0,0.5,94.0,124.0,True,0.0,5.717362880706787,7.15530916271312,0.6046959161758423,0.7656409740447998,0.583074152469635,0.9853511452674866,0.30362334847450256,2.0594935417175293,0.0004213096690364182,MODEL_DISAGREEMENT_HIGH_RISK,ROUND3_PRE_RETRAIN_PROSPECTIVE_EVIDENCE,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1108_L106_W99_P5,b7998af90376726846bc14493cea87eff5e28db55ec7ce5bdf2e8663ff519a8b,935c34b498c2697fa6755f3baceeaeff863cffe7626224f49c50071bea80663b,4ea4948403f88fd2a781a9ccfe1e5a69ea54d46dd3bde566c14230f4b261b522,0.014648854732513428,0.0,-100.49617326794922,-0.8770168175865805,100.49617326794922,0.8770168175865805,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,d036865d4c5ae89a3ac989ab7909a14f968b2fe5768a241415a3850f187b7beb,563f7b3a7289ef6dc1ca353f3bf736822d8736926ffd58c62c0427f9fcbb249f,e14c06eb8629ff81858200cea37ffb8f5a1554b9b65fc1116cefa01f5434397f,0.0,J1108_L106_W99_P5,0.00042131010559387505,2.0594935417175293,2.0670701609858364,B0_TARGETED_ACTIVE_LEARNING,7,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,ROUND3_TARGETED_ACTIVE_LEARNING_GEOMETRY,450.0-454.0_nm_step_0.5_nm,"x,y",True,True,MODEL_DISAGREEMENT_HIGH_RISK,0.0053625451400876045,0.0053625451400876045
LPML_R3_008,0,44.0,44.0,GRADIENT_FINE,GF_O44_B0_S13,108,106,100,201.0,0.5,94.0,124.0,True,0.0,9.644183158874512,18.50134492371103,0.6067869663238525,0.7700056433677673,0.5911580920219421,0.9868134260177612,0.31499913334846497,2.1847665309906006,0.00038644636515527964,MODEL_DISAGREEMENT_HIGH_RISK,ROUND3_PRE_RETRAIN_PROSPECTIVE_EVIDENCE,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1108_L106_W100_P5,f550e86fb315a1107db66b471148dd5966162704d8c0ee5f6d9162b1d1facbd0,330d15a4f7d42debf2554809e44e3b56f1dd96060cba5ecd0a6d11643f9bab5d,b24d03d485bee7aa5f455ebfc29c1cf659521969d1b7f92c8cc60827ecdcf645,0.01318657398223877,0.0,-100.49617326794922,-0.8770168175865805,100.49617326794922,0.8770168175865805,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,315231a710f34c0f0bb94dfa478272f83bb44dc55a396ddececbcb605992acfb,29d6331e4ced5b324bea1cc7ea90a7ae279c766293ba3e3c5911daddf7c3de83,d5f2d041ef300326055c392fae8df8382630976946ee9d6bbbae94240377ab28,0.0,J1108_L106_W100_P5,0.00038644453161396086,2.1847665309906006,2.2036543204459256,B0_TARGETED_ACTIVE_LEARNING,8,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,ROUND3_TARGETED_ACTIVE_LEARNING_GEOMETRY,450.0-454.0_nm_step_0.5_nm,"x,y",True,True,MODEL_DISAGREEMENT_HIGH_RISK,0.005797592457383871,0.005797592457383871
LPML_R3_009,1,100.0,40.0,DERIVATIVE_FREE_EQUIVALENT,DF_B1_S22,112,109,102,196.0,1.2,85.5,125.5,True,0.0,6.348996162414551,10.339771738223437,0.38350531458854675,0.42450645565986633,0.19183523952960968,0.9642089009284973,0.3249887526035309,2.1062610149383545,0.0008658471051603556,MODEL_DISAGREEMENT_HIGH_RISK,ROUND3_PRE_RETRAIN_PROSPECTIVE_EVIDENCE,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1112_L109_W102_P12,8120753b99885acc5d1f3a72f021c4c24b2b54cb60c0a2942d480c7cea15672e,1dcd10df95ad0a3a1d9aa07a28aaa4fcc2df0ab78061cd76009fcc70b7db0cdf,01fc7f4e284e216435040ba17112f7b7308cc55dcabc036bd24cd376f0f5cb75,0.035791099071502686,0.0,-97.97850698053486,-2.0523571485689818,97.97850698053486,2.0523571485689818,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,01a65c700fc377e869105b8592f2d9ee30f70715eee728bfb5f23a70ae055228,b0f49fa8d73f87c7b0422029f09a5701a289cc3a0868f9e7641a093f76e6de3c,f2fc3552bbd4edd2c74f1bb60dd99060470b3c664fd977dca02324c46e458f56,0.0,J1112_L109_W102_P12,0.0008658467559143901,2.1062610149383545,2.1174666334324925,B1_TARGETED_ACTIVE_LEARNING,9,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,ROUND3_TARGETED_ACTIVE_LEARNING_GEOMETRY,450.0-454.0_nm_step_0.5_nm,"x,y",True,True,MODEL_DISAGREEMENT_HIGH_RISK,0.00890582986176014,0.00890582986176014
LPML_R3_010,1,96.0,36.0,GRADIENT_FINE,GF_O36_B1_S60,112,109,102,196.0,0.9,85.5,125.5,True,0.0,4.67642068862915,6.232643240285015,0.35885873436927795,0.39512425661087036,0.17126025259494781,0.9580798745155334,0.3243514895439148,2.005319356918335,0.0006402892176993191,MODEL_DISAGREEMENT_HIGH_RISK,ROUND3_PRE_RETRAIN_PROSPECTIVE_EVIDENCE,PLANNED_SURROGATE_IDENTITY_NOT_FORMAL_GEOMETRY_HASH,J1112_L109_W102_P9,008bc33739d0989da9e2a292b6e5c4eb226369abbd2368041ab5b397c2f0ef0a,dc11190e17e3dc3ce911b513bee27c4d21e03929f27550dc5546ab68ce87abd7,9ca341bc7c1cebfa4d28d7766790226f87bc1e710e3061f19486092a085b5215,0.04192012548446655,0.0,-97.98790998320274,-1.5393170965584262,97.98790998320274,1.5393170965584262,500.0,432.0,432.0,APCD_TIO2_NATIVE_M1,3b4ec1c4a21d2d9e4a0f3332f4a92819523ce6413385c51679ee61997fce26a4,7a09ae602a8885ed3adb956e208c7ca2af598c9e45b5060e3050614c3367bc3e,14a6220d51b6c6017c9a9c1da0959c7787183fa8e165349c16089f1d44ff0faf,0.0,J1112_L109_W102_P9,0.0006402898579835892,2.005319356918335,2.0121922900166034,B1_TARGETED_ACTIVE_LEARNING,10,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,ROUND3_TARGETED_ACTIVE_LEARNING_GEOMETRY,450.0-454.0_nm_step_0.5_nm,"x,y",True,True,MODEL_DISAGREEMENT_HIGH_RISK,0.00796524528414011,0.00796524528414011
