candidate_id,paired_existing_probe_id,candidate_order,anchor_id,J1_side_nm,J2_length_nm,J2_width_nm,J1_center_x_nm,J1_center_y_nm,J2_center_x_nm,J2_center_y_nm,D_nm,Psi_deg,requested_mirror_displacement,actual_mirror_displacement,central_pair_residual_raw,exact_geometry_hash_sha256,canonical_relative_geometry_hash_sha256,symmetry_equivalence_hash_sha256,direct_gap_nm,periodic_gap_nm,wavelength_nm,status,physics_fields,prediction_label,probe_type,not_progression_candidate
POSTD8_CURV_MIRROR_WP_DP_PP,POSTD8_CAL_PROBE_WP_DP_PP,1,D8_TRV_PLAN_d6f4911593b64495,110.0,106.0,99.0,-100.0,-0.5,100.0,-0.5,200.0,0.0,"[-1.0, -0.5074562524033865, -0.28432632812235203]","[-1.0, -0.5024937500778321, -0.2857621168765344]","[0.0, 0.0049625023255543965, -0.0014357887541823766]",11c357a61ef7f19db0546a11c2a6dd1530b1bd70b1cc9fa92c270315d5c8c6af,c5c2d951fc1150a3e1c00a46068bf6745ea66d12dee42bda04b58a7a909848ac,c5c2d951fc1150a3e1c00a46068bf6745ea66d12dee42bda04b58a7a909848ac,92.0,124.0,450,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,DIAGNOSTIC_CURVATURE_PROBE,True
POSTD8_CURV_MIRROR_WP_DM_PM,POSTD8_CAL_PROBE_WP_DM_PM,2,D8_TRV_PLAN_d6f4911593b64495,110.0,106.0,99.0,-100.0,-0.5,100.5,1.5,200.50997481422215,0.571510017763747,"[-1.0, 0.0024937500778321464, 0.2857621168765344]","[-1.0, 0.007481064144315042, 0.2857479008872126]","[0.0, 0.004987314066482895, -1.4215989321830769e-05]",347566345f60aa2d4db3820bfeedf82b9cfdb2cff48c550419e1024746cac86f,10574e000b4ef5a264a17a8a96c257b1931674cde7636e9830fe4d41e7ebe832,10574e000b4ef5a264a17a8a96c257b1931674cde7636e9830fe4d41e7ebe832,92.50997481422215,123.49002518577785,450,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,DIAGNOSTIC_CURVATURE_PROBE,True
POSTD8_CURV_MIRROR_WM_DP_PM,POSTD8_CAL_PROBE_WM_DP_PM,3,D8_TRV_PLAN_d6f4911593b64495,110.0,106.0,101.0,-100.0,-0.5,100.0,1.5,200.0099997500125,0.5729386976834859,"[1.0, -0.49750624992216785, 0.2857621168765344]","[1.0, -0.49249400006533506, 0.2871765808069515]","[0.0, 0.0050122498568327956, 0.0014144639304171092]",9bd1de3f46af7c5f564a37b1c503fbc4bb7c74aee80607f2e06998ad59db7533,099881aede70942ffbfff42673a465f96cbcc10710f204587e3871ba9d34225d,099881aede70942ffbfff42673a465f96cbcc10710f204587e3871ba9d34225d,92.0099997500125,123.9900002499875,450,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,DIAGNOSTIC_CURVATURE_PROBE,True
POSTD8_CURV_MIRROR_WM_DM_PP,POSTD8_CAL_PROBE_WM_DM_PP,4,D8_TRV_PLAN_d6f4911593b64495,110.0,106.0,101.0,-100.0,-0.5,101.0,-0.5,201.0,0.0,"[1.0, 0.49249400006533506, -0.2871765808069515]","[1.0, 0.49750624992216785, -0.2857621168765344]","[0.0, 0.0050122498568327956, 0.0014144639304171092]",e3ab428e96fd40e79670ae988892ba0b814c3e6356cf69576297029f6bededeb,25e363fc92d0bce3aa6d7574dea3a0fe56ab2ce4bf9f58699e044d1e367a939d,25e363fc92d0bce3aa6d7574dea3a0fe56ab2ce4bf9f58699e044d1e367a939d,93.0,123.0,450,PLANNED_NOT_RUN,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,DIAGNOSTIC_CURVATURE_PROBE,True
