model,fold,held_out_geometry,scope,value,count,eta_plus1_MAE,eta_plus1_RMSE,eta_plus1_Spearman,transmitted_order_MAE,all_order_weighted_MAE,T_MAE,R_MAE,directionality_MAE,non_target_leakage_MAE,predicted_transmitted_order_sum_mismatch,predicted_reflected_consistency,negative_power_violations,nan_inf_count
MLP,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,453,2,0.1157256648968705,0.12323295794048783,-0.9999999999999999,0.058251138776540756,0.03385373577475548,0.1197775324408279,0.13552475304664208,0.19293625753804278,0.07742266339976825,5.960464477539063e-08,7.450580596923828e-09,0,0
MLP,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,454,2,0.13750845409378953,0.1472265985940052,-0.9999999999999999,0.06296189874410629,0.03567865118384361,0.1216609576593814,0.13719785208184454,0.17358665992818234,0.07353877780397639,5.960464477539063e-08,7.450580596923828e-09,0,0
MLP,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,455,2,0.14998419007902158,0.16009868389590606,-0.9999999999999999,0.06739456206560135,0.03684081509709358,0.11521380797506114,0.13035795439887599,0.15293231878495203,0.09920913639242515,5.960464477539063e-08,7.450580596923828e-09,0,0
LF_DFT,5,K6X_D100_D140_D145_D155_D225_D230,geometry,K6X_D100_D140_D145_D155_D225_D230,22,0.07794962477213632,0.0868558206131888,-0.6860530773574253,0.07715082469761786,0.03803653622281655,0.04194037682432004,0.04201710096026403,0.16823261477928914,0.04755212518690506,1.1102230246251565e-16,0.0,0,0
LF_DFT,5,K6X_D100_D140_D145_D155_D225_D230,polarization,p,11,0.06740479799886388,0.07660017276061498,0.0,0.0713004377724816,0.03385950427060357,0.006961994693595022,0.006793051546275506,0.22411545172445024,0.06189594799344799,1.1102230246251565e-16,0.0,0,0
LF_DFT,5,K6X_D100_D140_D145_D155_D225_D230,polarization,s,11,0.0884944515454087,0.09602229262949726,0.0,0.08300121162275409,0.04221356817502953,0.07691875895504506,0.07724115037425255,0.11234977783412801,0.03320830238036212,1.1102230246251565e-16,0.0,0,0
LF_DFT,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,445,2,0.05741475658908547,0.07800448703932066,0.0,0.08013101088414895,0.03883821607266037,0.0182818335230448,0.018292354386683973,0.09142713005030723,0.043408852528735414,1.1102230246251565e-16,0.0,0,0
LF_DFT,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,446,2,0.05303997801375154,0.06318602248764071,0.0,0.07684495835564627,0.03730387267950303,0.018622388186105843,0.018587912827876307,0.11412504381818495,0.03565526351675358,1.1102230246251565e-16,0.0,0,0
LF_DFT,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,447,2,0.05069656129570746,0.05323685143146177,0.0,0.07376449054572327,0.03589703120976632,0.02122181711025073,0.0215630488996041,0.13852311113823246,0.02947474418545673,1.1102230246251565e-16,0.0,0,0
LF_DFT,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,448,2,0.05703454178257697,0.05733295586521483,0.0,0.07193004216800894,0.03530904827734316,0.026745012207878394,0.026816305649353625,0.1701897126943513,0.031350433822704166,1.1102230246251565e-16,0.0,0,0
LF_DFT,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,449,2,0.05227001750593341,0.05297782983423826,0.0,0.07226039955419074,0.035938515682062154,0.04407519325460829,0.043910753397804494,0.18151713772618577,0.03181786281238874,1.1102230246251565e-16,0.0,0,0
LF_DFT,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,450,2,0.05426356113309244,0.05459414964382997,0.0,0.07095932859101682,0.035301162710839,0.04841616659849163,0.04823566033031415,0.19441358139334353,0.040695747082415246,1.1102230246251565e-16,0.0,0,0
LF_DFT,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,451,2,0.06805845422192303,0.06824020981426716,0.0,0.07340291048144143,0.03675101171173992,0.05417528916748776,0.054131043426493566,0.20430514882365086,0.047553089331633436,1.1102230246251565e-16,0.0,0,0
LF_DFT,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,452,2,0.08596232656304473,0.0859641176650043,0.0,0.07644929592099188,0.03838597796831752,0.05924416252569309,0.05938945244945096,0.20691221369648644,0.050014750469603325,1.1102230246251565e-16,0.0,0,0
LF_DFT,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,453,2,0.10758520524015511,0.10782448587171742,0.0,0.0800505436447851,0.040013661457660415,0.06225493988238351,0.062493589370384905,0.20065201010240113,0.04781081313642896,1.1102230246251565e-16,0.0,0,0
LF_DFT,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,454,2,0.1293366125915999,0.13022156884263894,0.0,0.08438455711162121,0.04183673016527562,0.059502010140673744,0.05962236433102147,0.18347842906167827,0.06983460245092615,1.1102230246251565e-16,0.0,0,0
LF_DFT,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,455,2,0.1417838575566293,0.14271426546637064,0.0,0.08848153441622193,0.04282667051581457,0.04880533247090263,0.04914562549391678,0.16501524406735849,0.09545721771890983,1.1102230246251565e-16,0.0,0,0
CNN,6,K6X_D100_D200_D205_D210_D215_D220,geometry,K6X_D100_D200_D205_D210_D215_D220,22,0.014429101549999868,0.0162907058170283,0.6578204404291361,0.03478960692882538,0.028618812561035156,0.16329400614307887,0.1631346338346409,0.4227635176840994,0.15472407995990756,1.1920928955078125e-07,2.9802322387695312e-08,0,0
CNN,6,K6X_D100_D200_D205_D210_D215_D220,polarization,p,11,0.018205937873261222,0.019251853695564633,0.10909090909090911,0.03984319046139717,0.03567836433649063,0.20239613315883212,0.20246753910375895,0.3178341656576599,0.1841901922376061,1.1920928955078125e-07,2.9802322387695312e-08,0,0
CNN,6,K6X_D100_D200_D205_D210_D215_D220,polarization,s,11,0.01065226522673851,0.012654656112217902,-0.26363636363636367,0.029736019670963287,0.02155926264822483,0.12419187912732564,0.12380172856552285,0.5276928697105392,0.12525796768220906,1.1920928955078125e-07,2.9802322387695312e-08,0,0
CNN,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,445,2,0.028270760762490108,0.02829864422678973,0.9999999999999999,0.023092661052942276,0.023877983912825584,0.13745183199365318,0.13790604449824262,0.47579385425262166,0.10918106378058251,0.0,2.9802322387695312e-08,0,0
CNN,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,446,2,0.019055335431839918,0.019616418614151712,0.9999999999999999,0.02127227373421192,0.02361694537103176,0.12162454866814698,0.1216538057142659,0.5162274630294247,0.10256922813746827,5.960464477539063e-08,2.9802322387695312e-08,0,0
CNN,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,447,2,0.008798517909492582,0.011251484163286129,0.9999999999999999,0.02521389350295067,0.027276095002889633,0.13364578752075779,0.13434922415390876,0.5380478408908245,0.1266327899287431,0.0,2.9802322387695312e-08,0,0
CNN,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,448,2,0.011850439631054819,0.01190919811332105,0.9999999999999999,0.029837261885404587,0.028099097311496735,0.12045801324438843,0.12072122785435924,0.48886493417158433,0.11927649954768393,1.1920928955078125e-07,0.0,0,0
CNN,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,449,2,0.009728004766410472,0.00993523336133353,0.9999999999999999,0.0340513214468956,0.02898905612528324,0.17146507183105555,0.17119171204773195,0.420506590831748,0.16944642485637626,5.960464477539063e-08,2.9802322387695312e-08,0,0
CNN,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,450,2,0.012472475036388313,0.01271626305628417,0.9999999999999999,0.04110926389694214,0.031456634402275085,0.19209204510291505,0.19162370252188995,0.37649581895141004,0.19457004093360272,5.960464477539063e-08,2.9802322387695312e-08,0,0
CNN,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,451,2,0.012392813529510526,0.012548805655664566,0.9999999999999999,0.046947333961725235,0.03206073120236397,0.19631550824627741,0.19571702724961373,0.3430052518738974,0.19828800978985262,5.960464477539063e-08,2.9802322387695312e-08,0,0
CNN,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,452,2,0.016649470086892666,0.017718676571945195,0.9999999999999999,0.04578027129173279,0.034925054758787155,0.23008328929131822,0.2295094401992845,0.3877220408928319,0.2240213378717987,5.960464477539063e-08,2.9802322387695312e-08,0,0
CNN,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,453,2,0.010832684213678112,0.012606912521479987,0.9999999999999999,0.0396273136138916,0.030044427141547203,0.18629097676949574,0.18507882522043487,0.42275266979792026,0.17984214833009532,5.960464477539063e-08,0.0,0,0
CNN,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,454,2,0.012052510028574218,0.0155188340193867,0.9999999999999999,0.03860672563314438,0.0281966719776392,0.1635326944929007,0.16288838543759088,0.36142348880209446,0.15148020681606827,5.960464477539063e-08,2.9802322387695312e-08,0,0
CNN,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,455,2,0.016617105653666784,0.018265030323992286,0.9999999999999999,0.037147343158721924,0.026264261454343796,0.14327430041295852,0.14384157728372765,0.31955874103073756,0.12665712956671155,1.1920928955078125e-07,0.0,0,0
MLP,6,K6X_D100_D200_D205_D210_D215_D220,geometry,K6X_D100_D200_D205_D210_D215_D220,22,0.0869941613074592,0.08811532133614203,-0.003952569169960475,0.054533883929252625,0.03802482411265373,0.14319331374762898,0.1438320533236614,0.2975125755497238,0.15110603734006747,1.1920928955078125e-07,5.960464477539063e-08,0,0
MLP,6,K6X_D100_D200_D205_D210_D215_D220,polarization,p,11,0.09694003807688369,0.09720693569351631,-0.10909090909090911,0.03737221285700798,0.035143688321113586,0.10923642504906317,0.11758233201424813,0.18578898203632768,0.05023645225845221,5.960464477539063e-08,5.960464477539063e-08,0,0
MLP,6,K6X_D100_D200_D205_D210_D215_D220,polarization,s,11,0.0770482845380347,0.0779707083552517,-0.26363636363636367,0.07169556617736816,0.04090595617890358,0.17715020244619487,0.1700817746330747,0.40923616906312005,0.2519756224216827,1.1920928955078125e-07,2.9802322387695312e-08,0,0
MLP,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,445,2,0.10697128086069949,0.10717566211266756,0.9999999999999999,0.05526798963546753,0.035630062222480774,0.04562786668260277,0.053224332407273534,0.34986320036761476,0.0613433843757743,1.1920928955078125e-07,0.0,0,0
MLP,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,446,2,0.09708408510639856,0.09758512351616502,0.9999999999999999,0.054639775305986404,0.03623861446976662,0.06293885107126784,0.06268337574391622,0.3901705702320738,0.06732409623768432,5.960464477539063e-08,2.9802322387695312e-08,0,0
MLP,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,447,2,0.0843545839434093,0.08547881137868077,0.9999999999999999,0.046653635799884796,0.03575420007109642,0.08474340077388337,0.08505814013074631,0.4119121209507581,0.07092561670604841,0.0,2.9802322387695312e-08,0,0
MLP,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,448,2,0.07781008321026381,0.07956513853671915,0.9999999999999999,0.040311865508556366,0.03287317603826523,0.11630921950609197,0.11595105271118589,0.36271074610486337,0.0996899277305574,5.960464477539063e-08,2.9802322387695312e-08,0,0
MLP,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,449,2,0.08560444189400065,0.0858502867378189,0.9999999999999999,0.047503598034381866,0.03576205298304558,0.17168686071426478,0.17181304576603182,0.2944106029753599,0.1651944381143566,5.960464477539063e-08,2.9802322387695312e-08,0,0
MLP,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,450,2,0.08754299962461558,0.08755881484425038,0.9999999999999999,0.05082325264811516,0.037264320999383926,0.19157282904227663,0.1915093063074048,0.2505536352929294,0.1899086894912657,5.960464477539063e-08,0.0,0,0
MLP,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,451,2,0.08658815194262984,0.08660708172294461,0.9999999999999999,0.05355790629982948,0.037046439945697784,0.19493071353421076,0.19474317676095101,0.2173328202112187,0.19312007847156953,5.960464477539063e-08,2.9802322387695312e-08,0,0
MLP,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,452,2,0.08988509921332222,0.09038240742852378,0.9999999999999999,0.0622330941259861,0.04460709169507027,0.2277289058226903,0.22757282568588727,0.2624563271117135,0.21826063836122436,5.960464477539063e-08,0.0,0,0
MLP,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,453,2,0.08301005708650755,0.08354851982521123,0.9999999999999999,0.06261079758405685,0.04216024652123451,0.18288895226197316,0.18210194574293395,0.2980510376111498,0.18557759980061056,5.960464477539063e-08,5.960464477539063e-08,0,0
MLP,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,454,2,0.08078437757572594,0.08210913819857735,0.9999999999999999,0.0641961470246315,0.04161204397678375,0.15903462997492585,0.1588231847511361,0.2374624499145937,0.20856254463029372,5.960464477539063e-08,2.9802322387695312e-08,0,0
MLP,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,455,2,0.07730061392447812,0.0795728681280325,-0.9999999999999999,0.062074728310108185,0.039324801415205,0.1376642218397316,0.13867220055280877,0.19771482027468734,0.20225939682135713,5.960464477539063e-08,2.9802322387695312e-08,0,0
LF_DFT,6,K6X_D100_D200_D205_D210_D215_D220,geometry,K6X_D100_D200_D205_D210_D215_D220,22,0.1155402731274541,0.116319113426813,0.7684923771880295,0.0920119326242289,0.04965400073359506,0.19351391416334485,0.19317590288927217,0.30402037160660617,0.14585795812207608,0.0,0.0,0,0
LF_DFT,6,K6X_D100_D200_D205_D210_D215_D220,polarization,p,11,0.12593941646603787,0.12610282626970098,0.10909090909090911,0.07259018224034547,0.04844033195590047,0.30382024180373524,0.3033368806588388,0.19345342127151657,0.17788082533769736,0.0,0.0,0,0
LF_DFT,6,K6X_D100_D200_D205_D210_D215_D220,polarization,s,11,0.10514112978887034,0.10563308905638039,0.26363636363636367,0.1114336830081123,0.050867669511289654,0.08320758652295449,0.08301492511970557,0.4145873219416958,0.1138350909064548,0.0,0.0,0,0
LF_DFT,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,445,2,0.130598516999966,0.13081508133712494,0.0,0.09557936513844274,0.05153263188973578,0.20499304633930926,0.20503981885747344,0.3561784224771805,0.07439452933934326,0.0,0.0,0,0
LF_DFT,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,446,2,0.12129911617540788,0.12176988050717785,0.0,0.09471971925711853,0.05069632513853454,0.19475033079906612,0.19435016864599886,0.39713811302464197,0.07345121462365822,0.0,0.0,0,0
LF_DFT,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,447,2,0.10929306266308964,0.11025728954492323,0.0,0.08610799240395357,0.04891859305502528,0.21244637886912993,0.21269795515433676,0.41934009472305495,0.10315331620604024,0.0,0.0,0,0
LF_DFT,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,448,2,0.10360671607780753,0.10503470109359798,0.0,0.08184495159928085,0.04720678991690648,0.20498342210718012,0.2047721042524504,0.3704032378400928,0.10631727877616592,0.0,0.0,0,0
LF_DFT,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,449,2,0.1123923558835136,0.11261275960359125,0.0,0.08708166100654548,0.04817723064061837,0.17878470102340785,0.1784604388734461,0.30216855551171395,0.17174254478473625,0.0,0.0,0,0
LF_DFT,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,450,2,0.11545313123950808,0.11547261394854227,0.0,0.0864896557125655,0.0487955536866422,0.19849683240493227,0.1979834436136182,0.25817566688745375,0.1963757338447508,0.0,0.0,0,0
LF_DFT,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,451,2,0.11574858038865332,0.1157689966744215,0.0,0.08924865039323153,0.04939529175472327,0.20167855536923274,0.20104194230107403,0.22461627507167703,0.19950445118275117,0.0,0.0,0,0
LF_DFT,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,452,2,0.12042037957160576,0.12081344981590321,0.0,0.09124886121203553,0.05108631452436285,0.2342988575953801,0.2336947144426393,0.26919820671916206,0.2245612069418518,0.0,0.0,0,0
LF_DFT,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,453,2,0.1150406689705937,0.11544430703285424,0.0,0.09847449453851269,0.05044189620923645,0.18927982187943532,0.18804595933851498,0.3040489394930926,0.17963448574769786,0.0,0.0,0,0
LF_DFT,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,454,2,0.11442618123918719,0.11537561056231602,0.0,0.1016252297718909,0.05047959135998697,0.16524570218142304,0.1645888165460656,0.24251543936291217,0.1504747658656746,0.0,0.0,0,0
LF_DFT,6,K6X_D100_D200_D205_D210_D215_D220,wavelength,455,2,0.11266429519266233,0.11423319137983397,0.0,0.09971067783294041,0.04946378989377333,0.14369540722829666,0.14425956975637627,0.2004411365616862,0.12482801203016675,0.0,0.0,0,0
CNN,7,K6X_D125_D135_D150_D175_D190_D210,geometry,K6X_D125_D135_D150_D175_D190_D210,22,0.027519400074286618,0.032407882330721095,0.6205533596837945,0.012796537950634956,0.011449110694229603,0.02097983396298586,0.021059365820204904,0.053315368304568504,0.013806779305511845,1.1920928955078125e-07,1.4901161193847656e-08,0,0
CNN,7,K6X_D125_D135_D150_D175_D190_D210,polarization,p,11,0.024438102539214544,0.031692729059195915,-0.9272727272727275,0.01401481218636036,0.012573964893817902,0.022207730113679793,0.02226559540740627,0.05286874282864267,0.016001178817698216,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,7,K6X_D125_D135_D150_D175_D190_D210,polarization,s,11,0.030600697609358695,0.033107591260980125,1.0,0.011578264646232128,0.010324256494641304,0.01975193781229193,0.01985313623300354,0.05376199378049436,0.011612379793325472,1.1920928955078125e-07,1.4901161193847656e-08,0,0
CNN,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,445,2,0.054517352578494827,0.05563992754319567,0.9999999999999999,0.017217371612787247,0.013944732025265694,0.033513109625039506,0.033061749884071547,0.06058755489119133,0.02100424295345532,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,446,2,0.04833188544400291,0.04859202978086484,0.9999999999999999,0.01606428250670433,0.013256799429655075,0.028707594597456643,0.028304817705099662,0.058444679603588845,0.01962426104422388,1.1920928955078125e-07,0.0,0,0
CNN,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,447,2,0.04135832504123349,0.041359167077194704,0.9999999999999999,0.014829054474830627,0.01254004705697298,0.02337928679348411,0.023211207254488705,0.05655228507356619,0.017979068050071767,5.960464477539063e-08,0.0,0,0
CNN,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,448,2,0.03487633154366565,0.0350433142980962,0.9999999999999999,0.013700773008167744,0.011850554496049881,0.01877118327853644,0.01836759266759897,0.05474845581991439,0.016105237672096373,1.1920928955078125e-07,0.0,0,0
CNN,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,449,2,0.025702629864499338,0.02609056726095916,0.9999999999999999,0.0122380955144763,0.011067699640989304,0.01202214302750565,0.011813579146920147,0.05331736259593439,0.013680516639316076,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,450,2,0.01352625683984865,0.01368020467795022,0.9999999999999999,0.01048021949827671,0.010228919796645641,0.006506437848427471,0.0069013695552581356,0.05205693950876705,0.010873805524654279,0.0,1.4901161193847656e-08,0,0
CNN,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,451,2,0.0024354652103651953,0.0024872517903740355,0.9999999999999999,0.008874914608895779,0.00962458923459053,0.009374155272598605,0.009457786805557089,0.0510305437179262,0.00886927847185498,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,452,2,0.016825177041287664,0.016917728460116195,0.9999999999999999,0.010694700293242931,0.01040763221681118,0.022884197216115176,0.023575581583700767,0.04977211532823084,0.006059020174827512,0.0,1.4901161193847656e-08,0,0
CNN,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,453,2,0.014486570185416991,0.019371983367076802,0.9999999999999999,0.011086187325417995,0.010224184021353722,0.020466878743833572,0.021235592269318634,0.05153887337819507,0.009495187390587523,1.1920928955078125e-07,1.4901161193847656e-08,0,0
CNN,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,454,2,0.0222483299087321,0.02607719681263188,-0.9999999999999999,0.012212424539029598,0.011088994331657887,0.027025773375305484,0.027230665883921243,0.04946315951859914,0.012062316228757752,0.0,1.4901161193847656e-08,0,0
CNN,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,455,2,0.028405077159605996,0.030689120943785647,-0.9999999999999999,0.013363903388381004,0.011706067249178886,0.028127413814541813,0.028493081266319054,0.04895708191434023,0.016121638210784828,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,7,K6X_D125_D135_D150_D175_D190_D210,geometry,K6X_D125_D135_D150_D175_D190_D210,22,0.01374415219155672,0.015986426438815395,0.9243365330321853,0.009811964817345142,0.010252309963107109,0.012908745683162682,0.013016713438532057,0.06439109255952345,0.009931431997599372,1.1920928955078125e-07,1.4901161193847656e-08,0,0
MLP,7,K6X_D125_D135_D150_D175_D190_D210,polarization,p,11,0.012575218743789257,0.015214482789920079,0.8727272727272729,0.011475966311991215,0.010396157391369343,0.017870518701787564,0.01706337738780839,0.06830545717440129,0.005665433437469705,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,7,K6X_D125_D135_D150_D175_D190_D210,polarization,s,11,0.014913085639324182,0.01672277411204665,1.0,0.00814796332269907,0.01010846346616745,0.0079469726645378,0.008970049489255724,0.06047672794464564,0.01419743055772904,1.1920928955078125e-07,1.4901161193847656e-08,0,0
MLP,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,445,2,0.020080262420032302,0.020555962463418814,0.9999999999999999,0.011182097718119621,0.010287130251526833,0.012433554620210896,0.014869454891771237,0.0780749318195208,0.016830278180643254,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,446,2,0.018137155877428812,0.019147990935487545,0.9999999999999999,0.0106700723990798,0.010112863034009933,0.008110993137507405,0.010947801881756807,0.07349541865350034,0.014250140761026708,0.0,7.450580596923828e-09,0,0
MLP,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,447,2,0.015432986772953461,0.01714034782135995,0.9999999999999999,0.010080897249281406,0.00989366415888071,0.0042995555107556704,0.0068632311484232295,0.06955405485467886,0.011757005054817471,1.1920928955078125e-07,0.0,0,0
MLP,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,448,2,0.013263925766688112,0.015867746387530017,0.9999999999999999,0.00960792787373066,0.00974306557327509,0.002190035369372012,0.002968430941362628,0.06607876234991317,0.011073920199638487,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,449,2,0.00847375828056074,0.011968783028334073,0.9999999999999999,0.008797736838459969,0.009536724537611008,0.0023408389409161345,0.0005407724332228275,0.0633484368814416,0.009892611661517614,5.960464477539063e-08,7.450580596923828e-09,0,0
MLP,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,450,2,0.005900767351398217,0.005953217347253264,0.9999999999999999,0.008389154449105263,0.009631226770579815,0.007502302608221767,0.006782967229057857,0.06116178741678707,0.00829077863866795,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,451,2,0.008597608038155125,0.008985511167417876,0.9999999999999999,0.008757100440561771,0.010006009601056576,0.016058309544678073,0.015243468112872915,0.059590813788955865,0.007460731308845336,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,452,2,0.02006641801952863,0.02091201353770929,0.9999999999999999,0.010175218805670738,0.010668535716831684,0.025869615058980167,0.025757782134733787,0.0581870692752981,0.005803226841773923,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,453,2,0.010988253301713269,0.01131693754226546,0.9999999999999999,0.009596623480319977,0.010089317336678505,0.019478097291654617,0.0195417102211886,0.06023545927182605,0.00848981418761896,5.960464477539063e-08,0.0,0,0
MLP,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,454,2,0.01494339326131694,0.015449708619053553,-0.9999999999999999,0.010181167162954807,0.011032667011022568,0.02174059972074921,0.021343142590426065,0.05890763469254934,0.006797236261754658,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,455,2,0.015301145017348305,0.02032100459494436,-0.9999999999999999,0.01049361564218998,0.0117742158472538,0.021972300711743553,0.01832508623903667,0.05966764915028688,0.008600008877288734,0.0,0.0,0,0
LF_DFT,7,K6X_D125_D135_D150_D175_D190_D210,geometry,K6X_D125_D135_D150_D175_D190_D210,22,0.35372347620065,0.3569164611200307,0.0,0.09857394830104062,0.04624650152500698,0.03726090449841624,0.037186147256540465,0.4630794443895669,0.32314340802759023,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,7,K6X_D125_D135_D150_D175_D190_D210,polarization,p,11,0.3198691152929137,0.3207377002524001,0.0,0.09375491040848088,0.04528942605590337,0.020247282237785765,0.020315751827158186,0.4624751239886796,0.3129835057058408,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,7,K6X_D125_D135_D150_D175_D190_D210,polarization,s,11,0.3875778371083863,0.3897512643644589,0.0,0.10339298619360042,0.04720357699411058,0.05427452675904673,0.05405654268592277,0.46368376479045426,0.3333033103493397,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,445,2,0.3554803114909891,0.36430907880316227,0.0,0.09969399030508154,0.047581565934842,0.06011949056452315,0.059652879485073286,0.4683493727837806,0.32819210441827834,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,446,2,0.3605421182216175,0.3678636898596054,0.0,0.10043304891571549,0.04773433750065141,0.05472409816992063,0.05430754515403994,0.46744672114234204,0.3285327436042679,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,447,2,0.3640400129899841,0.36987649961902763,0.0,0.10085666274436397,0.04774814003630548,0.04871984389187278,0.04853940383966708,0.46650746448692265,0.3284599737084529,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,448,2,0.36624978030321054,0.3708550812984992,0.0,0.10098095899317543,0.047638975783669164,0.04335798003909552,0.04294339982177759,0.4653739192660925,0.32769518818831056,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,449,2,0.36564135671481823,0.3688170586265108,0.0,0.10058383261519531,0.0473226106610988,0.039437463066317735,0.0393619675744407,0.46433410073274056,0.3262038936485006,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,450,2,0.3613346002808868,0.36304916075839033,0.0,0.0995587181962524,0.046728283479079716,0.03697600895144443,0.03730393651075212,0.4631889828308912,0.3243585913294425,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,451,2,0.3547879971785045,0.35536606885962246,0.0,0.09827141524546859,0.04594261309419701,0.03180530206757343,0.0315765915531126,0.4620047837430075,0.3229826951109312,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,7,K6X_D125_D135_D150_D175_D190_D210,wavelength,452,2,0.35319886757763924,0.3532110130846061,0.0,0.09760024551942151,0.0451527161262525,0.02951338294504363,0.02977588252958563,0.46031785756202187,0.3236854846325957,1.1102230246251565e-16,2.7755575615628914e-17,0,0
