geometry_id,geometry_hash,case_id,wavelength_nm,polarization,truth_T,truth_R,truth_eta_plus1,truth_directionality,cnn_T_abs_error,cnn_R_abs_error,cnn_eta_plus1_abs_error,cnn_directionality_abs_error,mlp_T_abs_error,mlp_R_abs_error,mlp_eta_plus1_abs_error,mlp_directionality_abs_error,cnn_eta_uncertainty,mlp_eta_uncertainty,cnn_mlp_disagreement_eta,cnn_mlp_disagreement_all_order,lf_order_distribution_residual,individual_order_prediction_available,selection_prediction_source
K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,NP_K6_M2_BATCH1_G01_P,445,p,0.8027212895412202,0.19600795365889503,0.008278878019326705,0.5755781898365419,0.2353753723163362,0.11315093778054283,0.20235624761772775,0.20431417916874095,0.26243272199819045,0.15587232850472496,0.2355299428243699,0.12432152722934886,0.04455320164561272,0.04272164069648874,0.03317369520664215,0.010811040177941322,0.036245687273898944,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,NP_K6_M2_BATCH1_G01_S,445,s,0.6549415983582332,0.34724236093458416,0.03251799738845464,0.4507095537683201,0.03094383102409104,0.11660408042368176,0.30648973786392575,0.04355337996275899,0.022144893589098658,0.04677150212225201,0.33442133867302304,0.12915965695174214,0.09315136820077896,0.05158593840106411,0.02793160080909729,0.01259262952953577,0.025282784482324,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,NP_K6_M2_BATCH1_G01_S,446,s,0.7587598436004644,0.2404505047431071,0.02243497018075687,0.27186357206308814,0.0814152829772955,0.005934778176792416,0.30420703645490904,0.21037549549138573,0.12881289650268613,0.061953779734126774,0.34077293630384703,0.3047054486850503,0.08292336761951447,0.05237043622106682,0.03656589984893799,0.013304296880960464,0.026391157200407335,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,NP_K6_M2_BATCH1_G01_S,447,s,0.80054659527273,0.1997363653275237,0.03846492032479876,0.4620253073625849,0.1315718976828557,0.03862500821621562,0.2762925757937468,0.008482016379327939,0.17347366493673144,0.10461189483673716,0.3210126890711821,0.11123756294915216,0.07301699370145798,0.05314857014372648,0.0447201132774353,0.013967650011181831,0.027446395865385415,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,NP_K6_M2_BATCH1_G01_S,448,s,0.7902139766416234,0.20971286086762148,0.04241164800807059,0.5752652248357625,0.12936243846031847,0.03245379240786833,0.2610816431315321,0.11601942386377762,0.1660374744138402,0.09658861370360655,0.31334022405461254,0.005311246774086453,0.06356821209192276,0.05391856815502235,0.052258580923080444,0.01458054594695568,0.028434177594520667,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,NP_K6_M2_BATCH1_G01_S,449,s,0.7892873133220529,0.21041211592818762,0.04659535420223541,0.6356640190902825,0.13622824798010347,0.03550289464329218,0.24638022052959138,0.1870436997238274,0.16802768359564302,0.09785032165382837,0.30543873774722746,0.06901833723221973,0.05470213294029236,0.05467866520694496,0.05905851721763611,0.015165274031460285,0.029417571508992737,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,NP_K6_M2_BATCH1_G01_S,450,s,0.7946506869053298,0.20566705238637153,0.05445813885514227,0.7013743182690465,0.1489624511455947,0.043913643838794786,0.22885406264479669,0.26259877887085314,0.17632634751552878,0.10456281531039055,0.2938697362821868,0.1380326410801732,0.04652700573205948,0.05542728696686321,0.06501567363739014,0.015670109540224075,0.03033801515756054,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,NP_K6_M2_BATCH1_G01_S,451,s,0.7754043139588349,0.2241679640294857,0.06582457935226951,0.7848261145728269,0.13656953946466377,0.028959998321359648,0.20876436317550148,0.35499830523902565,0.160031656182956,0.08803425116521646,0.2788121887503764,0.22478045503074318,0.039130862802267075,0.05616275981311792,0.07004782557487488,0.01609022542834282,0.031224891034924356,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,NP_K6_M2_BATCH1_G01_S,452,s,0.6242022093413295,0.37623791515246213,0.07579602226767808,0.8843569801614148,0.008393568170267152,0.11972628652468503,0.19107170477356644,0.462495599822746,0.011795359480184509,0.06205983578577817,0.2651682056471321,0.3275960133836133,0.032579220831394196,0.056883582488157364,0.07409650087356567,0.016431016847491264,0.0320123747184012,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,NP_K6_M2_BATCH1_G01_S,453,s,0.26651568085487326,0.7338219713638774,0.04761545269727765,0.7661424495356658,0.3605487260169224,0.47414241547093305,0.21257041485071124,0.35121559277945547,0.3429134401625828,0.41766606087193403,0.28969834835290853,0.21265103594237356,0.026915347203612328,0.05758836527514371,0.07712793350219727,0.016708701848983765,0.032697988527761596,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,NP_K6_M2_BATCH1_G01_S,454,s,0.4125597178876785,0.5879058261967889,0.026383250053723085,0.46914770145967327,0.20976457000370946,0.32532975278866205,0.2281743595043824,0.06010435958459698,0.19388219714756932,0.26977154813778315,0.307305873338382,0.08109317283079304,0.02216223254799843,0.05827569749890854,0.07913151383399963,0.016905121505260468,0.03328123943118258,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,NP_K6_M2_BATCH1_G01_S,455,s,0.5925152165497583,0.4078767377935498,0.04197002376464066,0.5748975134063639,0.025927080432053273,0.14272946902142458,0.20800522540661637,0.17069609524497165,0.010932220736618703,0.08776513524876528,0.2881234792337114,0.02788464786299838,0.018326452001929283,0.05894425710211395,0.08011825382709503,0.0170267503708601,0.03376348364129335,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_P,445,p,0.8075158578181046,0.19154258592527995,0.3602224368581806,0.6019565939780603,0.0152713674283248,0.018219714597879744,0.4253792386522259,0.3528487801674475,0.026550115940592867,0.029825469092546797,0.4358770471086468,0.3525236368301977,0.038352396339178085,0.04062807115095517,0.010497808456420898,0.003184109926223755,0.05474721261355724,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_P,446,p,0.8105541135916915,0.18859806892442954,0.3743115210468073,0.6143841643052341,0.008227560316542148,0.011486145229818945,0.4066887950962286,0.339472423104739,0.021937105452040195,0.025368156404974584,0.4199111318653326,0.3396471243185757,0.041410159319639206,0.04111742166506421,0.013222336769104004,0.003387519856914878,0.05455957982408409,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_P,447,p,0.8124464312137587,0.18692166367588312,0.3900593597707725,0.6292978438611647,0.0029157242237107805,0.0065872893672969945,0.3869315307321572,0.3236417856935838,0.018443687862016445,0.022154815588572324,0.4022481959047341,0.3242669192079881,0.04396430402994156,0.04158344912492682,0.015316665172576904,0.0035248713102191687,0.05437933270719843,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_P,448,p,0.8130283577828933,0.18655415624048516,0.4184880561129392,0.6579789338003718,0.00040932730727683,0.00364883988764092,0.35518589551288476,0.29409565354475153,0.01623360081619729,0.020225547250769582,0.3718651824696719,0.2951013627160467,0.04585888609290123,0.04202562829360299,0.01667928695678711,0.0035867479164153337,0.05420923368207188,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_P,449,p,0.8326802082610053,0.16717628858576497,0.41651263025736235,0.6467589157152641,0.02205364185094061,0.017579796690838728,0.3546203753616867,0.30452126092429277,0.005074185903064632,0.0007395771931580641,0.37184605809712984,0.3058183772038948,0.04696223884820938,0.04244400871589188,0.017225682735443115,0.0035704937763512135,0.054051927808296645,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_P,450,p,0.8255111324080197,0.17444785034822924,0.4158740089576789,0.6493876790459648,0.016077195335265748,0.011393769620185068,0.35355227726287164,0.3011856461112007,0.00041034347927892956,0.00491848683523638,0.37044906156844415,0.3026678348128303,0.04717620834708214,0.042838434891020016,0.01689678430557251,0.003473573597148061,0.053909830645592974,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_P,451,p,0.8233912398144391,0.1766507201760871,0.42864722913315095,0.6639066458520425,0.014331917934098493,0.009495837154998105,0.3399335055966159,0.2860616921606528,0.0008163045123431578,0.005480977234230716,0.355598023476102,0.2876076578321921,0.046445123851299286,0.043208734982416806,0.015664517879486084,0.0033895240630954504,0.05378503389919082,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_P,452,p,0.8215761207648032,0.1785340780961135,0.4421287702044014,0.6793347934872696,0.012090208441805195,0.0071549688828370095,0.3264588786641594,0.27014144857816014,0.0008873916558510553,0.0056962991702178,0.3399958087483879,0.2716187496989182,0.044761400669813156,0.04355516046219002,0.013536930084228516,0.0032690672669559717,0.053679219240154126,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_P,453,p,0.8190565430979124,0.18111884863543037,0.45601735652475617,0.695953285734006,0.008396002040325756,0.0034027817709493258,0.31338473021001556,0.25315185781305205,0.001632121815265064,0.006584885432000198,0.3239427989623044,0.2544194697934903,0.042167939245700836,0.043877988316934124,0.010558068752288818,0.003079765709117055,0.05359358118023008,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_P,454,p,0.8152339107481228,0.18501041244273858,0.46979235586865775,0.7137557814663389,0.002736473747848134,0.0022824348092623237,0.30115337195650704,0.23510349292102073,0.00364837580049171,0.008751386511380244,0.3079588514830268,0.2360159208232424,0.03875649720430374,0.04417729395648845,0.006805479526519775,0.002991579007357359,0.053549595230651455,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_P,455,p,0.8093130946476162,0.19099991404890118,0.4811257976006626,0.7311883921116378,0.005570793120175499,0.0105828531968504,0.2919869166899563,0.2175513153583024,0.007730686632901329,0.012986410497418027,0.2943711620856167,0.21796145491900187,0.03466338664293289,0.044453565128898996,0.0023842453956604004,0.002921278355643153,0.053546877152782404,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_S,445,s,0.7795040496974045,0.22104092937254877,0.24539292368000967,0.4570127680113545,0.10846335800599516,0.11120667558455438,0.6187142082779982,0.5161165640542278,0.12225509794663847,0.12443036090874643,0.634939248236952,0.5192258999535808,0.0046599311754107475,0.025620242496266155,0.016225039958953857,0.0024277009069919586,0.057746341972511196,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_S,446,s,0.7757846845976956,0.22457656325578385,0.26823156501930423,0.48998102521993614,0.10802345138863256,0.11074831398009949,0.5910378155501538,0.4822541775693705,0.12476430994347265,0.12678450407266312,0.6106666383536511,0.48597720289133095,0.006730340886861086,0.026044343839637905,0.019628822803497314,0.002792149316519499,0.057450836320514,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_S,447,s,0.7700027969932572,0.23004776147509132,0.2886662371793576,0.5238634803041006,0.1096619221115096,0.11224036571884666,0.5657338611444644,0.44741578319229836,0.12930105651855306,0.13104059455299888,0.5887527577242069,0.4518011949316477,0.00929732620716095,0.026466507638270968,0.02301889657974243,0.003154293866828084,0.05715132714559918,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_S,448,s,0.7595383333671365,0.2401867675391924,0.30441897254778527,0.5585155934771312,0.11604346757051609,0.11845620151441213,0.5451318110864005,0.4117544441739308,0.13848485474702976,0.13993036176841375,0.5714747991006217,0.41684205823337905,0.012026176787912846,0.026887036186499718,0.02634298801422119,0.0035087773576378822,0.05685086945744722,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_S,449,s,0.7445298217517887,0.25499779538137396,0.31197259524549553,0.5923904616259078,0.12708201182059897,0.1294488962076374,0.5328111877134889,0.3768296998120805,0.1521763421314205,0.1534572596929737,0.5623488654783815,0.38264627867713175,0.014748205430805683,0.027305894554517506,0.029537677764892578,0.003851925255730748,0.05656805195188038,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_S,450,s,0.7286787992110364,0.27091917100885754,0.307346886691494,0.6155545856295226,0.13913568204735594,0.14171281162241345,0.5328233179479408,0.3525903676213624,0.16667332595681028,0.1680590480897749,0.5653543409734535,0.3591471169652345,0.01733759604394436,0.027723257236701104,0.032531023025512695,0.004175122827291489,0.056312895132533916,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_S,451,s,0.7150406614794635,0.28491280702907423,0.2925303206893049,0.6208187536840596,0.14921500525332454,0.15227201310951094,0.5432591809777179,0.34624401763628343,0.17891975483752254,0.18069695411283354,0.5785018577126422,0.35353330806444505,0.01967908814549446,0.028139144338240864,0.035242676734924316,0.004468541592359543,0.05606614805255594,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_S,452,s,0.7030877957134171,0.2973129829950154,0.27020411707831193,0.6106047357945037,0.1579163780422287,0.16152621122072341,0.5615202286057396,0.35538866859392404,0.18944282438469695,0.19170493694017532,0.5991097786240501,0.36338302236513376,0.02166079543530941,0.02855398804178826,0.03758955001831055,0.004723467398434877,0.05589508288543784,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_S,453,s,0.6945466633331454,0.3061060273762002,0.24084694604444595,0.5814658363595966,0.1635812286842191,0.16752671838953637,0.5872098066372862,0.38349146048870053,0.19651535792234776,0.1990687438960328,0.6266983606381407,0.3921423594221112,0.023177606984972954,0.02896796276652937,0.03948855400085449,0.004931168165057898,0.055755276388216646,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_S,454,s,0.6962298904667753,0.3042551411047815,0.21111913068545796,0.529316178545818,0.1594577873934847,0.16329583355339755,0.6137424554084446,0.43465889336122543,0.1933243120898348,0.19575108417423953,0.6546066846107151,0.44389695765031845,0.02413896657526493,0.02938111403664278,0.04086422920227051,0.005083655938506126,0.05563425148530665,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,NP_K6_M2_BATCH1_G02_S,455,s,0.7166598149721772,0.28329014346339315,0.19755808248740395,0.47495719791187957,0.13707235370229176,0.14041070208289236,0.6246417985894088,0.4881081879066019,0.17134693179677418,0.17328150883652776,0.6662969814278488,0.4978451430724649,0.02447831816971302,0.029793683058748143,0.04165518283843994,0.005174396093934774,0.05553458556019296,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
K6X_D100_D200_D205_D210_D215_D220,be59997cf141c53a03303d7cf05734da8b1ae25d0a64f2927ab681a0f9ecc96b,NP_K6_M2_BATCH1_G03_P,445,p,0.5788727504950051,0.42076731846597853,0.005927705325515441,0.3160125395780448,0.12425636222548442,0.1483738236215419,0.5523040656667636,0.4779124477380868,0.01719509532637553,0.049002807595998676,0.4672974114042209,0.47789897708836754,0.030233997851610184,0.017145235190340138,0.08500665426254272,0.015600886195898056,0.06194631155907367,False,NP_K6_M2_ACTIVE_LEARNING_BATCH1 frozen ensemble predictions; M3 retraining not used
