geometry_id,wavelength_nm,metric,p_value,s_value,delta_p_minus_s,abs_delta
K6X_D100_D130_D135_D155_D160_D225,448,tx_3,0.11170706897974014,0.04535024240612984,0.06635682284832001,0.06635682284832001
K6X_D100_D130_D135_D155_D160_D225,449,T,0.8198063686793358,0.8614459295258033,-0.04163956084646758,0.04163956084646758
K6X_D100_D130_D135_D155_D160_D225,449,R,0.1795647262379819,0.1385987226103205,0.040966003627661396,0.040966003627661396
K6X_D100_D130_D135_D155_D160_D225,449,eta_plus1,0.5506960783734511,0.6227719863495941,-0.07207590797614294,0.07207590797614294
K6X_D100_D130_D135_D155_D160_D225,449,eta_0,0.0007478296841015277,0.01634130252052178,-0.015593472836420253,0.015593472836420253
K6X_D100_D130_D135_D155_D160_D225,449,eta_minus1,0.004296101561036591,0.011029834115020254,-0.006733732553983663,0.006733732553983663
K6X_D100_D130_D135_D155_D160_D225,449,directionality,0.9922591673966583,0.982597345481061,0.00966182191559728,0.00966182191559728
K6X_D100_D130_D135_D155_D160_D225,449,tx_-3,0.00639822194352746,0.017330477014183998,-0.010932255536317825,0.010932255536317825
K6X_D100_D130_D135_D155_D160_D225,449,tx_-2,0.11158711463212967,0.12304560840129852,-0.011458493769168854,0.011458493769168854
K6X_D100_D130_D135_D155_D160_D225,449,tx_-1,0.004296101629734039,0.011029833927750587,-0.006733732298016548,0.006733732298016548
K6X_D100_D130_D135_D155_D160_D225,449,tx_0,0.0007478296756744385,0.016341302543878555,-0.015593472868204117,0.015593472868204117
K6X_D100_D130_D135_D155_D160_D225,449,tx_1,0.550696074962616,0.6227719783782959,-0.07207590341567993,0.07207590341567993
K6X_D100_D130_D135_D155_D160_D225,449,tx_2,0.05331917479634285,0.030162807554006577,0.023156367242336273,0.023156367242336273
K6X_D100_D130_D135_D155_D160_D225,449,tx_3,0.09276185184717178,0.040763914585113525,0.05199793726205826,0.05199793726205826
K6X_D100_D130_D135_D155_D160_D225,450,T,0.8360455951346621,0.8632785092361073,-0.027232914101445127,0.027232914101445127
K6X_D100_D130_D135_D155_D160_D225,450,R,0.16362038637476806,0.13678693315261212,0.02683345322215594,0.02683345322215594
K6X_D100_D130_D135_D155_D160_D225,450,eta_plus1,0.5926708298290977,0.6292901841384309,-0.03661935430933316,0.03661935430933316
K6X_D100_D130_D135_D155_D160_D225,450,eta_0,0.0013072567104778616,0.016532416971571744,-0.015225160261093882,0.015225160261093882
K6X_D100_D130_D135_D155_D160_D225,450,eta_minus1,0.0038493238212511595,0.01063149564565153,-0.006782171824400371,0.006782171824400371
K6X_D100_D130_D135_D155_D160_D225,450,directionality,0.9935470347519768,0.9833862549410128,0.010160779810963971,0.010160779810963971
K6X_D100_D130_D135_D155_D160_D225,450,tx_-3,0.007951013743877411,0.017139965668320656,-0.009188951924443245,0.009188951924443245
K6X_D100_D130_D135_D155_D160_D225,450,tx_-2,0.12070289254188538,0.12514525651931763,-0.004442363977432251,0.004442363977432251
K6X_D100_D130_D135_D155_D160_D225,450,tx_-1,0.0038493238389492035,0.010631496086716652,-0.006782172247767448,0.006782172247767448
K6X_D100_D130_D135_D155_D160_D225,450,tx_0,0.0013072567526251078,0.01653241738677025,-0.015225160866975784,0.015225160866975784
