theta_index,delta_theta_deg,L1_nm,W1_nm,L2_nm,W2_nm,D_nm,direct_clearance_nm,periodic_image_clearance_nm,global_minimum_clearance_nm,direct_headroom_over_60_nm,periodic_headroom_over_60_nm,nearest_direct_pair,nearest_periodic_pair,global_nearest_pair,direct_overlap_or_touch,no_direct_or_periodic_overlap_or_touch,cell_containment_pass,current_inherited_gate_pass,geometry_hash_sha256,scan_method
528,85.28,258,88,198,78,217,71.126566875074,69.126566875074,69.126566875074,11.126566875074,9.126566875074,"{""distance_nm"": 71.12656687507405, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.72138706733864, 64.5], ""point_b_nm"": [-30.721387067338636, -6.626566875074053], ""touch_or_overlap"": false}","{""distance_nm"": 69.12656687507408, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.72138706733864, 152.5], ""point_b_nm"": [30.721387067338636, 221.62656687507408], ""touch_or_overlap"": false}","{""distance_nm"": 69.12656687507408, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.72138706733864, 152.5], ""point_b_nm"": [30.721387067338636, 221.62656687507408], ""touch_or_overlap"": false}",True,True,True,True,8bc3c01864c88211ab868812d159a728ae99356aee8aa6eea5be775221280fe7,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
529,85.29,258,88,198,78,217,71.131930320219,69.131930320219,69.131930320219,11.131930320219,9.131930320219,"{""distance_nm"": 71.131930320219, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.739166867618323, 64.5], ""point_b_nm"": [-30.73916686761831, -6.631930320219], ""touch_or_overlap"": false}","{""distance_nm"": 69.131930320219, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.739166867618323, 152.5], ""point_b_nm"": [30.73916686761831, 221.631930320219], ""touch_or_overlap"": false}","{""distance_nm"": 69.131930320219, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.739166867618323, 152.5], ""point_b_nm"": [30.73916686761831, 221.631930320219], ""touch_or_overlap"": false}",True,True,True,True,cb7c32c7617f14524d34e74dca7bb55c127b70b281e41f2469975ace8f82d489,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
530,85.30,258,88,198,78,217,71.137296868443,69.137296868443,69.137296868443,11.137296868443,9.137296868443,"{""distance_nm"": 71.13729686844277, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.75694573152937, 64.5], ""point_b_nm"": [-30.75694573152937, -6.637296868442774], ""touch_or_overlap"": false}","{""distance_nm"": 69.13729686844277, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.75694573152937, 152.5], ""point_b_nm"": [30.75694573152937, 221.63729686844277], ""touch_or_overlap"": false}","{""distance_nm"": 69.13729686844277, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.75694573152937, 152.5], ""point_b_nm"": [30.75694573152937, 221.63729686844277], ""touch_or_overlap"": false}",True,True,True,True,3eada7ace106520ee80af562c2d0a7500097f785f1af9733d0633934f13a4f3c,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
531,85.31,258,88,198,78,217,71.142666519582,69.142666519582,69.142666519582,11.142666519582,9.142666519582,"{""distance_nm"": 71.14266651958194, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.774723658530306, 64.5], ""point_b_nm"": [-30.774723658530306, -6.6426665195819385], ""touch_or_overlap"": false}","{""distance_nm"": 69.14266651958195, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.774723658530306, 152.5], ""point_b_nm"": [30.774723658530306, 221.64266651958195], ""touch_or_overlap"": false}","{""distance_nm"": 69.14266651958195, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.774723658530306, 152.5], ""point_b_nm"": [30.774723658530306, 221.64266651958195], ""touch_or_overlap"": false}",True,True,True,True,19595ff31fa17eb0ebceb3ed3857d0fbd3084fce2bcbb8f0421efda8c4e6a953,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
532,85.32,258,88,198,78,217,71.148039273473,69.148039273473,69.148039273473,11.148039273473,9.148039273473,"{""distance_nm"": 71.14803927347289, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.792500648079567, 64.5], ""point_b_nm"": [-30.79250064807956, -6.648039273472894], ""touch_or_overlap"": false}","{""distance_nm"": 69.1480392734729, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.792500648079567, 152.5], ""point_b_nm"": [30.79250064807956, 221.6480392734729], ""touch_or_overlap"": false}","{""distance_nm"": 69.1480392734729, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.792500648079567, 152.5], ""point_b_nm"": [30.79250064807956, 221.6480392734729], ""touch_or_overlap"": false}",True,True,True,True,45a978dbd05de2edf98544a6af4e677a61d1474c1ace479643443a24eee7edc5,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
533,85.33,258,88,198,78,217,71.153415129952,69.153415129952,69.153415129952,11.153415129952,9.153415129952,"{""distance_nm"": 71.15341512995201, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.810276699635622, 64.5], ""point_b_nm"": [-30.8102766996356, -6.653415129952003], ""touch_or_overlap"": false}","{""distance_nm"": 69.15341512995201, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.810276699635622, 152.5], ""point_b_nm"": [30.8102766996356, 221.653415129952], ""touch_or_overlap"": false}","{""distance_nm"": 69.15341512995201, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.810276699635622, 152.5], ""point_b_nm"": [30.8102766996356, 221.653415129952], ""touch_or_overlap"": false}",True,True,True,True,f3db8c45cf9de03296de793572aa1c527cf372f38ea4172c9850ba552d521409,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
534,85.34,258,88,198,78,217,71.158794088855,69.158794088855,69.158794088855,11.158794088855,9.158794088855,"{""distance_nm"": 71.15879408885547, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.828051812656994, 64.5], ""point_b_nm"": [-30.828051812656973, -6.658794088855478], ""touch_or_overlap"": false}","{""distance_nm"": 69.15879408885547, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.828051812656994, 152.5], ""point_b_nm"": [30.828051812656973, 221.65879408885547], ""touch_or_overlap"": false}","{""distance_nm"": 69.15879408885547, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.828051812656994, 152.5], ""point_b_nm"": [30.828051812656973, 221.65879408885547], ""touch_or_overlap"": false}",True,True,True,True,182e5c4f43a36dba183749581c546413057b65f7877c192771d3273c71fe5585,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
535,85.35,258,88,198,78,217,71.164176150019,69.164176150019,69.164176150019,11.164176150019,9.164176150019,"{""distance_nm"": 71.16417615001947, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.845825986602136, 64.5], ""point_b_nm"": [-30.845825986602136, -6.664176150019477], ""touch_or_overlap"": false}","{""distance_nm"": 69.16417615001947, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.845825986602136, 152.5], ""point_b_nm"": [30.845825986602136, 221.66417615001947], ""touch_or_overlap"": false}","{""distance_nm"": 69.16417615001947, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.845825986602136, 152.5], ""point_b_nm"": [30.845825986602136, 221.66417615001947], ""touch_or_overlap"": false}",True,True,True,True,ad0a24774c9675f7ef04d23817a291f7f0be4cc7a5141ccfe5f151b4db795221,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
536,85.36,258,88,198,78,217,71.169561313280,69.169561313280,69.169561313280,11.169561313280,9.169561313280,"{""distance_nm"": 71.16956131328008, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.86359922092973, 64.5], ""point_b_nm"": [-30.863599220929736, -6.6695613132800835], ""touch_or_overlap"": false}","{""distance_nm"": 69.16956131328007, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.86359922092973, 152.5], ""point_b_nm"": [30.863599220929736, 221.66956131328007], ""touch_or_overlap"": false}","{""distance_nm"": 69.16956131328007, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.86359922092973, 152.5], ""point_b_nm"": [30.863599220929736, 221.66956131328007], ""touch_or_overlap"": false}",True,True,True,True,533cf0f2f9d3eae6512bf277af3ea489dafb8bf43f67dc25ae141c91605ffcd1,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
537,85.37,258,88,198,78,217,71.174949578473,69.174949578473,69.174949578473,11.174949578473,9.174949578473,"{""distance_nm"": 71.17494957847322, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.88137151509838, 64.5], ""point_b_nm"": [-30.88137151509837, -6.674949578473221], ""touch_or_overlap"": false}","{""distance_nm"": 69.17494957847322, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.88137151509838, 152.5], ""point_b_nm"": [30.88137151509837, 221.67494957847322], ""touch_or_overlap"": false}","{""distance_nm"": 69.17494957847322, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.88137151509838, 152.5], ""point_b_nm"": [30.88137151509837, 221.67494957847322], ""touch_or_overlap"": false}",True,True,True,True,4d3effed8e6ebb5a70bd12bf31b9ffeb337faabe4942e8f74b7a44a2e6e485c4,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
538,85.38,258,88,198,78,217,71.180340945435,69.180340945435,69.180340945435,11.180340945435,9.180340945435,"{""distance_nm"": 71.18034094543475, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.89914286856657, 64.5], ""point_b_nm"": [-30.899142868566578, -6.680340945434757], ""touch_or_overlap"": false}","{""distance_nm"": 69.18034094543478, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.89914286856657, 152.5], ""point_b_nm"": [30.899142868566578, 221.68034094543478], ""touch_or_overlap"": false}","{""distance_nm"": 69.18034094543478, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.89914286856657, 152.5], ""point_b_nm"": [30.899142868566578, 221.68034094543478], ""touch_or_overlap"": false}",True,True,True,True,3d287cff381f34b99e94fcb6890071ec35a70eb62f32bceafeecd1a3090ecf08,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
539,85.39,258,88,198,78,217,71.185735414000,69.185735414000,69.185735414000,11.185735414000,9.185735414000,"{""distance_nm"": 71.18573541400048, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.916913280793125, 64.5], ""point_b_nm"": [-30.916913280793125, -6.685735414000474], ""touch_or_overlap"": false}","{""distance_nm"": 69.18573541400048, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.916913280793125, 152.5], ""point_b_nm"": [30.916913280793125, 221.68573541400048], ""touch_or_overlap"": false}","{""distance_nm"": 69.18573541400048, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.916913280793125, 152.5], ""point_b_nm"": [30.916913280793125, 221.68573541400048], ""touch_or_overlap"": false}",True,True,True,True,feaa6b2582dd4ea4c856f7c77e36dfb10657c318d188110d1e3c732810244cab,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
540,85.40,258,88,198,78,217,71.191132984006,69.191132984006,69.191132984006,11.191132984006,9.191132984006,"{""distance_nm"": 71.19113298400603, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.934682751236608, 64.5], ""point_b_nm"": [-30.934682751236608, -6.691132984006034], ""touch_or_overlap"": false}","{""distance_nm"": 69.19113298400603, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.934682751236608, 152.5], ""point_b_nm"": [30.934682751236608, 221.69113298400603], ""touch_or_overlap"": false}","{""distance_nm"": 69.19113298400603, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.934682751236608, 152.5], ""point_b_nm"": [30.934682751236608, 221.69113298400603], ""touch_or_overlap"": false}",True,True,True,True,a4c20b274acc88886974de231be0f84ac70addc6c6ac2d0baee65012d3e6aff5,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
541,85.41,258,88,198,78,217,71.196533655287,69.196533655287,69.196533655287,11.196533655287,9.196533655287,"{""distance_nm"": 71.19653365528703, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.95245127935577, 64.5], ""point_b_nm"": [-30.952451279355756, -6.696533655287023], ""touch_or_overlap"": false}","{""distance_nm"": 69.19653365528703, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.95245127935577, 152.5], ""point_b_nm"": [30.952451279355756, 221.69653365528703], ""touch_or_overlap"": false}","{""distance_nm"": 69.19653365528703, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.95245127935577, 152.5], ""point_b_nm"": [30.952451279355756, 221.69653365528703], ""touch_or_overlap"": false}",True,True,True,True,56fb22925d920cb61f5e4a9e8210c367f172b8b26b67c5631b97ef4a2fd29e15,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
542,85.42,258,88,198,78,217,71.201937427679,69.201937427679,69.201937427679,11.201937427679,9.201937427679,"{""distance_nm"": 71.20193742767894, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.97021886460938, 64.5], ""point_b_nm"": [-30.970218864609365, -6.701937427678938], ""touch_or_overlap"": false}","{""distance_nm"": 69.20193742767896, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.97021886460938, 152.5], ""point_b_nm"": [30.970218864609365, 221.70193742767896], ""touch_or_overlap"": false}","{""distance_nm"": 69.20193742767896, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.97021886460938, 152.5], ""point_b_nm"": [30.970218864609365, 221.70193742767896], ""touch_or_overlap"": false}",True,True,True,True,0361d345d9115dd6b7ec6ecc50779e33f14aec5030551510dd148988c6f99069,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
543,85.43,258,88,198,78,217,71.207344301017,69.207344301017,69.207344301017,11.207344301017,9.207344301017,"{""distance_nm"": 71.20734430101716, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.98798550645614, 64.5], ""point_b_nm"": [-30.987985506456134, -6.70734430101716], ""touch_or_overlap"": false}","{""distance_nm"": 69.20734430101717, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.98798550645614, 152.5], ""point_b_nm"": [30.987985506456134, 221.70734430101717], ""touch_or_overlap"": false}","{""distance_nm"": 69.20734430101717, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.98798550645614, 152.5], ""point_b_nm"": [30.987985506456134, 221.70734430101717], ""touch_or_overlap"": false}",True,True,True,True,4414592a5f0f9e50870fa2dd9914fa08de69976a2ee6b88002d4ae3f0be97f05,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
544,85.44,258,88,198,78,217,71.212754275137,69.212754275137,69.212754275137,11.212754275137,9.212754275137,"{""distance_nm"": 71.21275427513697, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.005751204354894, 64.5], ""point_b_nm"": [-31.00575120435489, -6.712754275136977], ""touch_or_overlap"": false}","{""distance_nm"": 69.21275427513697, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.005751204354894, 152.5], ""point_b_nm"": [31.00575120435489, 221.71275427513697], ""touch_or_overlap"": false}","{""distance_nm"": 69.21275427513697, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.005751204354894, 152.5], ""point_b_nm"": [31.00575120435489, 221.71275427513697], ""touch_or_overlap"": false}",True,True,True,True,960bcf57b3f108f6f9717088dcd9450fb434712167eb2286feed358370aa4e61,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
545,85.45,258,88,198,78,217,71.218167349874,69.218167349874,69.218167349874,11.218167349874,9.218167349874,"{""distance_nm"": 71.21816734987361, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.02351595776446, 64.5], ""point_b_nm"": [-31.023515957764452, -6.718167349873609], ""touch_or_overlap"": false}","{""distance_nm"": 69.2181673498736, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.02351595776446, 152.5], ""point_b_nm"": [31.023515957764452, 221.7181673498736], ""touch_or_overlap"": false}","{""distance_nm"": 69.2181673498736, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.02351595776446, 152.5], ""point_b_nm"": [31.023515957764452, 221.7181673498736], ""touch_or_overlap"": false}",True,True,True,True,7508b43cd356f658a361129bfdb33bf249498918aae098d201a6a7349e8b0356,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
546,85.46,258,88,198,78,217,71.223583525062,69.223583525062,69.223583525062,11.223583525062,9.223583525062,"{""distance_nm"": 71.22358352506215, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.041279766143646, 64.5], ""point_b_nm"": [-31.04127976614366, -6.72358352506215], ""touch_or_overlap"": false}","{""distance_nm"": 69.22358352506214, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.041279766143646, 152.5], ""point_b_nm"": [31.04127976614366, 221.72358352506214], ""touch_or_overlap"": false}","{""distance_nm"": 69.22358352506214, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.041279766143646, 152.5], ""point_b_nm"": [31.04127976614366, 221.72358352506214], ""touch_or_overlap"": false}",True,True,True,True,7ad3254f57d606b941a2d545c703ac0b9d534fec6fa712a785f0fb001af04af7,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
547,85.47,258,88,198,78,217,71.229002800538,69.229002800538,69.229002800538,11.229002800538,9.229002800538,"{""distance_nm"": 71.22900280053764, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.05904262895146, 64.5], ""point_b_nm"": [-31.05904262895146, -6.729002800537641], ""touch_or_overlap"": false}","{""distance_nm"": 69.22900280053764, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.05904262895146, 152.5], ""point_b_nm"": [31.05904262895146, 221.72900280053764], ""touch_or_overlap"": false}","{""distance_nm"": 69.22900280053764, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.05904262895146, 152.5], ""point_b_nm"": [31.05904262895146, 221.72900280053764], ""touch_or_overlap"": false}",True,True,True,True,c29c109187f071f3fbbac3bc79e18d2f4038077a1a69e7e5800337c379dd5752,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
548,85.48,258,88,198,78,217,71.234425176135,69.234425176135,69.234425176135,11.234425176135,9.234425176135,"{""distance_nm"": 71.23442517613496, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.076804545646695, 64.5], ""point_b_nm"": [-31.07680454564669, -6.734425176134965], ""touch_or_overlap"": false}","{""distance_nm"": 69.23442517613498, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.076804545646695, 152.5], ""point_b_nm"": [31.07680454564669, 221.73442517613498], ""touch_or_overlap"": false}","{""distance_nm"": 69.23442517613498, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.076804545646695, 152.5], ""point_b_nm"": [31.07680454564669, 221.73442517613498], ""touch_or_overlap"": false}",True,True,True,True,ed97f26b2f2ff1a0931f411b277dac5fa845383ed1db2f30efbaf02117b8a830,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
549,85.49,258,88,198,78,217,71.239850651689,69.239850651689,69.239850651689,11.239850651689,9.239850651689,"{""distance_nm"": 71.23985065168897, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.09456551568833, 64.5], ""point_b_nm"": [-31.094565515688327, -6.739850651688972], ""touch_or_overlap"": false}","{""distance_nm"": 69.23985065168898, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.09456551568833, 152.5], ""point_b_nm"": [31.094565515688327, 221.73985065168898], ""touch_or_overlap"": false}","{""distance_nm"": 69.23985065168898, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.09456551568833, 152.5], ""point_b_nm"": [31.094565515688327, 221.73985065168898], ""touch_or_overlap"": false}",True,True,True,True,9eb85b320d555346c5d100ef5f160937e4817d1659cf11e7c5c463c0d3d8eb05,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
550,85.50,258,88,198,78,217,71.245279227034,69.245279227034,69.245279227034,11.245279227034,9.245279227034,"{""distance_nm"": 71.24527922703439, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.112325538535345, 64.5], ""point_b_nm"": [-31.112325538535337, -6.7452792270343815], ""touch_or_overlap"": false}","{""distance_nm"": 69.24527922703436, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.112325538535345, 152.5], ""point_b_nm"": [31.112325538535337, 221.74527922703436], ""touch_or_overlap"": false}","{""distance_nm"": 69.24527922703436, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.112325538535345, 152.5], ""point_b_nm"": [31.112325538535337, 221.74527922703436], ""touch_or_overlap"": false}",True,True,True,True,dbeedec84668447a49f8463f15e209ac435d2a1f0089d1025fa67fd14e228730,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
551,85.51,258,88,198,78,217,71.250710902006,69.250710902006,69.250710902006,11.250710902006,9.250710902006,"{""distance_nm"": 71.25071090200584, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.130084613646744, 64.5], ""point_b_nm"": [-31.130084613646737, -6.750710902005837], ""touch_or_overlap"": false}","{""distance_nm"": 69.25071090200584, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.130084613646744, 152.5], ""point_b_nm"": [31.130084613646737, 221.75071090200584], ""touch_or_overlap"": false}","{""distance_nm"": 69.25071090200584, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.130084613646744, 152.5], ""point_b_nm"": [31.130084613646737, 221.75071090200584], ""touch_or_overlap"": false}",True,True,True,True,577db5e488b0629f248555969b1ec5ee56f82c0f4a86953b4106048b6166a3c1,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
552,85.52,258,88,198,78,217,71.256145676438,69.256145676438,69.256145676438,11.256145676438,9.256145676438,"{""distance_nm"": 71.25614567643785, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.147842740481494, 64.5], ""point_b_nm"": [-31.14784274048149, -6.756145676437857], ""touch_or_overlap"": false}","{""distance_nm"": 69.25614567643785, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.147842740481494, 152.5], ""point_b_nm"": [31.14784274048149, 221.75614567643785], ""touch_or_overlap"": false}","{""distance_nm"": 69.25614567643785, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.147842740481494, 152.5], ""point_b_nm"": [31.14784274048149, 221.75614567643785], ""touch_or_overlap"": false}",True,True,True,True,4a142249c77835c39f8a0cadbddd39be8e88b8fc8c96c4577345bd1ce0a1f06d,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
