theta_index,delta_theta_deg,L1_nm,W1_nm,L2_nm,W2_nm,D_nm,direct_clearance_nm,periodic_image_clearance_nm,global_minimum_clearance_nm,direct_headroom_over_60_nm,periodic_headroom_over_60_nm,nearest_direct_pair,nearest_periodic_pair,global_nearest_pair,direct_overlap_or_touch,no_direct_or_periodic_overlap_or_touch,cell_containment_pass,current_inherited_gate_pass,geometry_hash_sha256,scan_method
0,80.00,258,88,198,78,217,68.731753522781,66.731753522781,66.731753522781,8.731753522781,6.731753522781,"{""distance_nm"": 68.73175352278112, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.216332778449996, 64.5], ""point_b_nm"": [-21.216332778450003, -4.2317535227811165], ""touch_or_overlap"": false}","{""distance_nm"": 66.7317535227811, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.216332778449996, 152.5], ""point_b_nm"": [21.216332778450003, 219.2317535227811], ""touch_or_overlap"": false}","{""distance_nm"": 66.7317535227811, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.216332778449996, 152.5], ""point_b_nm"": [21.216332778450003, 219.2317535227811], ""touch_or_overlap"": false}",True,True,True,True,4e5a2cd840e948d7adc6827926514d95fe6a4d1eefb8e5d4f51d952f7a1bd574,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
1,80.01,258,88,198,78,217,68.735458059480,66.735458059480,66.735458059480,8.735458059480,6.735458059480,"{""distance_nm"": 68.73545805948037, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.234530697277506, 64.5], ""point_b_nm"": [-21.23453069727749, -4.23545805948036], ""touch_or_overlap"": false}","{""distance_nm"": 66.73545805948035, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.234530697277506, 152.5], ""point_b_nm"": [21.23453069727749, 219.23545805948035], ""touch_or_overlap"": false}","{""distance_nm"": 66.73545805948035, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.234530697277506, 152.5], ""point_b_nm"": [21.23453069727749, 219.23545805948035], ""touch_or_overlap"": false}",True,True,True,True,b157c80bfbc996bd9b877eaa12e4032fd2eda8e543c3b6a4ec9874e55a5d357d,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
2,80.02,258,88,198,78,217,68.739165772259,66.739165772259,66.739165772259,8.739165772259,6.739165772259,"{""distance_nm"": 68.73916577225916, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.25272796926413, 64.5], ""point_b_nm"": [-21.252727969264136, -4.239165772259157], ""touch_or_overlap"": false}","{""distance_nm"": 66.73916577225918, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.25272796926413, 152.5], ""point_b_nm"": [21.252727969264136, 219.23916577225918], ""touch_or_overlap"": false}","{""distance_nm"": 66.73916577225918, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.25272796926413, 152.5], ""point_b_nm"": [21.252727969264136, 219.23916577225918], ""touch_or_overlap"": false}",True,True,True,True,2a565364b22f56bdbc5844198c457c091a8c569b5421fb3f80abaac1c735fb44,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
3,80.03,258,88,198,78,217,68.742876661005,66.742876661005,66.742876661005,8.742876661005,6.742876661005,"{""distance_nm"": 68.74287666100457, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.270924593855696, 64.5], ""point_b_nm"": [-21.270924593855693, -4.242876661004576], ""touch_or_overlap"": false}","{""distance_nm"": 66.74287666100457, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.270924593855696, 152.5], ""point_b_nm"": [21.270924593855693, 219.24287666100457], ""touch_or_overlap"": false}","{""distance_nm"": 66.74287666100457, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.270924593855696, 152.5], ""point_b_nm"": [21.270924593855693, 219.24287666100457], ""touch_or_overlap"": false}",True,True,True,True,71b8e60c19f6edcc41c465dd4525a3c5bb2edff5ac59ebcb11505558c501c46c,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
4,80.04,258,88,198,78,217,68.746590725604,66.746590725604,66.746590725604,8.746590725604,6.746590725604,"{""distance_nm"": 68.74659072560358, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.289120570497857, 64.5], ""point_b_nm"": [-21.28912057049786, -4.246590725603583], ""touch_or_overlap"": false}","{""distance_nm"": 66.7465907256036, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.289120570497857, 152.5], ""point_b_nm"": [21.28912057049786, 219.2465907256036], ""touch_or_overlap"": false}","{""distance_nm"": 66.7465907256036, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.289120570497857, 152.5], ""point_b_nm"": [21.28912057049786, 219.2465907256036], ""touch_or_overlap"": false}",True,True,True,True,ddb4eed1c3d53c451cafb78b2239a123dcccd9e2a372844fe5d0d562efaa82ab,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
5,80.05,258,88,198,78,217,68.750307965943,66.750307965943,66.750307965943,8.750307965943,6.750307965943,"{""distance_nm"": 68.75030796594304, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.30731589863629, 64.5], ""point_b_nm"": [-21.30731589863628, -4.250307965943038], ""touch_or_overlap"": false}","{""distance_nm"": 66.75030796594305, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.30731589863629, 152.5], ""point_b_nm"": [21.30731589863628, 219.25030796594305], ""touch_or_overlap"": false}","{""distance_nm"": 66.75030796594305, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.30731589863629, 152.5], ""point_b_nm"": [21.30731589863628, 219.25030796594305], ""touch_or_overlap"": false}",True,True,True,True,e19e052e9b1d0bd024ac47691e7a2624e7b35924b1db5b5b149b87c314ebae88,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
6,80.06,258,88,198,78,217,68.754028381910,66.754028381910,66.754028381910,8.754028381910,6.754028381910,"{""distance_nm"": 68.7540283819097, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.3255105777168, 64.5], ""point_b_nm"": [-21.3255105777168, -4.254028381909701], ""touch_or_overlap"": false}","{""distance_nm"": 66.7540283819097, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.3255105777168, 152.5], ""point_b_nm"": [21.3255105777168, 219.2540283819097], ""touch_or_overlap"": false}","{""distance_nm"": 66.7540283819097, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.3255105777168, 152.5], ""point_b_nm"": [21.3255105777168, 219.2540283819097], ""touch_or_overlap"": false}",True,True,True,True,56924ded24c1946aed5dbded03dd8ae6c1627f61a2d36dd657a3586568bae614,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
7,80.07,258,88,198,78,217,68.757751973390,66.757751973390,66.757751973390,8.757751973390,6.757751973390,"{""distance_nm"": 68.75775197339024, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.34370460718506, 64.5], ""point_b_nm"": [-21.34370460718506, -4.257751973390241], ""touch_or_overlap"": false}","{""distance_nm"": 66.75775197339024, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.34370460718506, 152.5], ""point_b_nm"": [21.34370460718506, 219.25775197339024], ""touch_or_overlap"": false}","{""distance_nm"": 66.75775197339024, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.34370460718506, 152.5], ""point_b_nm"": [21.34370460718506, 219.25775197339024], ""touch_or_overlap"": false}",True,True,True,True,50ce2b408e5a439adb0aa0763df04dd8c26aea8b89bb36e96cf5f902ba7cb4c8,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
8,80.08,258,88,198,78,217,68.761478740271,66.761478740271,66.761478740271,8.761478740271,6.761478740271,"{""distance_nm"": 68.76147874027123, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.36189798648695, 64.5], ""point_b_nm"": [-21.36189798648695, -4.261478740271236], ""touch_or_overlap"": false}","{""distance_nm"": 66.76147874027123, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.36189798648695, 152.5], ""point_b_nm"": [21.36189798648695, 219.26147874027123], ""touch_or_overlap"": false}","{""distance_nm"": 66.76147874027123, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.36189798648695, 152.5], ""point_b_nm"": [21.36189798648695, 219.26147874027123], ""touch_or_overlap"": false}",True,True,True,True,1379e3d5d7ceab40c022626ec5b44bb8cc45c4051af28b1fd4d14a5d6a7f6e6c,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
9,80.09,258,88,198,78,217,68.765208682439,66.765208682439,66.765208682439,8.765208682439,6.765208682439,"{""distance_nm"": 68.76520868243917, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.380090715068206, 64.5], ""point_b_nm"": [-21.3800907150682, -4.265208682439166], ""touch_or_overlap"": false}","{""distance_nm"": 66.76520868243915, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.380090715068206, 152.5], ""point_b_nm"": [21.3800907150682, 219.26520868243915], ""touch_or_overlap"": false}","{""distance_nm"": 66.76520868243915, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.380090715068206, 152.5], ""point_b_nm"": [21.3800907150682, 219.26520868243915], ""touch_or_overlap"": false}",True,True,True,True,08dde0b21bfb64af9033ff093f3e305e0bf0063603666ec332c203aba3cf3051,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
10,80.10,258,88,198,78,217,68.768941799780,66.768941799780,66.768941799780,8.768941799780,6.768941799780,"{""distance_nm"": 68.76894179978041, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.39828279237463, 64.5], ""point_b_nm"": [-21.398282792374623, -4.2689417997804044], ""touch_or_overlap"": false}","{""distance_nm"": 66.76894179978041, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.39828279237463, 152.5], ""point_b_nm"": [21.398282792374623, 219.2689417997804], ""touch_or_overlap"": false}","{""distance_nm"": 66.76894179978041, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.39828279237463, 152.5], ""point_b_nm"": [21.398282792374623, 219.2689417997804], ""touch_or_overlap"": false}",True,True,True,True,c9f5c4792a44452706fbff05286a317e32cfec098cd905de37a15384b8d50c27,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
11,80.11,258,88,198,78,217,68.772678092181,66.772678092181,66.772678092181,8.772678092181,6.772678092181,"{""distance_nm"": 68.77267809218124, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.416474217852112, 64.5], ""point_b_nm"": [-21.416474217852112, -4.272678092181243], ""touch_or_overlap"": false}","{""distance_nm"": 66.77267809218125, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.416474217852112, 152.5], ""point_b_nm"": [21.416474217852112, 219.27267809218125], ""touch_or_overlap"": false}","{""distance_nm"": 66.77267809218125, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.416474217852112, 152.5], ""point_b_nm"": [21.416474217852112, 219.27267809218125], ""touch_or_overlap"": false}",True,True,True,True,1f272a55bc58a7c4dc5d28dc541aa46ddc9c5cfa6376229ef6a9d5fbcd7be960,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
12,80.12,258,88,198,78,217,68.776417559528,66.776417559528,66.776417559528,8.776417559528,6.776417559528,"{""distance_nm"": 68.77641755952786, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.434664990946473, 64.5], ""point_b_nm"": [-21.434664990946477, -4.276417559527862], ""touch_or_overlap"": false}","{""distance_nm"": 66.77641755952786, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.434664990946473, 152.5], ""point_b_nm"": [21.434664990946477, 219.27641755952786], ""touch_or_overlap"": false}","{""distance_nm"": 66.77641755952786, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.434664990946473, 152.5], ""point_b_nm"": [21.434664990946477, 219.27641755952786], ""touch_or_overlap"": false}",True,True,True,True,a91ffe1b7a7550765ffe54e8655c7160af115ffeaf73a742b0b1b8048ceb78b7,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
13,80.13,258,88,198,78,217,68.780160201706,66.780160201706,66.780160201706,8.780160201706,6.780160201706,"{""distance_nm"": 68.78016020170634, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.452855111103617, 64.5], ""point_b_nm"": [-21.45285511110361, -4.280160201706339], ""touch_or_overlap"": false}","{""distance_nm"": 66.78016020170637, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.452855111103617, 152.5], ""point_b_nm"": [21.45285511110361, 219.28016020170637], ""touch_or_overlap"": false}","{""distance_nm"": 66.78016020170637, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.452855111103617, 152.5], ""point_b_nm"": [21.45285511110361, 219.28016020170637], ""touch_or_overlap"": false}",True,True,True,True,9ebcab50ce69423839f260b50fd0348bcb7e3ce587f6c8e5ff5d1e8f0ca70826,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
14,80.14,258,88,198,78,217,68.783906018603,66.783906018603,66.783906018603,8.783906018603,6.783906018603,"{""distance_nm"": 68.78390601860268, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.47104457776939, 64.5], ""point_b_nm"": [-21.471044577769398, -4.283906018602682], ""touch_or_overlap"": false}","{""distance_nm"": 66.78390601860266, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.47104457776939, 152.5], ""point_b_nm"": [21.471044577769398, 219.28390601860266], ""touch_or_overlap"": false}","{""distance_nm"": 66.78390601860266, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.47104457776939, 152.5], ""point_b_nm"": [21.471044577769398, 219.28390601860266], ""touch_or_overlap"": false}",True,True,True,True,b994bb625e727e9403529d3bfdd529ebada652ba28e0ede850939468a635dee2,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
15,80.15,258,88,198,78,217,68.787655010103,66.787655010103,66.787655010103,8.787655010103,6.787655010103,"{""distance_nm"": 68.78765501010278, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.489233390389785, 64.5], ""point_b_nm"": [-21.48923339038978, -4.287655010102777], ""touch_or_overlap"": false}","{""distance_nm"": 66.78765501010278, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.489233390389785, 152.5], ""point_b_nm"": [21.48923339038978, 219.28765501010278], ""touch_or_overlap"": false}","{""distance_nm"": 66.78765501010278, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.489233390389785, 152.5], ""point_b_nm"": [21.48923339038978, 219.28765501010278], ""touch_or_overlap"": false}",True,True,True,True,d941b68077dbc6d260ffc3bd8ec582136ae14b924ccc04f997cd5f56bf2a7b20,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
16,80.16,258,88,198,78,217,68.791407176092,66.791407176092,66.791407176092,8.791407176092,6.791407176092,"{""distance_nm"": 68.79140717609242, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.507421548410676, 64.5], ""point_b_nm"": [-21.507421548410676, -4.291407176092421], ""touch_or_overlap"": false}","{""distance_nm"": 66.79140717609243, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.507421548410676, 152.5], ""point_b_nm"": [21.507421548410676, 219.29140717609243], ""touch_or_overlap"": false}","{""distance_nm"": 66.79140717609243, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.507421548410676, 152.5], ""point_b_nm"": [21.507421548410676, 219.29140717609243], ""touch_or_overlap"": false}",True,True,True,True,60c52621ca0fff6bb5d0d32476b45b2de5b2ed2ff5afd7615642856ee01cc22a,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
17,80.17,258,88,198,78,217,68.795162516457,66.795162516457,66.795162516457,8.795162516457,6.795162516457,"{""distance_nm"": 68.79516251645734, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.525609051278053, 64.5], ""point_b_nm"": [-21.525609051278046, -4.295162516457346], ""touch_or_overlap"": false}","{""distance_nm"": 66.79516251645737, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.525609051278053, 152.5], ""point_b_nm"": [21.525609051278046, 219.29516251645737], ""touch_or_overlap"": false}","{""distance_nm"": 66.79516251645737, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.525609051278053, 152.5], ""point_b_nm"": [21.525609051278046, 219.29516251645737], ""touch_or_overlap"": false}",True,True,True,True,c9de9654fd1b3c279bdbc8215420b1a8a8b12a5bb51a904903c5005c8572954c,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
18,80.18,258,88,198,78,217,68.798921031083,66.798921031083,66.798921031083,8.798921031083,6.798921031083,"{""distance_nm"": 68.79892103108311, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.543795898437907, 64.5], ""point_b_nm"": [-21.543795898437896, -4.2989210310831165], ""touch_or_overlap"": false}","{""distance_nm"": 66.79892103108313, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.543795898437907, 152.5], ""point_b_nm"": [21.543795898437896, 219.29892103108313], ""touch_or_overlap"": false}","{""distance_nm"": 66.79892103108313, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.543795898437907, 152.5], ""point_b_nm"": [21.543795898437896, 219.29892103108313], ""touch_or_overlap"": false}",True,True,True,True,e67782b6264cff091ed6c2814f0000504f1d8bfd3476289559fb0fc88be7271d,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
19,80.19,258,88,198,78,217,68.802682719855,66.802682719855,66.802682719855,8.802682719855,6.802682719855,"{""distance_nm"": 68.80268271985527, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.56198208933614, 64.5], ""point_b_nm"": [-21.56198208933614, -4.302682719855271], ""touch_or_overlap"": false}","{""distance_nm"": 66.80268271985528, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.56198208933614, 152.5], ""point_b_nm"": [21.56198208933614, 219.30268271985528], ""touch_or_overlap"": false}","{""distance_nm"": 66.80268271985528, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.56198208933614, 152.5], ""point_b_nm"": [21.56198208933614, 219.30268271985528], ""touch_or_overlap"": false}",True,True,True,True,038e0f307cea951b19d73fefd1505b5fba9c9f7de43199adbefce0da91065698,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
20,80.20,258,88,198,78,217,68.806447582659,66.806447582659,66.806447582659,8.806447582659,6.806447582659,"{""distance_nm"": 68.8064475826592, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.580167623418873, 64.5], ""point_b_nm"": [-21.58016762341888, -4.3064475826592075], ""touch_or_overlap"": false}","{""distance_nm"": 66.80644758265919, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.580167623418873, 152.5], ""point_b_nm"": [21.58016762341888, 219.3064475826592], ""touch_or_overlap"": false}","{""distance_nm"": 66.80644758265919, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.580167623418873, 152.5], ""point_b_nm"": [21.58016762341888, 219.3064475826592], ""touch_or_overlap"": false}",True,True,True,True,5e62d8b983f90869a5963b49598eb743b601f9dfe74e23dde3e57b9f899c3562,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
21,80.21,258,88,198,78,217,68.810215619380,66.810215619380,66.810215619380,8.810215619380,6.810215619380,"{""distance_nm"": 68.81021561938024, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.598352500132123, 64.5], ""point_b_nm"": [-21.598352500132126, -4.310215619380242], ""touch_or_overlap"": false}","{""distance_nm"": 66.81021561938024, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.598352500132123, 152.5], ""point_b_nm"": [21.598352500132126, 219.31021561938024], ""touch_or_overlap"": false}","{""distance_nm"": 66.81021561938024, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.598352500132123, 152.5], ""point_b_nm"": [21.598352500132126, 219.31021561938024], ""touch_or_overlap"": false}",True,True,True,True,8bdde4929971a7c950b6e5303424b5c20397f102487045e27a2087480e5e042d,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
22,80.22,258,88,198,78,217,68.813986829904,66.813986829904,66.813986829904,8.813986829904,6.813986829904,"{""distance_nm"": 68.81398682990361, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.61653671892195, 64.5], ""point_b_nm"": [-21.616536718921928, -4.313986829903609], ""touch_or_overlap"": false}","{""distance_nm"": 66.8139868299036, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.61653671892195, 152.5], ""point_b_nm"": [21.616536718921928, 219.3139868299036], ""touch_or_overlap"": false}","{""distance_nm"": 66.8139868299036, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.61653671892195, 152.5], ""point_b_nm"": [21.616536718921928, 219.3139868299036], ""touch_or_overlap"": false}",True,True,True,True,42792baef9413d106ebd701f8a948b5d6e84fd13f1f35eebc2839c9278493053,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
23,80.23,258,88,198,78,217,68.817761214114,66.817761214114,66.817761214114,8.817761214114,6.817761214114,"{""distance_nm"": 68.8177612141144, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.6347202792344, 64.5], ""point_b_nm"": [-21.634720279234397, -4.317761214114399], ""touch_or_overlap"": false}","{""distance_nm"": 66.8177612141144, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.6347202792344, 152.5], ""point_b_nm"": [21.634720279234397, 219.3177612141144], ""touch_or_overlap"": false}","{""distance_nm"": 66.8177612141144, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.6347202792344, 152.5], ""point_b_nm"": [21.634720279234397, 219.3177612141144], ""touch_or_overlap"": false}",True,True,True,True,00446a978b70888ac16eda99b3c29d86baf65ad28cdc4d9f0e5090016b39cb76,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
24,80.24,258,88,198,78,217,68.821538771898,66.821538771898,66.821538771898,8.821538771898,6.821538771898,"{""distance_nm"": 68.82153877189768, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.65290318051555, 64.5], ""point_b_nm"": [-21.652903180515548, -4.32153877189768], ""touch_or_overlap"": false}","{""distance_nm"": 66.82153877189768, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.65290318051555, 152.5], ""point_b_nm"": [21.652903180515548, 219.32153877189768], ""touch_or_overlap"": false}","{""distance_nm"": 66.82153877189768, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.65290318051555, 152.5], ""point_b_nm"": [21.652903180515548, 219.32153877189768], ""touch_or_overlap"": false}",True,True,True,True,59373af5e078d9ee6f134b239d8fe41f7b1a561e7e62c2b411b1be9dff7a297c,current exact polygon segment distance; fixed IAR-C2 geometry; 0.01-degree grid
