candidate_id,wavelength_nm,source_position_label,position_id,source_x_nm,source_y_nm,dipole_axis,result_csv,cone_half_angle_deg,R_power,L_power,L_fraction,DoCP_RminusL,total_cone_power,peak_abs_theta_deg,status
BW2_J1J2_D194_T90_PSI99_H525,448.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,2.1870303254346576e-12,8.583930842568403e-12,0.7969512384900619,-0.5939024769801239,1.077096116800306e-11,15.785064336797854,ok
BW2_J1J2_D194_T90_PSI99_H525,448.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.3450730059753515e-11,2.6536049885252346e-11,0.6636205746436094,-0.3272411492872188,3.9986779945005864e-11,15.785064336797854,ok
BW2_J1J2_D194_T90_PSI97_H525,448.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,1.1351774882566998e-12,2.9543630950060543e-12,0.7224193121098648,-0.44483862421972964,4.089540583262754e-12,10.434287000400209,ok
BW2_J1J2_D194_T90_PSI97_H525,448.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,4.352870111707422e-12,1.3762989613674378e-11,0.7597204782056964,-0.5194409564113929,1.81158597253818e-11,10.434287000400209,ok
BW2_J1J2_D194_T90_PSI97_H525,448.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.5057133030303087e-11,5.7452507246514834e-11,0.7923430184894048,-0.5846860369788096,7.250964027681792e-11,10.434287000400209,ok
BW2_J1J2_D194_T90_PSI97_H525,448.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,4.24544768048885e-13,2.496271845854533e-12,0.8546486054523232,-0.7092972109046464,2.9208166139034183e-12,15.785064336797854,ok
BW2_J1J2_D194_T90_PSI97_H525,448.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,1.9759853527553496e-12,8.723267574533477e-12,0.8153155770609433,-0.6306311541218866,1.0699252927288827e-11,15.785064336797854,ok
BW2_J1J2_D194_T90_PSI97_H525,448.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.3060026744735888e-11,2.6324663087354773e-11,0.6683983852503372,-0.33679677050067447,3.938468983209066e-11,15.785064336797854,ok
BW2_J1J2_D194_T90_PSI99_H525,450.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,9.989185329248403e-13,2.8286605665643868e-12,0.7390207995810874,-0.4780415991621747,3.827579099489227e-12,12.920966381583565,ok
BW2_J1J2_D194_T90_PSI99_H525,450.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,3.897473798119258e-12,1.335713418634922e-11,0.7741198292289503,-0.5482396584579006,1.7254607984468478e-11,12.920966381583565,ok
BW2_J1J2_D194_T90_PSI99_H525,450.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.3874974671615863e-11,5.6610447228154797e-11,0.8031511439153207,-0.6063022878306412,7.048542189977066e-11,12.920966381583565,ok
BW2_J1J2_D194_T90_PSI99_H525,450.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,4.62740077829265e-13,2.5769755576355044e-12,0.8477686292657068,-0.6955372585314137,3.039715635464769e-12,15.785064336797856,ok
BW2_J1J2_D194_T90_PSI99_H525,450.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,2.088895991671744e-12,9.002914366558348e-12,0.8116722226393107,-0.6233444452786214,1.1091810358230092e-11,15.785064336797856,ok
BW2_J1J2_D194_T90_PSI99_H525,450.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.3512792826590661e-11,2.7588800931164502e-11,0.6712343344583559,-0.3424686689167118,4.1101593757755164e-11,15.785064336797856,ok
BW2_J1J2_D194_T90_PSI97_H525,450.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,1.0691630660343848e-12,2.827954086754576e-12,0.7256528289714766,-0.45130565794295335,3.897117152788961e-12,12.920966381583565,ok
BW2_J1J2_D194_T90_PSI97_H525,450.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,4.147937411370823e-12,1.3320413764323069e-11,0.7625455677154913,-0.5250911354309825,1.7468351175693893e-11,12.920966381583565,ok
BW2_J1J2_D194_T90_PSI97_H525,450.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.4593208243031818e-11,5.609227038461378e-11,0.7935472953376266,-0.5870945906752533,7.06854786276456e-11,12.920966381583565,ok
BW2_J1J2_D194_T90_PSI97_H525,450.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,3.9423726239222775e-13,2.6456100024275357e-12,0.8703101741476467,-0.7406203482952934,3.0398472648197633e-12,31.33225149759428,ok
BW2_J1J2_D194_T90_PSI97_H525,450.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,1.8781170440632157e-12,9.118040394041866e-12,0.8292024232433267,-0.6584048464866535,1.0996157438105082e-11,31.33225149759428,ok
BW2_J1J2_D194_T90_PSI97_H525,450.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.3114975416331169e-11,2.734464446458339e-11,0.67585025625716,-0.35170051251432,4.0459619880914564e-11,31.33225149759428,ok
BW2_J1J2_D194_T90_PSI99_H525,454.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,8.174661766685674e-13,2.5704241241443073e-12,0.7587093724751276,-0.5174187449502551,3.3878903008128748e-12,12.92096638158357,ok
BW2_J1J2_D194_T90_PSI99_H525,454.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,3.3647558493100295e-12,1.2536604501048951e-11,0.7883982391963045,-0.576796478392609,1.590136035035898e-11,12.92096638158357,ok
BW2_J1J2_D194_T90_PSI99_H525,454.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.2750880850129661e-11,5.4431463088458744e-11,0.8102048826729641,-0.6204097653459283,6.718234393858841e-11,12.92096638158357,ok
BW2_J1J2_D194_T90_PSI99_H525,454.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,3.8966620573078213e-13,2.8046155609481325e-12,0.8780113232979078,-0.7560226465958155,3.1942817666789146e-12,16.429940189444554,ok
BW2_J1J2_D194_T90_PSI99_H525,454.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,1.9256141116064396e-12,9.707072503436972e-12,0.8344652292862226,-0.668930458572445,1.1632686615043411e-11,16.429940189444554,ok
BW2_J1J2_D194_T90_PSI99_H525,454.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.3634111937322623e-11,2.944049798576869e-11,0.6834768332977128,-0.3669536665954257,4.307460992309131e-11,16.429940189444554,ok
BW2_J1J2_D194_T90_PSI97_H525,454.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,8.603143524363866e-13,2.5412461369802698e-12,0.7470824478608862,-0.4941648957217724,3.4015604894166564e-12,12.92096638158357,ok
BW2_J1J2_D194_T90_PSI97_H525,454.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,3.5227858164446133e-12,1.236622074658433e-11,0.778287849371178,-0.556575698742356,1.5889006563028944e-11,12.92096638158357,ok
BW2_J1J2_D194_T90_PSI97_H525,454.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.3321887357887745e-11,5.34266728819159e-11,0.8004168582808832,-0.6008337165617661,6.674856023980364e-11,12.92096638158357,ok
BW2_J1J2_D194_T90_PSI97_H525,454.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,3.2061359611866575e-13,2.8762441261488616e-12,0.8997097700390448,-0.7994195400780897,3.1968577222675273e-12,16.429940189444554,ok
BW2_J1J2_D194_T90_PSI97_H525,454.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,1.7170099870235443e-12,9.901935165726288e-12,0.8522232470804647,-0.7044464941609295,1.1618945152749832e-11,16.429940189444554,ok
BW2_J1J2_D194_T90_PSI97_H525,454.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.3242235038196984e-11,2.963065780609349e-11,0.6911280261331725,-0.38225605226634485,4.2872892844290474e-11,16.429940189444554,ok
