candidate_id,patch_option_id,N_supercells_x,N_supercells_y,dimers,nanopillars,x_min_nm,x_max_nm,y_min_nm,y_max_nm,whole_supercells_preserved,phase_reset_errors_detected,edge_symmetry_error_x_nm,edge_symmetry_error_y_nm,has_true_center_dimer,source_on_supercell_boundary,source_between_phase_bins,nearest_phase_bins,finite_patch_tiling_status,evidence
H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,A_small,3,19,342,684,-3831.216181,3816.216181,-4000.5,3965.5,True,False,15.0,35.0,False,False,True,120 and 180 deg,pass,reconstructed with Stage13-4 integer tile loops and matched stage13_4_resolved_setup geometry bounds
