case_id,polarization,wavelength_nm,order_n,u_x,transmitted_fraction,eta_abs,power_source_norm
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,448.00000000000006,0,-0.6855262314555418,0.10870572198624115,0.07222501692005684,0.10870572198624115
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,448.00000000000006,1,-0.4280549670877258,0.188035557906548,0.12493244240714103,0.188035557906548
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,448.00000000000006,2,-0.17058370271990964,0.205553556610004,0.1365715514590342,0.205553556610004
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,448.00000000000006,3,0.0868875616479065,0.049711439063408525,0.03302870779819201,0.049711439063408525
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,448.00000000000006,4,0.34435882601572254,0.06489534255466688,0.043117023910083964,0.06489534255466688
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,448.00000000000006,5,0.6018300903835387,0.02671120560143619,0.01774715480720533,0.02671120560143619
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,448.00000000000006,6,0.8593013547513548,0.1849141431244779,0.1228585475713378,0.1849141431244779
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,449.0,-1,-0.9451024009479636,0.16809681532275714,0.11317258405758984,0.16809681532275722
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,449.0,0,-0.6870564239364694,0.10677139544956112,0.07188473323102708,0.10677139544956116
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,449.0,1,-0.42901044692497514,0.17828261894986827,0.12003026137271312,0.17828261894986835
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,449.0,2,-0.17096446991348088,0.1727340646769991,0.11629465089348606,0.17273406467699917
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,449.0,3,0.08708150709801342,0.0835525378371592,0.056252443530503404,0.08355253783715924
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,449.0,4,0.34512748410950767,0.07280380250892306,0.04901576774868147,0.07280380250892309
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,449.0,5,0.603173461121002,0.01172228778968427,0.007892128102951038,0.011722287789684276
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,449.0,6,0.8612194381324962,0.2060364774650477,0.13871577828569398,0.20603647746504777
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.0,-1,-0.9472073060725693,0.17480562619177936,0.12140996334314873,0.17480562619177936
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.0,0,-0.6885866164173969,0.10147448327036598,0.07047835680416716,0.10147448327036598
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.0,1,-0.42996592676222456,0.17324515385489628,0.12032614874663729,0.17324515385489628
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.0,2,-0.1713452371070521,0.18635016804797608,0.12942814006954637,0.18635016804797608
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.0,3,0.08727545254812036,0.05583874269335496,0.038782388480391804,0.05583874269335496
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.0,4,0.34589614220329273,0.0692913063364263,0.04812576772028423,0.0692913063364263
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.0,5,0.6045168318584653,0.018188768584547862,0.012632875584246049,0.018188768584547862
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.0,6,0.8631375215136377,0.22080575102065325,0.15335901207185884,0.22080575102065325
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.9999999999999,-1,-0.949312211197175,0.17859265906597968,0.12471404215902884,0.17859265906597968
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.9999999999999,0,-0.6901168088983245,0.09898354472424466,0.06912175469221797,0.09898354472424466
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.9999999999999,1,-0.4309214065994739,0.17167791266960133,0.11988536679181609,0.17167791266960133
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.9999999999999,2,-0.17172600430062332,0.19215796129134033,0.13418690449548457,0.19215796129134033
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.9999999999999,3,0.08746939799822728,0.04862277919017816,0.03395404584671508,0.04862277919017816
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.9999999999999,4,0.3466648002970778,0.06545696716248324,0.045709622136754204,0.06545696716248324
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.9999999999999,5,0.6058602025959285,0.02022760983242773,0.01412525575581356,0.02022760983242773
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,450.9999999999999,6,0.8650556048947791,0.2242805660637448,0.15661862093217996,0.2242805660637448
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,451.99999999999994,-1,-0.9514171163217807,0.18160366050570803,0.12771498965644484,0.18160366050570803
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,451.99999999999994,0,-0.6916470013792521,0.096219904497373,0.06766782163644688,0.096219904497373
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,451.99999999999994,1,-0.4318768864367233,0.16933665026343656,0.11908806505677268,0.16933665026343656
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,451.99999999999994,2,-0.17210677149419454,0.19542829527414263,0.13743733270579794,0.19542829527414263
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,451.99999999999994,3,0.08766334344833422,0.043921892159390956,0.030888606469756642,0.043921892159390956
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,451.99999999999994,4,0.3474334583908629,0.06222834341159957,0.0437628416355646,0.06222834341159957
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,451.99999999999994,5,0.6072035733333917,0.021212617594323933,0.014918032098587839,0.021212617594323933
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,451.99999999999994,6,0.8669736882759205,0.23004863629402542,0.16178450986590784,0.23004863629402542
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.00000000000006,-1,-0.9535220214463864,0.18422074950812853,0.13046883256337782,0.1842207495081285
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.00000000000006,0,-0.6931771938601795,0.0931890655331544,0.06599836674340691,0.09318906553315438
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.00000000000006,1,-0.4328323662739727,0.1669495912463773,0.11823705160795078,0.16694959124637726
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.00000000000006,2,-0.17248753868776576,0.19819894932933255,0.1403684742534668,0.19819894932933252
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.00000000000006,3,0.08785728889844116,0.03990665115584756,0.028262691372817745,0.03990665115584755
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.00000000000006,4,0.348202116484648,0.0589360342287899,0.041739682431409346,0.058936034228789895
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.00000000000006,5,0.608546944070855,0.021938231273397252,0.015537095741862843,0.02193823127339725
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.00000000000006,6,0.8688917716570619,0.23666072772497257,0.1676078777353698,0.23666072772497254
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.9999999999999,-1,-0.9556269265709919,0.18648934117655616,0.13297384483999405,0.1864893411765562
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.9999999999999,0,-0.694707386341107,0.08986952559675052,0.06408031835574131,0.08986952559675053
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.9999999999999,1,-0.433787846111222,0.16469863121006856,0.11743625718079492,0.16469863121006859
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.9999999999999,2,-0.17286830588133695,0.2007315915081118,0.1431290996862625,0.20073159150811185
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.9999999999999,3,0.08805123434854807,0.036257907044018337,0.025853237912024544,0.03625790704401834
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.9999999999999,4,0.348970774578433,0.055537112369932806,0.03960002923785939,0.05553711236993282
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.9999999999999,5,0.6098903148083181,0.022516197944885238,0.016054887603872078,0.02251619794488524
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,453.9999999999999,6,0.8708098550382031,0.2438996931496766,0.17390956367153687,0.24389969314967666
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,455.00000000000006,-1,-0.957731831695598,0.1884508090605655,0.1351864034041045,0.18845080906056544
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,455.00000000000006,0,-0.6962375788220347,0.08628297311734649,0.06189564729859222,0.08628297311734648
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,455.00000000000006,1,-0.43474332594847154,0.16281662047530918,0.11679755287967072,0.16281662047530915
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,455.00000000000006,2,-0.17324907307490825,0.20323322175615,0.14579066249916092,0.20323322175614994
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,455.00000000000006,3,0.08824517979865504,0.03278191089695801,0.023516315228178715,0.032781910896958005
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,455.00000000000006,4,0.34973943267221824,0.05198537763099317,0.037292045953910134,0.05198537763099315
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,455.00000000000006,5,0.6112336855457816,0.023057538182661565,0.01654047373850779,0.023057538182661562
NP_K6_M10B_ALT1_UX_M0d482758620690_P_XLIKE,P_XLIKE,455.00000000000006,6,0.8727279384193448,0.2513915488800162,0.1803373490869668,0.25139154888001614
