coordinate_nm
-145.0
-135.33333333333331
-125.66666666666667
-116.0
-106.33333333333334
-96.66666666666669
-87.00000000000003
-77.33333333333336
-67.6666666666667
-58.000000000000036
-48.33333333333337
-38.6666666666667
-29.000000000000036
-19.333333333333368
-9.666666666666702
-3.639594695233322e-14
9.666666666666629
19.333333333333293
28.99999999999996
38.66666666666663
48.33333333333329
57.999999999999964
67.66666666666663
77.33333333333329
86.99999999999994
96.6666666666666
106.33333333333327
115.99999999999993
125.66666666666659
135.33333333333326
145.0
