coordinate_nm
-870.0
-854.0
-838.0
-822.0
-809.1074275042497
-799.2857142857141
-789.9999999999999
-780.7142857142858
-771.4285714285714
-762.1428571428572
-752.8571428571429
-743.5714285714287
-734.2857142857143
-725.0
-715.7142857142858
-706.4285714285714
-697.1428571428572
-687.8571428571429
-678.5714285714286
-669.2857142857143
-660.0
-650.7142857142858
-640.2486196754229
-626.1111111111111
-609.1666666666667
-592.2222222222223
-575.2777777777779
-558.3333333333335
-541.3888888888889
-527.5894831169439
-517.1666666666669
-507.5000000000002
-497.8333333333333
-488.16666666666663
-478.49999999999994
-468.83333333333326
-459.1666666666666
-449.4999999999999
-439.8333333333332
-430.1666666666665
-420.49999999999983
-410.83333333333314
-401.16666666666646
-391.4999999999998
-381.8333333333331
-372.1666666666664
-362.5
-352.83333333333303
-342.39627590765593
-330.1656785973983
-315.833333333333
-300.2777777777778
-284.72222222222223
-269.1666666666667
-254.85158805592147
-242.6269558867322
-232.18750000000006
-222.50000000000003
-212.81250000000003
-203.125
-193.4375
-183.75
-174.06249999999997
-164.37499999999997
-154.68749999999994
-144.99999999999994
-135.31249999999991
-125.62499999999991
-115.93749999999991
-106.24999999999991
-96.56249999999991
-86.87499999999991
-77.18749999999991
-67.50000000000001
-57.81249999999991
-47.51946242766117
-35.52939330526202
-21.562499999999893
-6.250000000000003
9.062499999999993
23.205758877320974
35.257240001858136
45.52631578947369
55.00000000000001
64.47368421052633
73.94736842105264
83.42105263157897
92.89473684210529
102.3684210526316
111.84210526315793
121.31578947368425
130.78947368421058
140.2631578947369
149.7368421052632
159.21052631578954
168.68421052631587
178.15789473684217
187.6315789473685
197.10526315789483
206.57894736842115
216.05263157894746
225.52631578947378
235.00000000000003
244.47368421052641
255.0134129922527
269.16666666666674
286.25
303.3333333333333
317.3021516600274
327.8181818181818
337.49999999999994
347.18181818181813
356.8636363636363
366.54545454545445
376.22727272727263
385.90909090909076
395.59090909090895
405.2727272727271
414.95454545454527
424.6363636363634
434.3181818181816
443.9999999999997
453.6818181818179
463.36363636363603
473.0454545454542
482.7272727272724
492.4090909090906
502.0909090909087
511.7727272727269
521.454545454545
531.1363636363632
540.8181818181814
550.4999999999995
560.1818181818177
569.8636363636358
579.545454545454
589.2272727272722
598.9090909090903
608.5909090909084
618.2727272727267
627.9545454545448
637.636363636363
647.3181818181811
656.9999999999993
666.6818181818174
676.3636363636356
686.0454545454537
695.727272727272
705.4090909090901
715.0909090909082
724.7727272727263
734.4545454545446
744.1363636363627
753.8181818181808
763.499999999999
773.1818181818172
782.8636363636354
792.5454545454535
802.2272727272716
811.9090909090899
821.590909090908
831.2727272727261
840.9545454545442
850.6363636363625
860.3181818181806
870.0
