coordinate_nm
-102.85714285714319
-85.71428571428605
-68.57142857142891
-51.42857142857176
-34.285714285714285
-20.179765212569656
-9.61538461538495
-3.3583532869652924e-13
9.615384615384615
19.23076923076923
28.846153846153843
38.46153846153846
48.07692307692308
57.69230769230769
67.3076923076923
76.92307692307692
86.53846153846153
96.15384615384616
105.76923076923077
115.38461538461539
125.0
134.6153846153846
144.23076923076923
153.84615384615384
163.46153846153845
173.07692307692307
182.6923076923077
192.30769230769232
201.92307692307693
211.53846153846155
221.15384615384616
230.76923076923077
240.38461538461536
250.0
259.6153846153846
269.2307692307692
278.84615384615387
288.46153846153845
298.0769230769231
307.6923076923077
317.3076923076923
326.9230769230769
336.53846153846155
346.15384615384613
355.7692307692308
365.3846153846154
375.0
384.61538461538464
394.2307692307692
403.84615384615387
413.46153846153845
423.0769230769231
432.69230769230774
442.3076923076923
451.92307692307696
461.53846153846155
471.1538461538462
480.7692307692307
490.3846153846153
500.0
509.6153846153844
520.3731736117303
533.9143491219849
550.9590628881502
572.413793103448
596.5517241379309
