monitor_axis,count,min_nm,max_nm,min_step_nm,median_step_nm,max_step_nm,strictly_increasing,unique
RUN3C_DIAG_INDEX_XY_MIDHEIGHT,166,-870.0,870.0,9.285714285714075,9.681818181818159,17.08333333333331,True,True
RUN3C_DIAG_INDEX_XY_MIDHEIGHT_y,31,-145.0,145.0,9.66666666666666,9.66666666666666,9.66666666666674,True,True
RUN3C_DIAG_INDEX_XZ_CENTERLINE,166,-870.0,870.0,9.285714285714075,9.681818181818159,17.08333333333331,True,True
RUN3C_DIAG_INDEX_XZ_CENTERLINE_z,66,-102.85714285714319,596.5517241379309,9.615384615384459,9.615384615384617,24.137931034482992,True,True
