case_id,recalculation_status,recalc_peak_angle_deg,recalc_angular_fwhm_deg,recalc_eta5,recalc_eta10,recalc_eta20,recalc_leakage20_40,recalc_leakage40_60,recalc_normal_to_40_60_ratio
x_m2500_nm,available,12.350349028551616,14.875979415667125,0.13668875143658943,0.30367169859971965,0.6992760772601689,0.14483602393937942,0.0818759552311902,3.7089240393257428
x_0_nm,available,13.002878162913943,22.50660466033755,0.13676851682708294,0.2696324611112974,0.633624151960325,0.21522852577789292,0.06737094576010615,4.002206857410051
x_2500_nm,available,-12.350349028551609,14.875978273656305,0.13668873960544375,0.3036716753925147,0.6992760450264139,0.14483604451375615,0.08187596225624294,3.7089234376523024
incoherent_average,available,12.350349028551616,22.14306775417506,0.13671262710777338,0.2934811715566548,0.6796214780331167,0.16590983227365963,0.07753351102592027,3.7852170973985815
