wavelength_nm,legacy_tmm_n,legacy_tmm_k,legacy_rcled_n,legacy_rcled_k,fsp_gan_n,fsp_gan_k,delta_n_vs_tmm,delta_k_vs_tmm,implication
448.0,2.41,0,2.56,0,2.41774622366,0.0846828744691,0.00774622366,0.0846828744691,Fresnel/Bloch/sourcepower/propagation-loss differ; no equivalence claimed
450.0,2.41,0,2.56,0,2.41494647635,0.0841534686933,0.00494647635,0.0841534686933,Fresnel/Bloch/sourcepower/propagation-loss differ; no equivalence claimed
453.0,2.41,0,2.56,0,2.41088392741,0.083391833341,0.00088392741,0.083391833341,Fresnel/Bloch/sourcepower/propagation-loss differ; no equivalence claimed
