wavelength_nm,source_n,source_k,candidate_n,candidate_k,delta_n,delta_k
423.8,2.45862172132,0.0929445413647,2.45862172132,0.0929445413648,7.51843032276e-13,1.67962865838e-13
423.9,2.45842132423,0.0929012188088,2.45842132423,0.0929012188086,4.28101998295e-13,1.17669762822e-13
424.0,2.45822123219,0.092857992917,2.45822123219,0.0928579929168,5.39568389968e-13,1.74318892654e-13
424.1,2.45802144459,0.0928148633742,2.45802144459,0.0928148633741,2.18047802036e-13,1.32990840562e-13
424.2,2.45782196078,0.0927718298664,2.45782196078,0.0927718298663,4.26325641456e-13,1.43968170718e-13
424.3,2.45762278014,0.0927288920808,2.45762278014,0.0927288920807,9.53903622758e-13,9.89763826453e-14
424.4,2.45742390204,0.0926860497056,2.45742390204,0.0926860497056,6.90114632107e-13,4.4408920985e-15
424.5,2.45722532585,0.0926433024308,2.45722532585,0.0926433024308,7.52731210696e-13,1.17961196366e-15
424.6,2.45702705095,0.0926006499466,2.45702705095,0.0926006499464,1.7763568394e-13,2.0637658249e-13
424.7,2.45682907671,0.0925580919452,2.45682907671,0.0925580919451,3.5571545709e-13,1.42996725572e-13
424.8,2.45663140252,0.0925156281195,2.45663140252,0.0925156281195,2.83773005094e-13,1.1338152639e-14
424.9,2.45643402776,0.0924732581643,2.45643402776,0.0924732581643,1.28785870857e-14,4.50889325876e-14
425.0,2.4562369518,0.0924309817744,2.4562369518,0.0924309817746,3.08642000846e-13,2.36158315126e-13
425.1,2.45604017404,0.0923887986468,2.45604017403,0.0923887986469,4.76951811379e-13,9.41330347004e-14
425.2,2.45584369385,0.0923467084793,2.45584369385,0.0923467084792,1.3975487434e-12,9.78245262573e-14
425.3,2.45564751062,0.0923047109706,2.45564751062,0.0923047109705,8.97060203897e-13,1.07441833208e-13
425.4,2.45545162375,0.0922628058208,2.45545162375,0.0922628058207,2.54463117244e-13,5.16531262207e-14
425.5,2.45525603261,0.0922209927312,2.45525603262,0.0922209927311,1.00675023873e-12,7.27473636886e-14
425.6,2.45506073662,0.0921792714038,2.45506073662,0.0921792714038,1.13686837722e-12,1.41969769274e-14
425.7,2.45486573515,0.0921376415425,2.45486573515,0.0921376415426,6.43929354283e-13,7.02493618832e-14
425.8,2.4546710276,0.0920961028518,2.4546710276,0.0920961028519,1.21858079183e-12,7.26502191739e-14
425.9,2.45447661337,0.0920546550372,2.45447661337,0.0920546550372,3.99236199655e-13,4.94881913227e-14
426.0,2.45428249186,0.0920132978057,2.45428249186,0.0920132978057,1.14575016141e-12,2.04281036531e-14
426.1,2.45408866246,0.0919720308652,2.45408866246,0.0919720308654,1.01563202293e-12,1.97272753688e-13
426.2,2.45389512458,0.0919308539249,2.45389512458,0.0919308539248,6.807887587e-13,1.25940924356e-13
426.3,2.45370187762,0.0918897666947,2.45370187762,0.0918897666946,1.02140518266e-13,1.74443792744e-13
426.4,2.45350892098,0.0918487688858,2.45350892098,0.0918487688859,9.60120871696e-13,1.50504608776e-13
426.5,2.45331625407,0.0918078602108,2.45331625407,0.0918078602108,8.15347789285e-13,5.80091530367e-15
426.6,2.4531238763,0.0917670403831,2.4531238763,0.0917670403832,3.21520587931e-13,1.12132525487e-13
426.7,2.45293178707,0.091726309117,2.45293178707,0.0917263091169,6.77236045021e-13,6.92224055854e-14
426.8,2.4527399858,0.0916856661282,2.4527399858,0.0916856661282,4.7295500849e-13,5.92442761516e-14
426.9,2.4525484719,0.0916451111334,2.4525484719,0.0916451111335,4.19220214098e-13,1.172395514e-13
427.0,2.45235724478,0.0916046438503,2.45235724478,0.0916046438504,9.01501095996e-13,1.22388210677e-13
427.1,2.45216630385,0.0915642639978,2.45216630385,0.0915642639978,4.32542890394e-13,3.19605453214e-14
427.2,2.45197564854,0.0915239712954,2.45197564854,0.0915239712955,3.44169137634e-13,1.04055652983e-13
427.3,2.45178527826,0.0914837654644,2.45178527826,0.0914837654646,7.9936057773e-14,2.19185780637e-13
427.4,2.45159519242,0.0914436462267,2.45159519242,0.0914436462268,1.1990408666e-13,3.91769949815e-14
427.5,2.45140539046,0.0914036133051,2.45140539046,0.0914036133051,1.02629016396e-12,5.84393644587e-14
427.6,2.45121587179,0.0913636664238,2.45121587179,0.091363666424,5.69766456238e-13,1.6048273821e-13
427.7,2.45102663583,0.0913238053079,2.45102663583,0.091323805308,9.72555369572e-13,8.28365154248e-14
427.8,2.45083768202,0.0912840296834,2.45083768202,0.0912840296835,4.41868763801e-13,7.6397221882e-14
427.9,2.45064900977,0.0912443392777,2.45064900977,0.0912443392775,2.3581137043e-13,1.24955601422e-13
428.0,2.45046061852,0.0912047338185,2.45046061852,0.0912047338185,4.90718576884e-13,2.60902410787e-15
428.1,2.4502725077,0.0911652130355,2.4502725077,0.0911652130354,4.32098801184e-13,1.64951385884e-13
428.2,2.45008467673,0.0911257766585,2.45008467674,0.0911257766586,6.98552327094e-13,8.82210970943e-14
428.3,2.44989712506,0.0910864244189,2.44989712506,0.0910864244189,6.84785561589e-13,2.79498646449e-14
428.4,2.44970985211,0.0910471560491,2.44970985211,0.0910471560491,3.46833672893e-13,6.17561557448e-15
428.5,2.44952285732,0.0910079712818,2.44952285732,0.0910079712818,9.59232693276e-14,3.16829895652e-14
428.6,2.44933614012,0.0909688698519,2.44933614013,0.0909688698519,2.3714363806e-13,6.09234884763e-15
428.7,2.44914969997,0.090929851494,2.44914969997,0.0909298514939,5.06705788439e-13,9.46048794859e-14
428.8,2.44896353628,0.0908909159446,2.44896353628,0.0908909159447,1.05337960576e-12,4.31876756579e-14
428.9,2.44877764851,0.0908520629409,2.44877764851,0.0908520629409,8.15791878495e-13,2.02338146238e-14
429.0,2.4485920361,0.0908132922209,2.4485920361,0.090813292221,7.22533144426e-13,7.94919685632e-14
429.1,2.4484066985,0.090774603524,2.4484066985,0.0907746035239,1.26565424807e-13,4.83224571468e-14
429.2,2.44822163514,0.09073599659,2.44822163514,0.0907359965901,7.18536341537e-13,1.37292954783e-13
429.3,2.44803684548,0.0906974711604,2.44803684548,0.0906974711603,1.19193543924e-12,4.0079051189e-14
429.4,2.44785232896,0.0906590269767,2.44785232896,0.0906590269767,2.34923192011e-13,6.65162369629e-14
429.5,2.44766808503,0.0906206637824,2.44766808503,0.0906206637823,1.99840144433e-14,2.02338146238e-14
429.6,2.44748411315,0.0905823813212,2.44748411315,0.0905823813211,2.79776202206e-14,1.43857148416e-13
429.7,2.44730041277,0.090544179338,2.44730041277,0.0905441793379,3.57491813929e-13,5.62605517729e-14
429.8,2.44711698334,0.0905060575787,2.44711698333,0.0905060575787,7.20756787587e-13,5.12923037377e-14
429.9,2.44693382431,0.0904680157904,2.44693382431,0.0904680157902,6.91002810527e-13,1.49713574871e-13
430.0,2.44675093515,0.0904300537203,2.44675093515,0.0904300537204,1.94066984704e-13,1.83603132697e-14
430.1,2.4465683153,0.0903921711175,2.4465683153,0.0903921711174,5.3290705182e-13,1.65978342181e-14
430.2,2.44638596424,0.0903543677314,2.44638596424,0.0903543677315,1.00364161426e-12,7.79515341165e-14
430.3,2.44620388142,0.0903166433126,2.44620388142,0.0903166433127,7.04325486822e-13,3.38618022511e-15
430.4,2.44602206631,0.0902789976126,2.44602206631,0.0902789976128,1.52322598979e-13,1.80841452924e-13
430.5,2.44584051836,0.0902414303839,2.44584051836,0.0902414303839,1.44773082411e-13,1.47798440153e-14
430.6,2.44565923704,0.0902039413796,2.44565923704,0.0902039413796,5.08038056068e-13,5.21804821574e-15
430.7,2.44547822182,0.090166530354,2.44547822182,0.090166530354,4.91162666094e-13,1.46549439251e-14
430.8,2.44529747217,0.090129197062,2.44529747217,0.090129197062,9.01057006786e-13,2.55351295664e-14
430.9,2.44511698755,0.09009194126,2.44511698755,0.0900919412599,9.66782209844e-13,1.0977330156e-13
431.0,2.44493676744,0.0900547627047,2.44493676744,0.0900547627047,7.20756787587e-13,8.13238365538e-15
431.1,2.4447568113,0.090017661154,2.4447568113,0.0900176611538,9.90318937966e-14,1.90333859784e-13
431.2,2.44457711862,0.0899806363663,2.44457711862,0.0899806363664,4.86721773996e-13,1.00364161426e-13
431.3,2.44439768886,0.0899436881018,2.44439768886,0.0899436881019,2.3803181648e-13,9.33003674319e-14
431.4,2.4442185215,0.0899068161205,2.4442185215,0.0899068161205,4.90718576884e-13,1.68337566109e-14
431.5,2.44403961601,0.089870020184,2.44403961601,0.089870020184,2.57571741713e-14,5.12645481621e-14
431.6,2.44386097188,0.0898333000545,2.44386097188,0.0898333000545,7.42073069659e-13,6.29218899206e-14
431.7,2.44368258859,0.089796655495,2.44368258859,0.0897966554951,3.02868841118e-13,9.18848330755e-14
431.8,2.44350446561,0.0897600862695,2.44350446561,0.0897600862696,7.29194482574e-13,4.06202849135e-14
431.9,2.44332660242,0.0897235921432,2.44332660243,0.0897235921431,3.37951888696e-13,4.13558076673e-14
432.0,2.44314899852,0.0896871728813,2.44314899852,0.0896871728813,1.50990331349e-14,7.66053886991e-15
432.1,2.44297165339,0.0896508282508,2.44297165339,0.089650828251,1.64313007645e-14,2.00450767096e-13
432.2,2.44279456651,0.089614558019,2.44279456651,0.0896145580191,1.13642428801e-12,1.50532364351e-13
432.3,2.44261773736,0.0895783619541,2.44261773736,0.0895783619542,1.86961557347e-13,1.19751430994e-13
432.4,2.44244116545,0.0895422398254,2.44244116545,0.0895422398253,1.20481402632e-12,1.132566263e-13
432.5,2.44226485025,0.0895061914027,2.44226485025,0.0895061914027,3.87689880199e-13,1.69031455499e-14
432.6,2.44208879126,0.0894702164571,2.44208879126,0.0894702164571,6.08402217495e-14,4.48946435583e-14
432.7,2.44191298797,0.0894343147598,2.44191298797,0.0894343147598,7.36743999141e-13,1.77496906062e-14
432.8,2.44173743988,0.0893984860837,2.44173743988,0.0893984860838,2.04725125741e-13,8.65141291939e-14
432.9,2.44156214648,0.0893627302022,2.44156214648,0.0893627302021,2.13162820728e-14,1.20098375689e-13
433.0,2.44138710727,0.0893270468892,2.44138710727,0.0893270468891,8.96172025477e-13,9.58122470252e-14
433.1,2.44121232174,0.0892914359196,2.44121232174,0.0892914359196,7.62945262522e-13,1.21430643318e-14
433.2,2.44103778939,0.0892558970695,2.44103778939,0.0892558970695,2.57571741713e-13,5.96744875736e-15
433.3,2.44086350973,0.0892204301152,2.44086350973,0.0892204301153,6.02629057767e-13,3.86496390448e-14
433.4,2.44068948225,0.0891850348345,2.44068948225,0.0891850348345,4.4364512064e-13,4.06064071257e-14
433.5,2.44051570645,0.0891497110054,2.44051570646,0.0891497110052,3.45057316053e-13,1.40928935188e-13
433.6,2.44034218185,0.0891144584069,2.44034218185,0.0891144584069,1.50546242139e-13,6.06459327201e-14
433.7,2.44016890795,0.0890792768191,2.44016890795,0.089079276819,3.87689880199e-13,5.87585535783e-14
433.8,2.43999588425,0.0890441660223,2.43999588425,0.0890441660224,5.85309578582e-13,6.93334278878e-14
433.9,2.43982311025,0.0890091257983,2.43982311025,0.0890091257983,3.96127575186e-13,9.60342916301e-15
434.0,2.43965058548,0.0889741559292,2.43965058548,0.0889741559293,1.66977542904e-13,3.79557496544e-14
434.1,2.43947830943,0.0889392561981,2.43947830943,0.0889392561982,4.94715379773e-13,9.26619891928e-14
434.2,2.43930628162,0.0889044263888,2.43930628162,0.0889044263889,1.25943699913e-12,6.54892806651e-14
434.3,2.43913450157,0.0888696662859,2.43913450156,0.0888696662858,4.21884749358e-13,1.27800547922e-13
434.4,2.43896296877,0.0888349756747,2.43896296877,0.0888349756747,1.57651669497e-13,3.51108031538e-15
434.5,2.43879168276,0.0888003543413,2.43879168276,0.0888003543414,3.66817687336e-13,1.52169943313e-13
434.6,2.43862064305,0.088765802073,2.43862064305,0.0887658020728,9.21929199649e-13,1.43940415143e-13
434.7,2.43844984915,0.0887313186571,2.43844984915,0.0887313186572,3.90798504668e-14,1.0401401962e-13
434.8,2.43827930058,0.0886969038823,2.43827930058,0.0886969038823,3.73034936274e-14,4.58938442804e-14
434.9,2.43810899686,0.0886625575378,2.43810899686,0.0886625575378,1.31006316906e-13,3.59712259979e-14
435.0,2.43793893751,0.0886282794137,2.43793893751,0.0886282794138,9.98312543743e-13,5.83005865806e-14
435.1,2.43776912206,0.0885940693007,2.43776912206,0.0885940693008,7.21200876797e-13,7.82984788117e-14
435.2,2.43759955003,0.0885599269903,2.43759955003,0.0885599269902,2.50466314355e-13,1.72251102271e-13
435.3,2.43743022093,0.0885258522746,2.43743022093,0.0885258522747,7.89590615113e-13,8.00054467121e-14
435.4,2.43726113431,0.0884918449468,2.43726113431,0.0884918449469,7.38964445191e-13,9.45771239103e-14
435.5,2.43709228967,0.088457904801,2.43709228967,0.0884579048009,4.56523707726e-13,4.05231403988e-14
435.6,2.43692368656,0.0884240316311,2.43692368656,0.0884240316309,4.63629135083e-13,1.5294709943e-13
435.7,2.4367553245,0.0883902252325,2.4367553245,0.0883902252325,3.40616423955e-13,2.46191955711e-14
435.8,2.43658720302,0.0883564854014,2.43658720302,0.0883564854015,7.1143091418e-13,3.47499806708e-14
435.9,2.43641932165,0.0883228119346,2.43641932165,0.0883228119346,1.61204383176e-13,7.03048730344e-14
436.0,2.43625167993,0.0882892046291,2.43625167993,0.0882892046292,6.28830321148e-13,7.85760345678e-14
436.1,2.43608427738,0.0882556632836,2.43608427738,0.0882556632834,4.48086012739e-13,1.76580972067e-13
436.2,2.43591711355,0.0882221876965,2.43591711355,0.0882221876965,1.07025499574e-13,4.80032680272e-14
436.3,2.43575018796,0.0881887776678,2.43575018796,0.0881887776678,9.89430759546e-13,2.73808753448e-14
436.4,2.43558350016,0.0881554329977,2.43558350016,0.0881554329976,3.33066907388e-13,1.13520304268e-13
436.5,2.43541704969,0.0881221534872,2.43541704969,0.0881221534872,1.60316204756e-13,2.77555756156e-16
436.6,2.43525083608,0.0880889389382,2.43525083608,0.0880889389382,5.28466159722e-13,2.35922392733e-15
436.7,2.43508485887,0.0880557891531,2.43508485887,0.0880557891532,5.73763259126e-13,6.03822547518e-14
436.8,2.43491911761,0.0880227039353,2.43491911761,0.0880227039352,4.14779322e-13,4.88220575079e-14
436.9,2.43475361183,0.0879896830882,2.43475361183,0.0879896830882,6.94111434996e-13,2.6575963652e-14
437.0,2.43458834109,0.0879567264169,2.43458834109,0.0879567264168,1.95843341544e-13,4.31044089311e-14
437.1,2.43442330492,0.0879238337265,2.43442330493,0.0879238337264,9.94759830064e-13,7.00134394904e-14
437.2,2.43425850288,0.0878910048227,2.43425850288,0.0878910048228,8.22009127432e-13,1.19793064357e-13
437.3,2.43409393451,0.0878582395126,2.43409393451,0.0878582395127,7.67830243831e-13,4.260480857e-14
437.4,2.43392959935,0.0878255376035,2.43392959936,0.0878255376036,7.17204073908e-13,1.8776646904e-14
437.5,2.43376549697,0.0877928989034,2.43376549697,0.0877928989035,2.81108469835e-13,6.93750612513e-14
437.6,2.4336016269,0.087760323221,2.4336016269,0.087760323221,1.16129328376e-12,2.45220510564e-14
437.7,2.4334379887,0.0877278103659,2.4334379887,0.0877278103657,5.87085935422e-13,1.17850174064e-13
437.8,2.43327458193,0.0876953601477,2.43327458193,0.0876953601477,1.41797684705e-12,4.20080636943e-14
437.9,2.43311140613,0.0876629723778,2.43311140613,0.0876629723777,6.02184968557e-13,5.24302823379e-14
438.0,2.43294846086,0.0876306468672,2.43294846086,0.0876306468673,4.97379915032e-13,6.55309140285e-14
438.1,2.43278574568,0.0875983834283,2.43278574568,0.0875983834284,3.88133969409e-13,1.15754628105e-13
438.2,2.43262326014,0.0875661818737,2.43262326014,0.0875661818737,1.4472867349e-12,7.4523720528e-15
438.3,2.43246100381,0.0875340420171,2.43246100381,0.087534042017,4.58744153775e-13,1.35044753158e-13
438.4,2.43229897624,0.0875019636723,2.43229897624,0.0875019636723,6.8123284791e-13,7.66331442748e-14
438.5,2.43213717699,0.0874699466543,2.43213717699,0.0874699466543,5.65325564139e-13,5.5094817597e-15
438.6,2.43197560562,0.0874379907785,2.43197560562,0.0874379907784,5.16031661846e-13,7.73825448164e-14
438.7,2.4318142617,0.0874060958608,2.4318142617,0.0874060958609,2.40696351739e-13,9.1565643956e-14
438.8,2.43165314478,0.0873742617183,2.43165314478,0.0873742617182,1.02140518266e-12,8.77770078844e-14
438.9,2.43149225444,0.0873424881681,2.43149225444,0.0873424881679,5.3290705182e-14,1.87058701862e-13
439.0,2.43133159024,0.0873107750281,2.43133159024,0.0873107750281,1.67865721323e-13,5.31102939405e-14
439.1,2.43117115175,0.0872791221175,2.43117115175,0.0872791221173,6.20392626161e-13,1.78121406513e-13
439.2,2.43101093853,0.087247529255,2.43101093853,0.087247529255,8.83737527602e-14,4.66154892464e-14
439.3,2.43085095015,0.0872159962611,2.43085095015,0.087215996261,1.38689060236e-12,1.15005227563e-13
439.4,2.43069118618,0.0871845229559,2.43069118618,0.0871845229561,3.10862446895e-15,1.42524880786e-13
439.5,2.4305316462,0.0871531091611,2.4305316462,0.0871531091612,4.60076421405e-13,1.47923340243e-13
439.6,2.43037232977,0.0871217546983,2.43037232977,0.0871217546983,4.32098801184e-13,3.60406149369e-14
439.7,2.43021323647,0.08709045939,2.43021323647,0.08709045939,9.43689570931e-13,3.63181706931e-14
439.8,2.43005436587,0.0870592230593,2.43005436586,0.0870592230593,2.6645352591e-13,6.99440505514e-14
439.9,2.42989571754,0.0870280455301,2.42989571754,0.08702804553,4.28546087505e-13,1.16476273071e-13
440.0,2.42973729107,0.0869969266264,2.42973729107,0.0869969266266,7.86037901435e-14,2.04308792107e-13
440.1,2.42957908603,0.0869658661736,2.42957908603,0.0869658661736,2.50466314355e-13,6.87366830121e-14
440.2,2.42942110199,0.086934863997,2.42942110199,0.086934863997,5.99076344088e-13,3.62626595418e-14
440.3,2.42926333854,0.086903919923,2.42926333854,0.0869039199229,7.61168905683e-13,1.34475763858e-14
440.4,2.42910579526,0.086873033778,2.42910579526,0.086873033778,5.45341549696e-13,2.35367281221e-14
440.5,2.42894847173,0.08684220539,2.42894847173,0.08684220539,2.57571741713e-13,3.95378174645e-14
440.6,2.42879136752,0.0868114345867,2.42879136752,0.0868114345865,6.63025190306e-13,1.68143277079e-13
440.7,2.42863448223,0.0867807211966,2.42863448223,0.0867807211966,2.99760216649e-13,1.07691633389e-14
440.8,2.42847781544,0.0867500650494,2.42847781544,0.0867500650493,6.08402217495e-13,4.03010957939e-14
440.9,2.42832136672,0.0867194659744,2.42832136672,0.0867194659743,1.40776279522e-13,5.80369086123e-14
441.0,2.42816513568,0.0866889238024,2.42816513568,0.0866889238022,2.72670774848e-13,1.36834987785e-13
441.1,2.42800912189,0.0866584383642,2.42800912189,0.0866584383642,9.22373288859e-13,3.49303919123e-14
441.2,2.42785332495,0.0866280094916,2.42785332494,0.0866280094915,9.1793239676e-13,1.15490950137e-13
441.3,2.42769774443,0.0865976370165,2.42769774443,0.0865976370166,1.41664457942e-13,9.47852907274e-14
441.4,2.42754237994,0.086567320772,2.42754237994,0.086567320772,1.75415237891e-13,2.70616862252e-15
441.5,2.42738723106,0.0865370605915,2.42738723106,0.0865370605915,2.39808173319e-14,3.05866443284e-14
441.6,2.42723229739,0.0865068563086,2.42723229739,0.0865068563087,3.73479025484e-13,1.11730069641e-13
441.7,2.42707757852,0.0864767077583,2.42707757852,0.0864767077582,6.2128080458e-13,1.23956400699e-13
441.8,2.42692307404,0.0864466147753,2.42692307404,0.0864466147752,1.44773082411e-13,1.50199297444e-13
441.9,2.42676878354,0.0864165771955,2.42676878354,0.0864165771955,3.92130772298e-13,3.336220189e-14
442.0,2.42661470663,0.086386594855,2.42661470663,0.086386594855,2.18047802036e-13,1.02973185534e-14
442.1,2.4264608429,0.0863566675908,2.4264608429,0.0863566675908,6.71906974503e-13,5.45258282969e-14
442.2,2.42630719195,0.0863267952403,2.42630719195,0.0863267952403,1.87849735767e-13,7.52176099184e-15
442.3,2.42615375337,0.0862969776414,2.42615375337,0.0862969776414,6.93667345786e-13,2.76861866766e-14
442.4,2.42600052677,0.0862672146326,2.42600052678,0.0862672146326,1.03206332369e-12,1.40165656859e-14
442.5,2.42584751175,0.086237506053,2.42584751175,0.086237506053,8.62421245529e-13,3.1197266992e-14
442.6,2.42569470791,0.0862078517422,2.42569470791,0.0862078517423,2.59792187762e-13,1.05693231944e-13
442.7,2.42554211485,0.0861782515406,2.42554211485,0.0861782515405,6.79456491071e-13,6.4268035338e-14
442.8,2.42538973218,0.0861487052887,2.42538973218,0.0861487052888,1.1901590824e-13,7.46902539817e-14
442.9,2.42523755949,0.0861192128282,2.42523755949,0.0861192128282,6.83009204749e-13,2.27179386414e-14
443.0,2.4250855964,0.0860897740005,2.4250855964,0.0860897740005,9.84101689028e-13,3.48332473976e-14
443.1,2.42493384251,0.0860603886483,2.42493384251,0.0860603886483,7.49622586227e-13,6.84868828316e-14
443.2,2.42478229743,0.0860310566145,2.42478229743,0.0860310566144,6.42597086653e-13,2.06779038336e-14
443.3,2.42463096077,0.0860017777426,2.42463096077,0.0860017777426,1.37090339081e-12,7.78960229653e-14
443.4,2.42447983213,0.0859725518766,2.42447983213,0.0859725518766,1.71418435002e-13,2.82274204011e-14
443.5,2.42432891113,0.085943378861,2.42432891113,0.085943378861,1.80744308409e-13,4.21884749358e-15
443.6,2.42417819738,0.0859142585412,2.42417819738,0.0859142585414,1.69197988953e-13,1.34808830765e-13
443.7,2.42402769048,0.0858851907628,2.42402769048,0.0858851907628,1.90514271026e-13,4.32986979604e-14
443.8,2.42387739006,0.0858561753718,2.42387739006,0.0858561753717,3.12638803734e-13,1.30589983272e-13
443.9,2.42372729573,0.0858272122149,2.42372729573,0.0858272122149,5.25801624462e-13,0
444.0,2.42357740709,0.0857983011396,2.42357740709,0.0857983011396,4.45865566689e-13,1.94289029309e-16
444.1,2.42342772378,0.0857694419935,2.42342772378,0.0857694419934,2.52242671195e-13,1.59830482183e-13
444.2,2.42327824539,0.0857406346248,2.42327824539,0.0857406346248,4.16555678839e-13,8.00748356511e-15
444.3,2.42312897156,0.0857118788827,2.42312897156,0.0857118788827,1.15019105351e-13,1.97480920505e-14
444.4,2.42297990189,0.0856831746162,2.42297990189,0.0856831746162,5.05373520809e-13,2.17048601314e-14
444.5,2.42283103602,0.0856545216752,2.42283103602,0.0856545216752,8.03801469829e-13,1.33920652345e-14
444.6,2.42268237355,0.0856259199104,2.42268237355,0.0856259199104,2.78888023786e-13,1.66394675816e-14
444.7,2.42253391411,0.0855973691723,2.42253391411,0.0855973691723,4.56079618516e-13,6.9902417188e-14
444.8,2.42238565732,0.0855688693125,2.42238565732,0.0855688693126,8.881784197e-15,5.04318808936e-14
444.9,2.42223760281,0.0855404201828,2.42223760281,0.0855404201828,5.71986902287e-13,3.69149155688e-15
445.0,2.42208975019,0.0855120216358,2.42208975019,0.0855120216359,7.1054273576e-15,1.16046061649e-13
445.1,2.4219420991,0.0854836735246,2.4219420991,0.0854836735246,1.37667655054e-13,3.80945275325e-14
445.2,2.42179464916,0.0854553757021,2.42179464916,0.0854553757021,2.3803181648e-13,8.05189248609e-14
445.3,2.42164739998,0.0854271280226,2.42164739998,0.0854271280226,8.43769498715e-15,2.0872192863e-14
445.4,2.42150035121,0.0853989303405,2.42150035122,0.0853989303406,1.12088116566e-12,3.02396996332e-14
445.5,2.42135350248,0.0853707825109,2.42135350248,0.0853707825107,5.82645043323e-13,1.80508386016e-13
445.6,2.4212068534,0.0853426843889,2.4212068534,0.0853426843888,7.3985262361e-13,4.31460422945e-14
445.7,2.4210604036,0.0853146358307,2.4210604036,0.0853146358305,6.93223256576e-13,1.41539557852e-13
445.8,2.42091415273,0.0852866366924,2.42091415273,0.0852866366924,1.43440814782e-13,3.30291349826e-15
