wavelength_nm,frequency_hz,n_real,k_imag,epsilon_real,epsilon_imag,source_fsp_sha256,extraction_method
420.0,7.13791566667e+14,2.46646928141,0.0946656683111,6.07450912736,0.466979925786,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,getfdtdindex queried fitted/effective response from source FSP
448.0,6.6917959375e+14,2.41774622366,0.0846828744691,5.83832561278,0.409483399912,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,getfdtdindex queried fitted/effective response from source FSP
450.0,6.66205462222e+14,2.41494647635,0.0841534686933,5.82488467736,0.406452245387,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,getfdtdindex queried fitted/effective response from source FSP
453.0,6.61793505519e+14,2.41088392741,0.083391833341,5.80540711359,0.402096061358,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,getfdtdindex queried fitted/effective response from source FSP
480.0,6.24567620833e+14,2.38050136344,0.0778682809644,5.66072327217,0.370731098009,d7511bb92154152d5050d7ae664cb5b281ad3794a280129008359353b357e26f,getfdtdindex queried fitted/effective response from source FSP
