structure_key,structure_id,topology,exact_layer_sequence,geometry_hash,sequence_hash,material_ids,material_data_hashes,actual_wavelength_grid_hash,raw_metrics,r12_normalized_metrics,homogeneous_reference_normalized_metrics,x_450_angular_FWHM_deg,z_450_angular_FWHM_deg,mean_450_angular_FWHM_deg,mean_450_cone10,normalization_method,x_runtime_FSP_SHA256,z_runtime_FSP_SHA256,x_solver_log_SHA256,z_solver_log_SHA256,old_zero_radius_failure_provenance,candidate_provenance,quality_flags
bare,B0_BARE_GAN_AIR,bare,,090ed02536eced9e44ecc56f42228688c4b61f166327793e461b63fbcb9e07d9,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,APCD_GAN_NATIVE_M1;APCD_TIO2_NATIVE_M1;APCD_SIO2_NATIVE_M1,4780b085a2a5a0424fbcc7f67da21cb5cd164e54296342920aec42c6dde46207;dbc71df5ef07dbb266c3d7d05a39c20e50ce69202167c1631707b114f5ee1762;dce2bad1135214ae15c863b0a08c49d853b6dc2e7a11d59a6dd5621f15b149dd,548ed160c6392de61b0b6e807f8e6af9c3a613c2b3d586db45ead1ece449e587,"{""peak_wavelength_nm"": 443.40000000000003, ""peak_value"": 7.730944636640905e-10, ""left_half_max_nm"": null, ""right_half_max_nm"": null, ""spectral_FWHM_nm"": null, ""FWHM_status"": ""no_isolated_peak"", ""integrated_420_480"": 4.566588019944748e-08, ""integrated_440_460"": 1.5250328696072508e-08, ""T448"": 7.722095467519811e-10, ""T450"": 7.71316335304607e-10, ""T453"": 7.694552296734467e-10, ""edge_stability"": 0.9670115236080253}","{""peak_wavelength_nm"": 480.00000000000006, ""peak_value"": 0.059079891605675755, ""left_half_max_nm"": null, ""right_half_max_nm"": null, ""spectral_FWHM_nm"": null, ""FWHM_status"": ""no_isolated_peak"", ""integrated_420_480"": 3.1361517974911437, ""integrated_440_460"": 1.044573583947691, ""T448"": 0.05248883683406378, ""T450"": 0.05282898001104428, ""T453"": 0.05331695918092281, ""edge_stability"": 1.0}","{""peak_wavelength_nm"": 480.00000000000006, ""peak_value"": 0.5784895861312257, ""left_half_max_nm"": null, ""right_half_max_nm"": null, ""spectral_FWHM_nm"": null, ""FWHM_status"": ""no_isolated_peak"", ""integrated_420_480"": 34.38835901864765, ""integrated_440_460"": 11.381205378629758, ""T448"": 0.5745725120857632, ""T450"": 0.5750885566562736, ""T453"": 0.5757448695082957, ""edge_stability"": 1.0}",111.2485005151911,100.68809581188272,105.9682981635369,0.18665339975610118,fixed_physical_r12nm_box,012e8051f33ac819e74de53747cb374a714fdd060f3f9bed42c16dccc1d51bfa,e64f958bc8819ac1179466af0e56f97d131eb4275e65e323fc66e4a9dcdd48a5,27be5eb0c4869d65249e77589e0bcd6720d1260f6cd4ce3051a56a08b3426492,1baa9c5a8cfc8832a31c428395b8a240594947b6a872dcd4cae8c09e9dc75a23,canonical_emission_power_selection.csv,device_control,all_valid
wan_proxy,B1_WAN_MDC_ENGINEERING_PROXY,wan_mdc_engineering_proxy,L100 H52 L100 H52 L100 H52 L100 H52 L100 H52 L100 H52 L100 H52 L100 H52,a0a5cd60f9ee1a616f34fb6fe70df08c2db173d77aea480bccfe45db7aa3cf00,0bc0b720a00a8e8a7e658065ddf657e3bf5764a8bcecd8561bb674aff3558b3e,APCD_GAN_NATIVE_M1;APCD_TIO2_NATIVE_M1;APCD_SIO2_NATIVE_M1,4780b085a2a5a0424fbcc7f67da21cb5cd164e54296342920aec42c6dde46207;dbc71df5ef07dbb266c3d7d05a39c20e50ce69202167c1631707b114f5ee1762;dce2bad1135214ae15c863b0a08c49d853b6dc2e7a11d59a6dd5621f15b149dd,548ed160c6392de61b0b6e807f8e6af9c3a613c2b3d586db45ead1ece449e587,"{""peak_wavelength_nm"": 423.0, ""peak_value"": 5.046140485538329e-10, ""left_half_max_nm"": null, ""right_half_max_nm"": 451.31790148502455, ""spectral_FWHM_nm"": null, ""FWHM_status"": ""window_truncated"", ""integrated_420_480"": 1.2122238692866983e-08, ""integrated_440_460"": 3.9389922094785275e-09, ""T448"": 2.6753409803275514e-10, ""T450"": 2.6712398066654943e-10, ""T453"": 1.9999156997415662e-10, ""edge_stability"": 0.9892336262257183}","{""peak_wavelength_nm"": 424.2, ""peak_value"": 0.030265737449176898, ""left_half_max_nm"": null, ""right_half_max_nm"": 452.7727417887499, ""spectral_FWHM_nm"": null, ""FWHM_status"": ""window_truncated"", ""integrated_420_480"": 0.792270207826433, ""integrated_440_460"": 0.2810641916256999, ""T448"": 0.019033283212635223, ""T450"": 0.019031716435321772, ""T453"": 0.01451169616045687, ""edge_stability"": 0.9552927310166266}","{""peak_wavelength_nm"": 422.40000000000003, ""peak_value"": 0.37957668394973765, ""left_half_max_nm"": null, ""right_half_max_nm"": 451.2823802442511, ""spectral_FWHM_nm"": null, ""FWHM_status"": ""window_truncated"", ""integrated_420_480"": 9.076407051748776, ""integrated_440_460"": 2.9488487202247176, ""T448"": 0.2000678434356536, ""T450"": 0.20011602573475226, ""T453"": 0.15037600155442604, ""edge_stability"": 0.994645065697761}",37.782693403244416,29.48330800667764,33.63300070496103,0.545102937694951,fixed_physical_r12nm_box,4dd26681c87ef4cc891ff2d664a192a3bc2b5df57240d1f28d50384bc576a4be,a1fbbb567c13ecf87b4f4cc0b66a19e1dbee51a18943c2e69cb0756a15387727,ec249ff72879a07cf6ab608a6f1184e0c771a11e39a671e242243a9cd6e71da2,88980fbe1846e262381e46a497f77db84775a94709f52017ba1e76cc02f55988,canonical_emission_power_selection.csv,"outputs/r2_4h1a_inventory_existing_wan_mdc_server_files/r2_4h1a_wan_thesis_parameter_crosscheck.md; approximate SiO2=100 nm, TiO2=52 nm, m=8; exact source FSP layer order unavailable",all_valid
explicit,P1_EXPLICIT_FAB_G3_A3,Explicit,L79 H45 L79 H45 L79 H45 L156 H45 L79 H45 L79 H45 L79,d44569052e0f3a8a152560418bd816b72732300d993a080fe75186331599ebdf,b9e36efe180e91309a5b25d830192573c74d76fca7b48f8945cd36eab8a1cb58,APCD_GAN_NATIVE_M1;APCD_TIO2_NATIVE_M1;APCD_SIO2_NATIVE_M1,4780b085a2a5a0424fbcc7f67da21cb5cd164e54296342920aec42c6dde46207;dbc71df5ef07dbb266c3d7d05a39c20e50ce69202167c1631707b114f5ee1762;dce2bad1135214ae15c863b0a08c49d853b6dc2e7a11d59a6dd5621f15b149dd,548ed160c6392de61b0b6e807f8e6af9c3a613c2b3d586db45ead1ece449e587,"{""peak_wavelength_nm"": 448.2000000000001, ""peak_value"": 2.4057318805622397e-10, ""left_half_max_nm"": 433.7913708261798, ""right_half_max_nm"": 453.4834628027719, ""spectral_FWHM_nm"": 19.69209197659211, ""FWHM_status"": ""pass"", ""integrated_420_480"": 6.150019226753078e-09, ""integrated_440_460"": 3.1515469102366585e-09, ""T448"": 2.4028942664701796e-10, ""T450"": 2.2106785060183894e-10, ""T453"": 1.3251839202401367e-10, ""edge_stability"": 0.3068980684100374}","{""peak_wavelength_nm"": 448.40000000000003, ""peak_value"": 0.016345082172138176, ""left_half_max_nm"": 433.7405183349416, ""right_half_max_nm"": 453.67170558579505, ""spectral_FWHM_nm"": 19.93118725085344, ""FWHM_status"": ""pass"", ""integrated_420_480"": 0.429156556347568, ""integrated_440_460"": 0.2167914064365795, ""T448"": 0.016311819217469003, ""T450"": 0.015167491180430953, ""T453"": 0.009299060833779913, ""edge_stability"": 0.28216719786959354}","{""peak_wavelength_nm"": 448.2000000000001, ""peak_value"": 0.17933109816138018, ""left_half_max_nm"": 433.71953545856513, ""right_half_max_nm"": 453.53970911474374, ""spectral_FWHM_nm"": 19.82017365617861, ""FWHM_status"": ""pass"", ""integrated_420_480"": 4.65101292859047, ""integrated_440_460"": 2.3579043057125917, ""T448"": 0.17908970123933396, ""T450"": 0.16515379332846805, ""T453"": 0.09972081029816997, ""edge_stability"": 0.3162703651750549}",27.010005969183126,25.88654855253222,26.448277260857672,0.6261752006046262,fixed_physical_r12nm_box,b61bdc85124178b498f42e2f3580f4ed2407cb6a99b905627236f461802a705c,fab2ebdd49e9fe31c08542f5db0010512c9f922105170248252fa5c5caa5d766,0d97a0f6448b267e65680e3e7b5cee2ea195584e5f804d2406dd35c964278bc3,c2ac66e0718e8a98f36dd57ca3df6298f67aeeb68ef6d0f12852fa163371d045,canonical_emission_power_selection.csv,frozen P1 asymmetric static manifest,all_valid
zl1_nominal,P1_ZL1_NOMINAL_G3_A3,ZL-1,H46 L78 H46 L78 H46 L312 H46 L78 H46 L78 H46 L78,ad8cbef5a96144d8d7d0e2d9bdba185905a6250f90a83b945bfb99b967482af5,e111e88a5a13e61d7bcb89f48307f6e54fc850b296565ea03bba57c3fd1f2747,APCD_GAN_NATIVE_M1;APCD_TIO2_NATIVE_M1;APCD_SIO2_NATIVE_M1,4780b085a2a5a0424fbcc7f67da21cb5cd164e54296342920aec42c6dde46207;dbc71df5ef07dbb266c3d7d05a39c20e50ce69202167c1631707b114f5ee1762;dce2bad1135214ae15c863b0a08c49d853b6dc2e7a11d59a6dd5621f15b149dd,548ed160c6392de61b0b6e807f8e6af9c3a613c2b3d586db45ead1ece449e587,"{""peak_wavelength_nm"": 448.0000000000001, ""peak_value"": 2.829895397636636e-10, ""left_half_max_nm"": 432.002737357817, ""right_half_max_nm"": 453.8548048050324, ""spectral_FWHM_nm"": 21.852067447215404, ""FWHM_status"": ""pass"", ""integrated_420_480"": 7.87030277984779e-09, ""integrated_440_460"": 3.8526408822222305e-09, ""T448"": 2.8298953976366353e-10, ""T450"": 2.5736757883203476e-10, ""T453"": 1.6355454507184994e-10, ""edge_stability"": 0.3349589567340934}","{""peak_wavelength_nm"": 448.2000000000001, ""peak_value"": 0.019555817228779894, ""left_half_max_nm"": 435.2291282875377, ""right_half_max_nm"": 454.251858974073, ""spectral_FWHM_nm"": 19.022730686535283, ""FWHM_status"": ""pass"", ""integrated_420_480"": 0.551818866057487, ""integrated_440_460"": 0.2677308615553368, ""T448"": 0.019552135980193727, ""T450"": 0.017994651331700695, ""T453"": 0.011791389961691679, ""edge_stability"": 0.34298101111719}","{""peak_wavelength_nm"": 448.0000000000001, ""peak_value"": 0.2110133528230133, ""left_half_max_nm"": 431.98109561657253, ""right_half_max_nm"": 453.94089068612357, ""spectral_FWHM_nm"": 21.959795069551035, ""FWHM_status"": ""pass"", ""integrated_420_480"": 5.9592536672105005, ""integrated_440_460"": 2.884893539444303, ""T448"": 0.21101335282301326, ""T450"": 0.19245458066068916, ""T453"": 0.12327190860600373, ""edge_stability"": 0.3425848654081791}",25.0187681986933,25.05097277605885,25.034870487376075,0.6292133021539565,fixed_physical_r12nm_box,2522d87b034ed307131c98763645e673041f9a3e0cc0e5366fa92c4cb08ca63d,6f15c52479a750a0a10398f497b25627b88a19e451e6cb9a51037b7f59167008,034958e382154e8db70fbc680af1e2dea20bb5bef043c3f7c4d883e5e2785c3e,a56dd79d3486c7c22125e05898332ca4bdf5998e6599850bb72c1cd206b89905,canonical_emission_power_selection.csv,frozen P1 asymmetric static manifest,all_valid
zl1_alternative,P1_ZL1_ALTERNATIVE_G3_A3,ZL-1,H44 L79 H44 L79 H44 L316 H44 L79 H44 L79 H44 L79,c38694d6f162c04322ae8a87def91622d4fd4f272e4ec286e85acc978f74d888,07a8ecbcb195f5620d693d95fb485c416395b380d1cb60b1e76aac0ef0127730,APCD_GAN_NATIVE_M1;APCD_TIO2_NATIVE_M1;APCD_SIO2_NATIVE_M1,4780b085a2a5a0424fbcc7f67da21cb5cd164e54296342920aec42c6dde46207;dbc71df5ef07dbb266c3d7d05a39c20e50ce69202167c1631707b114f5ee1762;dce2bad1135214ae15c863b0a08c49d853b6dc2e7a11d59a6dd5621f15b149dd,548ed160c6392de61b0b6e807f8e6af9c3a613c2b3d586db45ead1ece449e587,"{""peak_wavelength_nm"": 447.5999999999999, ""peak_value"": 2.841046117151239e-10, ""left_half_max_nm"": 432.2446400886602, ""right_half_max_nm"": 453.5358930584752, ""spectral_FWHM_nm"": 21.29125296981499, ""FWHM_status"": ""pass"", ""integrated_420_480"": 7.951806797913462e-09, ""integrated_440_460"": 3.832508523857502e-09, ""T448"": 2.8297704520659116e-10, ""T450"": 2.4738182689143614e-10, ""T453"": 1.546487563572625e-10, ""edge_stability"": 0.32268644098636273}","{""peak_wavelength_nm"": 447.8, ""peak_value"": 0.019682428622464786, ""left_half_max_nm"": 435.22356842952405, ""right_half_max_nm"": 454.0056552026008, ""spectral_FWHM_nm"": 18.782086773076742, ""FWHM_status"": ""pass"", ""integrated_420_480"": 0.5631879138975083, ""integrated_440_460"": 0.2685386104046875, ""T448"": 0.01965072974633289, ""T450"": 0.017386044501296605, ""T453"": 0.011283546422812978, ""edge_stability"": 0.37475386995454546}","{""peak_wavelength_nm"": 447.5999999999999, ""peak_value"": 0.21183184496461507, ""left_half_max_nm"": 432.22431894207773, ""right_half_max_nm"": 453.6329512849955, ""spectral_FWHM_nm"": 21.40863234291777, ""FWHM_status"": ""pass"", ""integrated_420_480"": 6.030659512854738, ""integrated_440_460"": 2.872022064736922, ""T448"": 0.21108501721690648, ""T450"": 0.18514333901865576, ""T453"": 0.11677037243955887, ""edge_stability"": 0.3301439578571726}",23.375753005284686,23.809131803535106,23.592442404409894,0.6323566897531674,fixed_physical_r12nm_box,227b0e2a484c2d3077fb4f8cc42bfaa0f504d9527903af832d916935a1c49b57,2c77edef55141e345fba7f273ac9db48e5944bdad4edc0d4de2bbdcc04fc84f8,e862dbb5adc4d5670f724bb7598a16172149416a084ab4ce861483afb904aa09,06f98f04bf56602a13a4e3efa02e154c7dba6d3065b11b195091c123f4f415df,canonical_emission_power_selection.csv,frozen P1 asymmetric static manifest,all_valid
