structure_key,curve_name,wavelength_nm,value
bare,fixed_moment_in_plane_qw,431.2,7.663928328934345e-10
bare,fixed_moment_in_plane_qw,431.4,7.666164840394895e-10
bare,fixed_moment_in_plane_qw,431.6,7.668362434021676e-10
bare,fixed_moment_in_plane_qw,431.80000000000007,7.670521134258595e-10
bare,fixed_moment_in_plane_qw,432.0,7.672640966780018e-10
bare,fixed_moment_in_plane_qw,432.20000000000005,7.674721958557353e-10
bare,fixed_moment_in_plane_qw,432.40000000000003,7.676764137924153e-10
bare,fixed_moment_in_plane_qw,432.6,7.678767534638912e-10
bare,fixed_moment_in_plane_qw,432.79999999999995,7.680732179945989e-10
bare,fixed_moment_in_plane_qw,433.0,7.682658106634572e-10
bare,fixed_moment_in_plane_qw,433.20000000000005,7.684545349095528e-10
bare,fixed_moment_in_plane_qw,433.4,7.686393943376375e-10
bare,fixed_moment_in_plane_qw,433.6000000000001,7.688203927234135e-10
bare,fixed_moment_in_plane_qw,433.8,7.689975340186135e-10
bare,fixed_moment_in_plane_qw,434.0,7.691708223558914e-10
bare,fixed_moment_in_plane_qw,434.2,7.693402620534995e-10
bare,fixed_moment_in_plane_qw,434.40000000000003,7.695058576197572e-10
bare,fixed_moment_in_plane_qw,434.6000000000001,7.69667613757334e-10
bare,fixed_moment_in_plane_qw,434.8,7.698255353673144e-10
bare,fixed_moment_in_plane_qw,435.00000000000006,7.699796275530644e-10
bare,fixed_moment_in_plane_qw,435.20000000000005,7.701298956238941e-10
bare,fixed_moment_in_plane_qw,435.40000000000003,7.702763450985288e-10
bare,fixed_moment_in_plane_qw,435.6,7.704189817083588e-10
bare,fixed_moment_in_plane_qw,435.8,7.705578114005117e-10
bare,fixed_moment_in_plane_qw,436.00000000000006,7.706928403407077e-10
bare,fixed_moment_in_plane_qw,436.2,7.708240749159256e-10
bare,fixed_moment_in_plane_qw,436.40000000000003,7.709515217368707e-10
bare,fixed_moment_in_plane_qw,436.6,7.71075187640251e-10
bare,fixed_moment_in_plane_qw,436.8,7.711950796908474e-10
bare,fixed_moment_in_plane_qw,437.0,7.71311205183402e-10
bare,fixed_moment_in_plane_qw,437.20000000000005,7.714235716443197e-10
bare,fixed_moment_in_plane_qw,437.40000000000003,7.715321868331694e-10
bare,fixed_moment_in_plane_qw,437.6,7.716370587440034e-10
bare,fixed_moment_in_plane_qw,437.79999999999995,7.71738195606501e-10
bare,fixed_moment_in_plane_qw,438.00000000000006,7.718356058869175e-10
bare,fixed_moment_in_plane_qw,438.20000000000005,7.719292982888595e-10
bare,fixed_moment_in_plane_qw,438.40000000000003,7.720192817538869e-10
bare,fixed_moment_in_plane_qw,438.59999999999997,7.721055654619291e-10
bare,fixed_moment_in_plane_qw,438.8,7.721881588315483e-10
bare,fixed_moment_in_plane_qw,438.99999999999994,7.722670715200127e-10
bare,fixed_moment_in_plane_qw,439.2,7.723423134232204e-10
bare,fixed_moment_in_plane_qw,439.4000000000001,7.724138946754533e-10
bare,fixed_moment_in_plane_qw,439.6000000000001,7.724818256489699e-10
bare,fixed_moment_in_plane_qw,439.79999999999995,7.725461169534476e-10
bare,fixed_moment_in_plane_qw,440.00000000000006,7.726067794352704e-10
bare,fixed_moment_in_plane_qw,440.20000000000005,7.726638241766582e-10
bare,fixed_moment_in_plane_qw,440.4,7.727172624946696e-10
bare,fixed_moment_in_plane_qw,440.59999999999997,7.727671059400362e-10
bare,fixed_moment_in_plane_qw,440.8,7.728133662958814e-10
bare,fixed_moment_in_plane_qw,441.0000000000001,7.728560555762926e-10
bare,fixed_moment_in_plane_qw,441.20000000000005,7.72895186024757e-10
bare,fixed_moment_in_plane_qw,441.4,7.729307701124849e-10
bare,fixed_moment_in_plane_qw,441.6,7.729628205365955e-10
bare,fixed_moment_in_plane_qw,441.8,7.72991350218185e-10
bare,fixed_moment_in_plane_qw,442.0,7.730163723002884e-10
bare,fixed_moment_in_plane_qw,442.2,7.730379001457088e-10
bare,fixed_moment_in_plane_qw,442.4,7.730559473347633e-10
bare,fixed_moment_in_plane_qw,442.6000000000001,7.73070527662905e-10
bare,fixed_moment_in_plane_qw,442.80000000000007,7.73081655138251e-10
bare,fixed_moment_in_plane_qw,443.00000000000006,7.730893439790149e-10
bare,fixed_moment_in_plane_qw,443.20000000000005,7.730936086108482e-10
bare,fixed_moment_in_plane_qw,443.40000000000003,7.730944636640905e-10
bare,fixed_moment_in_plane_qw,443.59999999999997,7.73091923970929e-10
bare,fixed_moment_in_plane_qw,443.8,7.730860045624917e-10
bare,fixed_moment_in_plane_qw,444.0,7.730767206658541e-10
bare,fixed_moment_in_plane_qw,444.20000000000005,7.730640877009687e-10
bare,fixed_moment_in_plane_qw,444.40000000000003,7.7304812127754e-10
bare,fixed_moment_in_plane_qw,444.6000000000001,7.730288371918173e-10
bare,fixed_moment_in_plane_qw,444.8,7.730062514233442e-10
bare,fixed_moment_in_plane_qw,445.00000000000006,7.729803801316286e-10
bare,fixed_moment_in_plane_qw,445.20000000000005,7.72951239652784e-10
bare,fixed_moment_in_plane_qw,445.40000000000003,7.729188464960967e-10
bare,fixed_moment_in_plane_qw,445.6000000000001,7.728832173405643e-10
bare,fixed_moment_in_plane_qw,445.79999999999995,7.728443690313809e-10
bare,fixed_moment_in_plane_qw,446.0000000000001,7.72802318576382e-10
bare,fixed_moment_in_plane_qw,446.19999999999993,7.727570831424659e-10
bare,fixed_moment_in_plane_qw,446.4000000000001,7.727086800519643e-10
bare,fixed_moment_in_plane_qw,446.6000000000001,7.726571267789958e-10
bare,fixed_moment_in_plane_qw,446.79999999999995,7.726024409457904e-10
bare,fixed_moment_in_plane_qw,447.00000000000006,7.725446403189879e-10
bare,fixed_moment_in_plane_qw,447.20000000000005,7.724837428059159e-10
bare,fixed_moment_in_plane_qw,447.4000000000001,7.724197664508564e-10
bare,fixed_moment_in_plane_qw,447.5999999999999,7.723527294312923e-10
bare,fixed_moment_in_plane_qw,447.8,7.722826500541383e-10
bare,fixed_moment_in_plane_qw,448.0000000000001,7.722095467519811e-10
bare,fixed_moment_in_plane_qw,448.2000000000001,7.721334380792855e-10
bare,fixed_moment_in_plane_qw,448.40000000000003,7.720543427086244e-10
bare,fixed_moment_in_plane_qw,448.6,7.719722794268864e-10
bare,fixed_moment_in_plane_qw,448.8000000000001,7.718872671314958e-10
bare,fixed_moment_in_plane_qw,449.0,7.717993248266342e-10
bare,fixed_moment_in_plane_qw,449.20000000000005,7.717084716194652e-10
bare,fixed_moment_in_plane_qw,449.40000000000003,7.716147267163628e-10
bare,fixed_moment_in_plane_qw,449.6000000000001,7.715181094191611e-10
bare,fixed_moment_in_plane_qw,449.8,7.714186391214035e-10
bare,fixed_moment_in_plane_qw,450.0000000000001,7.713163353046069e-10
bare,fixed_moment_in_plane_qw,450.2000000000001,7.712112175345484e-10
bare,fixed_moment_in_plane_qw,450.4000000000001,7.711033054575594e-10
bare,fixed_moment_in_plane_qw,450.6,7.709926187968406e-10
bare,fixed_moment_in_plane_qw,450.8,7.708791773487942e-10
bare,fixed_moment_in_plane_qw,451.0,7.707630009793831e-10
bare,fixed_moment_in_plane_qw,451.2,7.706441096205064e-10
bare,fixed_moment_in_plane_qw,451.40000000000003,7.70522523266394e-10
bare,fixed_moment_in_plane_qw,451.6,7.703982619700343e-10
bare,fixed_moment_in_plane_qw,451.80000000000007,7.70271345839619e-10
bare,fixed_moment_in_plane_qw,452.0,7.701417950350187e-10
bare,fixed_moment_in_plane_qw,452.2,7.70009629764281e-10
bare,fixed_moment_in_plane_qw,452.40000000000003,7.698748702801592e-10
bare,fixed_moment_in_plane_qw,452.6000000000001,7.697375368766666e-10
bare,fixed_moment_in_plane_qw,452.8,7.695976498856574e-10
bare,fixed_moment_in_plane_qw,453.00000000000006,7.694552296734467e-10
bare,fixed_moment_in_plane_qw,453.20000000000005,7.693102966374418e-10
bare,fixed_moment_in_plane_qw,453.40000000000003,7.691628712028216e-10
bare,fixed_moment_in_plane_qw,453.59999999999997,7.690129738192388e-10
bare,fixed_moment_in_plane_qw,453.80000000000007,7.68860624957544e-10
bare,fixed_moment_in_plane_qw,453.99999999999994,7.687058451065584e-10
bare,fixed_moment_in_plane_qw,454.20000000000005,7.685486547698566e-10
bare,fixed_moment_in_plane_qw,454.4,7.683890744626029e-10
bare,fixed_moment_in_plane_qw,454.60000000000014,7.682271247083944e-10
bare,fixed_moment_in_plane_qw,454.80000000000007,7.68062826036155e-10
bare,fixed_moment_in_plane_qw,455.00000000000006,7.67896198977049e-10
bare,fixed_moment_in_plane_qw,455.2,7.677272640614265e-10
bare,fixed_moment_in_plane_qw,455.40000000000003,7.675560418158057e-10
bare,fixed_moment_in_plane_qw,455.6,7.673825527598783e-10
bare,fixed_moment_in_plane_qw,455.8,7.672068174035478e-10
bare,fixed_moment_in_plane_qw,456.00000000000006,7.670288562440027e-10
bare,fixed_moment_in_plane_qw,456.20000000000005,7.668486897628092e-10
bare,fixed_moment_in_plane_qw,456.40000000000003,7.666663384230447e-10
bare,fixed_moment_in_plane_qw,456.6000000000001,7.664818226664538e-10
bare,fixed_moment_in_plane_qw,456.8,7.662951629106342e-10
bare,fixed_moment_in_plane_qw,457.0,7.661063795462538e-10
bare,fixed_moment_in_plane_qw,457.2,7.659154929342967e-10
bare,fixed_moment_in_plane_qw,457.40000000000003,7.657225234033341e-10
bare,fixed_moment_in_plane_qw,457.6,7.655274912468252e-10
bare,fixed_moment_in_plane_qw,457.8,7.653304167204429e-10
bare,fixed_moment_in_plane_qw,458.0,7.651313200394401e-10
bare,fixed_moment_in_plane_qw,458.2,7.649302213760187e-10
bare,fixed_moment_in_plane_qw,458.4,7.64727140856749e-10
bare,fixed_moment_in_plane_qw,458.6000000000001,7.645220985600051e-10
bare,fixed_moment_in_plane_qw,458.8000000000001,7.643151145134238e-10
bare,fixed_moment_in_plane_qw,459.00000000000006,7.641062086913966e-10
bare,fixed_moment_in_plane_qw,459.20000000000005,7.638954010125847e-10
bare,fixed_moment_in_plane_qw,459.40000000000015,7.636827113374572e-10
bare,fixed_moment_in_plane_qw,459.6000000000001,7.634681594658596e-10
bare,fixed_moment_in_plane_qw,459.8,7.632517651346059e-10
bare,fixed_moment_in_plane_qw,460.00000000000006,7.630335480150861e-10
bare,fixed_moment_in_plane_qw,460.20000000000016,7.628135277109212e-10
bare,fixed_moment_in_plane_qw,460.4000000000001,7.625917237556196e-10
bare,fixed_moment_in_plane_qw,460.6000000000001,7.623681556102662e-10
bare,fixed_moment_in_plane_qw,460.8000000000001,7.621428426612519e-10
bare,fixed_moment_in_plane_qw,461.00000000000006,7.619158042179996e-10
bare,fixed_moment_in_plane_qw,461.20000000000005,7.616870595107355e-10
bare,fixed_moment_in_plane_qw,461.4,7.614566276882752e-10
bare,fixed_moment_in_plane_qw,461.6,7.612245278158493e-10
bare,fixed_moment_in_plane_qw,461.8000000000001,7.609907788729307e-10
bare,fixed_moment_in_plane_qw,462.0,7.607553997511025e-10
bare,fixed_moment_in_plane_qw,462.20000000000005,7.605184092519532e-10
bare,fixed_moment_in_plane_qw,462.4000000000001,7.602798260849882e-10
bare,fixed_moment_in_plane_qw,462.6,7.600396688655687e-10
bare,fixed_moment_in_plane_qw,462.79999999999995,7.597979561128808e-10
bare,fixed_moment_in_plane_qw,463.0000000000001,7.59554706247929e-10
bare,fixed_moment_in_plane_qw,463.2,7.593099375915535e-10
bare,fixed_moment_in_plane_qw,463.4000000000001,7.590636683624737e-10
bare,fixed_moment_in_plane_qw,463.6,7.588159166753637e-10
bare,fixed_moment_in_plane_qw,463.80000000000007,7.585667005389499e-10
bare,fixed_moment_in_plane_qw,464.00000000000006,7.58316037854142e-10
bare,fixed_moment_in_plane_qw,464.20000000000005,7.580639464121813e-10
bare,fixed_moment_in_plane_qw,464.4000000000001,7.578104438928304e-10
bare,fixed_moment_in_plane_qw,464.60000000000014,7.575555478625869e-10
bare,fixed_moment_in_plane_qw,464.8,7.572992757729195e-10
bare,fixed_moment_in_plane_qw,465.00000000000006,7.57041644958543e-10
bare,fixed_moment_in_plane_qw,465.2000000000001,7.567826726357269e-10
bare,fixed_moment_in_plane_qw,465.40000000000003,7.565223759006146e-10
bare,fixed_moment_in_plane_qw,465.5999999999999,7.562607717276024e-10
bare,fixed_moment_in_plane_qw,465.8000000000001,7.559978769677308e-10
bare,fixed_moment_in_plane_qw,466.0000000000001,7.557337083471087e-10
bare,fixed_moment_in_plane_qw,466.2000000000001,7.554682824653836e-10
bare,fixed_moment_in_plane_qw,466.40000000000003,7.552016157942329e-10
bare,fixed_moment_in_plane_qw,466.6000000000001,7.549337246758939e-10
bare,fixed_moment_in_plane_qw,466.8,7.546646253217318e-10
bare,fixed_moment_in_plane_qw,467.0,7.543943338108349e-10
bare,fixed_moment_in_plane_qw,467.2,7.541228660886549e-10
bare,fixed_moment_in_plane_qw,467.4000000000001,7.538502379656753e-10
bare,fixed_moment_in_plane_qw,467.6,7.53576465116126e-10
bare,fixed_moment_in_plane_qw,467.80000000000007,7.533015630767294e-10
bare,fixed_moment_in_plane_qw,468.00000000000006,7.530255472454777e-10
bare,fixed_moment_in_plane_qw,468.2000000000001,7.527484328804683e-10
bare,fixed_moment_in_plane_qw,468.40000000000003,7.524702350987604e-10
bare,fixed_moment_in_plane_qw,468.6,7.521909688752815e-10
bare,fixed_moment_in_plane_qw,468.80000000000007,7.519106490417634e-10
bare,fixed_moment_in_plane_qw,469.00000000000006,7.51629290285741e-10
bare,fixed_moment_in_plane_qw,469.2,7.513469071495605e-10
bare,fixed_moment_in_plane_qw,469.40000000000003,7.510635140294611e-10
bare,fixed_moment_in_plane_qw,469.6000000000001,7.507791251746755e-10
bare,fixed_moment_in_plane_qw,469.8,7.504937546865869e-10
bare,fixed_moment_in_plane_qw,470.0,7.502074165179239e-10
bare,fixed_moment_in_plane_qw,470.20000000000005,7.499201244719944e-10
bare,fixed_moment_in_plane_qw,470.40000000000015,7.496318922019761e-10
bare,fixed_moment_in_plane_qw,470.6,7.493427332102382e-10
bare,fixed_moment_in_plane_qw,470.80000000000007,7.490526608477175e-10
bare,fixed_moment_in_plane_qw,471.0,7.487616883133246e-10
bare,fixed_moment_in_plane_qw,471.2000000000001,7.484698286534187e-10
bare,fixed_moment_in_plane_qw,471.40000000000003,7.481770947613061e-10
bare,fixed_moment_in_plane_qw,471.6,7.47883499376792e-10
bare,fixed_moment_in_plane_qw,471.8000000000001,7.475890550857819e-10
bare,fixed_moment_in_plane_qw,472.0000000000001,7.472937743199247e-10
bare,fixed_moment_in_plane_qw,472.2000000000001,7.469976693563019e-10
bare,fixed_moment_in_plane_qw,472.40000000000015,7.467007523171622e-10
bare,fixed_moment_in_plane_qw,472.59999999999997,7.464030351697061e-10
bare,fixed_moment_in_plane_qw,472.8000000000001,7.461045297259108e-10
bare,fixed_moment_in_plane_qw,473.0,7.458052476424081e-10
bare,fixed_moment_in_plane_qw,473.2000000000001,7.455052004204045e-10
bare,fixed_moment_in_plane_qw,473.40000000000003,7.452043994056415e-10
bare,fixed_moment_in_plane_qw,473.6000000000001,7.44902855788419e-10
bare,fixed_moment_in_plane_qw,473.8000000000002,7.446005806036401e-10
bare,fixed_moment_in_plane_qw,474.00000000000006,7.44297584730934e-10
bare,fixed_moment_in_plane_qw,474.2000000000001,7.439938788947818e-10
bare,fixed_moment_in_plane_qw,474.4000000000001,7.436894736647286e-10
bare,fixed_moment_in_plane_qw,474.6,7.433843794556184e-10
bare,fixed_moment_in_plane_qw,474.80000000000007,7.430786065278727e-10
bare,fixed_moment_in_plane_qw,475.0,7.42772164987829e-10
bare,fixed_moment_in_plane_qw,475.2000000000001,7.424650647881033e-10
bare,fixed_moment_in_plane_qw,475.40000000000003,7.421573157280147e-10
bare,fixed_moment_in_plane_qw,475.6,7.418489274540379e-10
bare,fixed_moment_in_plane_qw,475.8000000000001,7.415399094603111e-10
bare,fixed_moment_in_plane_qw,476.00000000000006,7.412302710891741e-10
bare,fixed_moment_in_plane_qw,476.2,7.409200215317552e-10
bare,fixed_moment_in_plane_qw,476.4,7.406091698286076e-10
bare,fixed_moment_in_plane_qw,476.6000000000001,7.402977248703623e-10
bare,fixed_moment_in_plane_qw,476.80000000000007,7.399856953984515e-10
bare,fixed_moment_in_plane_qw,477.00000000000006,7.396730900058411e-10
bare,fixed_moment_in_plane_qw,477.20000000000005,7.393599171378297e-10
bare,fixed_moment_in_plane_qw,477.4000000000001,7.390461850928625e-10
bare,fixed_moment_in_plane_qw,477.6000000000001,7.38731902023403e-10
bare,fixed_moment_in_plane_qw,477.8000000000001,7.384170759368241e-10
bare,fixed_moment_in_plane_qw,477.9999999999999,7.381017146963479e-10
bare,fixed_moment_in_plane_qw,478.20000000000005,7.377858260220099e-10
bare,fixed_moment_in_plane_qw,478.40000000000003,7.374694174916715e-10
bare,fixed_moment_in_plane_qw,478.6000000000001,7.371524965420518e-10
bare,fixed_moment_in_plane_qw,478.80000000000007,7.368350704698065e-10
bare,fixed_moment_in_plane_qw,479.0000000000001,7.36517146432619e-10
bare,fixed_moment_in_plane_qw,479.2000000000001,7.361987314503524e-10
bare,fixed_moment_in_plane_qw,479.40000000000003,7.358798324061967e-10
bare,fixed_moment_in_plane_qw,479.5999999999999,7.35560456047882e-10
bare,fixed_moment_in_plane_qw,479.80000000000007,7.352406089888893e-10
bare,fixed_moment_in_plane_qw,480.00000000000006,7.349202977097105e-10
bare,r12_normalized_in_plane_qw,419.99999999999994,0.04316481026418757
bare,r12_normalized_in_plane_qw,420.20000000000005,0.043266589814525455
bare,r12_normalized_in_plane_qw,420.4,0.043368055077369946
bare,r12_normalized_in_plane_qw,420.59999999999997,0.04346919723060186
bare,r12_normalized_in_plane_qw,420.80000000000007,0.04357000751223926
bare,r12_normalized_in_plane_qw,421.0,0.04367047722501591
bare,r12_normalized_in_plane_qw,421.2,0.043770597740915
bare,r12_normalized_in_plane_qw,421.3999999999999,0.04387036050565547
bare,r12_normalized_in_plane_qw,421.6,0.043969757043129665
bare,r12_normalized_in_plane_qw,421.7999999999999,0.04406877895978867
bare,r12_normalized_in_plane_qw,422.0,0.04416741794897294
bare,r12_normalized_in_plane_qw,422.2,0.04426566579518545
bare,r12_normalized_in_plane_qw,422.40000000000003,0.04436351437830362
bare,r12_normalized_in_plane_qw,422.59999999999997,0.04446095567773084
bare,r12_normalized_in_plane_qw,422.8,0.044557981776479995
bare,r12_normalized_in_plane_qw,423.0,0.04465458486519104
bare,r12_normalized_in_plane_qw,423.20000000000005,0.044750757246077424
bare,r12_normalized_in_plane_qw,423.3999999999999,0.04484649133680031
bare,r12_normalized_in_plane_qw,423.6,0.04494177967426791
bare,r12_normalized_in_plane_qw,423.8,0.04503661491835624
bare,r12_normalized_in_plane_qw,424.00000000000006,0.04513098985555321
bare,r12_normalized_in_plane_qw,424.2,0.04522489740251749
bare,r12_normalized_in_plane_qw,424.4000000000001,0.04531833060955579
bare,r12_normalized_in_plane_qw,424.6,0.04541128266401434
bare,r12_normalized_in_plane_qw,424.8,0.04550374689358131
bare,r12_normalized_in_plane_qw,424.99999999999994,0.04559571676950004
bare,r12_normalized_in_plane_qw,425.2,0.04568718590969057
bare,r12_normalized_in_plane_qw,425.4,0.04577814808177752
bare,r12_normalized_in_plane_qw,425.59999999999997,0.045868597206022904
bare,r12_normalized_in_plane_qw,425.80000000000007,0.04595852735816168
bare,r12_normalized_in_plane_qw,426.0,0.04604793277213878
bare,r12_normalized_in_plane_qw,426.2,0.04613680784274658
bare,r12_normalized_in_plane_qw,426.40000000000003,0.046225147128159824
bare,r12_normalized_in_plane_qw,426.6,0.04631294535236813
bare,r12_normalized_in_plane_qw,426.8,0.046400197407504215
bare,r12_normalized_in_plane_qw,427.0,0.04648689835606554
bare,r12_normalized_in_plane_qw,427.20000000000005,0.046573043433031425
bare,r12_normalized_in_plane_qw,427.4000000000001,0.046658628047869244
bare,r12_normalized_in_plane_qw,427.59999999999997,0.046743647786433806
bare,r12_normalized_in_plane_qw,427.80000000000007,0.04682809841275668
bare,r12_normalized_in_plane_qw,428.0,0.046911975870723474
bare,r12_normalized_in_plane_qw,428.20000000000005,0.046995276285640944
bare,r12_normalized_in_plane_qw,428.4,0.04707799596569105
bare,r12_normalized_in_plane_qw,428.59999999999997,0.04716013140327314
bare,r12_normalized_in_plane_qw,428.8,0.04724167927623124
bare,r12_normalized_in_plane_qw,429.00000000000006,0.047322636448968974
bare,r12_normalized_in_plane_qw,429.19999999999993,0.04740299997344942
bare,r12_normalized_in_plane_qw,429.4,0.04748276709008129
bare,r12_normalized_in_plane_qw,429.6,0.04756193522849035
bare,r12_normalized_in_plane_qw,429.80000000000007,0.04764050200817531
bare,r12_normalized_in_plane_qw,430.0,0.04771846523905135
bare,r12_normalized_in_plane_qw,430.2,0.04779582292187665
bare,r12_normalized_in_plane_qw,430.4,0.04787257324856703
bare,r12_normalized_in_plane_qw,430.6,0.04794871460239586
bare,r12_normalized_in_plane_qw,430.8,0.04802424555807965
bare,r12_normalized_in_plane_qw,431.0,0.04809916488175287
bare,r12_normalized_in_plane_qw,431.2,0.048173471530829313
bare,r12_normalized_in_plane_qw,431.4,0.048247164653752284
bare,r12_normalized_in_plane_qw,431.6,0.04832024358963474
bare,r12_normalized_in_plane_qw,431.80000000000007,0.04839270786778883
bare,r12_normalized_in_plane_qw,432.0,0.048464557207148706
bare,r12_normalized_in_plane_qw,432.20000000000005,0.04853579151558427
bare,r12_normalized_in_plane_qw,432.40000000000003,0.04860641088911055
bare,r12_normalized_in_plane_qw,432.6,0.048676415610990384
bare,r12_normalized_in_plane_qw,432.79999999999995,0.04874580615073659
bare,r12_normalized_in_plane_qw,433.0,0.04881458316301012
bare,r12_normalized_in_plane_qw,433.20000000000005,0.04888274748641948
bare,r12_normalized_in_plane_qw,433.4,0.04895030014222281
bare,r12_normalized_in_plane_qw,433.6000000000001,0.0490172423329312
bare,r12_normalized_in_plane_qw,433.8,0.04908357544082048
bare,r12_normalized_in_plane_qw,434.0,0.04914930102634847
bare,r12_normalized_in_plane_qw,434.2,0.04921442082648404
bare,r12_normalized_in_plane_qw,434.40000000000003,0.04927893675294568
bare,r12_normalized_in_plane_qw,434.6000000000001,0.04934285089035698
bare,r12_normalized_in_plane_qw,434.8,0.04940616549431656
bare,r12_normalized_in_plane_qw,435.00000000000006,0.049468882989388625
bare,r12_normalized_in_plane_qw,435.20000000000005,0.04953100596701352
bare,r12_normalized_in_plane_qw,435.40000000000003,0.0495925371833434
bare,r12_normalized_in_plane_qw,435.6,0.04965347955700415
bare,r12_normalized_in_plane_qw,435.8,0.04971383616678656
bare,r12_normalized_in_plane_qw,436.00000000000006,0.0497736102492687
bare,r12_normalized_in_plane_qw,436.2,0.049832805196374536
bare,r12_normalized_in_plane_qw,436.40000000000003,0.04989142455286848
bare,r12_normalized_in_plane_qw,436.6,0.04994947201379041
bare,r12_normalized_in_plane_qw,436.8,0.05000695142183427
bare,r12_normalized_in_plane_qw,437.0,0.050063866764672164
bare,r12_normalized_in_plane_qw,437.20000000000005,0.050120222172226794
bare,r12_normalized_in_plane_qw,437.40000000000003,0.050176021913896626
bare,r12_normalized_in_plane_qw,437.6,0.05023127039573372
bare,r12_normalized_in_plane_qw,437.79999999999995,0.05028597215758028
bare,r12_normalized_in_plane_qw,438.00000000000006,0.05034013187016573
bare,r12_normalized_in_plane_qw,438.20000000000005,0.05039375433216507
bare,r12_normalized_in_plane_qw,438.40000000000003,0.05044684446722461
bare,r12_normalized_in_plane_qw,438.59999999999997,0.05049940732095615
bare,r12_normalized_in_plane_qw,438.8,0.050551448057902695
bare,r12_normalized_in_plane_qw,438.99999999999994,0.05060297195847826
bare,r12_normalized_in_plane_qw,439.2,0.050653984415884826
bare,r12_normalized_in_plane_qw,439.4000000000001,0.05070449093301063
bare,r12_normalized_in_plane_qw,439.6000000000001,0.050754497119307025
