structure_key,output_spectral_peak_nm,output_spectral_FWHM_nm,output_FWHM_status,integrated_r12_normalized_420_480,relative_integrated_r12_vs_bare,mean_450_angular_FWHM_deg,mean_450_cone10
bare,480.00000000000006,,no_isolated_peak,3.1361517974911437,1.0,105.9682981635369,0.18665339975610118
wan_proxy,424.2,,window_truncated,0.792270207826433,0.252624955354595,33.63300070496103,0.545102937694951
explicit,448.40000000000003,19.93118725085344,pass,0.429156556347568,0.13684176789238464,26.448277260857672,0.6261752006046262
zl1_nominal,448.2000000000001,19.022730686535283,pass,0.551818866057487,0.17595413158856998,25.034870487376075,0.6292133021539565
zl1_alternative,447.8,18.782086773076742,pass,0.5631879138975083,0.17957929024610575,23.592442404409894,0.6323566897531674
