structure_key,dipole,curve_name,peak_wavelength_nm,peak_value,left_half_max_nm,right_half_max_nm,spectral_FWHM_nm,FWHM_status,integrated_420_480,integrated_440_460,T448,T450,T453,edge_stability
bare,x,raw_upward_spectrum,443.00000000000006,8.18957952119366e-10,,,,no_isolated_peak,4.838936463457256e-08,1.6153071500870184e-08,8.179012316340932e-10,8.1692918661427e-10,8.149384790148111e-10,0.9694742692998525
bare,x,r12_normalized_upward_spectrum,480.00000000000006,0.07367094622209042,,,,no_isolated_peak,3.956889288358047,1.3201836319434024,0.06642577529832891,0.06677736905776645,0.06727109876277308,1.0
bare,x,homogeneous_reference_normalized_spectrum,480.00000000000006,0.6514762345712666,,,,no_isolated_peak,38.71085713972107,12.807683486598641,0.6465385671154399,0.6471427278021725,0.6479281292541659,1.0
bare,x,relative_to_bare_spectrum,419.99999999999994,1.0,,,,no_isolated_peak,60.000000000000114,19.799999999999955,1.0,1.0,1.0,1.0
bare,x,emission_rate_proxy,470.80000000000007,1.0426866943038984,,,,no_isolated_peak,60.40490890494079,19.93027104602029,1.001392711953152,1.007119066344719,1.0155189817223078,0.9928577697203707
bare,z,raw_upward_spectrum,443.8,7.272441375785821e-10,,,,no_isolated_peak,4.2942395764322395e-08,1.4347585891274837e-08,7.265178618698689e-10,7.257034839949438e-10,7.239719803320822e-10,0.9642206955672933
bare,z,r12_normalized_upward_spectrum,480.00000000000006,0.0444888369892611,,,,no_isolated_peak,2.315414306624241,0.768963535951979,0.038551898369798644,0.038880590964322115,0.03936281959907253,1.0
bare,z,homogeneous_reference_normalized_spectrum,480.00000000000006,0.5055029376911848,,,,no_isolated_peak,30.065860897574233,9.954727270660873,0.5026064570560865,0.5030343855103746,0.5035616097624256,1.0
bare,z,relative_to_bare_spectrum,419.99999999999994,1.0,,,,no_isolated_peak,60.000000000000114,19.799999999999955,1.0,1.0,1.0,1.0
bare,z,emission_rate_proxy,466.40000000000003,1.023326116495696,,,,no_isolated_peak,60.22666744829114,19.944366116726922,1.0048094308113575,1.008195823496335,1.0128863719838999,0.9900380201271095
wan_proxy,x,raw_upward_spectrum,422.59999999999997,5.848781528504947e-10,,450.93101658839913,,window_truncated,1.404511022378309e-08,4.50604404076567e-09,3.0374520622246603e-10,3.021149000250504e-10,2.2653162671231466e-10,0.9933340966794847
wan_proxy,x,r12_normalized_upward_spectrum,424.2,0.04107803730546573,,452.6686865257068,,window_truncated,1.076522138696063,0.37888802427247154,0.025504728150231644,0.025380083033115338,0.0193678197886203,0.9579396193400802
wan_proxy,x,homogeneous_reference_normalized_spectrum,422.0,0.46414474959479773,,450.9175714499381,,window_truncated,11.09446736571453,3.56369383355097,0.24010599667016197,0.23932485668945322,0.18010710856364592,0.9977856831831077
wan_proxy,x,relative_to_bare_spectrum,421.6,0.7323221099621876,,441.53282684358396,,window_truncated,17.32228330921552,5.514254885865973,0.3713714987512739,0.36981773325684864,0.2779738993134444,0.9992190489151799
wan_proxy,x,emission_rate_proxy,480.00000000000006,1.0908465140680925,,,,window_truncated,60.07581556946624,19.145259868585818,0.968565353536181,0.9799520281214633,0.9804825086958271,1.0
wan_proxy,z,raw_upward_spectrum,423.3999999999999,4.245546261373689e-10,,451.6928701655925,,window_truncated,1.0199367161950872e-08,3.3719403781913844e-09,2.3132298984304425e-10,2.3213306130804843e-10,1.7345151323599855e-10,0.9831077860551624
wan_proxy,z,r12_normalized_upward_spectrum,424.4000000000001,0.019457986744287756,,452.96119153527377,,window_truncated,0.5080182769568031,0.18324035897892818,0.012561838275038806,0.012683349837528205,0.00965557253229344,0.9494815055263102
wan_proxy,z,homogeneous_reference_normalized_spectrum,423.0,0.29520109235324976,,451.6807982295469,,window_truncated,7.058346737783021,2.3340036068984658,0.1600296902011452,0.1609071947800513,0.12064489454520612,0.9890585535820704
wan_proxy,z,relative_to_bare_spectrum,422.59999999999997,0.6001249939689035,,440.62889362302553,,window_truncated,14.189420840987138,4.645902114023893,0.31839959068271045,0.319873152641039,0.23958318546587568,0.9918279000469697
wan_proxy,z,emission_rate_proxy,479.2000000000001,1.0515470796818613,,,,window_truncated,60.02700220850526,19.43087626767592,0.9818582053722532,0.9886021954336015,0.9892936741386665,0.9998747773750947
explicit,x,raw_upward_spectrum,448.2000000000001,2.6078080733513415e-10,429.45926813058765,453.872557745501,24.413289614913367,pass,7.620213343532175e-09,3.5534155290125416e-09,2.60572080648074e-10,2.407474416771783e-10,1.5168572742218388e-10,0.39837496302151415
explicit,x,r12_normalized_upward_spectrum,448.2000000000001,0.02104247052806339,430.74581041744204,453.98405466903677,23.238244251594722,pass,0.614244533114746,0.2879928053762121,0.02101159735023089,0.019586013923063857,0.012461615798771796,0.3443885076212206
explicit,x,homogeneous_reference_normalized_spectrum,448.2000000000001,0.20618462970865145,429.6421953030943,453.9140735194622,24.271878216367895,pass,6.059029212858224,2.8121841991665733,0.20597829314415736,0.1907117026434836,0.12059983929342316,0.4016440543235032
explicit,x,relative_to_bare_spectrum,448.2000000000001,0.3188740928768978,429.0860898479477,453.89949198800554,24.81340214005786,pass,9.402385142546427,4.350210554558717,0.3185862431426768,0.29469805415441985,0.18613150725875474,0.4103463116952567
explicit,x,emission_rate_proxy,468.80000000000007,1.0856530676569172,,,,window_truncated,60.71265513454092,20.044636023051076,1.0085768772486652,1.0119087044215438,1.0203803895822883,0.97120570093762
explicit,z,raw_upward_spectrum,448.2000000000001,2.2036556877731383e-10,436.5080441506453,453.1223103691345,16.614266218489206,pass,4.679825109973979e-09,2.7496782914607753e-09,2.2000677264596183e-10,2.0138825952649955e-10,1.1335105662584345e-10,0.19864423110844637
explicit,z,r12_normalized_upward_spectrum,448.40000000000003,0.011650502509299521,437.0557132777441,453.22625504021886,16.170541762474784,pass,0.24406857958038997,0.14559000749694684,0.011612041084707118,0.010748968437798045,0.006136505868788032,0.16971860634503844
explicit,z,homogeneous_reference_normalized_spectrum,448.2000000000001,0.1524775666141089,436.60413184054084,453.1452253301976,16.54109348965676,pass,3.242996644322716,1.9036244122586088,0.1522011093345106,0.1395958840134525,0.07884178130291676,0.2008255631965223
explicit,z,relative_to_bare_spectrum,448.2000000000001,0.30334606951445936,436.4724805397234,453.13735422659124,16.66487368686785,pass,6.479053914788162,3.7888100272943777,0.30282362512013306,0.27750763771709097,0.1565682922892263,0.20579017948437844
explicit,z,emission_rate_proxy,467.2,1.0518872129626784,,,,window_truncated,60.43507175867261,20.037969913503748,1.0102076694625368,1.0120125639261939,1.0172544269616108,0.9743728582493426
