structure_key,source_id,source_center_nm,source_FWHM_nm,captured_source_fraction_420_480,weighted_output_peak_nm,weighted_output_FWHM_nm,weighted_output_FWHM_status,weighted_integrated_upward_power,weighted_cone10_output_power,benchmark_only
bare,wan_blue_gaussian_benchmark,450,28,0.9883648705244065,450.4000000000001,27.85727671480015,pass,1.5493426919872395,0.2891900808466882,True
wan_proxy,wan_blue_gaussian_benchmark,450,28,0.9883648705244065,449.40000000000003,18.716087085876268,pass,0.3887957107059825,0.21193368406902738,True
explicit,wan_blue_gaussian_benchmark,450,28,0.9883648705244065,448.6,13.030959537610329,pass,0.26691021779486346,0.16713255917112307,True
zl1_nominal,wan_blue_gaussian_benchmark,450,28,0.9883648705244065,448.40000000000003,13.286864544392756,pass,0.3340125277365398,0.2101651255378982,True
zl1_alternative,wan_blue_gaussian_benchmark,450,28,0.9883648705244065,448.0000000000001,13.26125576194596,pass,0.33760018156343136,0.21348373327351974,True
