record_type,dipole,box_half_size_nm,M1_mesh_nm,M2_mesh_nm,M1_outward_flux,M2_outward_flux,relative_difference,pass_below_1pct,canonical_mesh_id,source_local_mesh_dx_dy_nm,near_source_outward_flux_r12nm,eta_field_name,normalization_method,common_radius_mesh_convergence_max_relative_difference,canonical_status,not_exact_total_emitted_power,not_absolute_extraction_efficiency,zero_radius_extrapolation_used,source_csv_sha256
common_radius_mesh_replay,x,12,1.0,2.0,1.262647883802084e-08,1.256735818071491e-08,0.004682275879472041,True,,,,,,,,,,,
common_radius_mesh_replay,x,16,1.0,2.0,1.1479617362425904e-08,1.1453540279611429e-08,0.0022715986074438744,True,,,,,,,,,,,
common_radius_mesh_replay,x,20,1.0,2.0,1.0871624335157177e-08,1.0859216086267903e-08,0.0011413426831855945,True,,,,,,,,,,,
canonical_selection,x,12,,,,,,,M1,1.0,1.262647883802084e-08,eta_up_normalized_to_r12nm_box,fixed_physical_r12nm_box,0.004682275879472041,fixed_physical_box_normalization_valid,True,True,False,f4b2bb06e7a7f275790975fd8d4e3bee6265d01d2a795909ee77f3d439df12df
common_radius_mesh_replay,z,12,1.0,2.0,1.9331691825404806e-08,1.9482112436811643e-08,0.007781037105565753,True,,,,,,,,,,,
common_radius_mesh_replay,z,16,1.0,2.0,1.9154032594645575e-08,1.930305631161084e-08,0.0077802789688749055,True,,,,,,,,,,,
common_radius_mesh_replay,z,20,1.0,2.0,1.8971441204934053e-08,1.911842233152987e-08,0.0077474939836193945,True,,,,,,,,,,,
canonical_selection,z,12,,,,,,,M1,1.0,1.9331691825404806e-08,eta_up_normalized_to_r12nm_box,fixed_physical_r12nm_box,0.007781037105565753,fixed_physical_box_normalization_valid,True,True,False,f4b2bb06e7a7f275790975fd8d4e3bee6265d01d2a795909ee77f3d439df12df
